delta,midgamma,lowgamma,theta,highalpha,lowalpha,highbeta,lowbeta,state
21395-133080-41047-614056-76655-132544-125896-68095,11350-196530-33609-8233-22225-58811-14971-33910,2919-28771-9698-3640-4394-11158-989-10038,15522-19091-6004-819-2543-6249-3655-5690,20066-9656-8471-3919-2716-5193-2692-3331,11303-8302-8151-1239-8134-4463-3311-5021,18482-3751-6786-1700-3535-1929-2448-1548,11132-3446-2912-1600-1745-2371-1731-1222,easy
133080-41047-614056-76655-132544-125896-68095-7670,196530-33609-8233-22225-58811-14971-33910-6629,28771-9698-3640-4394-11158-989-10038-693,19091-6004-819-2543-6249-3655-5690-1123,9656-8471-3919-2716-5193-2692-3331-2559,8302-8151-1239-8134-4463-3311-5021-1574,3751-6786-1700-3535-1929-2448-1548-2764,3446-2912-1600-1745-2371-1731-1222-1487,easy
41047-614056-76655-132544-125896-68095-7670-42370,33609-8233-22225-58811-14971-33910-6629-23806,9698-3640-4394-11158-989-10038-693-4346,6004-819-2543-6249-3655-5690-1123-2646,8471-3919-2716-5193-2692-3331-2559-2312,8151-1239-8134-4463-3311-5021-1574-1919,6786-1700-3535-1929-2448-1548-2764-865,2912-1600-1745-2371-1731-1222-1487-777,easy
614056-76655-132544-125896-68095-7670-42370-63090,8233-22225-58811-14971-33910-6629-23806-16071,3640-4394-11158-989-10038-693-4346-2153,819-2543-6249-3655-5690-1123-2646-3400,3919-2716-5193-2692-3331-2559-2312-5039,1239-8134-4463-3311-5021-1574-1919-4259,1700-3535-1929-2448-1548-2764-865-1134,1600-1745-2371-1731-1222-1487-777-1454,easy
76655-132544-125896-68095-7670-42370-63090-34802,22225-58811-14971-33910-6629-23806-16071-21166,4394-11158-989-10038-693-4346-2153-3329,2543-6249-3655-5690-1123-2646-3400-958,2716-5193-2692-3331-2559-2312-5039-1010,8134-4463-3311-5021-1574-1919-4259-839,3535-1929-2448-1548-2764-865-1134-508,1745-2371-1731-1222-1487-777-1454-681,easy
132544-125896-68095-7670-42370-63090-34802-6382,58811-14971-33910-6629-23806-16071-21166-3994,11158-989-10038-693-4346-2153-3329-1295,6249-3655-5690-1123-2646-3400-958-1436,5193-2692-3331-2559-2312-5039-1010-2450,4463-3311-5021-1574-1919-4259-839-3463,1929-2448-1548-2764-865-1134-508-8038,2371-1731-1222-1487-777-1454-681-2254,easy
125896-68095-7670-42370-63090-34802-6382-81142,14971-33910-6629-23806-16071-21166-3994-56473,989-10038-693-4346-2153-3329-1295-13358,3655-5690-1123-2646-3400-958-1436-1941,2692-3331-2559-2312-5039-1010-2450-1948,3311-5021-1574-1919-4259-839-3463-3470,2448-1548-2764-865-1134-508-8038-1866,1731-1222-1487-777-1454-681-2254-878,easy
68095-7670-42370-63090-34802-6382-81142-1495110,33910-6629-23806-16071-21166-3994-56473-45126,10038-693-4346-2153-3329-1295-13358-39571,5690-1123-2646-3400-958-1436-1941-31884,3331-2559-2312-5039-1010-2450-1948-24483,5021-1574-1919-4259-839-3463-3470-21044,1548-2764-865-1134-508-8038-1866-4755,1222-1487-777-1454-681-2254-878-4535,easy
7670-42370-63090-34802-6382-81142-1495110-16674,6629-23806-16071-21166-3994-56473-45126-15963,693-4346-2153-3329-1295-13358-39571-4034,1123-2646-3400-958-1436-1941-31884-33033,2559-2312-5039-1010-2450-1948-24483-9844,1574-1919-4259-839-3463-3470-21044-7633,2764-865-1134-508-8038-1866-4755-4136,1487-777-1454-681-2254-878-4535-5723,easy
42370-63090-34802-6382-81142-1495110-16674-91585,23806-16071-21166-3994-56473-45126-15963-22402,4346-2153-3329-1295-13358-39571-4034-4632,2646-3400-958-1436-1941-31884-33033-4851,2312-5039-1010-2450-1948-24483-9844-3153,1919-4259-839-3463-3470-21044-7633-5063,865-1134-508-8038-1866-4755-4136-1646,777-1454-681-2254-878-4535-5723-1229,easy
63090-34802-6382-81142-1495110-16674-91585-124113,16071-21166-3994-56473-45126-15963-22402-40531,2153-3329-1295-13358-39571-4034-4632-16814,3400-958-1436-1941-31884-33033-4851-1329,5039-1010-2450-1948-24483-9844-3153-6054,4259-839-3463-3470-21044-7633-5063-4895,1134-508-8038-1866-4755-4136-1646-615,1454-681-2254-878-4535-5723-1229-801,easy
34802-6382-81142-1495110-16674-91585-124113-134967,21166-3994-56473-45126-15963-22402-40531-57146,3329-1295-13358-39571-4034-4632-16814-1543,958-1436-1941-31884-33033-4851-1329-5450,1010-2450-1948-24483-9844-3153-6054-4122,839-3463-3470-21044-7633-5063-4895-2177,508-8038-1866-4755-4136-1646-615-746,681-2254-878-4535-5723-1229-801-797,easy
6382-81142-1495110-16674-91585-124113-134967-8759,3994-56473-45126-15963-22402-40531-57146-16580,1295-13358-39571-4034-4632-16814-1543-10383,1436-1941-31884-33033-4851-1329-5450-19078,2450-1948-24483-9844-3153-6054-4122-23846,3463-3470-21044-7633-5063-4895-2177-6713,8038-1866-4755-4136-1646-615-746-7661,2254-878-4535-5723-1229-801-797-5537,hard
81142-1495110-16674-91585-124113-134967-8759-715541,56473-45126-15963-22402-40531-57146-16580-200546,13358-39571-4034-4632-16814-1543-10383-62283,1941-31884-33033-4851-1329-5450-19078-24003,1948-24483-9844-3153-6054-4122-23846-15425,3470-21044-7633-5063-4895-2177-6713-6967,1866-4755-4136-1646-615-746-7661-4748,878-4535-5723-1229-801-797-5537-2793,easy
1495110-16674-91585-124113-134967-8759-715541-461503,45126-15963-22402-40531-57146-16580-200546-173779,39571-4034-4632-16814-1543-10383-62283-60911,31884-33033-4851-1329-5450-19078-24003-26945,24483-9844-3153-6054-4122-23846-15425-12031,21044-7633-5063-4895-2177-6713-6967-19014,4755-4136-1646-615-746-7661-4748-6689,4535-5723-1229-801-797-5537-2793-1775,easy
16674-91585-124113-134967-8759-715541-461503-354315,15963-22402-40531-57146-16580-200546-173779-109865,4034-4632-16814-1543-10383-62283-60911-6532,33033-4851-1329-5450-19078-24003-26945-16675,9844-3153-6054-4122-23846-15425-12031-17755,7633-5063-4895-2177-6713-6967-19014-15854,4136-1646-615-746-7661-4748-6689-5217,5723-1229-801-797-5537-2793-1775-5630,easy
91585-124113-134967-8759-715541-461503-354315-28673,22402-40531-57146-16580-200546-173779-109865-8430,4632-16814-1543-10383-62283-60911-6532-4870,4851-1329-5450-19078-24003-26945-16675-1836,3153-6054-4122-23846-15425-12031-17755-847,5063-4895-2177-6713-6967-19014-15854-604,1646-615-746-7661-4748-6689-5217-141,1229-801-797-5537-2793-1775-5630-115,easy
124113-134967-8759-715541-461503-354315-28673-5235,40531-57146-16580-200546-173779-109865-8430-11838,16814-1543-10383-62283-60911-6532-4870-14287,1329-5450-19078-24003-26945-16675-1836-11755,6054-4122-23846-15425-12031-17755-847-10614,4895-2177-6713-6967-19014-15854-604-7230,615-746-7661-4748-6689-5217-141-2813,801-797-5537-2793-1775-5630-115-3541,easy
134967-8759-715541-461503-354315-28673-5235-13083,57146-16580-200546-173779-109865-8430-11838-16098,1543-10383-62283-60911-6532-4870-14287-8891,5450-19078-24003-26945-16675-1836-11755-7081,4122-23846-15425-12031-17755-847-10614-20464,2177-6713-6967-19014-15854-604-7230-6490,746-7661-4748-6689-5217-141-2813-6107,797-5537-2793-1775-5630-115-3541-4059,easy
8759-715541-461503-354315-28673-5235-13083-755840,16580-200546-173779-109865-8430-11838-16098-24573,10383-62283-60911-6532-4870-14287-8891-10156,19078-24003-26945-16675-1836-11755-7081-15199,23846-15425-12031-17755-847-10614-20464-2236,6713-6967-19014-15854-604-7230-6490-3415,7661-4748-6689-5217-141-2813-6107-2172,5537-2793-1775-5630-115-3541-4059-1000,easy
715541-461503-354315-28673-5235-13083-755840-342292,200546-173779-109865-8430-11838-16098-24573-166173,62283-60911-6532-4870-14287-8891-10156-58704,24003-26945-16675-1836-11755-7081-15199-23174,15425-12031-17755-847-10614-20464-2236-14751,6967-19014-15854-604-7230-6490-3415-11466,4748-6689-5217-141-2813-6107-2172-4848,2793-1775-5630-115-3541-4059-1000-3927,easy
461503-354315-28673-5235-13083-755840-342292-10699,173779-109865-8430-11838-16098-24573-166173-6989,60911-6532-4870-14287-8891-10156-58704-3987,26945-16675-1836-11755-7081-15199-23174-8015,12031-17755-847-10614-20464-2236-14751-10703,19014-15854-604-7230-6490-3415-11466-5017,6689-5217-141-2813-6107-2172-4848-8507,1775-5630-115-3541-4059-1000-3927-4323,easy
354315-28673-5235-13083-755840-342292-10699-79337,109865-8430-11838-16098-24573-166173-6989-8136,6532-4870-14287-8891-10156-58704-3987-9706,16675-1836-11755-7081-15199-23174-8015-2380,17755-847-10614-20464-2236-14751-10703-2580,15854-604-7230-6490-3415-11466-5017-885,5217-141-2813-6107-2172-4848-8507-1501,5630-115-3541-4059-1000-3927-4323-607,easy
28673-5235-13083-755840-342292-10699-79337-28743,8430-11838-16098-24573-166173-6989-8136-3882,4870-14287-8891-10156-58704-3987-9706-47193,1836-11755-7081-15199-23174-8015-2380-7430,847-10614-20464-2236-14751-10703-2580-6203,604-7230-6490-3415-11466-5017-885-4470,141-2813-6107-2172-4848-8507-1501-1642,115-3541-4059-1000-3927-4323-607-2734,easy
5235-13083-755840-342292-10699-79337-28743-74741,11838-16098-24573-166173-6989-8136-3882-12446,14287-8891-10156-58704-3987-9706-47193-851,11755-7081-15199-23174-8015-2380-7430-1196,10614-20464-2236-14751-10703-2580-6203-4179,7230-6490-3415-11466-5017-885-4470-2772,2813-6107-2172-4848-8507-1501-1642-886,3541-4059-1000-3927-4323-607-2734-800,easy
13083-755840-342292-10699-79337-28743-74741-48467,16098-24573-166173-6989-8136-3882-12446-14415,8891-10156-58704-3987-9706-47193-851-2815,7081-15199-23174-8015-2380-7430-1196-993,20464-2236-14751-10703-2580-6203-4179-1046,6490-3415-11466-5017-885-4470-2772-1524,6107-2172-4848-8507-1501-1642-886-2038,4059-1000-3927-4323-607-2734-800-758,easy
755840-342292-10699-79337-28743-74741-48467-11441,24573-166173-6989-8136-3882-12446-14415-3310,10156-58704-3987-9706-47193-851-2815-465,15199-23174-8015-2380-7430-1196-993-1934,2236-14751-10703-2580-6203-4179-1046-5779,3415-11466-5017-885-4470-2772-1524-1498,2172-4848-8507-1501-1642-886-2038-1162,1000-3927-4323-607-2734-800-758-403,easy
342292-10699-79337-28743-74741-48467-11441-7503,166173-6989-8136-3882-12446-14415-3310-12072,58704-3987-9706-47193-851-2815-465-11629,23174-8015-2380-7430-1196-993-1934-20148,14751-10703-2580-6203-4179-1046-5779-2857,11466-5017-885-4470-2772-1524-1498-6188,4848-8507-1501-1642-886-2038-1162-2934,3927-4323-607-2734-800-758-403-3681,hard
10699-79337-28743-74741-48467-11441-7503-4064,6989-8136-3882-12446-14415-3310-12072-8831,3987-9706-47193-851-2815-465-11629-7588,8015-2380-7430-1196-993-1934-20148-1414,10703-2580-6203-4179-1046-5779-2857-5756,5017-885-4470-2772-1524-1498-6188-7669,8507-1501-1642-886-2038-1162-2934-2900,4323-607-2734-800-758-403-3681-2337,easy
79337-28743-74741-48467-11441-7503-4064-53054,8136-3882-12446-14415-3310-12072-8831-46060,9706-47193-851-2815-465-11629-7588-12555,2380-7430-1196-993-1934-20148-1414-5584,2580-6203-4179-1046-5779-2857-5756-6407,885-4470-2772-1524-1498-6188-7669-2083,1501-1642-886-2038-1162-2934-2900-1343,607-2734-800-758-403-3681-2337-659,easy
28743-74741-48467-11441-7503-4064-53054-1674,3882-12446-14415-3310-12072-8831-46060-5868,47193-851-2815-465-11629-7588-12555-3251,7430-1196-993-1934-20148-1414-5584-866,6203-4179-1046-5779-2857-5756-6407-4509,4470-2772-1524-1498-6188-7669-2083-2233,1642-886-2038-1162-2934-2900-1343-634,2734-800-758-403-3681-2337-659-762,easy
74741-48467-11441-7503-4064-53054-1674-22086,12446-14415-3310-12072-8831-46060-5868-11470,851-2815-465-11629-7588-12555-3251-5776,1196-993-1934-20148-1414-5584-866-22135,4179-1046-5779-2857-5756-6407-4509-12800,2772-1524-1498-6188-7669-2083-2233-12076,886-2038-1162-2934-2900-1343-634-6365,800-758-403-3681-2337-659-762-2769,easy
48467-11441-7503-4064-53054-1674-22086-325879,14415-3310-12072-8831-46060-5868-11470-51097,2815-465-11629-7588-12555-3251-5776-6578,993-1934-20148-1414-5584-866-22135-3730,1046-5779-2857-5756-6407-4509-12800-3485,1524-1498-6188-7669-2083-2233-12076-2556,2038-1162-2934-2900-1343-634-6365-987,758-403-3681-2337-659-762-2769-745,easy
11441-7503-4064-53054-1674-22086-325879-19479,3310-12072-8831-46060-5868-11470-51097-27052,465-11629-7588-12555-3251-5776-6578-1807,1934-20148-1414-5584-866-22135-3730-37580,5779-2857-5756-6407-4509-12800-3485-9661,1498-6188-7669-2083-2233-12076-2556-8909,1162-2934-2900-1343-634-6365-987-3922,403-3681-2337-659-762-2769-745-4653,easy
7503-4064-53054-1674-22086-325879-19479-97058,12072-8831-46060-5868-11470-51097-27052-41115,11629-7588-12555-3251-5776-6578-1807-4525,20148-1414-5584-866-22135-3730-37580-2573,2857-5756-6407-4509-12800-3485-9661-7189,6188-7669-2083-2233-12076-2556-8909-2397,2934-2900-1343-634-6365-987-3922-1380,3681-2337-659-762-2769-745-4653-938,easy
4064-53054-1674-22086-325879-19479-97058-2645,8831-46060-5868-11470-51097-27052-41115-9575,7588-12555-3251-5776-6578-1807-4525-6067,1414-5584-866-22135-3730-37580-2573-8306,5756-6407-4509-12800-3485-9661-7189-9516,7669-2083-2233-12076-2556-8909-2397-3862,2900-1343-634-6365-987-3922-1380-5392,2337-659-762-2769-745-4653-938-7862,easy
53054-1674-22086-325879-19479-97058-2645-73409,46060-5868-11470-51097-27052-41115-9575-35191,12555-3251-5776-6578-1807-4525-6067-4472,5584-866-22135-3730-37580-2573-8306-1270,6407-4509-12800-3485-9661-7189-9516-5194,2083-2233-12076-2556-8909-2397-3862-1720,1343-634-6365-987-3922-1380-5392-2229,659-762-2769-745-4653-938-7862-536,easy
1674-22086-325879-19479-97058-2645-73409-46715,5868-11470-51097-27052-41115-9575-35191-9850,3251-5776-6578-1807-4525-6067-4472-16217,866-22135-3730-37580-2573-8306-1270-17179,4509-12800-3485-9661-7189-9516-5194-7001,2233-12076-2556-8909-2397-3862-1720-3465,634-6365-987-3922-1380-5392-2229-2990,762-2769-745-4653-938-7862-536-2064,easy
22086-325879-19479-97058-2645-73409-46715-1883583,11470-51097-27052-41115-9575-35191-9850-1311183,5776-6578-1807-4525-6067-4472-16217-66350,22135-3730-37580-2573-8306-1270-17179-437190,12800-3485-9661-7189-9516-5194-7001-151855,12076-2556-8909-2397-3862-1720-3465-275558,6365-987-3922-1380-5392-2229-2990-333843,2769-745-4653-938-7862-536-2064-196583,easy
325879-19479-97058-2645-73409-46715-1883583-1880669,51097-27052-41115-9575-35191-9850-1311183-2009269,6578-1807-4525-6067-4472-16217-66350-219313,3730-37580-2573-8306-1270-17179-437190-393216,3485-9661-7189-9516-5194-7001-151855-140738,2556-8909-2397-3862-1720-3465-275558-225822,987-3922-1380-5392-2229-2990-333843-256250,745-4653-938-7862-536-2064-196583-249846,easy
19479-97058-2645-73409-46715-1883583-1880669-756197,27052-41115-9575-35191-9850-1311183-2009269-204929,1807-4525-6067-4472-16217-66350-219313-126804,37580-2573-8306-1270-17179-437190-393216-19522,9661-7189-9516-5194-7001-151855-140738-13677,8909-2397-3862-1720-3465-275558-225822-53886,3922-1380-5392-2229-2990-333843-256250-42730,4653-938-7862-536-2064-196583-249846-17525,easy
97058-2645-73409-46715-1883583-1880669-756197-420820,41115-9575-35191-9850-1311183-2009269-204929-127952,4525-6067-4472-16217-66350-219313-126804-3094,2573-8306-1270-17179-437190-393216-19522-38396,7189-9516-5194-7001-151855-140738-13677-33272,2397-3862-1720-3465-275558-225822-53886-17061,1380-5392-2229-2990-333843-256250-42730-9153,938-7862-536-2064-196583-249846-17525-21620,easy
2645-73409-46715-1883583-1880669-756197-420820-2212462,9575-35191-9850-1311183-2009269-204929-127952-1659045,6067-4472-16217-66350-219313-126804-3094-93558,8306-1270-17179-437190-393216-19522-38396-502565,9516-5194-7001-151855-140738-13677-33272-111959,3862-1720-3465-275558-225822-53886-17061-121505,5392-2229-2990-333843-256250-42730-9153-120657,7862-536-2064-196583-249846-17525-21620-147623,easy
73409-46715-1883583-1880669-756197-420820-2212462-26283,35191-9850-1311183-2009269-204929-127952-1659045-70609,4472-16217-66350-219313-126804-3094-93558-6775,1270-17179-437190-393216-19522-38396-502565-2206,5194-7001-151855-140738-13677-33272-111959-2326,1720-3465-275558-225822-53886-17061-121505-4541,2229-2990-333843-256250-42730-9153-120657-4507,536-2064-196583-249846-17525-21620-147623-3866,easy
46715-1883583-1880669-756197-420820-2212462-26283-701814,9850-1311183-2009269-204929-127952-1659045-70609-254651,16217-66350-219313-126804-3094-93558-6775-11241,17179-437190-393216-19522-38396-502565-2206-60177,7001-151855-140738-13677-33272-111959-2326-30678,3465-275558-225822-53886-17061-121505-4541-28303,2990-333843-256250-42730-9153-120657-4507-24944,2064-196583-249846-17525-21620-147623-3866-59191,easy
1883583-1880669-756197-420820-2212462-26283-701814-1690310,1311183-2009269-204929-127952-1659045-70609-254651-96187,66350-219313-126804-3094-93558-6775-11241-10890,437190-393216-19522-38396-502565-2206-60177-39175,151855-140738-13677-33272-111959-2326-30678-12349,275558-225822-53886-17061-121505-4541-28303-7343,333843-256250-42730-9153-120657-4507-24944-20370,196583-249846-17525-21620-147623-3866-59191-14797,easy
1880669-756197-420820-2212462-26283-701814-1690310-824276,2009269-204929-127952-1659045-70609-254651-96187-315140,219313-126804-3094-93558-6775-11241-10890-12284,393216-19522-38396-502565-2206-60177-39175-55516,140738-13677-33272-111959-2326-30678-12349-16106,225822-53886-17061-121505-4541-28303-7343-17261,256250-42730-9153-120657-4507-24944-20370-15450,249846-17525-21620-147623-3866-59191-14797-14798,easy
756197-420820-2212462-26283-701814-1690310-824276-905586,204929-127952-1659045-70609-254651-96187-315140-160109,126804-3094-93558-6775-11241-10890-12284-31548,19522-38396-502565-2206-60177-39175-55516-42056,13677-33272-111959-2326-30678-12349-16106-18062,53886-17061-121505-4541-28303-7343-17261-23435,42730-9153-120657-4507-24944-20370-15450-31736,17525-21620-147623-3866-59191-14797-14798-20426,easy
420820-2212462-26283-701814-1690310-824276-905586-120119,127952-1659045-70609-254651-96187-315140-160109-32332,3094-93558-6775-11241-10890-12284-31548-7264,38396-502565-2206-60177-39175-55516-42056-10419,33272-111959-2326-30678-12349-16106-18062-900,17061-121505-4541-28303-7343-17261-23435-2470,9153-120657-4507-24944-20370-15450-31736-1900,21620-147623-3866-59191-14797-14798-20426-1165,easy
2212462-26283-701814-1690310-824276-905586-120119-297862,1659045-70609-254651-96187-315140-160109-32332-19903,93558-6775-11241-10890-12284-31548-7264-3939,502565-2206-60177-39175-55516-42056-10419-4262,111959-2326-30678-12349-16106-18062-900-5743,121505-4541-28303-7343-17261-23435-2470-7677,120657-4507-24944-20370-15450-31736-1900-2667,147623-3866-59191-14797-14798-20426-1165-2390,easy
26283-701814-1690310-824276-905586-120119-297862-28174,70609-254651-96187-315140-160109-32332-19903-28530,6775-11241-10890-12284-31548-7264-3939-4700,2206-60177-39175-55516-42056-10419-4262-1083,2326-30678-12349-16106-18062-900-5743-2798,4541-28303-7343-17261-23435-2470-7677-1312,4507-24944-20370-15450-31736-1900-2667-569,3866-59191-14797-14798-20426-1165-2390-694,easy
701814-1690310-824276-905586-120119-297862-28174-49082,254651-96187-315140-160109-32332-19903-28530-17914,11241-10890-12284-31548-7264-3939-4700-4935,60177-39175-55516-42056-10419-4262-1083-16921,30678-12349-16106-18062-900-5743-2798-21429,28303-7343-17261-23435-2470-7677-1312-8141,24944-20370-15450-31736-1900-2667-569-5710,59191-14797-14798-20426-1165-2390-694-5842,easy
1690310-824276-905586-120119-297862-28174-49082-49082,96187-315140-160109-32332-19903-28530-17914-17914,10890-12284-31548-7264-3939-4700-4935-4935,39175-55516-42056-10419-4262-1083-16921-16921,12349-16106-18062-900-5743-2798-21429-21429,7343-17261-23435-2470-7677-1312-8141-8141,20370-15450-31736-1900-2667-569-5710-5710,14797-14798-20426-1165-2390-694-5842-5842,easy
824276-905586-120119-297862-28174-49082-49082-47594,315140-160109-32332-19903-28530-17914-17914-36032,12284-31548-7264-3939-4700-4935-4935-10264,55516-42056-10419-4262-1083-16921-16921-1066,16106-18062-900-5743-2798-21429-21429-4154,17261-23435-2470-7677-1312-8141-8141-6554,15450-31736-1900-2667-569-5710-5710-7672,14798-20426-1165-2390-694-5842-5842-2173,easy
905586-120119-297862-28174-49082-49082-47594-68045,160109-32332-19903-28530-17914-17914-36032-72399,31548-7264-3939-4700-4935-4935-10264-2860,42056-10419-4262-1083-16921-16921-1066-7248,18062-900-5743-2798-21429-21429-4154-8312,23435-2470-7677-1312-8141-8141-6554-3290,31736-1900-2667-569-5710-5710-7672-1519,20426-1165-2390-694-5842-5842-2173-1774,easy
120119-297862-28174-49082-49082-47594-68045-166119,32332-19903-28530-17914-17914-36032-72399-33017,7264-3939-4700-4935-4935-10264-2860-863,10419-4262-1083-16921-16921-1066-7248-2836,900-5743-2798-21429-21429-4154-8312-1503,2470-7677-1312-8141-8141-6554-3290-2355,1900-2667-569-5710-5710-7672-1519-795,1165-2390-694-5842-5842-2173-1774-410,easy
297862-28174-49082-49082-47594-68045-166119-529345,19903-28530-17914-17914-36032-72399-33017-101719,3939-4700-4935-4935-10264-2860-863-19389,4262-1083-16921-16921-1066-7248-2836-45908,5743-2798-21429-21429-4154-8312-1503-22380,7677-1312-8141-8141-6554-3290-2355-10357,2667-569-5710-5710-7672-1519-795-7487,2390-694-5842-5842-2173-1774-410-10375,easy
28174-49082-49082-47594-68045-166119-529345-61495,28530-17914-17914-36032-72399-33017-101719-17369,4700-4935-4935-10264-2860-863-19389-8292,1083-16921-16921-1066-7248-2836-45908-3446,2798-21429-21429-4154-8312-1503-22380-3885,1312-8141-8141-6554-3290-2355-10357-2383,569-5710-5710-7672-1519-795-7487-738,694-5842-5842-2173-1774-410-10375-1127,easy
49082-49082-47594-68045-166119-529345-61495-118475,17914-17914-36032-72399-33017-101719-17369-25061,4935-4935-10264-2860-863-19389-8292-63397,16921-16921-1066-7248-2836-45908-3446-6572,21429-21429-4154-8312-1503-22380-3885-11100,8141-8141-6554-3290-2355-10357-2383-10810,5710-5710-7672-1519-795-7487-738-4771,5842-5842-2173-1774-410-10375-1127-3522,easy
49082-47594-68045-166119-529345-61495-118475-2170639,17914-36032-72399-33017-101719-17369-25061-285999,4935-10264-2860-863-19389-8292-63397-40034,16921-1066-7248-2836-45908-3446-6572-17806,21429-4154-8312-1503-22380-3885-11100-32653,8141-6554-3290-2355-10357-2383-10810-24863,5710-7672-1519-795-7487-738-4771-17074,5842-2173-1774-410-10375-1127-3522-17000,easy
47594-68045-166119-529345-61495-118475-2170639-103087,36032-72399-33017-101719-17369-25061-285999-139737,10264-2860-863-19389-8292-63397-40034-5494,1066-7248-2836-45908-3446-6572-17806-1139,4154-8312-1503-22380-3885-11100-32653-19332,6554-3290-2355-10357-2383-10810-24863-4361,7672-1519-795-7487-738-4771-17074-9777,2173-1774-410-10375-1127-3522-17000-2717,easy
68045-166119-529345-61495-118475-2170639-103087-197844,72399-33017-101719-17369-25061-285999-139737-55075,2860-863-19389-8292-63397-40034-5494-38684,7248-2836-45908-3446-6572-17806-1139-7866,8312-1503-22380-3885-11100-32653-19332-13327,3290-2355-10357-2383-10810-24863-4361-14634,1519-795-7487-738-4771-17074-9777-2154,1774-410-10375-1127-3522-17000-2717-4113,easy
166119-529345-61495-118475-2170639-103087-197844-228087,33017-101719-17369-25061-285999-139737-55075-19273,863-19389-8292-63397-40034-5494-38684-17393,2836-45908-3446-6572-17806-1139-7866-7670,1503-22380-3885-11100-32653-19332-13327-2213,2355-10357-2383-10810-24863-4361-14634-7454,795-7487-738-4771-17074-9777-2154-4194,410-10375-1127-3522-17000-2717-4113-5631,easy
529345-61495-118475-2170639-103087-197844-228087-1293113,101719-17369-25061-285999-139737-55075-19273-215454,19389-8292-63397-40034-5494-38684-17393-15228,45908-3446-6572-17806-1139-7866-7670-2710,22380-3885-11100-32653-19332-13327-2213-11328,10357-2383-10810-24863-4361-14634-7454-13120,7487-738-4771-17074-9777-2154-4194-14212,10375-1127-3522-17000-2717-4113-5631-8418,easy
61495-118475-2170639-103087-197844-228087-1293113-36111,17369-25061-285999-139737-55075-19273-215454-38114,8292-63397-40034-5494-38684-17393-15228-2691,3446-6572-17806-1139-7866-7670-2710-3595,3885-11100-32653-19332-13327-2213-11328-5173,2383-10810-24863-4361-14634-7454-13120-1692,738-4771-17074-9777-2154-4194-14212-1543,1127-3522-17000-2717-4113-5631-8418-3541,easy
118475-2170639-103087-197844-228087-1293113-36111-316360,25061-285999-139737-55075-19273-215454-38114-240352,63397-40034-5494-38684-17393-15228-2691-70243,6572-17806-1139-7866-7670-2710-3595-40389,11100-32653-19332-13327-2213-11328-5173-41570,10810-24863-4361-14634-7454-13120-1692-40114,4771-17074-9777-2154-4194-14212-1543-32428,3522-17000-2717-4113-5631-8418-3541-23252,easy
2170639-103087-197844-228087-1293113-36111-316360-16330,285999-139737-55075-19273-215454-38114-240352-7994,40034-5494-38684-17393-15228-2691-70243-5061,17806-1139-7866-7670-2710-3595-40389-1278,32653-19332-13327-2213-11328-5173-41570-2153,24863-4361-14634-7454-13120-1692-40114-2266,17074-9777-2154-4194-14212-1543-32428-2946,17000-2717-4113-5631-8418-3541-23252-812,easy
103087-197844-228087-1293113-36111-316360-16330-435161,139737-55075-19273-215454-38114-240352-7994-9626,5494-38684-17393-15228-2691-70243-5061-5355,1139-7866-7670-2710-3595-40389-1278-4591,19332-13327-2213-11328-5173-41570-2153-3520,4361-14634-7454-13120-1692-40114-2266-4151,9777-2154-4194-14212-1543-32428-2946-3116,2717-4113-5631-8418-3541-23252-812-1258,easy
197844-228087-1293113-36111-316360-16330-435161-81921,55075-19273-215454-38114-240352-7994-9626-46220,38684-17393-15228-2691-70243-5061-5355-20648,7866-7670-2710-3595-40389-1278-4591-26446,13327-2213-11328-5173-41570-2153-3520-7815,14634-7454-13120-1692-40114-2266-4151-5078,2154-4194-14212-1543-32428-2946-3116-6649,4113-5631-8418-3541-23252-812-1258-4124,easy
228087-1293113-36111-316360-16330-435161-81921-1543092,19273-215454-38114-240352-7994-9626-46220-68182,17393-15228-2691-70243-5061-5355-20648-236996,7670-2710-3595-40389-1278-4591-26446-84956,2213-11328-5173-41570-2153-3520-7815-39122,7454-13120-1692-40114-2266-4151-5078-18895,4194-14212-1543-32428-2946-3116-6649-23796,5631-8418-3541-23252-812-1258-4124-16514,easy
1293113-36111-316360-16330-435161-81921-1543092-2237233,215454-38114-240352-7994-9626-46220-68182-64152,15228-2691-70243-5061-5355-20648-236996-73200,2710-3595-40389-1278-4591-26446-84956-26172,11328-5173-41570-2153-3520-7815-39122-11449,13120-1692-40114-2266-4151-5078-18895-13563,14212-1543-32428-2946-3116-6649-23796-10979,8418-3541-23252-812-1258-4124-16514-3223,easy
36111-316360-16330-435161-81921-1543092-2237233-494175,38114-240352-7994-9626-46220-68182-64152-96430,2691-70243-5061-5355-20648-236996-73200-20528,3595-40389-1278-4591-26446-84956-26172-75505,5173-41570-2153-3520-7815-39122-11449-48050,1692-40114-2266-4151-5078-18895-13563-59297,1543-32428-2946-3116-6649-23796-10979-41247,3541-23252-812-1258-4124-16514-3223-16548,easy
