delta,midgamma,lowgamma,theta,highalpha,lowalpha,highbeta,lowbeta,state
3916-133494-5848-32237-893312-1140682-79475-11406,14362-8157-1509-17980-42574-103831-6169-6313,597-352-2945-11029-30016-32773-762-1096,16746-1367-300-5465-8084-14834-500-3404,1382-654-491-4216-9377-7667-1251-1866,3705-906-1609-3750-18331-3838-879-2438,4792-143-1328-2009-4315-990-575-939,3471-159-973-479-6723-760-245-901,easy
133494-5848-32237-893312-1140682-79475-11406-223630,8157-1509-17980-42574-103831-6169-6313-15557,352-2945-11029-30016-32773-762-1096-6428,1367-300-5465-8084-14834-500-3404-1228,654-491-4216-9377-7667-1251-1866-3314,906-1609-3750-18331-3838-879-2438-2084,143-1328-2009-4315-990-575-939-1727,159-973-479-6723-760-245-901-1666,easy
5848-32237-893312-1140682-79475-11406-223630-30811,1509-17980-42574-103831-6169-6313-15557-50279,2945-11029-30016-32773-762-1096-6428-4890,300-5465-8084-14834-500-3404-1228-1810,491-4216-9377-7667-1251-1866-3314-2628,1609-3750-18331-3838-879-2438-2084-2952,1328-2009-4315-990-575-939-1727-3713,973-479-6723-760-245-901-1666-712,easy
32237-893312-1140682-79475-11406-223630-30811-19024,17980-42574-103831-6169-6313-15557-50279-23638,11029-30016-32773-762-1096-6428-4890-3521,5465-8084-14834-500-3404-1228-1810-4909,4216-9377-7667-1251-1866-3314-2628-4431,3750-18331-3838-879-2438-2084-2952-2146,2009-4315-990-575-939-1727-3713-2314,479-6723-760-245-901-1666-712-1748,easy
893312-1140682-79475-11406-223630-30811-19024-2112824,42574-103831-6169-6313-15557-50279-23638-222508,30016-32773-762-1096-6428-4890-3521-29857,8084-14834-500-3404-1228-1810-4909-24337,9377-7667-1251-1866-3314-2628-4431-7986,18331-3838-879-2438-2084-2952-2146-12945,4315-990-575-939-1727-3713-2314-8911,6723-760-245-901-1666-712-1748-6638,easy
1140682-79475-11406-223630-30811-19024-2112824-7060,103831-6169-6313-15557-50279-23638-222508-8116,32773-762-1096-6428-4890-3521-29857-5919,14834-500-3404-1228-1810-4909-24337-5559,7667-1251-1866-3314-2628-4431-7986-1879,3838-879-2438-2084-2952-2146-12945-3796,990-575-939-1727-3713-2314-8911-1441,760-245-901-1666-712-1748-6638-601,easy
79475-11406-223630-30811-19024-2112824-7060-117626,6169-6313-15557-50279-23638-222508-8116-19193,762-1096-6428-4890-3521-29857-5919-2172,500-3404-1228-1810-4909-24337-5559-3126,1251-1866-3314-2628-4431-7986-1879-1064,879-2438-2084-2952-2146-12945-3796-1821,575-939-1727-3713-2314-8911-1441-2383,245-901-1666-712-1748-6638-601-1092,easy
11406-223630-30811-19024-2112824-7060-117626-7072,6313-15557-50279-23638-222508-8116-19193-17122,1096-6428-4890-3521-29857-5919-2172-19592,3404-1228-1810-4909-24337-5559-3126-11690,1866-3314-2628-4431-7986-1879-1064-3807,2438-2084-2952-2146-12945-3796-1821-8981,939-1727-3713-2314-8911-1441-2383-4474,901-1666-712-1748-6638-601-1092-4733,easy
223630-30811-19024-2112824-7060-117626-7072-7542,15557-50279-23638-222508-8116-19193-17122-7896,6428-4890-3521-29857-5919-2172-19592-2338,1228-1810-4909-24337-5559-3126-11690-4281,3314-2628-4431-7986-1879-1064-3807-6083,2084-2952-2146-12945-3796-1821-8981-24661,1727-3713-2314-8911-1441-2383-4474-5161,1666-712-1748-6638-601-1092-4733-4074,easy
30811-19024-2112824-7060-117626-7072-7542-29421,50279-23638-222508-8116-19193-17122-7896-8216,4890-3521-29857-5919-2172-19592-2338-727,1810-4909-24337-5559-3126-11690-4281-1768,2628-4431-7986-1879-1064-3807-6083-569,2952-2146-12945-3796-1821-8981-24661-1023,3713-2314-8911-1441-2383-4474-5161-567,712-1748-6638-601-1092-4733-4074-258,easy
19024-2112824-7060-117626-7072-7542-29421-246048,23638-222508-8116-19193-17122-7896-8216-67207,3521-29857-5919-2172-19592-2338-727-4297,4909-24337-5559-3126-11690-4281-1768-2339,4431-7986-1879-1064-3807-6083-569-3970,2146-12945-3796-1821-8981-24661-1023-2214,2314-8911-1441-2383-4474-5161-567-3113,1748-6638-601-1092-4733-4074-258-409,easy
2112824-7060-117626-7072-7542-29421-246048-264993,222508-8116-19193-17122-7896-8216-67207-112327,29857-5919-2172-19592-2338-727-4297-58292,24337-5559-3126-11690-4281-1768-2339-8405,7986-1879-1064-3807-6083-569-3970-3218,12945-3796-1821-8981-24661-1023-2214-17413,8911-1441-2383-4474-5161-567-3113-2918,6638-601-1092-4733-4074-258-409-4288,easy
7060-117626-7072-7542-29421-246048-264993-33360,8116-19193-17122-7896-8216-67207-112327-12268,5919-2172-19592-2338-727-4297-58292-8868,5559-3126-11690-4281-1768-2339-8405-2845,1879-1064-3807-6083-569-3970-3218-5989,3796-1821-8981-24661-1023-2214-17413-1454,1441-2383-4474-5161-567-3113-2918-973,601-1092-4733-4074-258-409-4288-1015,easy
117626-7072-7542-29421-246048-264993-33360-54704,19193-17122-7896-8216-67207-112327-12268-103260,2172-19592-2338-727-4297-58292-8868-21071,3126-11690-4281-1768-2339-8405-2845-8668,1064-3807-6083-569-3970-3218-5989-13850,1821-8981-24661-1023-2214-17413-1454-5853,2383-4474-5161-567-3113-2918-973-4138,1092-4733-4074-258-409-4288-1015-1970,easy
7072-7542-29421-246048-264993-33360-54704-51739,17122-7896-8216-67207-112327-12268-103260-45946,19592-2338-727-4297-58292-8868-21071-17670,11690-4281-1768-2339-8405-2845-8668-6367,3807-6083-569-3970-3218-5989-13850-6919,8981-24661-1023-2214-17413-1454-5853-10439,4474-5161-567-3113-2918-973-4138-2149,4733-4074-258-409-4288-1015-1970-4641,easy
7542-29421-246048-264993-33360-54704-51739-61006,7896-8216-67207-112327-12268-103260-45946-16184,2338-727-4297-58292-8868-21071-17670-29249,4281-1768-2339-8405-2845-8668-6367-43107,6083-569-3970-3218-5989-13850-6919-8204,24661-1023-2214-17413-1454-5853-10439-10572,5161-567-3113-2918-973-4138-2149-6827,4074-258-409-4288-1015-1970-4641-3246,hard
29421-246048-264993-33360-54704-51739-61006-16280,8216-67207-112327-12268-103260-45946-16184-18794,727-4297-58292-8868-21071-17670-29249-41191,1768-2339-8405-2845-8668-6367-43107-65823,569-3970-3218-5989-13850-6919-8204-6564,1023-2214-17413-1454-5853-10439-10572-9340,567-3113-2918-973-4138-2149-6827-3864,258-409-4288-1015-1970-4641-3246-2428,hard
246048-264993-33360-54704-51739-61006-16280-7883,67207-112327-12268-103260-45946-16184-18794-5399,4297-58292-8868-21071-17670-29249-41191-9269,2339-8405-2845-8668-6367-43107-65823-24812,3970-3218-5989-13850-6919-8204-6564-1747,2214-17413-1454-5853-10439-10572-9340-3760,3113-2918-973-4138-2149-6827-3864-805,409-4288-1015-1970-4641-3246-2428-757,easy
264993-33360-54704-51739-61006-16280-7883-16290,112327-12268-103260-45946-16184-18794-5399-22913,58292-8868-21071-17670-29249-41191-9269-44635,8405-2845-8668-6367-43107-65823-24812-26818,3218-5989-13850-6919-8204-6564-1747-4242,17413-1454-5853-10439-10572-9340-3760-6120,2918-973-4138-2149-6827-3864-805-2530,4288-1015-1970-4641-3246-2428-757-4750,easy
33360-54704-51739-61006-16280-7883-16290-29355,12268-103260-45946-16184-18794-5399-22913-21480,8868-21071-17670-29249-41191-9269-44635-23277,2845-8668-6367-43107-65823-24812-26818-54262,5989-13850-6919-8204-6564-1747-4242-7676,1454-5853-10439-10572-9340-3760-6120-6331,973-4138-2149-6827-3864-805-2530-3075,1015-1970-4641-3246-2428-757-4750-4371,easy
54704-51739-61006-16280-7883-16290-29355-34818,103260-45946-16184-18794-5399-22913-21480-9380,21071-17670-29249-41191-9269-44635-23277-36528,8668-6367-43107-65823-24812-26818-54262-5528,13850-6919-8204-6564-1747-4242-7676-7424,5853-10439-10572-9340-3760-6120-6331-10149,4138-2149-6827-3864-805-2530-3075-4609,1970-4641-3246-2428-757-4750-4371-1319,easy
51739-61006-16280-7883-16290-29355-34818-14848,45946-16184-18794-5399-22913-21480-9380-29223,17670-29249-41191-9269-44635-23277-36528-32525,6367-43107-65823-24812-26818-54262-5528-25164,6919-8204-6564-1747-4242-7676-7424-7556,10439-10572-9340-3760-6120-6331-10149-5924,2149-6827-3864-805-2530-3075-4609-4752,4641-3246-2428-757-4750-4371-1319-4153,easy
61006-16280-7883-16290-29355-34818-14848-10044,16184-18794-5399-22913-21480-9380-29223-20388,29249-41191-9269-44635-23277-36528-32525-20688,43107-65823-24812-26818-54262-5528-25164-32916,8204-6564-1747-4242-7676-7424-7556-8087,10572-9340-3760-6120-6331-10149-5924-6014,6827-3864-805-2530-3075-4609-4752-4174,3246-2428-757-4750-4371-1319-4153-3650,easy
16280-7883-16290-29355-34818-14848-10044-31526,18794-5399-22913-21480-9380-29223-20388-10172,41191-9269-44635-23277-36528-32525-20688-40009,65823-24812-26818-54262-5528-25164-32916-13757,6564-1747-4242-7676-7424-7556-8087-27161,9340-3760-6120-6331-10149-5924-6014-11949,3864-805-2530-3075-4609-4752-4174-4212,2428-757-4750-4371-1319-4153-3650-4330,easy
7883-16290-29355-34818-14848-10044-31526-18289,5399-22913-21480-9380-29223-20388-10172-40875,9269-44635-23277-36528-32525-20688-40009-28979,24812-26818-54262-5528-25164-32916-13757-5942,1747-4242-7676-7424-7556-8087-27161-2673,3760-6120-6331-10149-5924-6014-11949-3954,805-2530-3075-4609-4752-4174-4212-3261,757-4750-4371-1319-4153-3650-4330-4100,easy
16290-29355-34818-14848-10044-31526-18289-4760,22913-21480-9380-29223-20388-10172-40875-20997,44635-23277-36528-32525-20688-40009-28979-160265,26818-54262-5528-25164-32916-13757-5942-17919,4242-7676-7424-7556-8087-27161-2673-7744,6120-6331-10149-5924-6014-11949-3954-8922,2530-3075-4609-4752-4174-4212-3261-3856,4750-4371-1319-4153-3650-4330-4100-2165,easy
29355-34818-14848-10044-31526-18289-4760-6658,21480-9380-29223-20388-10172-40875-20997-21856,23277-36528-32525-20688-40009-28979-160265-68064,54262-5528-25164-32916-13757-5942-17919-22309,7676-7424-7556-8087-27161-2673-7744-11450,6331-10149-5924-6014-11949-3954-8922-10021,3075-4609-4752-4174-4212-3261-3856-5686,4371-1319-4153-3650-4330-4100-2165-1578,easy
34818-14848-10044-31526-18289-4760-6658-5527,9380-29223-20388-10172-40875-20997-21856-22301,36528-32525-20688-40009-28979-160265-68064-72289,5528-25164-32916-13757-5942-17919-22309-8008,7424-7556-8087-27161-2673-7744-11450-6601,10149-5924-6014-11949-3954-8922-10021-3427,4609-4752-4174-4212-3261-3856-5686-1738,1319-4153-3650-4330-4100-2165-1578-2138,easy
14848-10044-31526-18289-4760-6658-5527-6360,29223-20388-10172-40875-20997-21856-22301-24561,32525-20688-40009-28979-160265-68064-72289-32260,25164-32916-13757-5942-17919-22309-8008-12253,7556-8087-27161-2673-7744-11450-6601-6965,5924-6014-11949-3954-8922-10021-3427-7086,4752-4174-4212-3261-3856-5686-1738-4565,4153-3650-4330-4100-2165-1578-2138-2368,easy
10044-31526-18289-4760-6658-5527-6360-5353,20388-10172-40875-20997-21856-22301-24561-53441,20688-40009-28979-160265-68064-72289-32260-43662,32916-13757-5942-17919-22309-8008-12253-23027,8087-27161-2673-7744-11450-6601-6965-7270,6014-11949-3954-8922-10021-3427-7086-8060,4174-4212-3261-3856-5686-1738-4565-4377,3650-4330-4100-2165-1578-2138-2368-1565,easy
31526-18289-4760-6658-5527-6360-5353-5388,10172-40875-20997-21856-22301-24561-53441-9596,40009-28979-160265-68064-72289-32260-43662-57883,13757-5942-17919-22309-8008-12253-23027-10012,27161-2673-7744-11450-6601-6965-7270-3436,11949-3954-8922-10021-3427-7086-8060-12064,4212-3261-3856-5686-1738-4565-4377-1585,4330-4100-2165-1578-2138-2368-1565-1396,easy
18289-4760-6658-5527-6360-5353-5388-23262,40875-20997-21856-22301-24561-53441-9596-5125,28979-160265-68064-72289-32260-43662-57883-5582,5942-17919-22309-8008-12253-23027-10012-5229,2673-7744-11450-6601-6965-7270-3436-3971,3954-8922-10021-3427-7086-8060-12064-8277,3261-3856-5686-1738-4565-4377-1585-4874,4100-2165-1578-2138-2368-1565-1396-2572,easy
4760-6658-5527-6360-5353-5388-23262-12903,20997-21856-22301-24561-53441-9596-5125-16049,160265-68064-72289-32260-43662-57883-5582-123200,17919-22309-8008-12253-23027-10012-5229-1165,7744-11450-6601-6965-7270-3436-3971-6044,8922-10021-3427-7086-8060-12064-8277-12971,3856-5686-1738-4565-4377-1585-4874-1986,2165-1578-2138-2368-1565-1396-2572-4053,easy
6658-5527-6360-5353-5388-23262-12903-24660,21856-22301-24561-53441-9596-5125-16049-14898,68064-72289-32260-43662-57883-5582-123200-13448,22309-8008-12253-23027-10012-5229-1165-2636,11450-6601-6965-7270-3436-3971-6044-5120,10021-3427-7086-8060-12064-8277-12971-4241,5686-1738-4565-4377-1585-4874-1986-7935,1578-2138-2368-1565-1396-2572-4053-2959,easy
5527-6360-5353-5388-23262-12903-24660-8047,22301-24561-53441-9596-5125-16049-14898-11659,72289-32260-43662-57883-5582-123200-13448-107837,8008-12253-23027-10012-5229-1165-2636-19018,6601-6965-7270-3436-3971-6044-5120-7781,3427-7086-8060-12064-8277-12971-4241-12252,1738-4565-4377-1585-4874-1986-7935-2203,2138-2368-1565-1396-2572-4053-2959-2469,easy
6360-5353-5388-23262-12903-24660-8047-14344,24561-53441-9596-5125-16049-14898-11659-19469,32260-43662-57883-5582-123200-13448-107837-1293,12253-23027-10012-5229-1165-2636-19018-3003,6965-7270-3436-3971-6044-5120-7781-1867,7086-8060-12064-8277-12971-4241-12252-5875,4565-4377-1585-4874-1986-7935-2203-1322,2368-1565-1396-2572-4053-2959-2469-1445,easy
5353-5388-23262-12903-24660-8047-14344-11814,53441-9596-5125-16049-14898-11659-19469-15381,43662-57883-5582-123200-13448-107837-1293-17229,23027-10012-5229-1165-2636-19018-3003-9403,7270-3436-3971-6044-5120-7781-1867-5615,8060-12064-8277-12971-4241-12252-5875-2717,4377-1585-4874-1986-7935-2203-1322-1389,1565-1396-2572-4053-2959-2469-1445-2150,easy
5388-23262-12903-24660-8047-14344-11814-3096,9596-5125-16049-14898-11659-19469-15381-14420,57883-5582-123200-13448-107837-1293-17229-68257,10012-5229-1165-2636-19018-3003-9403-2930,3436-3971-6044-5120-7781-1867-5615-6775,12064-8277-12971-4241-12252-5875-2717-11751,1585-4874-1986-7935-2203-1322-1389-1539,1396-2572-4053-2959-2469-1445-2150-1687,easy
23262-12903-24660-8047-14344-11814-3096-4240,5125-16049-14898-11659-19469-15381-14420-6508,5582-123200-13448-107837-1293-17229-68257-53115,5229-1165-2636-19018-3003-9403-2930-9879,3971-6044-5120-7781-1867-5615-6775-9665,8277-12971-4241-12252-5875-2717-11751-8128,4874-1986-7935-2203-1322-1389-1539-1555,2572-4053-2959-2469-1445-2150-1687-2381,easy
12903-24660-8047-14344-11814-3096-4240-1470,16049-14898-11659-19469-15381-14420-6508-6391,123200-13448-107837-1293-17229-68257-53115-310,1165-2636-19018-3003-9403-2930-9879-3378,6044-5120-7781-1867-5615-6775-9665-3579,12971-4241-12252-5875-2717-11751-8128-8030,1986-7935-2203-1322-1389-1539-1555-2178,4053-2959-2469-1445-2150-1687-2381-4606,easy
24660-8047-14344-11814-3096-4240-1470-20295,14898-11659-19469-15381-14420-6508-6391-9134,13448-107837-1293-17229-68257-53115-310-41846,2636-19018-3003-9403-2930-9879-3378-24148,5120-7781-1867-5615-6775-9665-3579-1838,4241-12252-5875-2717-11751-8128-8030-13110,7935-2203-1322-1389-1539-1555-2178-1951,2959-2469-1445-2150-1687-2381-4606-1892,easy
8047-14344-11814-3096-4240-1470-20295-14970,11659-19469-15381-14420-6508-6391-9134-3066,107837-1293-17229-68257-53115-310-41846-8720,19018-3003-9403-2930-9879-3378-24148-3049,7781-1867-5615-6775-9665-3579-1838-2928,12252-5875-2717-11751-8128-8030-13110-11214,2203-1322-1389-1539-1555-2178-1951-3211,2469-1445-2150-1687-2381-4606-1892-1247,easy
14344-11814-3096-4240-1470-20295-14970-3065,19469-15381-14420-6508-6391-9134-3066-18621,1293-17229-68257-53115-310-41846-8720-17009,3003-9403-2930-9879-3378-24148-3049-6322,1867-5615-6775-9665-3579-1838-2928-1521,5875-2717-11751-8128-8030-13110-11214-6420,1322-1389-1539-1555-2178-1951-3211-2057,1445-2150-1687-2381-4606-1892-1247-1883,easy
11814-3096-4240-1470-20295-14970-3065-20818,15381-14420-6508-6391-9134-3066-18621-30495,17229-68257-53115-310-41846-8720-17009-19282,9403-2930-9879-3378-24148-3049-6322-4085,5615-6775-9665-3579-1838-2928-1521-15178,2717-11751-8128-8030-13110-11214-6420-10948,1389-1539-1555-2178-1951-3211-2057-1168,2150-1687-2381-4606-1892-1247-1883-2168,hard
3096-4240-1470-20295-14970-3065-20818-4569,14420-6508-6391-9134-3066-18621-30495-14655,68257-53115-310-41846-8720-17009-19282-36401,2930-9879-3378-24148-3049-6322-4085-12853,6775-9665-3579-1838-2928-1521-15178-5191,11751-8128-8030-13110-11214-6420-10948-6781,1539-1555-2178-1951-3211-2057-1168-1908,1687-2381-4606-1892-1247-1883-2168-3911,easy
4240-1470-20295-14970-3065-20818-4569-18987,6508-6391-9134-3066-18621-30495-14655-49728,53115-310-41846-8720-17009-19282-36401-70477,9879-3378-24148-3049-6322-4085-12853-10954,9665-3579-1838-2928-1521-15178-5191-11121,8128-8030-13110-11214-6420-10948-6781-4148,1555-2178-1951-3211-2057-1168-1908-2608,2381-4606-1892-1247-1883-2168-3911-1819,easy
1470-20295-14970-3065-20818-4569-18987-13067,6391-9134-3066-18621-30495-14655-49728-26607,310-41846-8720-17009-19282-36401-70477-42495,3378-24148-3049-6322-4085-12853-10954-8422,3579-1838-2928-1521-15178-5191-11121-14481,8030-13110-11214-6420-10948-6781-4148-6158,2178-1951-3211-2057-1168-1908-2608-3440,4606-1892-1247-1883-2168-3911-1819-1407,easy
20295-14970-3065-20818-4569-18987-13067-2989,9134-3066-18621-30495-14655-49728-26607-22123,41846-8720-17009-19282-36401-70477-42495-51436,24148-3049-6322-4085-12853-10954-8422-9620,1838-2928-1521-15178-5191-11121-14481-8363,13110-11214-6420-10948-6781-4148-6158-5626,1951-3211-2057-1168-1908-2608-3440-3275,1892-1247-1883-2168-3911-1819-1407-2483,easy
14970-3065-20818-4569-18987-13067-2989-237356,3066-18621-30495-14655-49728-26607-22123-62803,8720-17009-19282-36401-70477-42495-51436-6013,3049-6322-4085-12853-10954-8422-9620-3461,2928-1521-15178-5191-11121-14481-8363-8872,11214-6420-10948-6781-4148-6158-5626-4851,3211-2057-1168-1908-2608-3440-3275-1626,1247-1883-2168-3911-1819-1407-2483-1082,easy
3065-20818-4569-18987-13067-2989-237356-50523,18621-30495-14655-49728-26607-22123-62803-6123,17009-19282-36401-70477-42495-51436-6013-3481,6322-4085-12853-10954-8422-9620-3461-1923,1521-15178-5191-11121-14481-8363-8872-1679,6420-10948-6781-4148-6158-5626-4851-1069,2057-1168-1908-2608-3440-3275-1626-633,1883-2168-3911-1819-1407-2483-1082-362,easy
20818-4569-18987-13067-2989-237356-50523-527395,30495-14655-49728-26607-22123-62803-6123-32082,19282-36401-70477-42495-51436-6013-3481-52557,4085-12853-10954-8422-9620-3461-1923-48997,15178-5191-11121-14481-8363-8872-1679-35970,10948-6781-4148-6158-5626-4851-1069-10002,1168-1908-2608-3440-3275-1626-633-7899,2168-3911-1819-1407-2483-1082-362-2362,easy
4569-18987-13067-2989-237356-50523-527395-8708,14655-49728-26607-22123-62803-6123-32082-23117,36401-70477-42495-51436-6013-3481-52557-10167,12853-10954-8422-9620-3461-1923-48997-18415,5191-11121-14481-8363-8872-1679-35970-1901,6781-4148-6158-5626-4851-1069-10002-4080,1908-2608-3440-3275-1626-633-7899-675,3911-1819-1407-2483-1082-362-2362-437,easy
18987-13067-2989-237356-50523-527395-8708-34175,49728-26607-22123-62803-6123-32082-23117-11454,70477-42495-51436-6013-3481-52557-10167-51975,10954-8422-9620-3461-1923-48997-18415-50003,11121-14481-8363-8872-1679-35970-1901-13258,4148-6158-5626-4851-1069-10002-4080-10766,2608-3440-3275-1626-633-7899-675-4812,1819-1407-2483-1082-362-2362-437-1955,easy
13067-2989-237356-50523-527395-8708-34175-25104,26607-22123-62803-6123-32082-23117-11454-5109,42495-51436-6013-3481-52557-10167-51975-39605,8422-9620-3461-1923-48997-18415-50003-3232,14481-8363-8872-1679-35970-1901-13258-10823,6158-5626-4851-1069-10002-4080-10766-6679,3440-3275-1626-633-7899-675-4812-4168,1407-2483-1082-362-2362-437-1955-1972,easy
2989-237356-50523-527395-8708-34175-25104-122863,22123-62803-6123-32082-23117-11454-5109-70993,51436-6013-3481-52557-10167-51975-39605-20653,9620-3461-1923-48997-18415-50003-3232-2448,8363-8872-1679-35970-1901-13258-10823-7002,5626-4851-1069-10002-4080-10766-6679-3958,3275-1626-633-7899-675-4812-4168-2142,2483-1082-362-2362-437-1955-1972-1763,easy
237356-50523-527395-8708-34175-25104-122863-1753558,62803-6123-32082-23117-11454-5109-70993-57369,6013-3481-52557-10167-51975-39605-20653-19275,3461-1923-48997-18415-50003-3232-2448-30747,8872-1679-35970-1901-13258-10823-7002-7311,4851-1069-10002-4080-10766-6679-3958-11425,1626-633-7899-675-4812-4168-2142-2786,1082-362-2362-437-1955-1972-1763-3041,easy
50523-527395-8708-34175-25104-122863-1753558-79356,6123-32082-23117-11454-5109-70993-57369-33876,3481-52557-10167-51975-39605-20653-19275-107299,1923-48997-18415-50003-3232-2448-30747-88521,1679-35970-1901-13258-10823-7002-7311-10858,1069-10002-4080-10766-6679-3958-11425-5245,633-7899-675-4812-4168-2142-2786-7253,362-2362-437-1955-1972-1763-3041-2519,easy
527395-8708-34175-25104-122863-1753558-79356-68063,32082-23117-11454-5109-70993-57369-33876-74495,52557-10167-51975-39605-20653-19275-107299-7681,48997-18415-50003-3232-2448-30747-88521-19182,35970-1901-13258-10823-7002-7311-10858-11221,10002-4080-10766-6679-3958-11425-5245-16361,7899-675-4812-4168-2142-2786-7253-3382,2362-437-1955-1972-1763-3041-2519-1215,easy
8708-34175-25104-122863-1753558-79356-68063-18656,23117-11454-5109-70993-57369-33876-74495-73863,10167-51975-39605-20653-19275-107299-7681-22795,18415-50003-3232-2448-30747-88521-19182-16937,1901-13258-10823-7002-7311-10858-11221-10037,4080-10766-6679-3958-11425-5245-16361-9970,675-4812-4168-2142-2786-7253-3382-1543,437-1955-1972-1763-3041-2519-1215-1287,easy
34175-25104-122863-1753558-79356-68063-18656-31497,11454-5109-70993-57369-33876-74495-73863-37423,51975-39605-20653-19275-107299-7681-22795-70042,50003-3232-2448-30747-88521-19182-16937-3750,13258-10823-7002-7311-10858-11221-10037-5711,10766-6679-3958-11425-5245-16361-9970-9837,4812-4168-2142-2786-7253-3382-1543-2719,1955-1972-1763-3041-2519-1215-1287-1586,easy
25104-122863-1753558-79356-68063-18656-31497-23493,5109-70993-57369-33876-74495-73863-37423-14489,39605-20653-19275-107299-7681-22795-70042-36837,3232-2448-30747-88521-19182-16937-3750-17890,10823-7002-7311-10858-11221-10037-5711-2781,6679-3958-11425-5245-16361-9970-9837-4928,4168-2142-2786-7253-3382-1543-2719-595,1972-1763-3041-2519-1215-1287-1586-375,easy
122863-1753558-79356-68063-18656-31497-23493-24476,70993-57369-33876-74495-73863-37423-14489-26589,20653-19275-107299-7681-22795-70042-36837-63029,2448-30747-88521-19182-16937-3750-17890-17983,7002-7311-10858-11221-10037-5711-2781-9898,3958-11425-5245-16361-9970-9837-4928-10196,2142-2786-7253-3382-1543-2719-595-2875,1763-3041-2519-1215-1287-1586-375-1359,easy
1753558-79356-68063-18656-31497-23493-24476-10529,57369-33876-74495-73863-37423-14489-26589-13106,19275-107299-7681-22795-70042-36837-63029-86556,30747-88521-19182-16937-3750-17890-17983-16310,7311-10858-11221-10037-5711-2781-9898-6936,11425-5245-16361-9970-9837-4928-10196-2664,2786-7253-3382-1543-2719-595-2875-3799,3041-2519-1215-1287-1586-375-1359-3320,easy
79356-68063-18656-31497-23493-24476-10529-16318,33876-74495-73863-37423-14489-26589-13106-19980,107299-7681-22795-70042-36837-63029-86556-136377,88521-19182-16937-3750-17890-17983-16310-9675,10858-11221-10037-5711-2781-9898-6936-5187,5245-16361-9970-9837-4928-10196-2664-14660,7253-3382-1543-2719-595-2875-3799-1835,2519-1215-1287-1586-375-1359-3320-2734,easy
68063-18656-31497-23493-24476-10529-16318-10100,74495-73863-37423-14489-26589-13106-19980-9955,7681-22795-70042-36837-63029-86556-136377-29136,19182-16937-3750-17890-17983-16310-9675-1402,11221-10037-5711-2781-9898-6936-5187-2372,16361-9970-9837-4928-10196-2664-14660-5899,3382-1543-2719-595-2875-3799-1835-449,1215-1287-1586-375-1359-3320-2734-444,easy
18656-31497-23493-24476-10529-16318-10100-86663,73863-37423-14489-26589-13106-19980-9955-63237,22795-70042-36837-63029-86556-136377-29136-82850,16937-3750-17890-17983-16310-9675-1402-55831,10037-5711-2781-9898-6936-5187-2372-7173,9970-9837-4928-10196-2664-14660-5899-6477,1543-2719-595-2875-3799-1835-449-6033,1287-1586-375-1359-3320-2734-444-1786,easy
31497-23493-24476-10529-16318-10100-86663-14748,37423-14489-26589-13106-19980-9955-63237-20077,70042-36837-63029-86556-136377-29136-82850-12017,3750-17890-17983-16310-9675-1402-55831-889,5711-2781-9898-6936-5187-2372-7173-2589,9837-4928-10196-2664-14660-5899-6477-1879,2719-595-2875-3799-1835-449-6033-1063,1586-375-1359-3320-2734-444-1786-691,easy
23493-24476-10529-16318-10100-86663-14748-98852,14489-26589-13106-19980-9955-63237-20077-41727,36837-63029-86556-136377-29136-82850-12017-9386,17890-17983-16310-9675-1402-55831-889-5881,2781-9898-6936-5187-2372-7173-2589-12524,4928-10196-2664-14660-5899-6477-1879-9383,595-2875-3799-1835-449-6033-1063-2163,375-1359-3320-2734-444-1786-691-3956,easy
24476-10529-16318-10100-86663-14748-98852-13550,26589-13106-19980-9955-63237-20077-41727-8442,63029-86556-136377-29136-82850-12017-9386-1213,17983-16310-9675-1402-55831-889-5881-4324,9898-6936-5187-2372-7173-2589-12524-6993,10196-2664-14660-5899-6477-1879-9383-10928,2875-3799-1835-449-6033-1063-2163-2755,1359-3320-2734-444-1786-691-3956-5631,easy
10529-16318-10100-86663-14748-98852-13550-17480,13106-19980-9955-63237-20077-41727-8442-20960,86556-136377-29136-82850-12017-9386-1213-8038,16310-9675-1402-55831-889-5881-4324-18795,6936-5187-2372-7173-2589-12524-6993-4490,2664-14660-5899-6477-1879-9383-10928-3183,3799-1835-449-6033-1063-2163-2755-3422,3320-2734-444-1786-691-3956-5631-2011,easy
16318-10100-86663-14748-98852-13550-17480-19940,19980-9955-63237-20077-41727-8442-20960-33392,136377-29136-82850-12017-9386-1213-8038-16859,9675-1402-55831-889-5881-4324-18795-13938,5187-2372-7173-2589-12524-6993-4490-11103,14660-5899-6477-1879-9383-10928-3183-4538,1835-449-6033-1063-2163-2755-3422-1784,2734-444-1786-691-3956-5631-2011-1886,easy
10100-86663-14748-98852-13550-17480-19940-130164,9955-63237-20077-41727-8442-20960-33392-25792,29136-82850-12017-9386-1213-8038-16859-39041,1402-55831-889-5881-4324-18795-13938-8363,2372-7173-2589-12524-6993-4490-11103-7245,5899-6477-1879-9383-10928-3183-4538-6404,449-6033-1063-2163-2755-3422-1784-3302,444-1786-691-3956-5631-2011-1886-1899,easy
