delta,midgamma,lowgamma,theta,highalpha,lowalpha,highbeta,lowbeta,state
31854-311590-239295-21304-78082-7598-9348-78262,29529-3476-10184-14632-86129-7369-7564-52288,723-4421-558-28349-14689-4549-5864-19705,8857-3374-3068-6146-2110-2713-17396-11890,8605-2382-6281-3491-1367-3190-7417-20996,75031-3502-9649-29855-19594-4263-27116-33969,16026-3592-3821-21396-2529-1539-10921-18472,13872-1866-2919-7327-3159-3668-8319-12354,easy
311590-239295-21304-78082-7598-9348-78262-18041,3476-10184-14632-86129-7369-7564-52288-10804,4421-558-28349-14689-4549-5864-19705-6009,3374-3068-6146-2110-2713-17396-11890-1715,2382-6281-3491-1367-3190-7417-20996-1608,3502-9649-29855-19594-4263-27116-33969-20586,3592-3821-21396-2529-1539-10921-18472-4064,1866-2919-7327-3159-3668-8319-12354-1780,easy
239295-21304-78082-7598-9348-78262-18041-8062,10184-14632-86129-7369-7564-52288-10804-15654,558-28349-14689-4549-5864-19705-6009-5222,3068-6146-2110-2713-17396-11890-1715-3101,6281-3491-1367-3190-7417-20996-1608-4973,9649-29855-19594-4263-27116-33969-20586-8437,3821-21396-2529-1539-10921-18472-4064-7371,2919-7327-3159-3668-8319-12354-1780-3138,easy
21304-78082-7598-9348-78262-18041-8062-132299,14632-86129-7369-7564-52288-10804-15654-35579,28349-14689-4549-5864-19705-6009-5222-5305,6146-2110-2713-17396-11890-1715-3101-5067,3491-1367-3190-7417-20996-1608-4973-2532,29855-19594-4263-27116-33969-20586-8437-7250,21396-2529-1539-10921-18472-4064-7371-4778,7327-3159-3668-8319-12354-1780-3138-2653,easy
78082-7598-9348-78262-18041-8062-132299-70983,86129-7369-7564-52288-10804-15654-35579-68425,14689-4549-5864-19705-6009-5222-5305-20770,2110-2713-17396-11890-1715-3101-5067-19845,1367-3190-7417-20996-1608-4973-2532-25955,19594-4263-27116-33969-20586-8437-7250-34836,2529-1539-10921-18472-4064-7371-4778-36104,3159-3668-8319-12354-1780-3138-2653-9993,hard
7598-9348-78262-18041-8062-132299-70983-38849,7369-7564-52288-10804-15654-35579-68425-9165,4549-5864-19705-6009-5222-5305-20770-5460,2713-17396-11890-1715-3101-5067-19845-1277,3190-7417-20996-1608-4973-2532-25955-1829,4263-27116-33969-20586-8437-7250-34836-9629,1539-10921-18472-4064-7371-4778-36104-7391,3668-8319-12354-1780-3138-2653-9993-1763,easy
9348-78262-18041-8062-132299-70983-38849-272244,7564-52288-10804-15654-35579-68425-9165-10002,5864-19705-6009-5222-5305-20770-5460-17334,17396-11890-1715-3101-5067-19845-1277-7229,7417-20996-1608-4973-2532-25955-1829-6730,27116-33969-20586-8437-7250-34836-9629-9693,10921-18472-4064-7371-4778-36104-7391-4599,8319-12354-1780-3138-2653-9993-1763-2251,easy
78262-18041-8062-132299-70983-38849-272244-2138,52288-10804-15654-35579-68425-9165-10002-7842,19705-6009-5222-5305-20770-5460-17334-4021,11890-1715-3101-5067-19845-1277-7229-1387,20996-1608-4973-2532-25955-1829-6730-3775,33969-20586-8437-7250-34836-9629-9693-20371,18472-4064-7371-4778-36104-7391-4599-3154,12354-1780-3138-2653-9993-1763-2251-2451,easy
18041-8062-132299-70983-38849-272244-2138-51173,10804-15654-35579-68425-9165-10002-7842-27152,6009-5222-5305-20770-5460-17334-4021-13708,1715-3101-5067-19845-1277-7229-1387-5123,1608-4973-2532-25955-1829-6730-3775-5186,20586-8437-7250-34836-9629-9693-20371-4336,4064-7371-4778-36104-7391-4599-3154-3103,1780-3138-2653-9993-1763-2251-2451-1580,easy
8062-132299-70983-38849-272244-2138-51173-403588,15654-35579-68425-9165-10002-7842-27152-55778,5222-5305-20770-5460-17334-4021-13708-13142,3101-5067-19845-1277-7229-1387-5123-15507,4973-2532-25955-1829-6730-3775-5186-40372,8437-7250-34836-9629-9693-20371-4336-43727,7371-4778-36104-7391-4599-3154-3103-20863,3138-2653-9993-1763-2251-2451-1580-8775,easy
132299-70983-38849-272244-2138-51173-403588-52286,35579-68425-9165-10002-7842-27152-55778-18075,5305-20770-5460-17334-4021-13708-13142-5450,5067-19845-1277-7229-1387-5123-15507-2828,2532-25955-1829-6730-3775-5186-40372-4435,7250-34836-9629-9693-20371-4336-43727-10632,4778-36104-7391-4599-3154-3103-20863-4870,2653-9993-1763-2251-2451-1580-8775-2554,easy
70983-38849-272244-2138-51173-403588-52286-71223,68425-9165-10002-7842-27152-55778-18075-32440,20770-5460-17334-4021-13708-13142-5450-1467,19845-1277-7229-1387-5123-15507-2828-1330,25955-1829-6730-3775-5186-40372-4435-1537,34836-9629-9693-20371-4336-43727-10632-2907,36104-7391-4599-3154-3103-20863-4870-815,9993-1763-2251-2451-1580-8775-2554-589,easy
38849-272244-2138-51173-403588-52286-71223-273869,9165-10002-7842-27152-55778-18075-32440-85710,5460-17334-4021-13708-13142-5450-1467-13304,1277-7229-1387-5123-15507-2828-1330-18894,1829-6730-3775-5186-40372-4435-1537-26644,9629-9693-20371-4336-43727-10632-2907-104867,7391-4599-3154-3103-20863-4870-815-43588,1763-2251-2451-1580-8775-2554-589-9381,easy
272244-2138-51173-403588-52286-71223-273869-514600,10002-7842-27152-55778-18075-32440-85710-13413,17334-4021-13708-13142-5450-1467-13304-10543,7229-1387-5123-15507-2828-1330-18894-6774,6730-3775-5186-40372-4435-1537-26644-4120,9693-20371-4336-43727-10632-2907-104867-5257,4599-3154-3103-20863-4870-815-43588-5837,2251-2451-1580-8775-2554-589-9381-3573,easy
2138-51173-403588-52286-71223-273869-514600-471718,7842-27152-55778-18075-32440-85710-13413-42254,4021-13708-13142-5450-1467-13304-10543-14893,1387-5123-15507-2828-1330-18894-6774-8075,3775-5186-40372-4435-1537-26644-4120-6213,20371-4336-43727-10632-2907-104867-5257-15522,3154-3103-20863-4870-815-43588-5837-5842,2451-1580-8775-2554-589-9381-3573-4324,easy
51173-403588-52286-71223-273869-514600-471718-182794,27152-55778-18075-32440-85710-13413-42254-126717,13708-13142-5450-1467-13304-10543-14893-13522,5123-15507-2828-1330-18894-6774-8075-4682,5186-40372-4435-1537-26644-4120-6213-4968,4336-43727-10632-2907-104867-5257-15522-3599,3103-20863-4870-815-43588-5837-5842-1711,1580-8775-2554-589-9381-3573-4324-2231,easy
403588-52286-71223-273869-514600-471718-182794-652644,55778-18075-32440-85710-13413-42254-126717-152431,13142-5450-1467-13304-10543-14893-13522-7320,15507-2828-1330-18894-6774-8075-4682-2979,40372-4435-1537-26644-4120-6213-4968-15271,43727-10632-2907-104867-5257-15522-3599-20339,20863-4870-815-43588-5837-5842-1711-32796,8775-2554-589-9381-3573-4324-2231-4963,easy
52286-71223-273869-514600-471718-182794-652644-4656,18075-32440-85710-13413-42254-126717-152431-9043,5450-1467-13304-10543-14893-13522-7320-3452,2828-1330-18894-6774-8075-4682-2979-2819,4435-1537-26644-4120-6213-4968-15271-3009,10632-2907-104867-5257-15522-3599-20339-8781,4870-815-43588-5837-5842-1711-32796-5664,2554-589-9381-3573-4324-2231-4963-3490,easy
71223-273869-514600-471718-182794-652644-4656-18475,32440-85710-13413-42254-126717-152431-9043-10396,1467-13304-10543-14893-13522-7320-3452-11780,1330-18894-6774-8075-4682-2979-2819-8166,1537-26644-4120-6213-4968-15271-3009-5919,2907-104867-5257-15522-3599-20339-8781-44060,815-43588-5837-5842-1711-32796-5664-23271,589-9381-3573-4324-2231-4963-3490-13589,easy
273869-514600-471718-182794-652644-4656-18475-12072,85710-13413-42254-126717-152431-9043-10396-9636,13304-10543-14893-13522-7320-3452-11780-13444,18894-6774-8075-4682-2979-2819-8166-2494,26644-4120-6213-4968-15271-3009-5919-7333,104867-5257-15522-3599-20339-8781-44060-21901,43588-5837-5842-1711-32796-5664-23271-50861,9381-3573-4324-2231-4963-3490-13589-14879,easy
514600-471718-182794-652644-4656-18475-12072-9749,13413-42254-126717-152431-9043-10396-9636-16958,10543-14893-13522-7320-3452-11780-13444-15587,6774-8075-4682-2979-2819-8166-2494-11595,4120-6213-4968-15271-3009-5919-7333-11573,5257-15522-3599-20339-8781-44060-21901-46803,5837-5842-1711-32796-5664-23271-50861-28319,3573-4324-2231-4963-3490-13589-14879-10671,easy
471718-182794-652644-4656-18475-12072-9749-13010,42254-126717-152431-9043-10396-9636-16958-6911,14893-13522-7320-3452-11780-13444-15587-4940,8075-4682-2979-2819-8166-2494-11595-2614,6213-4968-15271-3009-5919-7333-11573-9845,15522-3599-20339-8781-44060-21901-46803-28923,5842-1711-32796-5664-23271-50861-28319-27830,4324-2231-4963-3490-13589-14879-10671-20787,easy
182794-652644-4656-18475-12072-9749-13010-2208662,126717-152431-9043-10396-9636-16958-6911-182078,13522-7320-3452-11780-13444-15587-4940-57835,4682-2979-2819-8166-2494-11595-2614-33763,4968-15271-3009-5919-7333-11573-9845-7099,3599-20339-8781-44060-21901-46803-28923-18798,1711-32796-5664-23271-50861-28319-27830-22427,2231-4963-3490-13589-14879-10671-20787-12371,easy
652644-4656-18475-12072-9749-13010-2208662-112799,152431-9043-10396-9636-16958-6911-182078-16054,7320-3452-11780-13444-15587-4940-57835-6087,2979-2819-8166-2494-11595-2614-33763-4943,15271-3009-5919-7333-11573-9845-7099-2936,20339-8781-44060-21901-46803-28923-18798-8249,32796-5664-23271-50861-28319-27830-22427-2855,4963-3490-13589-14879-10671-20787-12371-2184,easy
4656-18475-12072-9749-13010-2208662-112799-90729,9043-10396-9636-16958-6911-182078-16054-3385,3452-11780-13444-15587-4940-57835-6087-5894,2819-8166-2494-11595-2614-33763-4943-3229,3009-5919-7333-11573-9845-7099-2936-3406,8781-44060-21901-46803-28923-18798-8249-8638,5664-23271-50861-28319-27830-22427-2855-3335,3490-13589-14879-10671-20787-12371-2184-2727,easy
18475-12072-9749-13010-2208662-112799-90729-205400,10396-9636-16958-6911-182078-16054-3385-43481,11780-13444-15587-4940-57835-6087-5894-13325,8166-2494-11595-2614-33763-4943-3229-4716,5919-7333-11573-9845-7099-2936-3406-14388,44060-21901-46803-28923-18798-8249-8638-59194,23271-50861-28319-27830-22427-2855-3335-24264,13589-14879-10671-20787-12371-2184-2727-14969,easy
12072-9749-13010-2208662-112799-90729-205400-102441,9636-16958-6911-182078-16054-3385-43481-143971,13444-15587-4940-57835-6087-5894-13325-3564,2494-11595-2614-33763-4943-3229-4716-8514,7333-11573-9845-7099-2936-3406-14388-7108,21901-46803-28923-18798-8249-8638-59194-23198,50861-28319-27830-22427-2855-3335-24264-6829,14879-10671-20787-12371-2184-2727-14969-13663,easy
9749-13010-2208662-112799-90729-205400-102441-22608,16958-6911-182078-16054-3385-43481-143971-26426,15587-4940-57835-6087-5894-13325-3564-23795,11595-2614-33763-4943-3229-4716-8514-30272,11573-9845-7099-2936-3406-14388-7108-5403,46803-28923-18798-8249-8638-59194-23198-25914,28319-27830-22427-2855-3335-24264-6829-20337,10671-20787-12371-2184-2727-14969-13663-9212,easy
13010-2208662-112799-90729-205400-102441-22608-32446,6911-182078-16054-3385-43481-143971-26426-22969,4940-57835-6087-5894-13325-3564-23795-5635,2614-33763-4943-3229-4716-8514-30272-4864,9845-7099-2936-3406-14388-7108-5403-4173,28923-18798-8249-8638-59194-23198-25914-4581,27830-22427-2855-3335-24264-6829-20337-5322,20787-12371-2184-2727-14969-13663-9212-2079,easy
2208662-112799-90729-205400-102441-22608-32446-496057,182078-16054-3385-43481-143971-26426-22969-96000,57835-6087-5894-13325-3564-23795-5635-10819,33763-4943-3229-4716-8514-30272-4864-12546,7099-2936-3406-14388-7108-5403-4173-9998,18798-8249-8638-59194-23198-25914-4581-11617,22427-2855-3335-24264-6829-20337-5322-37089,12371-2184-2727-14969-13663-9212-2079-9004,easy
112799-90729-205400-102441-22608-32446-496057-245497,16054-3385-43481-143971-26426-22969-96000-57195,6087-5894-13325-3564-23795-5635-10819-19037,4943-3229-4716-8514-30272-4864-12546-20126,2936-3406-14388-7108-5403-4173-9998-11874,8249-8638-59194-23198-25914-4581-11617-27060,2855-3335-24264-6829-20337-5322-37089-9080,2184-2727-14969-13663-9212-2079-9004-9412,easy
90729-205400-102441-22608-32446-496057-245497-91876,3385-43481-143971-26426-22969-96000-57195-6922,5894-13325-3564-23795-5635-10819-19037-4825,3229-4716-8514-30272-4864-12546-20126-3584,3406-14388-7108-5403-4173-9998-11874-10525,8638-59194-23198-25914-4581-11617-27060-14668,3335-24264-6829-20337-5322-37089-9080-3291,2727-14969-13663-9212-2079-9004-9412-2464,easy
205400-102441-22608-32446-496057-245497-91876-69249,43481-143971-26426-22969-96000-57195-6922-6871,13325-3564-23795-5635-10819-19037-4825-5710,4716-8514-30272-4864-12546-20126-3584-899,14388-7108-5403-4173-9998-11874-10525-4772,59194-23198-25914-4581-11617-27060-14668-8519,24264-6829-20337-5322-37089-9080-3291-6108,14969-13663-9212-2079-9004-9412-2464-3518,hard
102441-22608-32446-496057-245497-91876-69249-35932,143971-26426-22969-96000-57195-6922-6871-121043,3564-23795-5635-10819-19037-4825-5710-2634,8514-30272-4864-12546-20126-3584-899-21320,7108-5403-4173-9998-11874-10525-4772-10293,23198-25914-4581-11617-27060-14668-8519-30726,6829-20337-5322-37089-9080-3291-6108-11182,13663-9212-2079-9004-9412-2464-3518-6521,easy
22608-32446-496057-245497-91876-69249-35932-5165,26426-22969-96000-57195-6922-6871-121043-5810,23795-5635-10819-19037-4825-5710-2634-3979,30272-4864-12546-20126-3584-899-21320-3895,5403-4173-9998-11874-10525-4772-10293-3573,25914-4581-11617-27060-14668-8519-30726-5311,20337-5322-37089-9080-3291-6108-11182-2218,9212-2079-9004-9412-2464-3518-6521-3596,easy
32446-496057-245497-91876-69249-35932-5165-124035,22969-96000-57195-6922-6871-121043-5810-74007,5635-10819-19037-4825-5710-2634-3979-20717,4864-12546-20126-3584-899-21320-3895-19415,4173-9998-11874-10525-4772-10293-3573-11745,4581-11617-27060-14668-8519-30726-5311-36709,5322-37089-9080-3291-6108-11182-2218-10375,2079-9004-9412-2464-3518-6521-3596-9123,easy
496057-245497-91876-69249-35932-5165-124035-80817,96000-57195-6922-6871-121043-5810-74007-40736,10819-19037-4825-5710-2634-3979-20717-7937,12546-20126-3584-899-21320-3895-19415-6336,9998-11874-10525-4772-10293-3573-11745-2841,11617-27060-14668-8519-30726-5311-36709-14928,37089-9080-3291-6108-11182-2218-10375-3240,9004-9412-2464-3518-6521-3596-9123-1899,easy
245497-91876-69249-35932-5165-124035-80817-9328,57195-6922-6871-121043-5810-74007-40736-1119,19037-4825-5710-2634-3979-20717-7937-4005,20126-3584-899-21320-3895-19415-6336-2419,11874-10525-4772-10293-3573-11745-2841-4194,27060-14668-8519-30726-5311-36709-14928-4026,9080-3291-6108-11182-2218-10375-3240-6620,9412-2464-3518-6521-3596-9123-1899-2268,easy
91876-69249-35932-5165-124035-80817-9328-31949,6922-6871-121043-5810-74007-40736-1119-34172,4825-5710-2634-3979-20717-7937-4005-8570,3584-899-21320-3895-19415-6336-2419-3859,10525-4772-10293-3573-11745-2841-4194-1797,14668-8519-30726-5311-36709-14928-4026-8752,3291-6108-11182-2218-10375-3240-6620-10618,2464-3518-6521-3596-9123-1899-2268-4776,easy
69249-35932-5165-124035-80817-9328-31949-123035,6871-121043-5810-74007-40736-1119-34172-37894,5710-2634-3979-20717-7937-4005-8570-24501,899-21320-3895-19415-6336-2419-3859-14284,4772-10293-3573-11745-2841-4194-1797-16070,8519-30726-5311-36709-14928-4026-8752-48024,6108-11182-2218-10375-3240-6620-10618-26971,3518-6521-3596-9123-1899-2268-4776-7922,easy
35932-5165-124035-80817-9328-31949-123035-42592,121043-5810-74007-40736-1119-34172-37894-10283,2634-3979-20717-7937-4005-8570-24501-5215,21320-3895-19415-6336-2419-3859-14284-19480,10293-3573-11745-2841-4194-1797-16070-17076,30726-5311-36709-14928-4026-8752-48024-38620,11182-2218-10375-3240-6620-10618-26971-22126,6521-3596-9123-1899-2268-4776-7922-12005,easy
5165-124035-80817-9328-31949-123035-42592-111821,5810-74007-40736-1119-34172-37894-10283-21097,3979-20717-7937-4005-8570-24501-5215-2456,3895-19415-6336-2419-3859-14284-19480-1265,3573-11745-2841-4194-1797-16070-17076-3180,5311-36709-14928-4026-8752-48024-38620-5663,2218-10375-3240-6620-10618-26971-22126-9718,3596-9123-1899-2268-4776-7922-12005-2005,easy
124035-80817-9328-31949-123035-42592-111821-646126,74007-40736-1119-34172-37894-10283-21097-68508,20717-7937-4005-8570-24501-5215-2456-13478,19415-6336-2419-3859-14284-19480-1265-7736,11745-2841-4194-1797-16070-17076-3180-11562,36709-14928-4026-8752-48024-38620-5663-33713,10375-3240-6620-10618-26971-22126-9718-28852,9123-1899-2268-4776-7922-12005-2005-14730,hard
80817-9328-31949-123035-42592-111821-646126-115745,40736-1119-34172-37894-10283-21097-68508-12159,7937-4005-8570-24501-5215-2456-13478-6040,6336-2419-3859-14284-19480-1265-7736-3127,2841-4194-1797-16070-17076-3180-11562-753,14928-4026-8752-48024-38620-5663-33713-2997,3240-6620-10618-26971-22126-9718-28852-1722,1899-2268-4776-7922-12005-2005-14730-1280,easy
9328-31949-123035-42592-111821-646126-115745-1141,1119-34172-37894-10283-21097-68508-12159-12663,4005-8570-24501-5215-2456-13478-6040-1463,2419-3859-14284-19480-1265-7736-3127-4125,4194-1797-16070-17076-3180-11562-753-11690,4026-8752-48024-38620-5663-33713-2997-58211,6620-10618-26971-22126-9718-28852-1722-16306,2268-4776-7922-12005-2005-14730-1280-7865,easy
31949-123035-42592-111821-646126-115745-1141-992760,34172-37894-10283-21097-68508-12159-12663-93078,8570-24501-5215-2456-13478-6040-1463-11459,3859-14284-19480-1265-7736-3127-4125-3466,1797-16070-17076-3180-11562-753-11690-11534,8752-48024-38620-5663-33713-2997-58211-11422,10618-26971-22126-9718-28852-1722-16306-21613,4776-7922-12005-2005-14730-1280-7865-11279,easy
123035-42592-111821-646126-115745-1141-992760-14045,37894-10283-21097-68508-12159-12663-93078-15402,24501-5215-2456-13478-6040-1463-11459-24928,14284-19480-1265-7736-3127-4125-3466-9436,16070-17076-3180-11562-753-11690-11534-16717,48024-38620-5663-33713-2997-58211-11422-13500,26971-22126-9718-28852-1722-16306-21613-57873,7922-12005-2005-14730-1280-7865-11279-8679,easy
42592-111821-646126-115745-1141-992760-14045-92750,10283-21097-68508-12159-12663-93078-15402-29685,5215-2456-13478-6040-1463-11459-24928-3885,19480-1265-7736-3127-4125-3466-9436-4133,17076-3180-11562-753-11690-11534-16717-2922,38620-5663-33713-2997-58211-11422-13500-10893,22126-9718-28852-1722-16306-21613-57873-8786,12005-2005-14730-1280-7865-11279-8679-2384,easy
111821-646126-115745-1141-992760-14045-92750-70296,21097-68508-12159-12663-93078-15402-29685-5541,2456-13478-6040-1463-11459-24928-3885-2415,1265-7736-3127-4125-3466-9436-4133-7836,3180-11562-753-11690-11534-16717-2922-8013,5663-33713-2997-58211-11422-13500-10893-9479,9718-28852-1722-16306-21613-57873-8786-3830,2005-14730-1280-7865-11279-8679-2384-3541,easy
646126-115745-1141-992760-14045-92750-70296-1109,68508-12159-12663-93078-15402-29685-5541-5425,13478-6040-1463-11459-24928-3885-2415-3439,7736-3127-4125-3466-9436-4133-7836-4228,11562-753-11690-11534-16717-2922-8013-3374,33713-2997-58211-11422-13500-10893-9479-6721,28852-1722-16306-21613-57873-8786-3830-2999,14730-1280-7865-11279-8679-2384-3541-2531,easy
115745-1141-992760-14045-92750-70296-1109-62620,12159-12663-93078-15402-29685-5541-5425-21137,6040-1463-11459-24928-3885-2415-3439-19438,3127-4125-3466-9436-4133-7836-4228-18901,753-11690-11534-16717-2922-8013-3374-11225,2997-58211-11422-13500-10893-9479-6721-32914,1722-16306-21613-57873-8786-3830-2999-24588,1280-7865-11279-8679-2384-3541-2531-7392,easy
1141-992760-14045-92750-70296-1109-62620-550614,12663-93078-15402-29685-5541-5425-21137-24107,1463-11459-24928-3885-2415-3439-19438-18205,4125-3466-9436-4133-7836-4228-18901-4107,11690-11534-16717-2922-8013-3374-11225-12196,58211-11422-13500-10893-9479-6721-32914-17231,16306-21613-57873-8786-3830-2999-24588-21999,7865-11279-8679-2384-3541-2531-7392-13026,easy
992760-14045-92750-70296-1109-62620-550614-16569,93078-15402-29685-5541-5425-21137-24107-20610,11459-24928-3885-2415-3439-19438-18205-3488,3466-9436-4133-7836-4228-18901-4107-12618,11534-16717-2922-8013-3374-11225-12196-13203,11422-13500-10893-9479-6721-32914-17231-47263,21613-57873-8786-3830-2999-24588-21999-24191,11279-8679-2384-3541-2531-7392-13026-21961,easy
14045-92750-70296-1109-62620-550614-16569-88474,15402-29685-5541-5425-21137-24107-20610-114536,24928-3885-2415-3439-19438-18205-3488-9554,9436-4133-7836-4228-18901-4107-12618-7715,16717-2922-8013-3374-11225-12196-13203-15371,13500-10893-9479-6721-32914-17231-47263-56264,57873-8786-3830-2999-24588-21999-24191-12752,8679-2384-3541-2531-7392-13026-21961-10137,easy
92750-70296-1109-62620-550614-16569-88474-6366,29685-5541-5425-21137-24107-20610-114536-12553,3885-2415-3439-19438-18205-3488-9554-11759,4133-7836-4228-18901-4107-12618-7715-4594,2922-8013-3374-11225-12196-13203-15371-22524,10893-9479-6721-32914-17231-47263-56264-46500,8786-3830-2999-24588-21999-24191-12752-13191,2384-3541-2531-7392-13026-21961-10137-12125,easy
70296-1109-62620-550614-16569-88474-6366-287147,5541-5425-21137-24107-20610-114536-12553-21960,2415-3439-19438-18205-3488-9554-11759-20152,7836-4228-18901-4107-12618-7715-4594-4124,8013-3374-11225-12196-13203-15371-22524-15884,9479-6721-32914-17231-47263-56264-46500-79361,3830-2999-24588-21999-24191-12752-13191-25131,3541-2531-7392-13026-21961-10137-12125-15249,easy
1109-62620-550614-16569-88474-6366-287147-3377,5425-21137-24107-20610-114536-12553-21960-1768,3439-19438-18205-3488-9554-11759-20152-10976,4228-18901-4107-12618-7715-4594-4124-3727,3374-11225-12196-13203-15371-22524-15884-15862,6721-32914-17231-47263-56264-46500-79361-26179,2999-24588-21999-24191-12752-13191-25131-52262,2531-7392-13026-21961-10137-12125-15249-6331,easy
62620-550614-16569-88474-6366-287147-3377-6325,21137-24107-20610-114536-12553-21960-1768-13206,19438-18205-3488-9554-11759-20152-10976-7093,18901-4107-12618-7715-4594-4124-3727-14864,11225-12196-13203-15371-22524-15884-15862-16092,32914-17231-47263-56264-46500-79361-26179-26385,24588-21999-24191-12752-13191-25131-52262-19251,7392-13026-21961-10137-12125-15249-6331-13801,easy
550614-16569-88474-6366-287147-3377-6325-75798,24107-20610-114536-12553-21960-1768-13206-14590,18205-3488-9554-11759-20152-10976-7093-380,4107-12618-7715-4594-4124-3727-14864-2979,12196-13203-15371-22524-15884-15862-16092-734,17231-47263-56264-46500-79361-26179-26385-7555,21999-24191-12752-13191-25131-52262-19251-4438,13026-21961-10137-12125-15249-6331-13801-6332,easy
16569-88474-6366-287147-3377-6325-75798-5769,20610-114536-12553-21960-1768-13206-14590-10764,3488-9554-11759-20152-10976-7093-380-2340,12618-7715-4594-4124-3727-14864-2979-5990,13203-15371-22524-15884-15862-16092-734-18822,47263-56264-46500-79361-26179-26385-7555-25871,24191-12752-13191-25131-52262-19251-4438-10311,21961-10137-12125-15249-6331-13801-6332-7394,easy
88474-6366-287147-3377-6325-75798-5769-6044,114536-12553-21960-1768-13206-14590-10764-13390,9554-11759-20152-10976-7093-380-2340-11318,7715-4594-4124-3727-14864-2979-5990-8247,15371-22524-15884-15862-16092-734-18822-34057,56264-46500-79361-26179-26385-7555-25871-28935,12752-13191-25131-52262-19251-4438-10311-20491,10137-12125-15249-6331-13801-6332-7394-14561,easy
6366-287147-3377-6325-75798-5769-6044-7458,12553-21960-1768-13206-14590-10764-13390-8379,11759-20152-10976-7093-380-2340-11318-8445,4594-4124-3727-14864-2979-5990-8247-13930,22524-15884-15862-16092-734-18822-34057-4969,46500-79361-26179-26385-7555-25871-28935-28935,13191-25131-52262-19251-4438-10311-20491-9858,12125-15249-6331-13801-6332-7394-14561-7524,easy
287147-3377-6325-75798-5769-6044-7458-64085,21960-1768-13206-14590-10764-13390-8379-31973,20152-10976-7093-380-2340-11318-8445-30138,4124-3727-14864-2979-5990-8247-13930-15506,15884-15862-16092-734-18822-34057-4969-11722,79361-26179-26385-7555-25871-28935-28935-28534,25131-52262-19251-4438-10311-20491-9858-41044,15249-6331-13801-6332-7394-14561-7524-16176,easy
3377-6325-75798-5769-6044-7458-64085-41043,1768-13206-14590-10764-13390-8379-31973-18142,10976-7093-380-2340-11318-8445-30138-1580,3727-14864-2979-5990-8247-13930-15506-7243,15862-16092-734-18822-34057-4969-11722-3523,26179-26385-7555-25871-28935-28935-28534-5594,52262-19251-4438-10311-20491-9858-41044-2648,6331-13801-6332-7394-14561-7524-16176-3130,easy
6325-75798-5769-6044-7458-64085-41043-206957,13206-14590-10764-13390-8379-31973-18142-103258,7093-380-2340-11318-8445-30138-1580-20212,14864-2979-5990-8247-13930-15506-7243-17363,16092-734-18822-34057-4969-11722-3523-11903,26385-7555-25871-28935-28935-28534-5594-20152,19251-4438-10311-20491-9858-41044-2648-16545,13801-6332-7394-14561-7524-16176-3130-13555,easy
75798-5769-6044-7458-64085-41043-206957-11758,14590-10764-13390-8379-31973-18142-103258-28496,380-2340-11318-8445-30138-1580-20212-11082,2979-5990-8247-13930-15506-7243-17363-5684,734-18822-34057-4969-11722-3523-11903-3974,7555-25871-28935-28935-28534-5594-20152-13057,4438-10311-20491-9858-41044-2648-16545-8335,6332-7394-14561-7524-16176-3130-13555-2383,easy
5769-6044-7458-64085-41043-206957-11758-192180,10764-13390-8379-31973-18142-103258-28496-19119,2340-11318-8445-30138-1580-20212-11082-6961,5990-8247-13930-15506-7243-17363-5684-379,18822-34057-4969-11722-3523-11903-3974-4073,25871-28935-28935-28534-5594-20152-13057-5747,10311-20491-9858-41044-2648-16545-8335-4347,7394-14561-7524-16176-3130-13555-2383-3212,easy
6044-7458-64085-41043-206957-11758-192180-98835,13390-8379-31973-18142-103258-28496-19119-48447,11318-8445-30138-1580-20212-11082-6961-5088,8247-13930-15506-7243-17363-5684-379-2623,34057-4969-11722-3523-11903-3974-4073-4080,28935-28935-28534-5594-20152-13057-5747-9074,20491-9858-41044-2648-16545-8335-4347-5374,14561-7524-16176-3130-13555-2383-3212-2228,easy
7458-64085-41043-206957-11758-192180-98835-20166,8379-31973-18142-103258-28496-19119-48447-15745,8445-30138-1580-20212-11082-6961-5088-8035,13930-15506-7243-17363-5684-379-2623-4073,4969-11722-3523-11903-3974-4073-4080-3560,28935-28534-5594-20152-13057-5747-9074-9893,9858-41044-2648-16545-8335-4347-5374-3182,7524-16176-3130-13555-2383-3212-2228-1405,easy
64085-41043-206957-11758-192180-98835-20166-79360,31973-18142-103258-28496-19119-48447-15745-28905,30138-1580-20212-11082-6961-5088-8035-969,15506-7243-17363-5684-379-2623-4073-1408,11722-3523-11903-3974-4073-4080-3560-2489,28534-5594-20152-13057-5747-9074-9893-3198,41044-2648-16545-8335-4347-5374-3182-3416,16176-3130-13555-2383-3212-2228-1405-2624,easy
41043-206957-11758-192180-98835-20166-79360-31576,18142-103258-28496-19119-48447-15745-28905-57691,1580-20212-11082-6961-5088-8035-969-47437,7243-17363-5684-379-2623-4073-1408-10167,3523-11903-3974-4073-4080-3560-2489-4843,5594-20152-13057-5747-9074-9893-3198-18082,2648-16545-8335-4347-5374-3182-3416-81854,3130-13555-2383-3212-2228-1405-2624-13448,easy
