delta,midgamma,lowgamma,theta,highalpha,lowalpha,highbeta,lowbeta,state
1667276-1213137-1877260-1100735-189649-1262417-573055-91008,417802-37305-132987-984517-20890-21100-68804-70069,49044-3209-109661-54672-3889-10875-13855-6092,46102-9091-268655-23615-1521-7283-4638-1190,7973-9325-32213-93369-2317-8942-3750-4428,21683-10534-59529-70421-1852-7355-32749-4320,11396-10825-15551-21529-1049-6863-11879-2825,11148-2266-14178-14490-1300-6609-2432-1515,easy
1213137-1877260-1100735-189649-1262417-573055-91008-110668,37305-132987-984517-20890-21100-68804-70069-13346,3209-109661-54672-3889-10875-13855-6092-3051,9091-268655-23615-1521-7283-4638-1190-1401,9325-32213-93369-2317-8942-3750-4428-2800,10534-59529-70421-1852-7355-32749-4320-5324,10825-15551-21529-1049-6863-11879-2825-1482,2266-14178-14490-1300-6609-2432-1515-2692,easy
1877260-1100735-189649-1262417-573055-91008-110668-282978,132987-984517-20890-21100-68804-70069-13346-36713,109661-54672-3889-10875-13855-6092-3051-2887,268655-23615-1521-7283-4638-1190-1401-2431,32213-93369-2317-8942-3750-4428-2800-5981,59529-70421-1852-7355-32749-4320-5324-7950,15551-21529-1049-6863-11879-2825-1482-5960,14178-14490-1300-6609-2432-1515-2692-5256,easy
1100735-189649-1262417-573055-91008-110668-282978-125748,984517-20890-21100-68804-70069-13346-36713-10313,54672-3889-10875-13855-6092-3051-2887-1715,23615-1521-7283-4638-1190-1401-2431-4072,93369-2317-8942-3750-4428-2800-5981-3861,70421-1852-7355-32749-4320-5324-7950-1857,21529-1049-6863-11879-2825-1482-5960-1376,14490-1300-6609-2432-1515-2692-5256-1127,easy
189649-1262417-573055-91008-110668-282978-125748-1513779,20890-21100-68804-70069-13346-36713-10313-183459,3889-10875-13855-6092-3051-2887-1715-31246,1521-7283-4638-1190-1401-2431-4072-32863,2317-8942-3750-4428-2800-5981-3861-17661,1852-7355-32749-4320-5324-7950-1857-17407,1049-6863-11879-2825-1482-5960-1376-12053,1300-6609-2432-1515-2692-5256-1127-4019,easy
1262417-573055-91008-110668-282978-125748-1513779-1991168,21100-68804-70069-13346-36713-10313-183459-103470,10875-13855-6092-3051-2887-1715-31246-150373,7283-4638-1190-1401-2431-4072-32863-48317,8942-3750-4428-2800-5981-3861-17661-99494,7355-32749-4320-5324-7950-1857-17407-74553,6863-11879-2825-1482-5960-1376-12053-46076,6609-2432-1515-2692-5256-1127-4019-29111,hard
573055-91008-110668-282978-125748-1513779-1991168-39960,68804-70069-13346-36713-10313-183459-103470-7355,13855-6092-3051-2887-1715-31246-150373-4207,4638-1190-1401-2431-4072-32863-48317-3829,3750-4428-2800-5981-3861-17661-99494-1414,32749-4320-5324-7950-1857-17407-74553-1071,11879-2825-1482-5960-1376-12053-46076-1247,2432-1515-2692-5256-1127-4019-29111-1613,hard
91008-110668-282978-125748-1513779-1991168-39960-2111731,70069-13346-36713-10313-183459-103470-7355-407903,6092-3051-2887-1715-31246-150373-4207-67657,1190-1401-2431-4072-32863-48317-3829-73400,4428-2800-5981-3861-17661-99494-1414-45395,4320-5324-7950-1857-17407-74553-1071-89784,2825-1482-5960-1376-12053-46076-1247-27170,1515-2692-5256-1127-4019-29111-1613-12856,hard
110668-282978-125748-1513779-1991168-39960-2111731-443976,13346-36713-10313-183459-103470-7355-407903-126492,3051-2887-1715-31246-150373-4207-67657-8488,1401-2431-4072-32863-48317-3829-73400-31143,2800-5981-3861-17661-99494-1414-45395-38784,5324-7950-1857-17407-74553-1071-89784-27677,1482-5960-1376-12053-46076-1247-27170-23418,2692-5256-1127-4019-29111-1613-12856-19438,hard
282978-125748-1513779-1991168-39960-2111731-443976-922291,36713-10313-183459-103470-7355-407903-126492-29281,2887-1715-31246-150373-4207-67657-8488-17679,2431-4072-32863-48317-3829-73400-31143-10501,5981-3861-17661-99494-1414-45395-38784-6755,7950-1857-17407-74553-1071-89784-27677-8506,5960-1376-12053-46076-1247-27170-23418-6044,5256-1127-4019-29111-1613-12856-19438-3410,easy
125748-1513779-1991168-39960-2111731-443976-922291-2246668,10313-183459-103470-7355-407903-126492-29281-163535,1715-31246-150373-4207-67657-8488-17679-32332,4072-32863-48317-3829-73400-31143-10501-175880,3861-17661-99494-1414-45395-38784-6755-66664,1857-17407-74553-1071-89784-27677-8506-72743,1376-12053-46076-1247-27170-23418-6044-38313,1127-4019-29111-1613-12856-19438-3410-8934,easy
1513779-1991168-39960-2111731-443976-922291-2246668-467112,183459-103470-7355-407903-126492-29281-163535-233449,31246-150373-4207-67657-8488-17679-32332-15395,32863-48317-3829-73400-31143-10501-175880-16075,17661-99494-1414-45395-38784-6755-66664-7863,17407-74553-1071-89784-27677-8506-72743-11915,12053-46076-1247-27170-23418-6044-38313-7445,4019-29111-1613-12856-19438-3410-8934-7383,hard
1991168-39960-2111731-443976-922291-2246668-467112-1939726,103470-7355-407903-126492-29281-163535-233449-265462,150373-4207-67657-8488-17679-32332-15395-35149,48317-3829-73400-31143-10501-175880-16075-40576,99494-1414-45395-38784-6755-66664-7863-25301,74553-1071-89784-27677-8506-72743-11915-116097,46076-1247-27170-23418-6044-38313-7445-22817,29111-1613-12856-19438-3410-8934-7383-19768,hard
39960-2111731-443976-922291-2246668-467112-1939726-664015,7355-407903-126492-29281-163535-233449-265462-42193,4207-67657-8488-17679-32332-15395-35149-17611,3829-73400-31143-10501-175880-16075-40576-17151,1414-45395-38784-6755-66664-7863-25301-2351,1071-89784-27677-8506-72743-11915-116097-8610,1247-27170-23418-6044-38313-7445-22817-2344,1613-12856-19438-3410-8934-7383-19768-3588,easy
2111731-443976-922291-2246668-467112-1939726-664015-599304,407903-126492-29281-163535-233449-265462-42193-25644,67657-8488-17679-32332-15395-35149-17611-4465,73400-31143-10501-175880-16075-40576-17151-27058,45395-38784-6755-66664-7863-25301-2351-14323,89784-27677-8506-72743-11915-116097-8610-13689,27170-23418-6044-38313-7445-22817-2344-10744,12856-19438-3410-8934-7383-19768-3588-8669,easy
443976-922291-2246668-467112-1939726-664015-599304-750099,126492-29281-163535-233449-265462-42193-25644-78457,8488-17679-32332-15395-35149-17611-4465-27733,31143-10501-175880-16075-40576-17151-27058-19571,38784-6755-66664-7863-25301-2351-14323-11885,27677-8506-72743-11915-116097-8610-13689-8502,23418-6044-38313-7445-22817-2344-10744-15640,19438-3410-8934-7383-19768-3588-8669-5542,easy
922291-2246668-467112-1939726-664015-599304-750099-2036252,29281-163535-233449-265462-42193-25644-78457-277198,17679-32332-15395-35149-17611-4465-27733-115282,10501-175880-16075-40576-17151-27058-19571-91003,6755-66664-7863-25301-2351-14323-11885-19902,8506-72743-11915-116097-8610-13689-8502-71543,6044-38313-7445-22817-2344-10744-15640-112833,3410-8934-7383-19768-3588-8669-5542-14356,easy
2246668-467112-1939726-664015-599304-750099-2036252-24008,163535-233449-265462-42193-25644-78457-277198-6108,32332-15395-35149-17611-4465-27733-115282-406,175880-16075-40576-17151-27058-19571-91003-700,66664-7863-25301-2351-14323-11885-19902-232,72743-11915-116097-8610-13689-8502-71543-752,38313-7445-22817-2344-10744-15640-112833-735,8934-7383-19768-3588-8669-5542-14356-371,easy
467112-1939726-664015-599304-750099-2036252-24008-718720,233449-265462-42193-25644-78457-277198-6108-61950,15395-35149-17611-4465-27733-115282-406-5576,16075-40576-17151-27058-19571-91003-700-4313,7863-25301-2351-14323-11885-19902-232-3757,11915-116097-8610-13689-8502-71543-752-4183,7445-22817-2344-10744-15640-112833-735-7621,7383-19768-3588-8669-5542-14356-371-1682,hard
1939726-664015-599304-750099-2036252-24008-718720-805066,265462-42193-25644-78457-277198-6108-61950-40765,35149-17611-4465-27733-115282-406-5576-23285,40576-17151-27058-19571-91003-700-4313-62373,25301-2351-14323-11885-19902-232-3757-115204,116097-8610-13689-8502-71543-752-4183-27982,22817-2344-10744-15640-112833-735-7621-41407,19768-3588-8669-5542-14356-371-1682-10883,hard
664015-599304-750099-2036252-24008-718720-805066-2262186,42193-25644-78457-277198-6108-61950-40765-140302,17611-4465-27733-115282-406-5576-23285-247020,17151-27058-19571-91003-700-4313-62373-52742,2351-14323-11885-19902-232-3757-115204-65072,8610-13689-8502-71543-752-4183-27982-53356,2344-10744-15640-112833-735-7621-41407-49546,3588-8669-5542-14356-371-1682-10883-21266,hard
599304-750099-2036252-24008-718720-805066-2262186-985375,25644-78457-277198-6108-61950-40765-140302-132280,4465-27733-115282-406-5576-23285-247020-11986,27058-19571-91003-700-4313-62373-52742-21833,14323-11885-19902-232-3757-115204-65072-112220,13689-8502-71543-752-4183-27982-53356-56103,10744-15640-112833-735-7621-41407-49546-36674,8669-5542-14356-371-1682-10883-21266-15900,easy
750099-2036252-24008-718720-805066-2262186-985375-572238,78457-277198-6108-61950-40765-140302-132280-36310,27733-115282-406-5576-23285-247020-11986-15143,19571-91003-700-4313-62373-52742-21833-3790,11885-19902-232-3757-115204-65072-112220-4506,8502-71543-752-4183-27982-53356-56103-3120,15640-112833-735-7621-41407-49546-36674-1221,5542-14356-371-1682-10883-21266-15900-1092,easy
2036252-24008-718720-805066-2262186-985375-572238-160367,277198-6108-61950-40765-140302-132280-36310-17035,115282-406-5576-23285-247020-11986-15143-1410,91003-700-4313-62373-52742-21833-3790-8780,19902-232-3757-115204-65072-112220-4506-2555,71543-752-4183-27982-53356-56103-3120-11186,112833-735-7621-41407-49546-36674-1221-5466,14356-371-1682-10883-21266-15900-1092-2792,easy
24008-718720-805066-2262186-985375-572238-160367-293432,6108-61950-40765-140302-132280-36310-17035-101492,406-5576-23285-247020-11986-15143-1410-17121,700-4313-62373-52742-21833-3790-8780-34289,232-3757-115204-65072-112220-4506-2555-21534,752-4183-27982-53356-56103-3120-11186-44912,735-7621-41407-49546-36674-1221-5466-26564,371-1682-10883-21266-15900-1092-2792-7947,easy
718720-805066-2262186-985375-572238-160367-293432-105793,61950-40765-140302-132280-36310-17035-101492-11071,5576-23285-247020-11986-15143-1410-17121-2136,4313-62373-52742-21833-3790-8780-34289-1673,3757-115204-65072-112220-4506-2555-21534-1407,4183-27982-53356-56103-3120-11186-44912-4360,7621-41407-49546-36674-1221-5466-26564-1545,1682-10883-21266-15900-1092-2792-7947-1239,easy
805066-2262186-985375-572238-160367-293432-105793-105793,40765-140302-132280-36310-17035-101492-11071-11071,23285-247020-11986-15143-1410-17121-2136-2136,62373-52742-21833-3790-8780-34289-1673-1673,115204-65072-112220-4506-2555-21534-1407-1407,27982-53356-56103-3120-11186-44912-4360-4360,41407-49546-36674-1221-5466-26564-1545-1545,10883-21266-15900-1092-2792-7947-1239-1239,easy
2262186-985375-572238-160367-293432-105793-105793-1045033,140302-132280-36310-17035-101492-11071-11071-95890,247020-11986-15143-1410-17121-2136-2136-49322,52742-21833-3790-8780-34289-1673-1673-33369,65072-112220-4506-2555-21534-1407-1407-36434,53356-56103-3120-11186-44912-4360-4360-41766,49546-36674-1221-5466-26564-1545-1545-42034,21266-15900-1092-2792-7947-1239-1239-16231,easy
985375-572238-160367-293432-105793-105793-1045033-823017,132280-36310-17035-101492-11071-11071-95890-71366,11986-15143-1410-17121-2136-2136-49322-6934,21833-3790-8780-34289-1673-1673-33369-7209,112220-4506-2555-21534-1407-1407-36434-4452,56103-3120-11186-44912-4360-4360-41766-18106,36674-1221-5466-26564-1545-1545-42034-9850,15900-1092-2792-7947-1239-1239-16231-4743,easy
572238-160367-293432-105793-105793-1045033-823017-190726,36310-17035-101492-11071-11071-95890-71366-523674,15143-1410-17121-2136-2136-49322-6934-69537,3790-8780-34289-1673-1673-33369-7209-17363,4506-2555-21534-1407-1407-36434-4452-21197,3120-11186-44912-4360-4360-41766-18106-65312,1221-5466-26564-1545-1545-42034-9850-29381,1092-2792-7947-1239-1239-16231-4743-11837,easy
160367-293432-105793-105793-1045033-823017-190726-1216812,17035-101492-11071-11071-95890-71366-523674-74912,1410-17121-2136-2136-49322-6934-69537-53663,8780-34289-1673-1673-33369-7209-17363-16355,2555-21534-1407-1407-36434-4452-21197-2352,11186-44912-4360-4360-41766-18106-65312-14508,5466-26564-1545-1545-42034-9850-29381-11510,2792-7947-1239-1239-16231-4743-11837-7365,easy
293432-105793-105793-1045033-823017-190726-1216812-31564,101492-11071-11071-95890-71366-523674-74912-21531,17121-2136-2136-49322-6934-69537-53663-482,34289-1673-1673-33369-7209-17363-16355-1316,21534-1407-1407-36434-4452-21197-2352-721,44912-4360-4360-41766-18106-65312-14508-3731,26564-1545-1545-42034-9850-29381-11510-4010,7947-1239-1239-16231-4743-11837-7365-568,easy
105793-105793-1045033-823017-190726-1216812-31564-1058630,11071-11071-95890-71366-523674-74912-21531-39207,2136-2136-49322-6934-69537-53663-482-47148,1673-1673-33369-7209-17363-16355-1316-12834,1407-1407-36434-4452-21197-2352-721-15281,4360-4360-41766-18106-65312-14508-3731-21735,1545-1545-42034-9850-29381-11510-4010-32587,1239-1239-16231-4743-11837-7365-568-9217,easy
105793-1045033-823017-190726-1216812-31564-1058630-2233279,11071-95890-71366-523674-74912-21531-39207-390671,2136-49322-6934-69537-53663-482-47148-45116,1673-33369-7209-17363-16355-1316-12834-10848,1407-36434-4452-21197-2352-721-15281-39947,4360-41766-18106-65312-14508-3731-21735-44281,1545-42034-9850-29381-11510-4010-32587-39547,1239-16231-4743-11837-7365-568-9217-20571,hard
1045033-823017-190726-1216812-31564-1058630-2233279-586956,95890-71366-523674-74912-21531-39207-390671-87571,49322-6934-69537-53663-482-47148-45116-68967,33369-7209-17363-16355-1316-12834-10848-85168,36434-4452-21197-2352-721-15281-39947-30518,41766-18106-65312-14508-3731-21735-44281-63481,42034-9850-29381-11510-4010-32587-39547-62031,16231-4743-11837-7365-568-9217-20571-34668,hard
823017-190726-1216812-31564-1058630-2233279-586956-684790,71366-523674-74912-21531-39207-390671-87571-60756,6934-69537-53663-482-47148-45116-68967-32176,7209-17363-16355-1316-12834-10848-85168-13543,4452-21197-2352-721-15281-39947-30518-8058,18106-65312-14508-3731-21735-44281-63481-13460,9850-29381-11510-4010-32587-39547-62031-16051,4743-11837-7365-568-9217-20571-34668-5790,hard
190726-1216812-31564-1058630-2233279-586956-684790-799143,523674-74912-21531-39207-390671-87571-60756-39840,69537-53663-482-47148-45116-68967-32176-35811,17363-16355-1316-12834-10848-85168-13543-6089,21197-2352-721-15281-39947-30518-8058-15927,65312-14508-3731-21735-44281-63481-13460-8905,29381-11510-4010-32587-39547-62031-16051-28261,11837-7365-568-9217-20571-34668-5790-14746,hard
1216812-31564-1058630-2233279-586956-684790-799143-892411,74912-21531-39207-390671-87571-60756-39840-321565,53663-482-47148-45116-68967-32176-35811-288418,16355-1316-12834-10848-85168-13543-6089-111464,2352-721-15281-39947-30518-8058-15927-100308,14508-3731-21735-44281-63481-13460-8905-95253,11510-4010-32587-39547-62031-16051-28261-145689,7365-568-9217-20571-34668-5790-14746-25810,hard
31564-1058630-2233279-586956-684790-799143-892411-1299377,21531-39207-390671-87571-60756-39840-321565-471185,482-47148-45116-68967-32176-35811-288418-85274,1316-12834-10848-85168-13543-6089-111464-67033,721-15281-39947-30518-8058-15927-100308-32343,3731-21735-44281-63481-13460-8905-95253-85020,4010-32587-39547-62031-16051-28261-145689-122642,568-9217-20571-34668-5790-14746-25810-33134,hard
1058630-2233279-586956-684790-799143-892411-1299377-663093,39207-390671-87571-60756-39840-321565-471185-58387,47148-45116-68967-32176-35811-288418-85274-4857,12834-10848-85168-13543-6089-111464-67033-13912,15281-39947-30518-8058-15927-100308-32343-9283,21735-44281-63481-13460-8905-95253-85020-11175,32587-39547-62031-16051-28261-145689-122642-14475,9217-20571-34668-5790-14746-25810-33134-5506,easy
2233279-586956-684790-799143-892411-1299377-663093-404375,390671-87571-60756-39840-321565-471185-58387-46878,45116-68967-32176-35811-288418-85274-4857-5597,10848-85168-13543-6089-111464-67033-13912-2394,39947-30518-8058-15927-100308-32343-9283-4254,44281-63481-13460-8905-95253-85020-11175-5183,39547-62031-16051-28261-145689-122642-14475-3643,20571-34668-5790-14746-25810-33134-5506-504,easy
586956-684790-799143-892411-1299377-663093-404375-855542,87571-60756-39840-321565-471185-58387-46878-134050,68967-32176-35811-288418-85274-4857-5597-10004,85168-13543-6089-111464-67033-13912-2394-5706,30518-8058-15927-100308-32343-9283-4254-19263,63481-13460-8905-95253-85020-11175-5183-14140,62031-16051-28261-145689-122642-14475-3643-32700,34668-5790-14746-25810-33134-5506-504-6170,easy
684790-799143-892411-1299377-663093-404375-855542-522998,60756-39840-321565-471185-58387-46878-134050-39723,32176-35811-288418-85274-4857-5597-10004-4888,13543-6089-111464-67033-13912-2394-5706-12215,8058-15927-100308-32343-9283-4254-19263-15964,13460-8905-95253-85020-11175-5183-14140-17313,16051-28261-145689-122642-14475-3643-32700-17192,5790-14746-25810-33134-5506-504-6170-6809,easy
799143-892411-1299377-663093-404375-855542-522998-1208986,39840-321565-471185-58387-46878-134050-39723-68595,35811-288418-85274-4857-5597-10004-4888-19255,6089-111464-67033-13912-2394-5706-12215-8479,15927-100308-32343-9283-4254-19263-15964-18693,8905-95253-85020-11175-5183-14140-17313-15552,28261-145689-122642-14475-3643-32700-17192-14426,14746-25810-33134-5506-504-6170-6809-5202,hard
892411-1299377-663093-404375-855542-522998-1208986-226823,321565-471185-58387-46878-134050-39723-68595-63232,288418-85274-4857-5597-10004-4888-19255-4192,111464-67033-13912-2394-5706-12215-8479-7753,100308-32343-9283-4254-19263-15964-18693-4793,95253-85020-11175-5183-14140-17313-15552-30754,145689-122642-14475-3643-32700-17192-14426-55983,25810-33134-5506-504-6170-6809-5202-4783,hard
1299377-663093-404375-855542-522998-1208986-226823-1249913,471185-58387-46878-134050-39723-68595-63232-133788,85274-4857-5597-10004-4888-19255-4192-67222,67033-13912-2394-5706-12215-8479-7753-40974,32343-9283-4254-19263-15964-18693-4793-7118,85020-11175-5183-14140-17313-15552-30754-13550,122642-14475-3643-32700-17192-14426-55983-11701,33134-5506-504-6170-6809-5202-4783-7064,hard
663093-404375-855542-522998-1208986-226823-1249913-2997339,58387-46878-134050-39723-68595-63232-133788-660484,4857-5597-10004-4888-19255-4192-67222-13120,13912-2394-5706-12215-8479-7753-40974-38195,9283-4254-19263-15964-18693-4793-7118-57000,11175-5183-14140-17313-15552-30754-13550-107022,14475-3643-32700-17192-14426-55983-11701-33005,5506-504-6170-6809-5202-4783-7064-30689,easy
404375-855542-522998-1208986-226823-1249913-2997339-296136,46878-134050-39723-68595-63232-133788-660484-20279,5597-10004-4888-19255-4192-67222-13120-3301,2394-5706-12215-8479-7753-40974-38195-727,4254-19263-15964-18693-4793-7118-57000-5080,5183-14140-17313-15552-30754-13550-107022-3257,3643-32700-17192-14426-55983-11701-33005-1380,504-6170-6809-5202-4783-7064-30689-894,easy
855542-522998-1208986-226823-1249913-2997339-296136-1149727,134050-39723-68595-63232-133788-660484-20279-36919,10004-4888-19255-4192-67222-13120-3301-314,5706-12215-8479-7753-40974-38195-727-7157,19263-15964-18693-4793-7118-57000-5080-2564,14140-17313-15552-30754-13550-107022-3257-5956,32700-17192-14426-55983-11701-33005-1380-3784,6170-6809-5202-4783-7064-30689-894-1566,easy
522998-1208986-226823-1249913-2997339-296136-1149727-1388603,39723-68595-63232-133788-660484-20279-36919-876800,4888-19255-4192-67222-13120-3301-314-59197,12215-8479-7753-40974-38195-727-7157-35195,15964-18693-4793-7118-57000-5080-2564-152278,17313-15552-30754-13550-107022-3257-5956-77309,17192-14426-55983-11701-33005-1380-3784-33005,6809-5202-4783-7064-30689-894-1566-21750,easy
1208986-226823-1249913-2997339-296136-1149727-1388603-1511380,68595-63232-133788-660484-20279-36919-876800-163731,19255-4192-67222-13120-3301-314-59197-30664,8479-7753-40974-38195-727-7157-35195-24922,18693-4793-7118-57000-5080-2564-152278-24215,15552-30754-13550-107022-3257-5956-77309-31143,14426-55983-11701-33005-1380-3784-33005-6841,5202-4783-7064-30689-894-1566-21750-7087,easy
226823-1249913-2997339-296136-1149727-1388603-1511380-417264,63232-133788-660484-20279-36919-876800-163731-101036,4192-67222-13120-3301-314-59197-30664-14947,7753-40974-38195-727-7157-35195-24922-29242,4793-7118-57000-5080-2564-152278-24215-6656,30754-13550-107022-3257-5956-77309-31143-30307,55983-11701-33005-1380-3784-33005-6841-9779,4783-7064-30689-894-1566-21750-7087-10117,easy
1249913-2997339-296136-1149727-1388603-1511380-417264-448468,133788-660484-20279-36919-876800-163731-101036-10457,67222-13120-3301-314-59197-30664-14947-2482,40974-38195-727-7157-35195-24922-29242-3498,7118-57000-5080-2564-152278-24215-6656-4881,13550-107022-3257-5956-77309-31143-30307-3027,11701-33005-1380-3784-33005-6841-9779-1327,7064-30689-894-1566-21750-7087-10117-2156,hard
2997339-296136-1149727-1388603-1511380-417264-448468-881386,660484-20279-36919-876800-163731-101036-10457-99883,13120-3301-314-59197-30664-14947-2482-41268,38195-727-7157-35195-24922-29242-3498-19563,57000-5080-2564-152278-24215-6656-4881-6737,107022-3257-5956-77309-31143-30307-3027-11327,33005-1380-3784-33005-6841-9779-1327-7667,30689-894-1566-21750-7087-10117-2156-4400,hard
296136-1149727-1388603-1511380-417264-448468-881386-213764,20279-36919-876800-163731-101036-10457-99883-73140,3301-314-59197-30664-14947-2482-41268-2297,727-7157-35195-24922-29242-3498-19563-4853,5080-2564-152278-24215-6656-4881-6737-7756,3257-5956-77309-31143-30307-3027-11327-3915,1380-3784-33005-6841-9779-1327-7667-2237,894-1566-21750-7087-10117-2156-4400-1364,easy
1149727-1388603-1511380-417264-448468-881386-213764-820737,36919-876800-163731-101036-10457-99883-73140-43590,314-59197-30664-14947-2482-41268-2297-7575,7157-35195-24922-29242-3498-19563-4853-4572,2564-152278-24215-6656-4881-6737-7756-9384,5956-77309-31143-30307-3027-11327-3915-4178,3784-33005-6841-9779-1327-7667-2237-4075,1566-21750-7087-10117-2156-4400-1364-730,easy
1388603-1511380-417264-448468-881386-213764-820737-1380511,876800-163731-101036-10457-99883-73140-43590-1068550,59197-30664-14947-2482-41268-2297-7575-29414,35195-24922-29242-3498-19563-4853-4572-10223,152278-24215-6656-4881-6737-7756-9384-36546,77309-31143-30307-3027-11327-3915-4178-77459,33005-6841-9779-1327-7667-2237-4075-65010,21750-7087-10117-2156-4400-1364-730-24841,easy
1511380-417264-448468-881386-213764-820737-1380511-256580,163731-101036-10457-99883-73140-43590-1068550-88458,30664-14947-2482-41268-2297-7575-29414-44454,24922-29242-3498-19563-4853-4572-10223-15309,24215-6656-4881-6737-7756-9384-36546-24574,31143-30307-3027-11327-3915-4178-77459-19941,6841-9779-1327-7667-2237-4075-65010-4831,7087-10117-2156-4400-1364-730-24841-7488,easy
417264-448468-881386-213764-820737-1380511-256580-317557,101036-10457-99883-73140-43590-1068550-88458-191317,14947-2482-41268-2297-7575-29414-44454-48448,29242-3498-19563-4853-4572-10223-15309-28414,6656-4881-6737-7756-9384-36546-24574-10176,30307-3027-11327-3915-4178-77459-19941-15376,9779-1327-7667-2237-4075-65010-4831-80883,10117-2156-4400-1364-730-24841-7488-7315,easy
448468-881386-213764-820737-1380511-256580-317557-756896,10457-99883-73140-43590-1068550-88458-191317-84196,2482-41268-2297-7575-29414-44454-48448-1131,3498-19563-4853-4572-10223-15309-28414-11550,4881-6737-7756-9384-36546-24574-10176-13763,3027-11327-3915-4178-77459-19941-15376-10101,1327-7667-2237-4075-65010-4831-80883-17263,2156-4400-1364-730-24841-7488-7315-11838,easy
881386-213764-820737-1380511-256580-317557-756896-2029367,99883-73140-43590-1068550-88458-191317-84196-56014,41268-2297-7575-29414-44454-48448-1131-70706,19563-4853-4572-10223-15309-28414-11550-14544,6737-7756-9384-36546-24574-10176-13763-5979,11327-3915-4178-77459-19941-15376-10101-17867,7667-2237-4075-65010-4831-80883-17263-15629,4400-1364-730-24841-7488-7315-11838-5666,easy
213764-820737-1380511-256580-317557-756896-2029367-1005967,73140-43590-1068550-88458-191317-84196-56014-1767924,2297-7575-29414-44454-48448-1131-70706-69411,4853-4572-10223-15309-28414-11550-14544-49933,7756-9384-36546-24574-10176-13763-5979-18398,3915-4178-77459-19941-15376-10101-17867-50537,2237-4075-65010-4831-80883-17263-15629-50870,1364-730-24841-7488-7315-11838-5666-51959,easy
820737-1380511-256580-317557-756896-2029367-1005967-1939605,43590-1068550-88458-191317-84196-56014-1767924-9811,7575-29414-44454-48448-1131-70706-69411-27367,4572-10223-15309-28414-11550-14544-49933-9555,9384-36546-24574-10176-13763-5979-18398-6790,4178-77459-19941-15376-10101-17867-50537-16937,4075-65010-4831-80883-17263-15629-50870-10948,730-24841-7488-7315-11838-5666-51959-5662,easy
1380511-256580-317557-756896-2029367-1005967-1939605-2265290,1068550-88458-191317-84196-56014-1767924-9811-962163,29414-44454-48448-1131-70706-69411-27367-263699,10223-15309-28414-11550-14544-49933-9555-96634,36546-24574-10176-13763-5979-18398-6790-50765,77459-19941-15376-10101-17867-50537-16937-73953,65010-4831-80883-17263-15629-50870-10948-36925,24841-7488-7315-11838-5666-51959-5662-19540,easy
256580-317557-756896-2029367-1005967-1939605-2265290-837122,88458-191317-84196-56014-1767924-9811-962163-341499,44454-48448-1131-70706-69411-27367-263699-30096,15309-28414-11550-14544-49933-9555-96634-22671,24574-10176-13763-5979-18398-6790-50765-9906,19941-15376-10101-17867-50537-16937-73953-7680,4831-80883-17263-15629-50870-10948-36925-11231,7488-7315-11838-5666-51959-5662-19540-10109,easy
317557-756896-2029367-1005967-1939605-2265290-837122-478303,191317-84196-56014-1767924-9811-962163-341499-293823,48448-1131-70706-69411-27367-263699-30096-14143,28414-11550-14544-49933-9555-96634-22671-24913,10176-13763-5979-18398-6790-50765-9906-10622,15376-10101-17867-50537-16937-73953-7680-13499,80883-17263-15629-50870-10948-36925-11231-9014,7315-11838-5666-51959-5662-19540-10109-8713,easy
756896-2029367-1005967-1939605-2265290-837122-478303-1275400,84196-56014-1767924-9811-962163-341499-293823-125968,1131-70706-69411-27367-263699-30096-14143-57601,11550-14544-49933-9555-96634-22671-24913-24650,13763-5979-18398-6790-50765-9906-10622-11659,10101-17867-50537-16937-73953-7680-13499-27867,17263-15629-50870-10948-36925-11231-9014-9327,11838-5666-51959-5662-19540-10109-8713-3378,easy
2029367-1005967-1939605-2265290-837122-478303-1275400-2649948,56014-1767924-9811-962163-341499-293823-125968-66076,70706-69411-27367-263699-30096-14143-57601-19548,14544-49933-9555-96634-22671-24913-24650-9180,5979-18398-6790-50765-9906-10622-11659-22895,17867-50537-16937-73953-7680-13499-27867-19086,15629-50870-10948-36925-11231-9014-9327-8797,5666-51959-5662-19540-10109-8713-3378-4150,easy
1005967-1939605-2265290-837122-478303-1275400-2649948-342860,1767924-9811-962163-341499-293823-125968-66076-17068,69411-27367-263699-30096-14143-57601-19548-9242,49933-9555-96634-22671-24913-24650-9180-4328,18398-6790-50765-9906-10622-11659-22895-2533,50537-16937-73953-7680-13499-27867-19086-2451,50870-10948-36925-11231-9014-9327-8797-7243,51959-5662-19540-10109-8713-3378-4150-959,easy
1939605-2265290-837122-478303-1275400-2649948-342860-55604,9811-962163-341499-293823-125968-66076-17068-6050,27367-263699-30096-14143-57601-19548-9242-710,9555-96634-22671-24913-24650-9180-4328-2436,6790-50765-9906-10622-11659-22895-2533-4775,16937-73953-7680-13499-27867-19086-2451-2225,10948-36925-11231-9014-9327-8797-7243-2920,5662-19540-10109-8713-3378-4150-959-2322,easy
2265290-837122-478303-1275400-2649948-342860-55604-1736655,962163-341499-293823-125968-66076-17068-6050-179696,263699-30096-14143-57601-19548-9242-710-79251,96634-22671-24913-24650-9180-4328-2436-104335,50765-9906-10622-11659-22895-2533-4775-39618,73953-7680-13499-27867-19086-2451-2225-35494,36925-11231-9014-9327-8797-7243-2920-30364,19540-10109-8713-3378-4150-959-2322-13476,easy
