delta,midgamma,lowgamma,theta,highalpha,lowalpha,highbeta,lowbeta,state
65077-470917-491099-36238-646796-54600-906891-112597,41881-49447-114548-18978-15070-47260-224389-47258,20091-84368-16273-15448-1451-218-14082-999,12532-6516-20875-3125-4019-6844-14072-1869,5859-16476-13560-4667-1331-3059-40139-2578,7140-10611-8740-3783-1077-3158-23693-1787,4009-6734-6424-2300-831-3250-39271-1441,9413-4287-5730-1283-616-1884-20459-2593,easy
470917-491099-36238-646796-54600-906891-112597-521745,49447-114548-18978-15070-47260-224389-47258-79660,84368-16273-15448-1451-218-14082-999-56097,6516-20875-3125-4019-6844-14072-1869-16037,16476-13560-4667-1331-3059-40139-2578-12640,10611-8740-3783-1077-3158-23693-1787-21529,6734-6424-2300-831-3250-39271-1441-9738,4287-5730-1283-616-1884-20459-2593-36411,easy
491099-36238-646796-54600-906891-112597-521745-2297172,114548-18978-15070-47260-224389-47258-79660-167091,16273-15448-1451-218-14082-999-56097-66922,20875-3125-4019-6844-14072-1869-16037-12500,13560-4667-1331-3059-40139-2578-12640-17129,8740-3783-1077-3158-23693-1787-21529-16047,6424-2300-831-3250-39271-1441-9738-22286,5730-1283-616-1884-20459-2593-36411-11600,easy
36238-646796-54600-906891-112597-521745-2297172-46581,18978-15070-47260-224389-47258-79660-167091-47143,15448-1451-218-14082-999-56097-66922-33684,3125-4019-6844-14072-1869-16037-12500-12549,4667-1331-3059-40139-2578-12640-17129-15117,3783-1077-3158-23693-1787-21529-16047-16144,2300-831-3250-39271-1441-9738-22286-11160,1283-616-1884-20459-2593-36411-11600-6323,easy
646796-54600-906891-112597-521745-2297172-46581-269331,15070-47260-224389-47258-79660-167091-47143-50711,1451-218-14082-999-56097-66922-33684-9068,4019-6844-14072-1869-16037-12500-12549-11512,1331-3059-40139-2578-12640-17129-15117-3217,1077-3158-23693-1787-21529-16047-16144-10610,831-3250-39271-1441-9738-22286-11160-14134,616-1884-20459-2593-36411-11600-6323-10645,easy
54600-906891-112597-521745-2297172-46581-269331-2382150,47260-224389-47258-79660-167091-47143-50711-72265,218-14082-999-56097-66922-33684-9068-20963,6844-14072-1869-16037-12500-12549-11512-21677,3059-40139-2578-12640-17129-15117-3217-10029,3158-23693-1787-21529-16047-16144-10610-8996,3250-39271-1441-9738-22286-11160-14134-11856,1884-20459-2593-36411-11600-6323-10645-5302,easy
906891-112597-521745-2297172-46581-269331-2382150-82519,224389-47258-79660-167091-47143-50711-72265-68629,14082-999-56097-66922-33684-9068-20963-44417,14072-1869-16037-12500-12549-11512-21677-35419,40139-2578-12640-17129-15117-3217-10029-20835,23693-1787-21529-16047-16144-10610-8996-9700,39271-1441-9738-22286-11160-14134-11856-10358,20459-2593-36411-11600-6323-10645-5302-4095,easy
112597-521745-2297172-46581-269331-2382150-82519-67621,47258-79660-167091-47143-50711-72265-68629-18126,999-56097-66922-33684-9068-20963-44417-46316,1869-16037-12500-12549-11512-21677-35419-23891,2578-12640-17129-15117-3217-10029-20835-4754,1787-21529-16047-16144-10610-8996-9700-6897,1441-9738-22286-11160-14134-11856-10358-6255,2593-36411-11600-6323-10645-5302-4095-4461,easy
521745-2297172-46581-269331-2382150-82519-67621-608031,79660-167091-47143-50711-72265-68629-18126-90106,56097-66922-33684-9068-20963-44417-46316-45273,16037-12500-12549-11512-21677-35419-23891-12020,12640-17129-15117-3217-10029-20835-4754-5742,21529-16047-16144-10610-8996-9700-6897-6586,9738-22286-11160-14134-11856-10358-6255-13751,36411-11600-6323-10645-5302-4095-4461-3437,easy
2297172-46581-269331-2382150-82519-67621-608031-560001,167091-47143-50711-72265-68629-18126-90106-29585,66922-33684-9068-20963-44417-46316-45273-15933,12500-12549-11512-21677-35419-23891-12020-3529,17129-15117-3217-10029-20835-4754-5742-6385,16047-16144-10610-8996-9700-6897-6586-5578,22286-11160-14134-11856-10358-6255-13751-5542,11600-6323-10645-5302-4095-4461-3437-6405,easy
46581-269331-2382150-82519-67621-608031-560001-81419,47143-50711-72265-68629-18126-90106-29585-20993,33684-9068-20963-44417-46316-45273-15933-23019,12549-11512-21677-35419-23891-12020-3529-3848,15117-3217-10029-20835-4754-5742-6385-6063,16144-10610-8996-9700-6897-6586-5578-9435,11160-14134-11856-10358-6255-13751-5542-3498,6323-10645-5302-4095-4461-3437-6405-6023,easy
269331-2382150-82519-67621-608031-560001-81419-9381,50711-72265-68629-18126-90106-29585-20993-36701,9068-20963-44417-46316-45273-15933-23019-147167,11512-21677-35419-23891-12020-3529-3848-17225,3217-10029-20835-4754-5742-6385-6063-19737,10610-8996-9700-6897-6586-5578-9435-6200,14134-11856-10358-6255-13751-5542-3498-6152,10645-5302-4095-4461-3437-6405-6023-2284,easy
2382150-82519-67621-608031-560001-81419-9381-21682,72265-68629-18126-90106-29585-20993-36701-16021,20963-44417-46316-45273-15933-23019-147167-73233,21677-35419-23891-12020-3529-3848-17225-27595,10029-20835-4754-5742-6385-6063-19737-10490,8996-9700-6897-6586-5578-9435-6200-6523,11856-10358-6255-13751-5542-3498-6152-4252,5302-4095-4461-3437-6405-6023-2284-7462,easy
82519-67621-608031-560001-81419-9381-21682-662453,68629-18126-90106-29585-20993-36701-16021-223867,44417-46316-45273-15933-23019-147167-73233-41370,35419-23891-12020-3529-3848-17225-27595-25496,20835-4754-5742-6385-6063-19737-10490-12378,9700-6897-6586-5578-9435-6200-6523-16400,10358-6255-13751-5542-3498-6152-4252-23568,4095-4461-3437-6405-6023-2284-7462-10007,easy
67621-608031-560001-81419-9381-21682-662453-555684,18126-90106-29585-20993-36701-16021-223867-52190,46316-45273-15933-23019-147167-73233-41370-6746,23891-12020-3529-3848-17225-27595-25496-5541,4754-5742-6385-6063-19737-10490-12378-9705,6897-6586-5578-9435-6200-6523-16400-4164,6255-13751-5542-3498-6152-4252-23568-2826,4461-3437-6405-6023-2284-7462-10007-3069,easy
608031-560001-81419-9381-21682-662453-555684-231890,90106-29585-20993-36701-16021-223867-52190-105093,45273-15933-23019-147167-73233-41370-6746-44609,12020-3529-3848-17225-27595-25496-5541-4664,5742-6385-6063-19737-10490-12378-9705-13286,6586-5578-9435-6200-6523-16400-4164-8049,13751-5542-3498-6152-4252-23568-2826-2674,3437-6405-6023-2284-7462-10007-3069-3692,easy
560001-81419-9381-21682-662453-555684-231890-438263,29585-20993-36701-16021-223867-52190-105093-378739,15933-23019-147167-73233-41370-6746-44609-120854,3529-3848-17225-27595-25496-5541-4664-36532,6385-6063-19737-10490-12378-9705-13286-11916,5578-9435-6200-6523-16400-4164-8049-17599,5542-3498-6152-4252-23568-2826-2674-28073,6405-6023-2284-7462-10007-3069-3692-35321,easy
81419-9381-21682-662453-555684-231890-438263-438263,20993-36701-16021-223867-52190-105093-378739-378739,23019-147167-73233-41370-6746-44609-120854-120854,3848-17225-27595-25496-5541-4664-36532-36532,6063-19737-10490-12378-9705-13286-11916-11916,9435-6200-6523-16400-4164-8049-17599-17599,3498-6152-4252-23568-2826-2674-28073-28073,6023-2284-7462-10007-3069-3692-35321-35321,easy
9381-21682-662453-555684-231890-438263-438263-111281,36701-16021-223867-52190-105093-378739-378739-16890,147167-73233-41370-6746-44609-120854-120854-2810,17225-27595-25496-5541-4664-36532-36532-2532,19737-10490-12378-9705-13286-11916-11916-757,6200-6523-16400-4164-8049-17599-17599-1072,6152-4252-23568-2826-2674-28073-28073-517,2284-7462-10007-3069-3692-35321-35321-1416,easy
21682-662453-555684-231890-438263-438263-111281-239465,16021-223867-52190-105093-378739-378739-16890-59056,73233-41370-6746-44609-120854-120854-2810-13664,27595-25496-5541-4664-36532-36532-2532-2787,10490-12378-9705-13286-11916-11916-757-2868,6523-16400-4164-8049-17599-17599-1072-4450,4252-23568-2826-2674-28073-28073-517-5782,7462-10007-3069-3692-35321-35321-1416-2061,easy
662453-555684-231890-438263-438263-111281-239465-1171145,223867-52190-105093-378739-378739-16890-59056-102979,41370-6746-44609-120854-120854-2810-13664-47952,25496-5541-4664-36532-36532-2532-2787-35652,12378-9705-13286-11916-11916-757-2868-23759,16400-4164-8049-17599-17599-1072-4450-11173,23568-2826-2674-28073-28073-517-5782-15943,10007-3069-3692-35321-35321-1416-2061-10482,easy
555684-231890-438263-438263-111281-239465-1171145-1047878,52190-105093-378739-378739-16890-59056-102979-41444,6746-44609-120854-120854-2810-13664-47952-15166,5541-4664-36532-36532-2532-2787-35652-7935,9705-13286-11916-11916-757-2868-23759-12819,4164-8049-17599-17599-1072-4450-11173-11120,2826-2674-28073-28073-517-5782-15943-11059,3069-3692-35321-35321-1416-2061-10482-10532,easy
231890-438263-438263-111281-239465-1171145-1047878-48439,105093-378739-378739-16890-59056-102979-41444-11513,44609-120854-120854-2810-13664-47952-15166-3328,4664-36532-36532-2532-2787-35652-7935-563,13286-11916-11916-757-2868-23759-12819-1161,8049-17599-17599-1072-4450-11173-11120-1170,2674-28073-28073-517-5782-15943-11059-732,3692-35321-35321-1416-2061-10482-10532-169,easy
438263-438263-111281-239465-1171145-1047878-48439-166264,378739-378739-16890-59056-102979-41444-11513-10046,120854-120854-2810-13664-47952-15166-3328-340,36532-36532-2532-2787-35652-7935-563-1770,11916-11916-757-2868-23759-12819-1161-2452,17599-17599-1072-4450-11173-11120-1170-2268,28073-28073-517-5782-15943-11059-732-3614,35321-35321-1416-2061-10482-10532-169-1724,easy
438263-111281-239465-1171145-1047878-48439-166264-35881,378739-16890-59056-102979-41444-11513-10046-4930,120854-2810-13664-47952-15166-3328-340-11297,36532-2532-2787-35652-7935-563-1770-1870,11916-757-2868-23759-12819-1161-2452-1812,17599-1072-4450-11173-11120-1170-2268-3237,28073-517-5782-15943-11059-732-3614-945,35321-1416-2061-10482-10532-169-1724-2662,easy
111281-239465-1171145-1047878-48439-166264-35881-30363,16890-59056-102979-41444-11513-10046-4930-15612,2810-13664-47952-15166-3328-340-11297-3158,2532-2787-35652-7935-563-1770-1870-11242,757-2868-23759-12819-1161-2452-1812-25440,1072-4450-11173-11120-1170-2268-3237-13031,517-5782-15943-11059-732-3614-945-15584,1416-2061-10482-10532-169-1724-2662-8439,easy
239465-1171145-1047878-48439-166264-35881-30363-212946,59056-102979-41444-11513-10046-4930-15612-26880,13664-47952-15166-3328-340-11297-3158-2810,2787-35652-7935-563-1770-1870-11242-2156,2868-23759-12819-1161-2452-1812-25440-2090,4450-11173-11120-1170-2268-3237-13031-3103,5782-15943-11059-732-3614-945-15584-4440,2061-10482-10532-169-1724-2662-8439-2673,easy
1171145-1047878-48439-166264-35881-30363-212946-56895,102979-41444-11513-10046-4930-15612-26880-42642,47952-15166-3328-340-11297-3158-2810-21131,35652-7935-563-1770-1870-11242-2156-3356,23759-12819-1161-2452-1812-25440-2090-4146,11173-11120-1170-2268-3237-13031-3103-1222,15943-11059-732-3614-945-15584-4440-1920,10482-10532-169-1724-2662-8439-2673-2983,easy
1047878-48439-166264-35881-30363-212946-56895-52656,41444-11513-10046-4930-15612-26880-42642-50476,15166-3328-340-11297-3158-2810-21131-2092,7935-563-1770-1870-11242-2156-3356-2698,12819-1161-2452-1812-25440-2090-4146-2267,11120-1170-2268-3237-13031-3103-1222-1686,11059-732-3614-945-15584-4440-1920-3225,10532-169-1724-2662-8439-2673-2983-2970,easy
48439-166264-35881-30363-212946-56895-52656-191055,11513-10046-4930-15612-26880-42642-50476-410787,3328-340-11297-3158-2810-21131-2092-58228,563-1770-1870-11242-2156-3356-2698-26154,1161-2452-1812-25440-2090-4146-2267-68051,1170-2268-3237-13031-3103-1222-1686-34112,732-3614-945-15584-4440-1920-3225-18237,169-1724-2662-8439-2673-2983-2970-15838,easy
166264-35881-30363-212946-56895-52656-191055-93906,10046-4930-15612-26880-42642-50476-410787-90881,340-11297-3158-2810-21131-2092-58228-6378,1770-1870-11242-2156-3356-2698-26154-8549,2452-1812-25440-2090-4146-2267-68051-7445,2268-3237-13031-3103-1222-1686-34112-3213,3614-945-15584-4440-1920-3225-18237-4556,1724-2662-8439-2673-2983-2970-15838-3477,easy
35881-30363-212946-56895-52656-191055-93906-170854,4930-15612-26880-42642-50476-410787-90881-96289,11297-3158-2810-21131-2092-58228-6378-20974,1870-11242-2156-3356-2698-26154-8549-5073,1812-25440-2090-4146-2267-68051-7445-21935,3237-13031-3103-1222-1686-34112-3213-7990,945-15584-4440-1920-3225-18237-4556-18217,2662-8439-2673-2983-2970-15838-3477-7048,easy
30363-212946-56895-52656-191055-93906-170854-134335,15612-26880-42642-50476-410787-90881-96289-33191,3158-2810-21131-2092-58228-6378-20974-15868,11242-2156-3356-2698-26154-8549-5073-10330,25440-2090-4146-2267-68051-7445-21935-8236,13031-3103-1222-1686-34112-3213-7990-5533,15584-4440-1920-3225-18237-4556-18217-4313,8439-2673-2983-2970-15838-3477-7048-1760,easy
212946-56895-52656-191055-93906-170854-134335-943280,26880-42642-50476-410787-90881-96289-33191-169532,2810-21131-2092-58228-6378-20974-15868-142343,2156-3356-2698-26154-8549-5073-10330-80100,2090-4146-2267-68051-7445-21935-8236-35495,3103-1222-1686-34112-3213-7990-5533-21420,4440-1920-3225-18237-4556-18217-4313-32976,2673-2983-2970-15838-3477-7048-1760-15873,easy
56895-52656-191055-93906-170854-134335-943280-643809,42642-50476-410787-90881-96289-33191-169532-29922,21131-2092-58228-6378-20974-15868-142343-16356,3356-2698-26154-8549-5073-10330-80100-3695,4146-2267-68051-7445-21935-8236-35495-7164,1222-1686-34112-3213-7990-5533-21420-4051,1920-3225-18237-4556-18217-4313-32976-7190,2983-2970-15838-3477-7048-1760-15873-3449,easy
52656-191055-93906-170854-134335-943280-643809-85082,50476-410787-90881-96289-33191-169532-29922-77913,2092-58228-6378-20974-15868-142343-16356-6355,2698-26154-8549-5073-10330-80100-3695-2648,2267-68051-7445-21935-8236-35495-7164-4381,1686-34112-3213-7990-5533-21420-4051-3000,3225-18237-4556-18217-4313-32976-7190-3387,2970-15838-3477-7048-1760-15873-3449-1298,easy
191055-93906-170854-134335-943280-643809-85082-21180,410787-90881-96289-33191-169532-29922-77913-21293,58228-6378-20974-15868-142343-16356-6355-4088,26154-8549-5073-10330-80100-3695-2648-2871,68051-7445-21935-8236-35495-7164-4381-7562,34112-3213-7990-5533-21420-4051-3000-8085,18237-4556-18217-4313-32976-7190-3387-12592,15838-3477-7048-1760-15873-3449-1298-3361,easy
93906-170854-134335-943280-643809-85082-21180-442084,90881-96289-33191-169532-29922-77913-21293-73201,6378-20974-15868-142343-16356-6355-4088-38942,8549-5073-10330-80100-3695-2648-2871-11333,7445-21935-8236-35495-7164-4381-7562-14582,3213-7990-5533-21420-4051-3000-8085-9279,4556-18217-4313-32976-7190-3387-12592-12037,3477-7048-1760-15873-3449-1298-3361-12771,easy
170854-134335-943280-643809-85082-21180-442084-1109152,96289-33191-169532-29922-77913-21293-73201-68418,20974-15868-142343-16356-6355-4088-38942-16515,5073-10330-80100-3695-2648-2871-11333-28742,21935-8236-35495-7164-4381-7562-14582-6957,7990-5533-21420-4051-3000-8085-9279-11894,18217-4313-32976-7190-3387-12592-12037-9193,7048-1760-15873-3449-1298-3361-12771-11998,hard
134335-943280-643809-85082-21180-442084-1109152-82451,33191-169532-29922-77913-21293-73201-68418-81130,15868-142343-16356-6355-4088-38942-16515-4854,10330-80100-3695-2648-2871-11333-28742-5970,8236-35495-7164-4381-7562-14582-6957-2903,5533-21420-4051-3000-8085-9279-11894-3206,4313-32976-7190-3387-12592-12037-9193-3146,1760-15873-3449-1298-3361-12771-11998-4755,hard
943280-643809-85082-21180-442084-1109152-82451-15452,169532-29922-77913-21293-73201-68418-81130-2365,142343-16356-6355-4088-38942-16515-4854-4796,80100-3695-2648-2871-11333-28742-5970-4846,35495-7164-4381-7562-14582-6957-2903-4857,21420-4051-3000-8085-9279-11894-3206-1753,32976-7190-3387-12592-12037-9193-3146-1492,15873-3449-1298-3361-12771-11998-4755-1435,hard
643809-85082-21180-442084-1109152-82451-15452-54357,29922-77913-21293-73201-68418-81130-2365-13195,16356-6355-4088-38942-16515-4854-4796-2592,3695-2648-2871-11333-28742-5970-4846-3773,7164-4381-7562-14582-6957-2903-4857-2022,4051-3000-8085-9279-11894-3206-1753-1235,7190-3387-12592-12037-9193-3146-1492-2316,3449-1298-3361-12771-11998-4755-1435-1349,easy
85082-21180-442084-1109152-82451-15452-54357-134407,77913-21293-73201-68418-81130-2365-13195-63905,6355-4088-38942-16515-4854-4796-2592-3849,2648-2871-11333-28742-5970-4846-3773-4187,4381-7562-14582-6957-2903-4857-2022-4730,3000-8085-9279-11894-3206-1753-1235-2122,3387-12592-12037-9193-3146-1492-2316-1180,1298-3361-12771-11998-4755-1435-1349-1106,easy
21180-442084-1109152-82451-15452-54357-134407-29058,21293-73201-68418-81130-2365-13195-63905-10058,4088-38942-16515-4854-4796-2592-3849-3086,2871-11333-28742-5970-4846-3773-4187-10914,7562-14582-6957-2903-4857-2022-4730-2940,8085-9279-11894-3206-1753-1235-2122-17843,12592-12037-9193-3146-1492-2316-1180-6027,3361-12771-11998-4755-1435-1349-1106-3927,easy
442084-1109152-82451-15452-54357-134407-29058-91037,73201-68418-81130-2365-13195-63905-10058-10624,38942-16515-4854-4796-2592-3849-3086-19132,11333-28742-5970-4846-3773-4187-10914-34489,14582-6957-2903-4857-2022-4730-2940-13937,9279-11894-3206-1753-1235-2122-17843-16467,12037-9193-3146-1492-2316-1180-6027-10140,12771-11998-4755-1435-1349-1106-3927-4151,easy
1109152-82451-15452-54357-134407-29058-91037-63092,68418-81130-2365-13195-63905-10058-10624-13944,16515-4854-4796-2592-3849-3086-19132-1037,28742-5970-4846-3773-4187-10914-34489-4526,6957-2903-4857-2022-4730-2940-13937-3659,11894-3206-1753-1235-2122-17843-16467-2173,9193-3146-1492-2316-1180-6027-10140-2039,11998-4755-1435-1349-1106-3927-4151-875,easy
82451-15452-54357-134407-29058-91037-63092-5835,81130-2365-13195-63905-10058-10624-13944-24338,4854-4796-2592-3849-3086-19132-1037-26422,5970-4846-3773-4187-10914-34489-4526-15147,2903-4857-2022-4730-2940-13937-3659-7550,3206-1753-1235-2122-17843-16467-2173-7040,3146-1492-2316-1180-6027-10140-2039-7325,4755-1435-1349-1106-3927-4151-875-9455,easy
15452-54357-134407-29058-91037-63092-5835-204887,2365-13195-63905-10058-10624-13944-24338-105275,4796-2592-3849-3086-19132-1037-26422-15427,4846-3773-4187-10914-34489-4526-15147-4424,4857-2022-4730-2940-13937-3659-7550-12386,1753-1235-2122-17843-16467-2173-7040-13324,1492-2316-1180-6027-10140-2039-7325-6011,1435-1349-1106-3927-4151-875-9455-5859,easy
54357-134407-29058-91037-63092-5835-204887-180211,13195-63905-10058-10624-13944-24338-105275-62424,2592-3849-3086-19132-1037-26422-15427-13319,3773-4187-10914-34489-4526-15147-4424-8901,2022-4730-2940-13937-3659-7550-12386-12489,1235-2122-17843-16467-2173-7040-13324-6923,2316-1180-6027-10140-2039-7325-6011-7331,1349-1106-3927-4151-875-9455-5859-1562,easy
134407-29058-91037-63092-5835-204887-180211-17768,63905-10058-10624-13944-24338-105275-62424-11663,3849-3086-19132-1037-26422-15427-13319-10323,4187-10914-34489-4526-15147-4424-8901-5760,4730-2940-13937-3659-7550-12386-12489-6206,2122-17843-16467-2173-7040-13324-6923-9228,1180-6027-10140-2039-7325-6011-7331-6929,1106-3927-4151-875-9455-5859-1562-3113,easy
29058-91037-63092-5835-204887-180211-17768-12161,10058-10624-13944-24338-105275-62424-11663-12216,3086-19132-1037-26422-15427-13319-10323-7425,10914-34489-4526-15147-4424-8901-5760-12096,2940-13937-3659-7550-12386-12489-6206-6924,17843-16467-2173-7040-13324-6923-9228-6413,6027-10140-2039-7325-6011-7331-6929-9807,3927-4151-875-9455-5859-1562-3113-9060,easy
91037-63092-5835-204887-180211-17768-12161-28513,10624-13944-24338-105275-62424-11663-12216-8640,19132-1037-26422-15427-13319-10323-7425-4032,34489-4526-15147-4424-8901-5760-12096-9148,13937-3659-7550-12386-12489-6206-6924-5985,16467-2173-7040-13324-6923-9228-6413-2687,10140-2039-7325-6011-7331-6929-9807-5358,4151-875-9455-5859-1562-3113-9060-3861,easy
63092-5835-204887-180211-17768-12161-28513-34743,13944-24338-105275-62424-11663-12216-8640-18602,1037-26422-15427-13319-10323-7425-4032-11687,4526-15147-4424-8901-5760-12096-9148-5769,3659-7550-12386-12489-6206-6924-5985-3792,2173-7040-13324-6923-9228-6413-2687-19639,2039-7325-6011-7331-6929-9807-5358-5229,875-9455-5859-1562-3113-9060-3861-6625,easy
5835-204887-180211-17768-12161-28513-34743-19008,24338-105275-62424-11663-12216-8640-18602-18725,26422-15427-13319-10323-7425-4032-11687-33194,15147-4424-8901-5760-12096-9148-5769-9885,7550-12386-12489-6206-6924-5985-3792-4716,7040-13324-6923-9228-6413-2687-19639-7816,7325-6011-7331-6929-9807-5358-5229-2668,9455-5859-1562-3113-9060-3861-6625-3355,easy
204887-180211-17768-12161-28513-34743-19008-686987,105275-62424-11663-12216-8640-18602-18725-26877,15427-13319-10323-7425-4032-11687-33194-61423,4424-8901-5760-12096-9148-5769-9885-7093,12386-12489-6206-6924-5985-3792-4716-3234,13324-6923-9228-6413-2687-19639-7816-7114,6011-7331-6929-9807-5358-5229-2668-7406,5859-1562-3113-9060-3861-6625-3355-2731,easy
180211-17768-12161-28513-34743-19008-686987-5114,62424-11663-12216-8640-18602-18725-26877-17089,13319-10323-7425-4032-11687-33194-61423-9986,8901-5760-12096-9148-5769-9885-7093-7112,12489-6206-6924-5985-3792-4716-3234-1366,6923-9228-6413-2687-19639-7816-7114-10774,7331-6929-9807-5358-5229-2668-7406-5429,1562-3113-9060-3861-6625-3355-2731-5468,easy
17768-12161-28513-34743-19008-686987-5114-1272412,11663-12216-8640-18602-18725-26877-17089-67089,10323-7425-4032-11687-33194-61423-9986-22792,5760-12096-9148-5769-9885-7093-7112-15422,6206-6924-5985-3792-4716-3234-1366-14498,9228-6413-2687-19639-7816-7114-10774-6160,6929-9807-5358-5229-2668-7406-5429-12448,3113-9060-3861-6625-3355-2731-5468-7111,easy
12161-28513-34743-19008-686987-5114-1272412-2077170,12216-8640-18602-18725-26877-17089-67089-76588,7425-4032-11687-33194-61423-9986-22792-19817,12096-9148-5769-9885-7093-7112-15422-64401,6924-5985-3792-4716-3234-1366-14498-24626,6413-2687-19639-7816-7114-10774-6160-35156,9807-5358-5229-2668-7406-5429-12448-47970,9060-3861-6625-3355-2731-5468-7111-27369,easy
28513-34743-19008-686987-5114-1272412-2077170-395615,8640-18602-18725-26877-17089-67089-76588-81951,4032-11687-33194-61423-9986-22792-19817-24639,9148-5769-9885-7093-7112-15422-64401-21315,5985-3792-4716-3234-1366-14498-24626-18267,2687-19639-7816-7114-10774-6160-35156-14373,5358-5229-2668-7406-5429-12448-47970-15189,3861-6625-3355-2731-5468-7111-27369-16909,easy
34743-19008-686987-5114-1272412-2077170-395615-1874919,18602-18725-26877-17089-67089-76588-81951-343312,11687-33194-61423-9986-22792-19817-24639-53433,5769-9885-7093-7112-15422-64401-21315-14350,3792-4716-3234-1366-14498-24626-18267-28509,19639-7816-7114-10774-6160-35156-14373-17905,5229-2668-7406-5429-12448-47970-15189-10216,6625-3355-2731-5468-7111-27369-16909-13531,easy
19008-686987-5114-1272412-2077170-395615-1874919-567357,18725-26877-17089-67089-76588-81951-343312-18923,33194-61423-9986-22792-19817-24639-53433-480,9885-7093-7112-15422-64401-21315-14350-3761,4716-3234-1366-14498-24626-18267-28509-3073,7816-7114-10774-6160-35156-14373-17905-3415,2668-7406-5429-12448-47970-15189-10216-3048,3355-2731-5468-7111-27369-16909-13531-805,easy
686987-5114-1272412-2077170-395615-1874919-567357-1864061,26877-17089-67089-76588-81951-343312-18923-176824,61423-9986-22792-19817-24639-53433-480-7564,7093-7112-15422-64401-21315-14350-3761-8989,3234-1366-14498-24626-18267-28509-3073-10733,7114-10774-6160-35156-14373-17905-3415-12413,7406-5429-12448-47970-15189-10216-3048-6509,2731-5468-7111-27369-16909-13531-805-6180,easy
5114-1272412-2077170-395615-1874919-567357-1864061-90917,17089-67089-76588-81951-343312-18923-176824-40420,9986-22792-19817-24639-53433-480-7564-6822,7112-15422-64401-21315-14350-3761-8989-19893,1366-14498-24626-18267-28509-3073-10733-4439,10774-6160-35156-14373-17905-3415-12413-14701,5429-12448-47970-15189-10216-3048-6509-5550,5468-7111-27369-16909-13531-805-6180-5623,easy
1272412-2077170-395615-1874919-567357-1864061-90917-281435,67089-76588-81951-343312-18923-176824-40420-30435,22792-19817-24639-53433-480-7564-6822-11284,15422-64401-21315-14350-3761-8989-19893-13197,14498-24626-18267-28509-3073-10733-4439-5503,6160-35156-14373-17905-3415-12413-14701-8113,12448-47970-15189-10216-3048-6509-5550-3764,7111-27369-16909-13531-805-6180-5623-3771,easy
2077170-395615-1874919-567357-1864061-90917-281435-1129863,76588-81951-343312-18923-176824-40420-30435-117848,19817-24639-53433-480-7564-6822-11284-6337,64401-21315-14350-3761-8989-19893-13197-11018,24626-18267-28509-3073-10733-4439-5503-12441,35156-14373-17905-3415-12413-14701-8113-9278,47970-15189-10216-3048-6509-5550-3764-8190,27369-16909-13531-805-6180-5623-3771-7730,easy
395615-1874919-567357-1864061-90917-281435-1129863-159502,81951-343312-18923-176824-40420-30435-117848-119156,24639-53433-480-7564-6822-11284-6337-3937,21315-14350-3761-8989-19893-13197-11018-6480,18267-28509-3073-10733-4439-5503-12441-4217,14373-17905-3415-12413-14701-8113-9278-4218,15189-10216-3048-6509-5550-3764-8190-1298,16909-13531-805-6180-5623-3771-7730-3511,easy
1874919-567357-1864061-90917-281435-1129863-159502-130851,343312-18923-176824-40420-30435-117848-119156-15202,53433-480-7564-6822-11284-6337-3937-555,14350-3761-8989-19893-13197-11018-6480-1837,28509-3073-10733-4439-5503-12441-4217-2094,17905-3415-12413-14701-8113-9278-4218-989,10216-3048-6509-5550-3764-8190-1298-638,13531-805-6180-5623-3771-7730-3511-774,easy
567357-1864061-90917-281435-1129863-159502-130851-515374,18923-176824-40420-30435-117848-119156-15202-84437,480-7564-6822-11284-6337-3937-555-3556,3761-8989-19893-13197-11018-6480-1837-24756,3073-10733-4439-5503-12441-4217-2094-15731,3415-12413-14701-8113-9278-4218-989-11380,3048-6509-5550-3764-8190-1298-638-5050,805-6180-5623-3771-7730-3511-774-3754,easy
1864061-90917-281435-1129863-159502-130851-515374-377614,176824-40420-30435-117848-119156-15202-84437-21134,7564-6822-11284-6337-3937-555-3556-33206,8989-19893-13197-11018-6480-1837-24756-3206,10733-4439-5503-12441-4217-2094-15731-2869,12413-14701-8113-9278-4218-989-11380-4370,6509-5550-3764-8190-1298-638-5050-3577,6180-5623-3771-7730-3511-774-3754-2835,easy
90917-281435-1129863-159502-130851-515374-377614-245869,40420-30435-117848-119156-15202-84437-21134-74089,6822-11284-6337-3937-555-3556-33206-8949,19893-13197-11018-6480-1837-24756-3206-559,4439-5503-12441-4217-2094-15731-2869-1678,14701-8113-9278-4218-989-11380-4370-5517,5550-3764-8190-1298-638-5050-3577-3146,5623-3771-7730-3511-774-3754-2835-2486,easy
281435-1129863-159502-130851-515374-377614-245869-104459,30435-117848-119156-15202-84437-21134-74089-60480,11284-6337-3937-555-3556-33206-8949-2508,13197-11018-6480-1837-24756-3206-559-4023,5503-12441-4217-2094-15731-2869-1678-5522,8113-9278-4218-989-11380-4370-5517-5409,3764-8190-1298-638-5050-3577-3146-1873,3771-7730-3511-774-3754-2835-2486-2840,easy
