delta,midgamma,lowgamma,theta,highalpha,lowalpha,highbeta,lowbeta,state
65735-68863-127210-128535-628302-52168-17861-76780,34763-49254-59293-61519-106676-82560-4410-22096,6671-41959-1000-10645-63606-5418-4986-345,3498-8109-8576-4746-17551-4988-819-1147,6533-6836-7257-1377-21159-2320-1535-406,2673-13806-4675-2353-18099-4411-2003-503,1263-4938-989-1050-6941-1087-1538-524,1044-8503-1039-1326-7563-596-1064-130,hard
68863-127210-128535-628302-52168-17861-76780-1485922,49254-59293-61519-106676-82560-4410-22096-353540,41959-1000-10645-63606-5418-4986-345-44467,8109-8576-4746-17551-4988-819-1147-10760,6836-7257-1377-21159-2320-1535-406-30974,13806-4675-2353-18099-4411-2003-503-21655,4938-989-1050-6941-1087-1538-524-9818,8503-1039-1326-7563-596-1064-130-9091,easy
127210-128535-628302-52168-17861-76780-1485922-78045,59293-61519-106676-82560-4410-22096-353540-29260,1000-10645-63606-5418-4986-345-44467-8654,8576-4746-17551-4988-819-1147-10760-1736,7257-1377-21159-2320-1535-406-30974-4103,4675-2353-18099-4411-2003-503-21655-3670,989-1050-6941-1087-1538-524-9818-1210,1039-1326-7563-596-1064-130-9091-2312,easy
128535-628302-52168-17861-76780-1485922-78045-33176,61519-106676-82560-4410-22096-353540-29260-7799,10645-63606-5418-4986-345-44467-8654-2606,4746-17551-4988-819-1147-10760-1736-178,1377-21159-2320-1535-406-30974-4103-1237,2353-18099-4411-2003-503-21655-3670-1800,1050-6941-1087-1538-524-9818-1210-261,1326-7563-596-1064-130-9091-2312-363,easy
628302-52168-17861-76780-1485922-78045-33176-15376,106676-82560-4410-22096-353540-29260-7799-9702,63606-5418-4986-345-44467-8654-2606-4306,17551-4988-819-1147-10760-1736-178-2737,21159-2320-1535-406-30974-4103-1237-1977,18099-4411-2003-503-21655-3670-1800-3411,6941-1087-1538-524-9818-1210-261-1768,7563-596-1064-130-9091-2312-363-1837,hard
52168-17861-76780-1485922-78045-33176-15376-11398,82560-4410-22096-353540-29260-7799-9702-28761,5418-4986-345-44467-8654-2606-4306-15545,4988-819-1147-10760-1736-178-2737-10522,2320-1535-406-30974-4103-1237-1977-9605,4411-2003-503-21655-3670-1800-3411-9297,1087-1538-524-9818-1210-261-1768-1830,596-1064-130-9091-2312-363-1837-10744,easy
17861-76780-1485922-78045-33176-15376-11398-58259,4410-22096-353540-29260-7799-9702-28761-5965,4986-345-44467-8654-2606-4306-15545-7525,819-1147-10760-1736-178-2737-10522-1594,1535-406-30974-4103-1237-1977-9605-4538,2003-503-21655-3670-1800-3411-9297-3921,1538-524-9818-1210-261-1768-1830-1451,1064-130-9091-2312-363-1837-10744-1232,easy
76780-1485922-78045-33176-15376-11398-58259-91550,22096-353540-29260-7799-9702-28761-5965-140319,345-44467-8654-2606-4306-15545-7525-21777,1147-10760-1736-178-2737-10522-1594-1248,406-30974-4103-1237-1977-9605-4538-6882,503-21655-3670-1800-3411-9297-3921-2363,524-9818-1210-261-1768-1830-1451-1335,130-9091-2312-363-1837-10744-1232-1419,easy
1485922-78045-33176-15376-11398-58259-91550-40620,353540-29260-7799-9702-28761-5965-140319-33776,44467-8654-2606-4306-15545-7525-21777-15896,10760-1736-178-2737-10522-1594-1248-13728,30974-4103-1237-1977-9605-4538-6882-25274,21655-3670-1800-3411-9297-3921-2363-7085,9818-1210-261-1768-1830-1451-1335-3250,9091-2312-363-1837-10744-1232-1419-5690,easy
78045-33176-15376-11398-58259-91550-40620-61729,29260-7799-9702-28761-5965-140319-33776-74838,8654-2606-4306-15545-7525-21777-15896-28677,1736-178-2737-10522-1594-1248-13728-5002,4103-1237-1977-9605-4538-6882-25274-9867,3670-1800-3411-9297-3921-2363-7085-3922,1210-261-1768-1830-1451-1335-3250-935,2312-363-1837-10744-1232-1419-5690-1383,easy
33176-15376-11398-58259-91550-40620-61729-58027,7799-9702-28761-5965-140319-33776-74838-38846,2606-4306-15545-7525-21777-15896-28677-2418,178-2737-10522-1594-1248-13728-5002-1350,1237-1977-9605-4538-6882-25274-9867-2470,1800-3411-9297-3921-2363-7085-3922-1925,261-1768-1830-1451-1335-3250-935-1008,363-1837-10744-1232-1419-5690-1383-828,easy
15376-11398-58259-91550-40620-61729-58027-17939,9702-28761-5965-140319-33776-74838-38846-1093,4306-15545-7525-21777-15896-28677-2418-4182,2737-10522-1594-1248-13728-5002-1350-1448,1977-9605-4538-6882-25274-9867-2470-4369,3411-9297-3921-2363-7085-3922-1925-4256,1768-1830-1451-1335-3250-935-1008-1612,1837-10744-1232-1419-5690-1383-828-3956,easy
11398-58259-91550-40620-61729-58027-17939-52013,28761-5965-140319-33776-74838-38846-1093-45092,15545-7525-21777-15896-28677-2418-4182-30774,10522-1594-1248-13728-5002-1350-1448-10472,9605-4538-6882-25274-9867-2470-4369-13881,9297-3921-2363-7085-3922-1925-4256-5072,1830-1451-1335-3250-935-1008-1612-2663,10744-1232-1419-5690-1383-828-3956-1369,easy
58259-91550-40620-61729-58027-17939-52013-220546,5965-140319-33776-74838-38846-1093-45092-23507,7525-21777-15896-28677-2418-4182-30774-3964,1594-1248-13728-5002-1350-1448-10472-3103,4538-6882-25274-9867-2470-4369-13881-1513,3921-2363-7085-3922-1925-4256-5072-1849,1451-1335-3250-935-1008-1612-2663-1334,1232-1419-5690-1383-828-3956-1369-313,easy
91550-40620-61729-58027-17939-52013-220546-65909,140319-33776-74838-38846-1093-45092-23507-58763,21777-15896-28677-2418-4182-30774-3964-9853,1248-13728-5002-1350-1448-10472-3103-24786,6882-25274-9867-2470-4369-13881-1513-9239,2363-7085-3922-1925-4256-5072-1849-9023,1335-3250-935-1008-1612-2663-1334-5449,1419-5690-1383-828-3956-1369-313-10291,easy
40620-61729-58027-17939-52013-220546-65909-8726,33776-74838-38846-1093-45092-23507-58763-28102,15896-28677-2418-4182-30774-3964-9853-4264,13728-5002-1350-1448-10472-3103-24786-3234,25274-9867-2470-4369-13881-1513-9239-2895,7085-3922-1925-4256-5072-1849-9023-2193,3250-935-1008-1612-2663-1334-5449-790,5690-1383-828-3956-1369-313-10291-2095,easy
61729-58027-17939-52013-220546-65909-8726-194637,74838-38846-1093-45092-23507-58763-28102-82748,28677-2418-4182-30774-3964-9853-4264-1352,5002-1350-1448-10472-3103-24786-3234-4691,9867-2470-4369-13881-1513-9239-2895-2699,3922-1925-4256-5072-1849-9023-2193-2751,935-1008-1612-2663-1334-5449-790-2510,1383-828-3956-1369-313-10291-2095-1210,easy
58027-17939-52013-220546-65909-8726-194637-269654,38846-1093-45092-23507-58763-28102-82748-86281,2418-4182-30774-3964-9853-4264-1352-40527,1350-1448-10472-3103-24786-3234-4691-58241,2470-4369-13881-1513-9239-2895-2699-14579,1925-4256-5072-1849-9023-2193-2751-13019,1008-1612-2663-1334-5449-790-2510-4447,828-3956-1369-313-10291-2095-1210-2889,easy
17939-52013-220546-65909-8726-194637-269654-20301,1093-45092-23507-58763-28102-82748-86281-5227,4182-30774-3964-9853-4264-1352-40527-12960,1448-10472-3103-24786-3234-4691-58241-3457,4369-13881-1513-9239-2895-2699-14579-2565,4256-5072-1849-9023-2193-2751-13019-3113,1612-2663-1334-5449-790-2510-4447-2015,3956-1369-313-10291-2095-1210-2889-1654,easy
52013-220546-65909-8726-194637-269654-20301-131262,45092-23507-58763-28102-82748-86281-5227-33323,30774-3964-9853-4264-1352-40527-12960-7792,10472-3103-24786-3234-4691-58241-3457-11007,13881-1513-9239-2895-2699-14579-2565-2931,5072-1849-9023-2193-2751-13019-3113-3042,2663-1334-5449-790-2510-4447-2015-902,1369-313-10291-2095-1210-2889-1654-838,easy
220546-65909-8726-194637-269654-20301-131262-32993,23507-58763-28102-82748-86281-5227-33323-12596,3964-9853-4264-1352-40527-12960-7792-4585,3103-24786-3234-4691-58241-3457-11007-345,1513-9239-2895-2699-14579-2565-2931-659,1849-9023-2193-2751-13019-3113-3042-2070,1334-5449-790-2510-4447-2015-902-309,313-10291-2095-1210-2889-1654-838-209,easy
65909-8726-194637-269654-20301-131262-32993-14898,58763-28102-82748-86281-5227-33323-12596-35402,9853-4264-1352-40527-12960-7792-4585-2620,24786-3234-4691-58241-3457-11007-345-1341,9239-2895-2699-14579-2565-2931-659-2537,9023-2193-2751-13019-3113-3042-2070-3107,5449-790-2510-4447-2015-902-309-2077,10291-2095-1210-2889-1654-838-209-858,easy
8726-194637-269654-20301-131262-32993-14898-37283,28102-82748-86281-5227-33323-12596-35402-64146,4264-1352-40527-12960-7792-4585-2620-11786,3234-4691-58241-3457-11007-345-1341-13894,2895-2699-14579-2565-2931-659-2537-5566,2193-2751-13019-3113-3042-2070-3107-8225,790-2510-4447-2015-902-309-2077-3222,2095-1210-2889-1654-838-209-858-3579,hard
194637-269654-20301-131262-32993-14898-37283-12615,82748-86281-5227-33323-12596-35402-64146-42462,1352-40527-12960-7792-4585-2620-11786-11694,4691-58241-3457-11007-345-1341-13894-1110,2699-14579-2565-2931-659-2537-5566-3704,2751-13019-3113-3042-2070-3107-8225-4906,2510-4447-2015-902-309-2077-3222-3436,1210-2889-1654-838-209-858-3579-9226,easy
269654-20301-131262-32993-14898-37283-12615-169476,86281-5227-33323-12596-35402-64146-42462-19780,40527-12960-7792-4585-2620-11786-11694-3400,58241-3457-11007-345-1341-13894-1110-2536,14579-2565-2931-659-2537-5566-3704-1026,13019-3113-3042-2070-3107-8225-4906-1206,4447-2015-902-309-2077-3222-3436-276,2889-1654-838-209-858-3579-9226-206,easy
20301-131262-32993-14898-37283-12615-169476-21879,5227-33323-12596-35402-64146-42462-19780-16569,12960-7792-4585-2620-11786-11694-3400-5547,3457-11007-345-1341-13894-1110-2536-4995,2565-2931-659-2537-5566-3704-1026-846,3113-3042-2070-3107-8225-4906-1206-3464,2015-902-309-2077-3222-3436-276-2620,1654-838-209-858-3579-9226-206-1217,easy
131262-32993-14898-37283-12615-169476-21879-27354,33323-12596-35402-64146-42462-19780-16569-54181,7792-4585-2620-11786-11694-3400-5547-5682,11007-345-1341-13894-1110-2536-4995-12759,2931-659-2537-5566-3704-1026-846-16772,3042-2070-3107-8225-4906-1206-3464-8343,902-309-2077-3222-3436-276-2620-3352,838-209-858-3579-9226-206-1217-4500,hard
32993-14898-37283-12615-169476-21879-27354-181473,12596-35402-64146-42462-19780-16569-54181-4186,4585-2620-11786-11694-3400-5547-5682-1525,345-1341-13894-1110-2536-4995-12759-1589,659-2537-5566-3704-1026-846-16772-1027,2070-3107-8225-4906-1206-3464-8343-1350,309-2077-3222-3436-276-2620-3352-267,209-858-3579-9226-206-1217-4500-92,easy
14898-37283-12615-169476-21879-27354-181473-298329,35402-64146-42462-19780-16569-54181-4186-40193,2620-11786-11694-3400-5547-5682-1525-11603,1341-13894-1110-2536-4995-12759-1589-3358,2537-5566-3704-1026-846-16772-1027-4046,3107-8225-4906-1206-3464-8343-1350-1926,2077-3222-3436-276-2620-3352-267-631,858-3579-9226-206-1217-4500-92-640,easy
37283-12615-169476-21879-27354-181473-298329-140969,64146-42462-19780-16569-54181-4186-40193-298525,11786-11694-3400-5547-5682-1525-11603-74018,13894-1110-2536-4995-12759-1589-3358-7087,5566-3704-1026-846-16772-1027-4046-24557,8225-4906-1206-3464-8343-1350-1926-16946,3222-3436-276-2620-3352-267-631-6878,3579-9226-206-1217-4500-92-640-3974,easy
12615-169476-21879-27354-181473-298329-140969-186010,42462-19780-16569-54181-4186-40193-298525-19350,11694-3400-5547-5682-1525-11603-74018-20503,1110-2536-4995-12759-1589-3358-7087-7784,3704-1026-846-16772-1027-4046-24557-5258,4906-1206-3464-8343-1350-1926-16946-1657,3436-276-2620-3352-267-631-6878-1496,9226-206-1217-4500-92-640-3974-1360,easy
169476-21879-27354-181473-298329-140969-186010-61988,19780-16569-54181-4186-40193-298525-19350-12841,3400-5547-5682-1525-11603-74018-20503-13465,2536-4995-12759-1589-3358-7087-7784-11188,1026-846-16772-1027-4046-24557-5258-8600,1206-3464-8343-1350-1926-16946-1657-8368,276-2620-3352-267-631-6878-1496-6677,206-1217-4500-92-640-3974-1360-5931,easy
21879-27354-181473-298329-140969-186010-61988-50029,16569-54181-4186-40193-298525-19350-12841-31193,5547-5682-1525-11603-74018-20503-13465-11029,4995-12759-1589-3358-7087-7784-11188-5219,846-16772-1027-4046-24557-5258-8600-6172,3464-8343-1350-1926-16946-1657-8368-11659,2620-3352-267-631-6878-1496-6677-2378,1217-4500-92-640-3974-1360-5931-7049,easy
27354-181473-298329-140969-186010-61988-50029-535059,54181-4186-40193-298525-19350-12841-31193-262893,5682-1525-11603-74018-20503-13465-11029-112252,12759-1589-3358-7087-7784-11188-5219-56332,16772-1027-4046-24557-5258-8600-6172-14360,8343-1350-1926-16946-1657-8368-11659-9839,3352-267-631-6878-1496-6677-2378-9439,4500-92-640-3974-1360-5931-7049-9441,easy
181473-298329-140969-186010-61988-50029-535059-257297,4186-40193-298525-19350-12841-31193-262893-86248,1525-11603-74018-20503-13465-11029-112252-19491,1589-3358-7087-7784-11188-5219-56332-23017,1027-4046-24557-5258-8600-6172-14360-4086,1350-1926-16946-1657-8368-11659-9839-12681,267-631-6878-1496-6677-2378-9439-4752,92-640-3974-1360-5931-7049-9441-3745,easy
298329-140969-186010-61988-50029-535059-257297-48771,40193-298525-19350-12841-31193-262893-86248-12111,11603-74018-20503-13465-11029-112252-19491-7824,3358-7087-7784-11188-5219-56332-23017-6713,4046-24557-5258-8600-6172-14360-4086-6967,1926-16946-1657-8368-11659-9839-12681-8732,631-6878-1496-6677-2378-9439-4752-6172,640-3974-1360-5931-7049-9441-3745-3105,easy
140969-186010-61988-50029-535059-257297-48771-103882,298525-19350-12841-31193-262893-86248-12111-10748,74018-20503-13465-11029-112252-19491-7824-852,7087-7784-11188-5219-56332-23017-6713-441,24557-5258-8600-6172-14360-4086-6967-925,16946-1657-8368-11659-9839-12681-8732-674,6878-1496-6677-2378-9439-4752-6172-428,3974-1360-5931-7049-9441-3745-3105-295,easy
186010-61988-50029-535059-257297-48771-103882-40641,19350-12841-31193-262893-86248-12111-10748-7387,20503-13465-11029-112252-19491-7824-852-6179,7784-11188-5219-56332-23017-6713-441-5884,5258-8600-6172-14360-4086-6967-925-3284,1657-8368-11659-9839-12681-8732-674-2666,1496-6677-2378-9439-4752-6172-428-1438,1360-5931-7049-9441-3745-3105-295-666,easy
61988-50029-535059-257297-48771-103882-40641-88872,12841-31193-262893-86248-12111-10748-7387-7825,13465-11029-112252-19491-7824-852-6179-6103,11188-5219-56332-23017-6713-441-5884-2707,8600-6172-14360-4086-6967-925-3284-5983,8368-11659-9839-12681-8732-674-2666-3023,6677-2378-9439-4752-6172-428-1438-849,5931-7049-9441-3745-3105-295-666-806,easy
50029-535059-257297-48771-103882-40641-88872-36676,31193-262893-86248-12111-10748-7387-7825-21284,11029-112252-19491-7824-852-6179-6103-7445,5219-56332-23017-6713-441-5884-2707-14700,6172-14360-4086-6967-925-3284-5983-17199,11659-9839-12681-8732-674-2666-3023-9609,2378-9439-4752-6172-428-1438-849-4879,7049-9441-3745-3105-295-666-806-6803,easy
535059-257297-48771-103882-40641-88872-36676-50354,262893-86248-12111-10748-7387-7825-21284-55476,112252-19491-7824-852-6179-6103-7445-19676,56332-23017-6713-441-5884-2707-14700-3939,14360-4086-6967-925-3284-5983-17199-5872,9839-12681-8732-674-2666-3023-9609-8309,9439-4752-6172-428-1438-849-4879-3386,9441-3745-3105-295-666-806-6803-1938,easy
257297-48771-103882-40641-88872-36676-50354-60677,86248-12111-10748-7387-7825-21284-55476-64909,19491-7824-852-6179-6103-7445-19676-22811,23017-6713-441-5884-2707-14700-3939-4423,4086-6967-925-3284-5983-17199-5872-6192,12681-8732-674-2666-3023-9609-8309-8236,4752-6172-428-1438-849-4879-3386-12807,3745-3105-295-666-806-6803-1938-4074,easy
48771-103882-40641-88872-36676-50354-60677-18274,12111-10748-7387-7825-21284-55476-64909-27344,7824-852-6179-6103-7445-19676-22811-13480,6713-441-5884-2707-14700-3939-4423-4262,6967-925-3284-5983-17199-5872-6192-3563,8732-674-2666-3023-9609-8309-8236-2548,6172-428-1438-849-4879-3386-12807-1589,3105-295-666-806-6803-1938-4074-2882,easy
103882-40641-88872-36676-50354-60677-18274-14930,10748-7387-7825-21284-55476-64909-27344-28592,852-6179-6103-7445-19676-22811-13480-12824,441-5884-2707-14700-3939-4423-4262-4991,925-3284-5983-17199-5872-6192-3563-5319,674-2666-3023-9609-8309-8236-2548-13168,428-1438-849-4879-3386-12807-1589-11337,295-666-806-6803-1938-4074-2882-3237,easy
40641-88872-36676-50354-60677-18274-14930-17445,7387-7825-21284-55476-64909-27344-28592-91538,6179-6103-7445-19676-22811-13480-12824-3566,5884-2707-14700-3939-4423-4262-4991-537,3284-5983-17199-5872-6192-3563-5319-3727,2666-3023-9609-8309-8236-2548-13168-4845,1438-849-4879-3386-12807-1589-11337-3796,666-806-6803-1938-4074-2882-3237-2010,easy
88872-36676-50354-60677-18274-14930-17445-132160,7825-21284-55476-64909-27344-28592-91538-6811,6103-7445-19676-22811-13480-12824-3566-847,2707-14700-3939-4423-4262-4991-537-698,5983-17199-5872-6192-3563-5319-3727-804,3023-9609-8309-8236-2548-13168-4845-1445,849-4879-3386-12807-1589-11337-3796-422,806-6803-1938-4074-2882-3237-2010-177,easy
36676-50354-60677-18274-14930-17445-132160-49529,21284-55476-64909-27344-28592-91538-6811-37281,7445-19676-22811-13480-12824-3566-847-17579,14700-3939-4423-4262-4991-537-698-6705,17199-5872-6192-3563-5319-3727-804-15108,9609-8309-8236-2548-13168-4845-1445-6954,4879-3386-12807-1589-11337-3796-422-7392,6803-1938-4074-2882-3237-2010-177-2662,easy
50354-60677-18274-14930-17445-132160-49529-46129,55476-64909-27344-28592-91538-6811-37281-133959,19676-22811-13480-12824-3566-847-17579-28903,3939-4423-4262-4991-537-698-6705-6526,5872-6192-3563-5319-3727-804-15108-3019,8309-8236-2548-13168-4845-1445-6954-2417,3386-12807-1589-11337-3796-422-7392-885,1938-4074-2882-3237-2010-177-2662-896,easy
60677-18274-14930-17445-132160-49529-46129-192403,64909-27344-28592-91538-6811-37281-133959-160703,22811-13480-12824-3566-847-17579-28903-36857,4423-4262-4991-537-698-6705-6526-32523,6192-3563-5319-3727-804-15108-3019-23147,8236-2548-13168-4845-1445-6954-2417-14251,12807-1589-11337-3796-422-7392-885-5531,4074-2882-3237-2010-177-2662-896-4982,easy
18274-14930-17445-132160-49529-46129-192403-20147,27344-28592-91538-6811-37281-133959-160703-10118,13480-12824-3566-847-17579-28903-36857-2649,4262-4991-537-698-6705-6526-32523-1794,3563-5319-3727-804-15108-3019-23147-3057,2548-13168-4845-1445-6954-2417-14251-3254,1589-11337-3796-422-7392-885-5531-2538,2882-3237-2010-177-2662-896-4982-889,easy
14930-17445-132160-49529-46129-192403-20147-12245,28592-91538-6811-37281-133959-160703-10118-70313,12824-3566-847-17579-28903-36857-2649-1319,4991-537-698-6705-6526-32523-1794-13079,5319-3727-804-15108-3019-23147-3057-5816,13168-4845-1445-6954-2417-14251-3254-18898,11337-3796-422-7392-885-5531-2538-7612,3237-2010-177-2662-896-4982-889-4894,easy
17445-132160-49529-46129-192403-20147-12245-244415,91538-6811-37281-133959-160703-10118-70313-58573,3566-847-17579-28903-36857-2649-1319-7163,537-698-6705-6526-32523-1794-13079-2310,3727-804-15108-3019-23147-3057-5816-1013,4845-1445-6954-2417-14251-3254-18898-2645,3796-422-7392-885-5531-2538-7612-1092,2010-177-2662-896-4982-889-4894-1428,hard
132160-49529-46129-192403-20147-12245-244415-183254,6811-37281-133959-160703-10118-70313-58573-30892,847-17579-28903-36857-2649-1319-7163-18648,698-6705-6526-32523-1794-13079-2310-5480,804-15108-3019-23147-3057-5816-1013-3526,1445-6954-2417-14251-3254-18898-2645-3220,422-7392-885-5531-2538-7612-1092-603,177-2662-896-4982-889-4894-1428-3046,easy
49529-46129-192403-20147-12245-244415-183254-1442400,37281-133959-160703-10118-70313-58573-30892-407793,17579-28903-36857-2649-1319-7163-18648-59563,6705-6526-32523-1794-13079-2310-5480-31822,15108-3019-23147-3057-5816-1013-3526-9134,6954-2417-14251-3254-18898-2645-3220-11994,7392-885-5531-2538-7612-1092-603-6722,2662-896-4982-889-4894-1428-3046-6799,easy
46129-192403-20147-12245-244415-183254-1442400-203052,133959-160703-10118-70313-58573-30892-407793-54769,28903-36857-2649-1319-7163-18648-59563-2664,6526-32523-1794-13079-2310-5480-31822-3746,3019-23147-3057-5816-1013-3526-9134-3435,2417-14251-3254-18898-2645-3220-11994-1176,885-5531-2538-7612-1092-603-6722-879,896-4982-889-4894-1428-3046-6799-719,easy
192403-20147-12245-244415-183254-1442400-203052-178403,160703-10118-70313-58573-30892-407793-54769-58323,36857-2649-1319-7163-18648-59563-2664-5344,32523-1794-13079-2310-5480-31822-3746-3135,23147-3057-5816-1013-3526-9134-3435-5918,14251-3254-18898-2645-3220-11994-1176-2809,5531-2538-7612-1092-603-6722-879-641,4982-889-4894-1428-3046-6799-719-1123,easy
20147-12245-244415-183254-1442400-203052-178403-481987,10118-70313-58573-30892-407793-54769-58323-220976,2649-1319-7163-18648-59563-2664-5344-71253,1794-13079-2310-5480-31822-3746-3135-18810,3057-5816-1013-3526-9134-3435-5918-5629,3254-18898-2645-3220-11994-1176-2809-6849,2538-7612-1092-603-6722-879-641-12184,889-4894-1428-3046-6799-719-1123-2539,easy
12245-244415-183254-1442400-203052-178403-481987-537126,70313-58573-30892-407793-54769-58323-220976-142663,1319-7163-18648-59563-2664-5344-71253-17706,13079-2310-5480-31822-3746-3135-18810-14168,5816-1013-3526-9134-3435-5918-5629-16119,18898-2645-3220-11994-1176-2809-6849-12144,7612-1092-603-6722-879-641-12184-4984,4894-1428-3046-6799-719-1123-2539-9328,easy
244415-183254-1442400-203052-178403-481987-537126-464158,58573-30892-407793-54769-58323-220976-142663-33475,7163-18648-59563-2664-5344-71253-17706-2792,2310-5480-31822-3746-3135-18810-14168-2371,1013-3526-9134-3435-5918-5629-16119-2889,2645-3220-11994-1176-2809-6849-12144-2954,1092-603-6722-879-641-12184-4984-684,1428-3046-6799-719-1123-2539-9328-570,easy
183254-1442400-203052-178403-481987-537126-464158-286914,30892-407793-54769-58323-220976-142663-33475-75014,18648-59563-2664-5344-71253-17706-2792-33424,5480-31822-3746-3135-18810-14168-2371-15679,3526-9134-3435-5918-5629-16119-2889-23313,3220-11994-1176-2809-6849-12144-2954-19253,603-6722-879-641-12184-4984-684-2434,3046-6799-719-1123-2539-9328-570-5337,hard
1442400-203052-178403-481987-537126-464158-286914-72970,407793-54769-58323-220976-142663-33475-75014-19642,59563-2664-5344-71253-17706-2792-33424-1774,31822-3746-3135-18810-14168-2371-15679-885,9134-3435-5918-5629-16119-2889-23313-2652,11994-1176-2809-6849-12144-2954-19253-3631,6722-879-641-12184-4984-684-2434-3246,6799-719-1123-2539-9328-570-5337-1334,easy
203052-178403-481987-537126-464158-286914-72970-463396,54769-58323-220976-142663-33475-75014-19642-32064,2664-5344-71253-17706-2792-33424-1774-18587,3746-3135-18810-14168-2371-15679-885-37369,3435-5918-5629-16119-2889-23313-2652-3748,1176-2809-6849-12144-2954-19253-3631-12444,879-641-12184-4984-684-2434-3246-7653,719-1123-2539-9328-570-5337-1334-5895,easy
178403-481987-537126-464158-286914-72970-463396-29309,58323-220976-142663-33475-75014-19642-32064-75550,5344-71253-17706-2792-33424-1774-18587-1767,3135-18810-14168-2371-15679-885-37369-6500,5918-5629-16119-2889-23313-2652-3748-4941,2809-6849-12144-2954-19253-3631-12444-1854,641-12184-4984-684-2434-3246-7653-1310,1123-2539-9328-570-5337-1334-5895-772,easy
481987-537126-464158-286914-72970-463396-29309-159007,220976-142663-33475-75014-19642-32064-75550-21840,71253-17706-2792-33424-1774-18587-1767-4303,18810-14168-2371-15679-885-37369-6500-13292,5629-16119-2889-23313-2652-3748-4941-3182,6849-12144-2954-19253-3631-12444-1854-2638,12184-4984-684-2434-3246-7653-1310-1956,2539-9328-570-5337-1334-5895-772-1657,easy
537126-464158-286914-72970-463396-29309-159007-49900,142663-33475-75014-19642-32064-75550-21840-5772,17706-2792-33424-1774-18587-1767-4303-13342,14168-2371-15679-885-37369-6500-13292-6558,16119-2889-23313-2652-3748-4941-3182-4718,12144-2954-19253-3631-12444-1854-2638-9342,4984-684-2434-3246-7653-1310-1956-3795,9328-570-5337-1334-5895-772-1657-5514,hard
464158-286914-72970-463396-29309-159007-49900-34951,33475-75014-19642-32064-75550-21840-5772-23394,2792-33424-1774-18587-1767-4303-13342-5679,2371-15679-885-37369-6500-13292-6558-903,2889-23313-2652-3748-4941-3182-4718-4239,2954-19253-3631-12444-1854-2638-9342-2799,684-2434-3246-7653-1310-1956-3795-1591,570-5337-1334-5895-772-1657-5514-625,easy
286914-72970-463396-29309-159007-49900-34951-632125,75014-19642-32064-75550-21840-5772-23394-155661,33424-1774-18587-1767-4303-13342-5679-36821,15679-885-37369-6500-13292-6558-903-12717,23313-2652-3748-4941-3182-4718-4239-11942,19253-3631-12444-1854-2638-9342-2799-9612,2434-3246-7653-1310-1956-3795-1591-3461,5337-1334-5895-772-1657-5514-625-3324,hard
72970-463396-29309-159007-49900-34951-632125-57163,19642-32064-75550-21840-5772-23394-155661-19560,1774-18587-1767-4303-13342-5679-36821-27307,885-37369-6500-13292-6558-903-12717-42757,2652-3748-4941-3182-4718-4239-11942-2464,3631-12444-1854-2638-9342-2799-9612-9955,3246-7653-1310-1956-3795-1591-3461-14598,1334-5895-772-1657-5514-625-3324-2567,easy
463396-29309-159007-49900-34951-632125-57163-22437,32064-75550-21840-5772-23394-155661-19560-33578,18587-1767-4303-13342-5679-36821-27307-13300,37369-6500-13292-6558-903-12717-42757-2831,3748-4941-3182-4718-4239-11942-2464-6643,12444-1854-2638-9342-2799-9612-9955-17568,7653-1310-1956-3795-1591-3461-14598-5864,5895-772-1657-5514-625-3324-2567-7761,hard
29309-159007-49900-34951-632125-57163-22437-13720,75550-21840-5772-23394-155661-19560-33578-50296,1767-4303-13342-5679-36821-27307-13300-25988,6500-13292-6558-903-12717-42757-2831-3146,4941-3182-4718-4239-11942-2464-6643-8768,1854-2638-9342-2799-9612-9955-17568-16426,1310-1956-3795-1591-3461-14598-5864-5180,772-1657-5514-625-3324-2567-7761-5082,hard
159007-49900-34951-632125-57163-22437-13720-8526,21840-5772-23394-155661-19560-33578-50296-24466,4303-13342-5679-36821-27307-13300-25988-15888,13292-6558-903-12717-42757-2831-3146-14365,3182-4718-4239-11942-2464-6643-8768-7501,2638-9342-2799-9612-9955-17568-16426-6712,1956-3795-1591-3461-14598-5864-5180-6455,1657-5514-625-3324-2567-7761-5082-3767,hard
49900-34951-632125-57163-22437-13720-8526-16804,5772-23394-155661-19560-33578-50296-24466-21306,13342-5679-36821-27307-13300-25988-15888-4072,6558-903-12717-42757-2831-3146-14365-14974,4718-4239-11942-2464-6643-8768-7501-8950,9342-2799-9612-9955-17568-16426-6712-9332,3795-1591-3461-14598-5864-5180-6455-5525,5514-625-3324-2567-7761-5082-3767-5127,easy
34951-632125-57163-22437-13720-8526-16804-19014,23394-155661-19560-33578-50296-24466-21306-10254,5679-36821-27307-13300-25988-15888-4072-8237,903-12717-42757-2831-3146-14365-14974-30078,4239-11942-2464-6643-8768-7501-8950-13428,2799-9612-9955-17568-16426-6712-9332-13355,1591-3461-14598-5864-5180-6455-5525-8494,625-3324-2567-7761-5082-3767-5127-3449,hard
