delta,midgamma,lowgamma,theta,highalpha,lowalpha,highbeta,lowbeta,state
22078-22878-31263-69605-196081-6115-17473-474775,26911-38430-25808-41112-165632-6956-34931-17626,6199-2244-46112-6548-21827-2409-79183-5852,1095-27267-11211-17675-25054-4842-13284-15472,2244-22440-7836-7945-13809-949-15396-6395,6867-41183-30112-18124-30424-4235-32374-42283,1111-3099-9476-8205-11156-618-4777-8493,1987-2900-3950-4376-6695-1176-3995-2908,hard
22878-31263-69605-196081-6115-17473-474775-57580,38430-25808-41112-165632-6956-34931-17626-25704,2244-46112-6548-21827-2409-79183-5852-18055,27267-11211-17675-25054-4842-13284-15472-21802,22440-7836-7945-13809-949-15396-6395-6912,41183-30112-18124-30424-4235-32374-42283-36698,3099-9476-8205-11156-618-4777-8493-4795,2900-3950-4376-6695-1176-3995-2908-5127,hard
31263-69605-196081-6115-17473-474775-57580-52198,25808-41112-165632-6956-34931-17626-25704-36369,46112-6548-21827-2409-79183-5852-18055-20055,11211-17675-25054-4842-13284-15472-21802-30863,7836-7945-13809-949-15396-6395-6912-11817,30112-18124-30424-4235-32374-42283-36698-32623,9476-8205-11156-618-4777-8493-4795-3779,3950-4376-6695-1176-3995-2908-5127-5033,hard
69605-196081-6115-17473-474775-57580-52198-456803,41112-165632-6956-34931-17626-25704-36369-72282,6548-21827-2409-79183-5852-18055-20055-15738,17675-25054-4842-13284-15472-21802-30863-10929,7945-13809-949-15396-6395-6912-11817-8760,18124-30424-4235-32374-42283-36698-32623-17667,8205-11156-618-4777-8493-4795-3779-5999,4376-6695-1176-3995-2908-5127-5033-4840,hard
196081-6115-17473-474775-57580-52198-456803-17783,165632-6956-34931-17626-25704-36369-72282-31676,21827-2409-79183-5852-18055-20055-15738-2579,25054-4842-13284-15472-21802-30863-10929-983,13809-949-15396-6395-6912-11817-8760-3619,30424-4235-32374-42283-36698-32623-17667-18643,11156-618-4777-8493-4795-3779-5999-1169,6695-1176-3995-2908-5127-5033-4840-436,hard
6115-17473-474775-57580-52198-456803-17783-577685,6956-34931-17626-25704-36369-72282-31676-31839,2409-79183-5852-18055-20055-15738-2579-5976,4842-13284-15472-21802-30863-10929-983-6705,949-15396-6395-6912-11817-8760-3619-11757,4235-32374-42283-36698-32623-17667-18643-5144,618-4777-8493-4795-3779-5999-1169-3360,1176-3995-2908-5127-5033-4840-436-1726,hard
17473-474775-57580-52198-456803-17783-577685-425875,34931-17626-25704-36369-72282-31676-31839-42747,79183-5852-18055-20055-15738-2579-5976-8029,13284-15472-21802-30863-10929-983-6705-4911,15396-6395-6912-11817-8760-3619-11757-7386,32374-42283-36698-32623-17667-18643-5144-5163,4777-8493-4795-3779-5999-1169-3360-2633,3995-2908-5127-5033-4840-436-1726-894,hard
474775-57580-52198-456803-17783-577685-425875-555634,17626-25704-36369-72282-31676-31839-42747-53421,5852-18055-20055-15738-2579-5976-8029-8752,15472-21802-30863-10929-983-6705-4911-2635,6395-6912-11817-8760-3619-11757-7386-7265,42283-36698-32623-17667-18643-5144-5163-2335,8493-4795-3779-5999-1169-3360-2633-1755,2908-5127-5033-4840-436-1726-894-1482,hard
57580-52198-456803-17783-577685-425875-555634-349181,25704-36369-72282-31676-31839-42747-53421-34407,18055-20055-15738-2579-5976-8029-8752-14123,21802-30863-10929-983-6705-4911-2635-43818,6912-11817-8760-3619-11757-7386-7265-11600,36698-32623-17667-18643-5144-5163-2335-21878,4795-3779-5999-1169-3360-2633-1755-10037,5127-5033-4840-436-1726-894-1482-5048,hard
52198-456803-17783-577685-425875-555634-349181-292584,36369-72282-31676-31839-42747-53421-34407-50473,20055-15738-2579-5976-8029-8752-14123-4421,30863-10929-983-6705-4911-2635-43818-24769,11817-8760-3619-11757-7386-7265-11600-9100,32623-17667-18643-5144-5163-2335-21878-13486,3779-5999-1169-3360-2633-1755-10037-1952,5033-4840-436-1726-894-1482-5048-1180,easy
456803-17783-577685-425875-555634-349181-292584-564938,72282-31676-31839-42747-53421-34407-50473-7934,15738-2579-5976-8029-8752-14123-4421-25855,10929-983-6705-4911-2635-43818-24769-8184,8760-3619-11757-7386-7265-11600-9100-4610,17667-18643-5144-5163-2335-21878-13486-16956,5999-1169-3360-2633-1755-10037-1952-1358,4840-436-1726-894-1482-5048-1180-856,easy
17783-577685-425875-555634-349181-292584-564938-199158,31676-31839-42747-53421-34407-50473-7934-26426,2579-5976-8029-8752-14123-4421-25855-1215,983-6705-4911-2635-43818-24769-8184-7254,3619-11757-7386-7265-11600-9100-4610-6356,18643-5144-5163-2335-21878-13486-16956-7414,1169-3360-2633-1755-10037-1952-1358-1735,436-1726-894-1482-5048-1180-856-558,hard
577685-425875-555634-349181-292584-564938-199158-883825,31839-42747-53421-34407-50473-7934-26426-264532,5976-8029-8752-14123-4421-25855-1215-37308,6705-4911-2635-43818-24769-8184-7254-102611,11757-7386-7265-11600-9100-4610-6356-56570,5144-5163-2335-21878-13486-16956-7414-47925,3360-2633-1755-10037-1952-1358-1735-23356,1726-894-1482-5048-1180-856-558-3709,hard
425875-555634-349181-292584-564938-199158-883825-633683,42747-53421-34407-50473-7934-26426-264532-15944,8029-8752-14123-4421-25855-1215-37308-7774,4911-2635-43818-24769-8184-7254-102611-7930,7386-7265-11600-9100-4610-6356-56570-9661,5163-2335-21878-13486-16956-7414-47925-10966,2633-1755-10037-1952-1358-1735-23356-1983,894-1482-5048-1180-856-558-3709-1166,hard
555634-349181-292584-564938-199158-883825-633683-1297060,53421-34407-50473-7934-26426-264532-15944-86444,8752-14123-4421-25855-1215-37308-7774-52635,2635-43818-24769-8184-7254-102611-7930-43965,7265-11600-9100-4610-6356-56570-9661-17468,2335-21878-13486-16956-7414-47925-10966-33046,1755-10037-1952-1358-1735-23356-1983-10135,1482-5048-1180-856-558-3709-1166-2894,hard
349181-292584-564938-199158-883825-633683-1297060-54004,34407-50473-7934-26426-264532-15944-86444-9907,14123-4421-25855-1215-37308-7774-52635-7273,43818-24769-8184-7254-102611-7930-43965-4186,11600-9100-4610-6356-56570-9661-17468-2218,21878-13486-16956-7414-47925-10966-33046-6248,10037-1952-1358-1735-23356-1983-10135-769,5048-1180-856-558-3709-1166-2894-1159,hard
292584-564938-199158-883825-633683-1297060-54004-211493,50473-7934-26426-264532-15944-86444-9907-120742,4421-25855-1215-37308-7774-52635-7273-13528,24769-8184-7254-102611-7930-43965-4186-24627,9100-4610-6356-56570-9661-17468-2218-5133,13486-16956-7414-47925-10966-33046-6248-55872,1952-1358-1735-23356-1983-10135-769-3554,1180-856-558-3709-1166-2894-1159-3455,hard
564938-199158-883825-633683-1297060-54004-211493-108033,7934-26426-264532-15944-86444-9907-120742-15608,25855-1215-37308-7774-52635-7273-13528-1489,8184-7254-102611-7930-43965-4186-24627-5694,4610-6356-56570-9661-17468-2218-5133-669,16956-7414-47925-10966-33046-6248-55872-5650,1358-1735-23356-1983-10135-769-3554-703,856-558-3709-1166-2894-1159-3455-650,hard
199158-883825-633683-1297060-54004-211493-108033-22335,26426-264532-15944-86444-9907-120742-15608-18455,1215-37308-7774-52635-7273-13528-1489-2619,7254-102611-7930-43965-4186-24627-5694-3262,6356-56570-9661-17468-2218-5133-669-2223,7414-47925-10966-33046-6248-55872-5650-3064,1735-23356-1983-10135-769-3554-703-575,558-3709-1166-2894-1159-3455-650-482,hard
883825-633683-1297060-54004-211493-108033-22335-8742,264532-15944-86444-9907-120742-15608-18455-15190,37308-7774-52635-7273-13528-1489-2619-13275,102611-7930-43965-4186-24627-5694-3262-8985,56570-9661-17468-2218-5133-669-2223-10164,47925-10966-33046-6248-55872-5650-3064-39605,23356-1983-10135-769-3554-703-575-3367,3709-1166-2894-1159-3455-650-482-2524,hard
633683-1297060-54004-211493-108033-22335-8742-53963,15944-86444-9907-120742-15608-18455-15190-24450,7774-52635-7273-13528-1489-2619-13275-6376,7930-43965-4186-24627-5694-3262-8985-10352,9661-17468-2218-5133-669-2223-10164-13346,10966-33046-6248-55872-5650-3064-39605-30921,1983-10135-769-3554-703-575-3367-1536,1166-2894-1159-3455-650-482-2524-3675,hard
1297060-54004-211493-108033-22335-8742-53963-468522,86444-9907-120742-15608-18455-15190-24450-27696,52635-7273-13528-1489-2619-13275-6376-44953,43965-4186-24627-5694-3262-8985-10352-23282,17468-2218-5133-669-2223-10164-13346-14604,33046-6248-55872-5650-3064-39605-30921-29655,10135-769-3554-703-575-3367-1536-3554,2894-1159-3455-650-482-2524-3675-5695,hard
54004-211493-108033-22335-8742-53963-468522-35062,9907-120742-15608-18455-15190-24450-27696-51514,7273-13528-1489-2619-13275-6376-44953-51393,4186-24627-5694-3262-8985-10352-23282-11150,2218-5133-669-2223-10164-13346-14604-10712,6248-55872-5650-3064-39605-30921-29655-28237,769-3554-703-575-3367-1536-3554-3759,1159-3455-650-482-2524-3675-5695-3259,hard
211493-108033-22335-8742-53963-468522-35062-48139,120742-15608-18455-15190-24450-27696-51514-54079,13528-1489-2619-13275-6376-44953-51393-15496,24627-5694-3262-8985-10352-23282-11150-15470,5133-669-2223-10164-13346-14604-10712-10483,55872-5650-3064-39605-30921-29655-28237-37649,3554-703-575-3367-1536-3554-3759-4585,3455-650-482-2524-3675-5695-3259-2730,hard
108033-22335-8742-53963-468522-35062-48139-93270,15608-18455-15190-24450-27696-51514-54079-97036,1489-2619-13275-6376-44953-51393-15496-27932,5694-3262-8985-10352-23282-11150-15470-33109,669-2223-10164-13346-14604-10712-10483-17394,5650-3064-39605-30921-29655-28237-37649-45397,703-575-3367-1536-3554-3759-4585-7528,650-482-2524-3675-5695-3259-2730-2529,hard
22335-8742-53963-468522-35062-48139-93270-23021,18455-15190-24450-27696-51514-54079-97036-123708,2619-13275-6376-44953-51393-15496-27932-7288,3262-8985-10352-23282-11150-15470-33109-30047,2223-10164-13346-14604-10712-10483-17394-11904,3064-39605-30921-29655-28237-37649-45397-14768,575-3367-1536-3554-3759-4585-7528-4851,482-2524-3675-5695-3259-2730-2529-4956,hard
8742-53963-468522-35062-48139-93270-23021-35227,15190-24450-27696-51514-54079-97036-123708-43850,13275-6376-44953-51393-15496-27932-7288-12855,8985-10352-23282-11150-15470-33109-30047-15177,10164-13346-14604-10712-10483-17394-11904-21520,39605-30921-29655-28237-37649-45397-14768-30076,3367-1536-3554-3759-4585-7528-4851-5752,2524-3675-5695-3259-2730-2529-4956-2804,hard
53963-468522-35062-48139-93270-23021-35227-6912,24450-27696-51514-54079-97036-123708-43850-3558,6376-44953-51393-15496-27932-7288-12855-14964,10352-23282-11150-15470-33109-30047-15177-6674,13346-14604-10712-10483-17394-11904-21520-12743,30921-29655-28237-37649-45397-14768-30076-9503,1536-3554-3759-4585-7528-4851-5752-1410,3675-5695-3259-2730-2529-4956-2804-748,hard
468522-35062-48139-93270-23021-35227-6912-11346,27696-51514-54079-97036-123708-43850-3558-32406,44953-51393-15496-27932-7288-12855-14964-10138,23282-11150-15470-33109-30047-15177-6674-13987,14604-10712-10483-17394-11904-21520-12743-5388,29655-28237-37649-45397-14768-30076-9503-42387,3554-3759-4585-7528-4851-5752-1410-4972,5695-3259-2730-2529-4956-2804-748-2557,hard
35062-48139-93270-23021-35227-6912-11346-321123,51514-54079-97036-123708-43850-3558-32406-24789,51393-15496-27932-7288-12855-14964-10138-8157,11150-15470-33109-30047-15177-6674-13987-2600,10712-10483-17394-11904-21520-12743-5388-9241,28237-37649-45397-14768-30076-9503-42387-20223,3759-4585-7528-4851-5752-1410-4972-4858,3259-2730-2529-4956-2804-748-2557-3718,hard
48139-93270-23021-35227-6912-11346-321123-19618,54079-97036-123708-43850-3558-32406-24789-19006,15496-27932-7288-12855-14964-10138-8157-12677,15470-33109-30047-15177-6674-13987-2600-2260,10483-17394-11904-21520-12743-5388-9241-5063,37649-45397-14768-30076-9503-42387-20223-84689,4585-7528-4851-5752-1410-4972-4858-2508,2730-2529-4956-2804-748-2557-3718-3582,hard
93270-23021-35227-6912-11346-321123-19618-34296,97036-123708-43850-3558-32406-24789-19006-8568,27932-7288-12855-14964-10138-8157-12677-11993,33109-30047-15177-6674-13987-2600-2260-39198,17394-11904-21520-12743-5388-9241-5063-9372,45397-14768-30076-9503-42387-20223-84689-53666,7528-4851-5752-1410-4972-4858-2508-2490,2529-4956-2804-748-2557-3718-3582-5619,hard
23021-35227-6912-11346-321123-19618-34296-6847,123708-43850-3558-32406-24789-19006-8568-30939,7288-12855-14964-10138-8157-12677-11993-16675,30047-15177-6674-13987-2600-2260-39198-10248,11904-21520-12743-5388-9241-5063-9372-13750,14768-30076-9503-42387-20223-84689-53666-56218,4851-5752-1410-4972-4858-2508-2490-6330,4956-2804-748-2557-3718-3582-5619-6189,hard
35227-6912-11346-321123-19618-34296-6847-639594,43850-3558-32406-24789-19006-8568-30939-27684,12855-14964-10138-8157-12677-11993-16675-4353,15177-6674-13987-2600-2260-39198-10248-23278,21520-12743-5388-9241-5063-9372-13750-24877,30076-9503-42387-20223-84689-53666-56218-33347,5752-1410-4972-4858-2508-2490-6330-13583,2804-748-2557-3718-3582-5619-6189-3912,hard
6912-11346-321123-19618-34296-6847-639594-26102,3558-32406-24789-19006-8568-30939-27684-17645,14964-10138-8157-12677-11993-16675-4353-5352,6674-13987-2600-2260-39198-10248-23278-8859,12743-5388-9241-5063-9372-13750-24877-61946,9503-42387-20223-84689-53666-56218-33347-38622,1410-4972-4858-2508-2490-6330-13583-13647,748-2557-3718-3582-5619-6189-3912-12545,hard
11346-321123-19618-34296-6847-639594-26102-19220,32406-24789-19006-8568-30939-27684-17645-14705,10138-8157-12677-11993-16675-4353-5352-14786,13987-2600-2260-39198-10248-23278-8859-39307,5388-9241-5063-9372-13750-24877-61946-81096,42387-20223-84689-53666-56218-33347-38622-31321,4972-4858-2508-2490-6330-13583-13647-8175,2557-3718-3582-5619-6189-3912-12545-5260,hard
321123-19618-34296-6847-639594-26102-19220-12063,24789-19006-8568-30939-27684-17645-14705-9962,8157-12677-11993-16675-4353-5352-14786-52636,2600-2260-39198-10248-23278-8859-39307-5792,9241-5063-9372-13750-24877-61946-81096-103848,20223-84689-53666-56218-33347-38622-31321-23237,4858-2508-2490-6330-13583-13647-8175-10849,3718-3582-5619-6189-3912-12545-5260-6355,hard
19618-34296-6847-639594-26102-19220-12063-86485,19006-8568-30939-27684-17645-14705-9962-168843,12677-11993-16675-4353-5352-14786-52636-57130,2260-39198-10248-23278-8859-39307-5792-59572,5063-9372-13750-24877-61946-81096-103848-30368,84689-53666-56218-33347-38622-31321-23237-31380,2508-2490-6330-13583-13647-8175-10849-6144,3582-5619-6189-3912-12545-5260-6355-7700,hard
34296-6847-639594-26102-19220-12063-86485-208680,8568-30939-27684-17645-14705-9962-168843-15577,11993-16675-4353-5352-14786-52636-57130-5185,39198-10248-23278-8859-39307-5792-59572-5269,9372-13750-24877-61946-81096-103848-30368-5156,53666-56218-33347-38622-31321-23237-31380-4125,2490-6330-13583-13647-8175-10849-6144-2001,5619-6189-3912-12545-5260-6355-7700-1066,hard
6847-639594-26102-19220-12063-86485-208680-52703,30939-27684-17645-14705-9962-168843-15577-38147,16675-4353-5352-14786-52636-57130-5185-30306,10248-23278-8859-39307-5792-59572-5269-27984,13750-24877-61946-81096-103848-30368-5156-67682,56218-33347-38622-31321-23237-31380-4125-25655,6330-13583-13647-8175-10849-6144-2001-3559,6189-3912-12545-5260-6355-7700-1066-6844,hard
639594-26102-19220-12063-86485-208680-52703-411689,27684-17645-14705-9962-168843-15577-38147-131227,4353-5352-14786-52636-57130-5185-30306-74353,23278-8859-39307-5792-59572-5269-27984-28950,24877-61946-81096-103848-30368-5156-67682-19128,33347-38622-31321-23237-31380-4125-25655-14625,13583-13647-8175-10849-6144-2001-3559-9432,3912-12545-5260-6355-7700-1066-6844-4988,hard
26102-19220-12063-86485-208680-52703-411689-1428914,17645-14705-9962-168843-15577-38147-131227-55756,5352-14786-52636-57130-5185-30306-74353-8357,8859-39307-5792-59572-5269-27984-28950-15918,61946-81096-103848-30368-5156-67682-19128-31142,38622-31321-23237-31380-4125-25655-14625-25837,13647-8175-10849-6144-2001-3559-9432-6917,12545-5260-6355-7700-1066-6844-4988-3566,hard
19220-12063-86485-208680-52703-411689-1428914-14358,14705-9962-168843-15577-38147-131227-55756-44629,14786-52636-57130-5185-30306-74353-8357-22240,39307-5792-59572-5269-27984-28950-15918-32705,81096-103848-30368-5156-67682-19128-31142-81798,31321-23237-31380-4125-25655-14625-25837-23646,8175-10849-6144-2001-3559-9432-6917-17015,5260-6355-7700-1066-6844-4988-3566-2620,hard
12063-86485-208680-52703-411689-1428914-14358-21603,9962-168843-15577-38147-131227-55756-44629-26933,52636-57130-5185-30306-74353-8357-22240-9562,5792-59572-5269-27984-28950-15918-32705-10876,103848-30368-5156-67682-19128-31142-81798-19023,23237-31380-4125-25655-14625-25837-23646-49352,10849-6144-2001-3559-9432-6917-17015-7643,6355-7700-1066-6844-4988-3566-2620-8168,hard
86485-208680-52703-411689-1428914-14358-21603-5692,168843-15577-38147-131227-55756-44629-26933-58973,57130-5185-30306-74353-8357-22240-9562-19867,59572-5269-27984-28950-15918-32705-10876-53128,30368-5156-67682-19128-31142-81798-19023-15927,31380-4125-25655-14625-25837-23646-49352-43850,6144-2001-3559-9432-6917-17015-7643-6557,7700-1066-6844-4988-3566-2620-8168-5633,hard
208680-52703-411689-1428914-14358-21603-5692-54251,15577-38147-131227-55756-44629-26933-58973-16151,5185-30306-74353-8357-22240-9562-19867-2254,5269-27984-28950-15918-32705-10876-53128-5788,5156-67682-19128-31142-81798-19023-15927-17533,4125-25655-14625-25837-23646-49352-43850-9328,2001-3559-9432-6917-17015-7643-6557-2345,1066-6844-4988-3566-2620-8168-5633-1359,hard
52703-411689-1428914-14358-21603-5692-54251-214304,38147-131227-55756-44629-26933-58973-16151-30524,30306-74353-8357-22240-9562-19867-2254-13269,27984-28950-15918-32705-10876-53128-5788-11014,67682-19128-31142-81798-19023-15927-17533-6232,25655-14625-25837-23646-49352-43850-9328-9210,3559-9432-6917-17015-7643-6557-2345-5958,6844-4988-3566-2620-8168-5633-1359-939,hard
411689-1428914-14358-21603-5692-54251-214304-258784,131227-55756-44629-26933-58973-16151-30524-20948,74353-8357-22240-9562-19867-2254-13269-24333,28950-15918-32705-10876-53128-5788-11014-57615,19128-31142-81798-19023-15927-17533-6232-60219,14625-25837-23646-49352-43850-9328-9210-15842,9432-6917-17015-7643-6557-2345-5958-7753,4988-3566-2620-8168-5633-1359-939-5313,hard
1428914-14358-21603-5692-54251-214304-258784-74396,55756-44629-26933-58973-16151-30524-20948-16089,8357-22240-9562-19867-2254-13269-24333-10112,15918-32705-10876-53128-5788-11014-57615-13698,31142-81798-19023-15927-17533-6232-60219-15006,25837-23646-49352-43850-9328-9210-15842-11996,6917-17015-7643-6557-2345-5958-7753-16324,3566-2620-8168-5633-1359-939-5313-3459,hard
14358-21603-5692-54251-214304-258784-74396-10074,44629-26933-58973-16151-30524-20948-16089-2616,22240-9562-19867-2254-13269-24333-10112-3624,32705-10876-53128-5788-11014-57615-13698-5675,81798-19023-15927-17533-6232-60219-15006-16533,23646-49352-43850-9328-9210-15842-11996-8071,17015-7643-6557-2345-5958-7753-16324-2172,2620-8168-5633-1359-939-5313-3459-1656,hard
21603-5692-54251-214304-258784-74396-10074-81172,26933-58973-16151-30524-20948-16089-2616-110218,9562-19867-2254-13269-24333-10112-3624-25345,10876-53128-5788-11014-57615-13698-5675-9117,19023-15927-17533-6232-60219-15006-16533-60582,49352-43850-9328-9210-15842-11996-8071-11450,7643-6557-2345-5958-7753-16324-2172-12133,8168-5633-1359-939-5313-3459-1656-3670,hard
5692-54251-214304-258784-74396-10074-81172-31592,58973-16151-30524-20948-16089-2616-110218-12710,19867-2254-13269-24333-10112-3624-25345-8395,53128-5788-11014-57615-13698-5675-9117-6232,15927-17533-6232-60219-15006-16533-60582-18669,43850-9328-9210-15842-11996-8071-11450-57549,6557-2345-5958-7753-16324-2172-12133-20542,5633-1359-939-5313-3459-1656-3670-10529,hard
54251-214304-258784-74396-10074-81172-31592-51532,16151-30524-20948-16089-2616-110218-12710-34650,2254-13269-24333-10112-3624-25345-8395-9444,5788-11014-57615-13698-5675-9117-6232-21236,17533-6232-60219-15006-16533-60582-18669-55467,9328-9210-15842-11996-8071-11450-57549-80854,2345-5958-7753-16324-2172-12133-20542-10817,1359-939-5313-3459-1656-3670-10529-9392,hard
214304-258784-74396-10074-81172-31592-51532-9632,30524-20948-16089-2616-110218-12710-34650-16373,13269-24333-10112-3624-25345-8395-9444-13441,11014-57615-13698-5675-9117-6232-21236-50018,6232-60219-15006-16533-60582-18669-55467-61607,9210-15842-11996-8071-11450-57549-80854-39128,5958-7753-16324-2172-12133-20542-10817-9436,939-5313-3459-1656-3670-10529-9392-5757,hard
258784-74396-10074-81172-31592-51532-9632-164829,20948-16089-2616-110218-12710-34650-16373-64983,24333-10112-3624-25345-8395-9444-13441-11435,57615-13698-5675-9117-6232-21236-50018-7706,60219-15006-16533-60582-18669-55467-61607-25195,15842-11996-8071-11450-57549-80854-39128-45122,7753-16324-2172-12133-20542-10817-9436-6320,5313-3459-1656-3670-10529-9392-5757-5243,easy
74396-10074-81172-31592-51532-9632-164829-21673,16089-2616-110218-12710-34650-16373-64983-37540,10112-3624-25345-8395-9444-13441-11435-77321,13698-5675-9117-6232-21236-50018-7706-45508,15006-16533-60582-18669-55467-61607-25195-47312,11996-8071-11450-57549-80854-39128-45122-25879,16324-2172-12133-20542-10817-9436-6320-9624,3459-1656-3670-10529-9392-5757-5243-3798,easy
10074-81172-31592-51532-9632-164829-21673-106051,2616-110218-12710-34650-16373-64983-37540-95533,3624-25345-8395-9444-13441-11435-77321-27341,5675-9117-6232-21236-50018-7706-45508-6060,16533-60582-18669-55467-61607-25195-47312-34076,8071-11450-57549-80854-39128-45122-25879-18504,2172-12133-20542-10817-9436-6320-9624-16781,1656-3670-10529-9392-5757-5243-3798-4037,easy
81172-31592-51532-9632-164829-21673-106051-88056,110218-12710-34650-16373-64983-37540-95533-11674,25345-8395-9444-13441-11435-77321-27341-3124,9117-6232-21236-50018-7706-45508-6060-3356,60582-18669-55467-61607-25195-47312-34076-992,11450-57549-80854-39128-45122-25879-18504-2493,12133-20542-10817-9436-6320-9624-16781-2235,3670-10529-9392-5757-5243-3798-4037-462,easy
31592-51532-9632-164829-21673-106051-88056-32624,12710-34650-16373-64983-37540-95533-11674-29814,8395-9444-13441-11435-77321-27341-3124-25725,6232-21236-50018-7706-45508-6060-3356-29224,18669-55467-61607-25195-47312-34076-992-174382,57549-80854-39128-45122-25879-18504-2493-21746,20542-10817-9436-6320-9624-16781-2235-4579,10529-9392-5757-5243-3798-4037-462-10878,easy
51532-9632-164829-21673-106051-88056-32624-54739,34650-16373-64983-37540-95533-11674-29814-12203,9444-13441-11435-77321-27341-3124-25725-5136,21236-50018-7706-45508-6060-3356-29224-6072,55467-61607-25195-47312-34076-992-174382-83303,80854-39128-45122-25879-18504-2493-21746-29708,10817-9436-6320-9624-16781-2235-4579-9119,9392-5757-5243-3798-4037-462-10878-8962,easy
9632-164829-21673-106051-88056-32624-54739-11679,16373-64983-37540-95533-11674-29814-12203-14364,13441-11435-77321-27341-3124-25725-5136-9677,50018-7706-45508-6060-3356-29224-6072-12592,61607-25195-47312-34076-992-174382-83303-128389,39128-45122-25879-18504-2493-21746-29708-25573,9436-6320-9624-16781-2235-4579-9119-12893,5757-5243-3798-4037-462-10878-8962-6201,easy
164829-21673-106051-88056-32624-54739-11679-34403,64983-37540-95533-11674-29814-12203-14364-47795,11435-77321-27341-3124-25725-5136-9677-21076,7706-45508-6060-3356-29224-6072-12592-60997,25195-47312-34076-992-174382-83303-128389-115913,45122-25879-18504-2493-21746-29708-25573-21635,6320-9624-16781-2235-4579-9119-12893-14874,5243-3798-4037-462-10878-8962-6201-4620,easy
21673-106051-88056-32624-54739-11679-34403-252125,37540-95533-11674-29814-12203-14364-47795-142700,77321-27341-3124-25725-5136-9677-21076-16135,45508-6060-3356-29224-6072-12592-60997-60143,47312-34076-992-174382-83303-128389-115913-99242,25879-18504-2493-21746-29708-25573-21635-34814,9624-16781-2235-4579-9119-12893-14874-10751,3798-4037-462-10878-8962-6201-4620-9264,easy
106051-88056-32624-54739-11679-34403-252125-24004,95533-11674-29814-12203-14364-47795-142700-15265,27341-3124-25725-5136-9677-21076-16135-5134,6060-3356-29224-6072-12592-60997-60143-14180,34076-992-174382-83303-128389-115913-99242-289539,18504-2493-21746-29708-25573-21635-34814-19453,16781-2235-4579-9119-12893-14874-10751-6108,4037-462-10878-8962-6201-4620-9264-9972,easy
88056-32624-54739-11679-34403-252125-24004-120958,11674-29814-12203-14364-47795-142700-15265-46376,3124-25725-5136-9677-21076-16135-5134-29441,3356-29224-6072-12592-60997-60143-14180-137404,992-174382-83303-128389-115913-99242-289539-46391,2493-21746-29708-25573-21635-34814-19453-26999,2235-4579-9119-12893-14874-10751-6108-6718,462-10878-8962-6201-4620-9264-9972-6895,easy
32624-54739-11679-34403-252125-24004-120958-814117,29814-12203-14364-47795-142700-15265-46376-112774,25725-5136-9677-21076-16135-5134-29441-7692,29224-6072-12592-60997-60143-14180-137404-4329,174382-83303-128389-115913-99242-289539-46391-11111,21746-29708-25573-21635-34814-19453-26999-7693,4579-9119-12893-14874-10751-6108-6718-5178,10878-8962-6201-4620-9264-9972-6895-1014,easy
54739-11679-34403-252125-24004-120958-814117-179929,12203-14364-47795-142700-15265-46376-112774-11013,5136-9677-21076-16135-5134-29441-7692-10792,6072-12592-60997-60143-14180-137404-4329-2175,83303-128389-115913-99242-289539-46391-11111-5052,29708-25573-21635-34814-19453-26999-7693-14130,9119-12893-14874-10751-6108-6718-5178-1602,8962-6201-4620-9264-9972-6895-1014-2198,easy
11679-34403-252125-24004-120958-814117-179929-427130,14364-47795-142700-15265-46376-112774-11013-14988,9677-21076-16135-5134-29441-7692-10792-10370,12592-60997-60143-14180-137404-4329-2175-45095,128389-115913-99242-289539-46391-11111-5052-137497,25573-21635-34814-19453-26999-7693-14130-110386,12893-14874-10751-6108-6718-5178-1602-9164,6201-4620-9264-9972-6895-1014-2198-3645,easy
34403-252125-24004-120958-814117-179929-427130-1229518,47795-142700-15265-46376-112774-11013-14988-47851,21076-16135-5134-29441-7692-10792-10370-44758,60997-60143-14180-137404-4329-2175-45095-24164,115913-99242-289539-46391-11111-5052-137497-87584,21635-34814-19453-26999-7693-14130-110386-23244,14874-10751-6108-6718-5178-1602-9164-16130,4620-9264-9972-6895-1014-2198-3645-5707,easy
252125-24004-120958-814117-179929-427130-1229518-77180,142700-15265-46376-112774-11013-14988-47851-23417,16135-5134-29441-7692-10792-10370-44758-9112,60143-14180-137404-4329-2175-45095-24164-25343,99242-289539-46391-11111-5052-137497-87584-38220,34814-19453-26999-7693-14130-110386-23244-20724,10751-6108-6718-5178-1602-9164-16130-6591,9264-9972-6895-1014-2198-3645-5707-9486,easy
24004-120958-814117-179929-427130-1229518-77180-1059719,15265-46376-112774-11013-14988-47851-23417-61682,5134-29441-7692-10792-10370-44758-9112-5239,14180-137404-4329-2175-45095-24164-25343-10589,289539-46391-11111-5052-137497-87584-38220-15935,19453-26999-7693-14130-110386-23244-20724-18908,6108-6718-5178-1602-9164-16130-6591-1929,9972-6895-1014-2198-3645-5707-9486-1000,easy
120958-814117-179929-427130-1229518-77180-1059719-341787,46376-112774-11013-14988-47851-23417-61682-192221,29441-7692-10792-10370-44758-9112-5239-39705,137404-4329-2175-45095-24164-25343-10589-39494,46391-11111-5052-137497-87584-38220-15935-49979,26999-7693-14130-110386-23244-20724-18908-33106,6718-5178-1602-9164-16130-6591-1929-6850,6895-1014-2198-3645-5707-9486-1000-4261,easy
