delta,midgamma,lowgamma,theta,highalpha,lowalpha,highbeta,lowbeta,state
29702-10660-19167-482292-13497-47748-4343-19703,30431-13665-14141-17112-29957-60401-10265-15207,46511-73899-34935-41990-28856-37614-49602-59248,180146-95688-142472-31867-88722-115852-274489-191632,15690-14398-27380-8763-12693-5847-1602-6367,10817-12430-7773-8987-11365-14212-8113-20220,4168-2363-3398-1561-3522-4542-2299-5710,2738-1458-4178-4674-1967-1507-1571-1404,hard
10660-19167-482292-13497-47748-4343-19703-23753,13665-14141-17112-29957-60401-10265-15207-19042,73899-34935-41990-28856-37614-49602-59248-174263,95688-142472-31867-88722-115852-274489-191632-118759,14398-27380-8763-12693-5847-1602-6367-22868,12430-7773-8987-11365-14212-8113-20220-8183,2363-3398-1561-3522-4542-2299-5710-2175,1458-4178-4674-1967-1507-1571-1404-1177,hard
19167-482292-13497-47748-4343-19703-23753-24403,14141-17112-29957-60401-10265-15207-19042-14648,34935-41990-28856-37614-49602-59248-174263-61386,142472-31867-88722-115852-274489-191632-118759-180758,27380-8763-12693-5847-1602-6367-22868-16560,7773-8987-11365-14212-8113-20220-8183-16129,3398-1561-3522-4542-2299-5710-2175-2526,4178-4674-1967-1507-1571-1404-1177-2939,hard
482292-13497-47748-4343-19703-23753-24403-9701,17112-29957-60401-10265-15207-19042-14648-11490,41990-28856-37614-49602-59248-174263-61386-19632,31867-88722-115852-274489-191632-118759-180758-141451,8763-12693-5847-1602-6367-22868-16560-12913,8987-11365-14212-8113-20220-8183-16129-13882,1561-3522-4542-2299-5710-2175-2526-2300,4674-1967-1507-1571-1404-1177-2939-3161,easy
13497-47748-4343-19703-23753-24403-9701-18919,29957-60401-10265-15207-19042-14648-11490-5959,28856-37614-49602-59248-174263-61386-19632-12655,88722-115852-274489-191632-118759-180758-141451-74177,12693-5847-1602-6367-22868-16560-12913-13119,11365-14212-8113-20220-8183-16129-13882-16338,3522-4542-2299-5710-2175-2526-2300-2215,1967-1507-1571-1404-1177-2939-3161-3598,easy
47748-4343-19703-23753-24403-9701-18919-13527,60401-10265-15207-19042-14648-11490-5959-9093,37614-49602-59248-174263-61386-19632-12655-33408,115852-274489-191632-118759-180758-141451-74177-71218,5847-1602-6367-22868-16560-12913-13119-4222,14212-8113-20220-8183-16129-13882-16338-20961,4542-2299-5710-2175-2526-2300-2215-2302,1507-1571-1404-1177-2939-3161-3598-3229,hard
4343-19703-23753-24403-9701-18919-13527-25026,10265-15207-19042-14648-11490-5959-9093-10761,49602-59248-174263-61386-19632-12655-33408-59618,274489-191632-118759-180758-141451-74177-71218-113260,1602-6367-22868-16560-12913-13119-4222-13024,8113-20220-8183-16129-13882-16338-20961-9958,2299-5710-2175-2526-2300-2215-2302-2742,1571-1404-1177-2939-3161-3598-3229-2132,hard
19703-23753-24403-9701-18919-13527-25026-189412,15207-19042-14648-11490-5959-9093-10761-11529,59248-174263-61386-19632-12655-33408-59618-49686,191632-118759-180758-141451-74177-71218-113260-58560,6367-22868-16560-12913-13119-4222-13024-7027,20220-8183-16129-13882-16338-20961-9958-4391,5710-2175-2526-2300-2215-2302-2742-3998,1404-1177-2939-3161-3598-3229-2132-4691,easy
23753-24403-9701-18919-13527-25026-189412-38114,19042-14648-11490-5959-9093-10761-11529-19365,174263-61386-19632-12655-33408-59618-49686-5672,118759-180758-141451-74177-71218-113260-58560-1648,22868-16560-12913-13119-4222-13024-7027-1576,8183-16129-13882-16338-20961-9958-4391-926,2175-2526-2300-2215-2302-2742-3998-1177,1177-2939-3161-3598-3229-2132-4691-227,easy
24403-9701-18919-13527-25026-189412-38114-213604,14648-11490-5959-9093-10761-11529-19365-56823,61386-19632-12655-33408-59618-49686-5672-10404,180758-141451-74177-71218-113260-58560-1648-5740,16560-12913-13119-4222-13024-7027-1576-5965,16129-13882-16338-20961-9958-4391-926-2221,2526-2300-2215-2302-2742-3998-1177-1605,2939-3161-3598-3229-2132-4691-227-1265,easy
9701-18919-13527-25026-189412-38114-213604-1515918,11490-5959-9093-10761-11529-19365-56823-67277,19632-12655-33408-59618-49686-5672-10404-5862,141451-74177-71218-113260-58560-1648-5740-8136,12913-13119-4222-13024-7027-1576-5965-8112,13882-16338-20961-9958-4391-926-2221-1978,2300-2215-2302-2742-3998-1177-1605-796,3161-3598-3229-2132-4691-227-1265-1430,easy
18919-13527-25026-189412-38114-213604-1515918-113553,5959-9093-10761-11529-19365-56823-67277-98172,12655-33408-59618-49686-5672-10404-5862-36203,74177-71218-113260-58560-1648-5740-8136-12554,13119-4222-13024-7027-1576-5965-8112-15845,16338-20961-9958-4391-926-2221-1978-12170,2215-2302-2742-3998-1177-1605-796-4099,3598-3229-2132-4691-227-1265-1430-3312,easy
13527-25026-189412-38114-213604-1515918-113553-58435,9093-10761-11529-19365-56823-67277-98172-29043,33408-59618-49686-5672-10404-5862-36203-1285,71218-113260-58560-1648-5740-8136-12554-1550,4222-13024-7027-1576-5965-8112-15845-4417,20961-9958-4391-926-2221-1978-12170-2108,2302-2742-3998-1177-1605-796-4099-405,3229-2132-4691-227-1265-1430-3312-565,hard
25026-189412-38114-213604-1515918-113553-58435-4019,10761-11529-19365-56823-67277-98172-29043-8441,59618-49686-5672-10404-5862-36203-1285-1835,113260-58560-1648-5740-8136-12554-1550-4112,13024-7027-1576-5965-8112-15845-4417-1680,9958-4391-926-2221-1978-12170-2108-2837,2742-3998-1177-1605-796-4099-405-858,2132-4691-227-1265-1430-3312-565-534,hard
189412-38114-213604-1515918-113553-58435-4019-256685,11529-19365-56823-67277-98172-29043-8441-103593,49686-5672-10404-5862-36203-1285-1835-15677,58560-1648-5740-8136-12554-1550-4112-5354,7027-1576-5965-8112-15845-4417-1680-4380,4391-926-2221-1978-12170-2108-2837-3472,3998-1177-1605-796-4099-405-858-830,4691-227-1265-1430-3312-565-534-900,hard
38114-213604-1515918-113553-58435-4019-256685-32292,19365-56823-67277-98172-29043-8441-103593-16079,5672-10404-5862-36203-1285-1835-15677-1664,1648-5740-8136-12554-1550-4112-5354-1072,1576-5965-8112-15845-4417-1680-4380-550,926-2221-1978-12170-2108-2837-3472-2703,1177-1605-796-4099-405-858-830-967,227-1265-1430-3312-565-534-900-923,hard
213604-1515918-113553-58435-4019-256685-32292-211508,56823-67277-98172-29043-8441-103593-16079-15045,10404-5862-36203-1285-1835-15677-1664-654,5740-8136-12554-1550-4112-5354-1072-929,5965-8112-15845-4417-1680-4380-550-1481,2221-1978-12170-2108-2837-3472-2703-571,1605-796-4099-405-858-830-967-119,1265-1430-3312-565-534-900-923-170,hard
1515918-113553-58435-4019-256685-32292-211508-195203,67277-98172-29043-8441-103593-16079-15045-65630,5862-36203-1285-1835-15677-1664-654-11703,8136-12554-1550-4112-5354-1072-929-15415,8112-15845-4417-1680-4380-550-1481-10208,1978-12170-2108-2837-3472-2703-571-13195,796-4099-405-858-830-967-119-2868,1430-3312-565-534-900-923-170-2288,hard
113553-58435-4019-256685-32292-211508-195203-74071,98172-29043-8441-103593-16079-15045-65630-8580,36203-1285-1835-15677-1664-654-11703-4014,12554-1550-4112-5354-1072-929-15415-1934,15845-4417-1680-4380-550-1481-10208-1854,12170-2108-2837-3472-2703-571-13195-2648,4099-405-858-830-967-119-2868-770,3312-565-534-900-923-170-2288-351,hard
58435-4019-256685-32292-211508-195203-74071-84366,29043-8441-103593-16079-15045-65630-8580-91130,1285-1835-15677-1664-654-11703-4014-54354,1550-4112-5354-1072-929-15415-1934-13585,4417-1680-4380-550-1481-10208-1854-19627,2108-2837-3472-2703-571-13195-2648-9450,405-858-830-967-119-2868-770-1109,565-534-900-923-170-2288-351-2758,easy
4019-256685-32292-211508-195203-74071-84366-110023,8441-103593-16079-15045-65630-8580-91130-49127,1835-15677-1664-654-11703-4014-54354-17766,4112-5354-1072-929-15415-1934-13585-2197,1680-4380-550-1481-10208-1854-19627-4384,2837-3472-2703-571-13195-2648-9450-1987,858-830-967-119-2868-770-1109-928,534-900-923-170-2288-351-2758-476,hard
256685-32292-211508-195203-74071-84366-110023-142675,103593-16079-15045-65630-8580-91130-49127-7087,15677-1664-654-11703-4014-54354-17766-445,5354-1072-929-15415-1934-13585-2197-921,4380-550-1481-10208-1854-19627-4384-1199,3472-2703-571-13195-2648-9450-1987-529,830-967-119-2868-770-1109-928-245,900-923-170-2288-351-2758-476-291,hard
32292-211508-195203-74071-84366-110023-142675-16051,16079-15045-65630-8580-91130-49127-7087-7597,1664-654-11703-4014-54354-17766-445-5232,1072-929-15415-1934-13585-2197-921-3638,550-1481-10208-1854-19627-4384-1199-9482,2703-571-13195-2648-9450-1987-529-9101,967-119-2868-770-1109-928-245-15398,923-170-2288-351-2758-476-291-7129,easy
211508-195203-74071-84366-110023-142675-16051-594431,15045-65630-8580-91130-49127-7087-7597-34625,654-11703-4014-54354-17766-445-5232-1051,929-15415-1934-13585-2197-921-3638-4983,1481-10208-1854-19627-4384-1199-9482-17407,571-13195-2648-9450-1987-529-9101-7947,119-2868-770-1109-928-245-15398-5299,170-2288-351-2758-476-291-7129-2559,hard
195203-74071-84366-110023-142675-16051-594431-783091,65630-8580-91130-49127-7087-7597-34625-297718,11703-4014-54354-17766-445-5232-1051-106872,15415-1934-13585-2197-921-3638-4983-2980,10208-1854-19627-4384-1199-9482-17407-12232,13195-2648-9450-1987-529-9101-7947-8340,2868-770-1109-928-245-15398-5299-29630,2288-351-2758-476-291-7129-2559-6560,hard
74071-84366-110023-142675-16051-594431-783091-1123772,8580-91130-49127-7087-7597-34625-297718-79070,4014-54354-17766-445-5232-1051-106872-328045,1934-13585-2197-921-3638-4983-2980-25906,1854-19627-4384-1199-9482-17407-12232-16557,2648-9450-1987-529-9101-7947-8340-17806,770-1109-928-245-15398-5299-29630-5260,351-2758-476-291-7129-2559-6560-19877,hard
84366-110023-142675-16051-594431-783091-1123772-581676,91130-49127-7087-7597-34625-297718-79070-86914,54354-17766-445-5232-1051-106872-328045-35373,13585-2197-921-3638-4983-2980-25906-78016,19627-4384-1199-9482-17407-12232-16557-16858,9450-1987-529-9101-7947-8340-17806-10788,1109-928-245-15398-5299-29630-5260-6237,2758-476-291-7129-2559-6560-19877-10616,hard
110023-142675-16051-594431-783091-1123772-581676-91627,49127-7087-7597-34625-297718-79070-86914-4012,17766-445-5232-1051-106872-328045-35373-3276,2197-921-3638-4983-2980-25906-78016-26534,4384-1199-9482-17407-12232-16557-16858-4678,1987-529-9101-7947-8340-17806-10788-3867,928-245-15398-5299-29630-5260-6237-1567,476-291-7129-2559-6560-19877-10616-1849,hard
142675-16051-594431-783091-1123772-581676-91627-89837,7087-7597-34625-297718-79070-86914-4012-11120,445-5232-1051-106872-328045-35373-3276-118029,921-3638-4983-2980-25906-78016-26534-74666,1199-9482-17407-12232-16557-16858-4678-8151,529-9101-7947-8340-17806-10788-3867-14160,245-15398-5299-29630-5260-6237-1567-7676,291-7129-2559-6560-19877-10616-1849-8817,hard
16051-594431-783091-1123772-581676-91627-89837-37341,7597-34625-297718-79070-86914-4012-11120-29749,5232-1051-106872-328045-35373-3276-118029-37357,3638-4983-2980-25906-78016-26534-74666-107578,9482-17407-12232-16557-16858-4678-8151-10842,9101-7947-8340-17806-10788-3867-14160-8894,15398-5299-29630-5260-6237-1567-7676-5465,7129-2559-6560-19877-10616-1849-8817-4254,hard
594431-783091-1123772-581676-91627-89837-37341-19321,34625-297718-79070-86914-4012-11120-29749-2978,1051-106872-328045-35373-3276-118029-37357-44242,4983-2980-25906-78016-26534-74666-107578-36767,17407-12232-16557-16858-4678-8151-10842-12104,7947-8340-17806-10788-3867-14160-8894-28664,5299-29630-5260-6237-1567-7676-5465-8734,2559-6560-19877-10616-1849-8817-4254-11119,hard
783091-1123772-581676-91627-89837-37341-19321-10054,297718-79070-86914-4012-11120-29749-2978-23319,106872-328045-35373-3276-118029-37357-44242-129323,2980-25906-78016-26534-74666-107578-36767-126693,12232-16557-16858-4678-8151-10842-12104-8909,8340-17806-10788-3867-14160-8894-28664-10193,29630-5260-6237-1567-7676-5465-8734-3558,6560-19877-10616-1849-8817-4254-11119-7652,hard
1123772-581676-91627-89837-37341-19321-10054-35384,79070-86914-4012-11120-29749-2978-23319-11101,328045-35373-3276-118029-37357-44242-129323-104141,25906-78016-26534-74666-107578-36767-126693-134618,16557-16858-4678-8151-10842-12104-8909-22493,17806-10788-3867-14160-8894-28664-10193-16360,5260-6237-1567-7676-5465-8734-3558-5530,19877-10616-1849-8817-4254-11119-7652-4426,hard
581676-91627-89837-37341-19321-10054-35384-650249,86914-4012-11120-29749-2978-23319-11101-103664,35373-3276-118029-37357-44242-129323-104141-7462,78016-26534-74666-107578-36767-126693-134618-17234,16858-4678-8151-10842-12104-8909-22493-11075,10788-3867-14160-8894-28664-10193-16360-12629,6237-1567-7676-5465-8734-3558-5530-8811,10616-1849-8817-4254-11119-7652-4426-8479,hard
91627-89837-37341-19321-10054-35384-650249-9813,4012-11120-29749-2978-23319-11101-103664-16030,3276-118029-37357-44242-129323-104141-7462-4333,26534-74666-107578-36767-126693-134618-17234-11165,4678-8151-10842-12104-8909-22493-11075-9352,3867-14160-8894-28664-10193-16360-12629-12048,1567-7676-5465-8734-3558-5530-8811-5847,1849-8817-4254-11119-7652-4426-8479-5664,hard
89837-37341-19321-10054-35384-650249-9813-254775,11120-29749-2978-23319-11101-103664-16030-7223,118029-37357-44242-129323-104141-7462-4333-5039,74666-107578-36767-126693-134618-17234-11165-24197,8151-10842-12104-8909-22493-11075-9352-4748,14160-8894-28664-10193-16360-12629-12048-4982,7676-5465-8734-3558-5530-8811-5847-599,8817-4254-11119-7652-4426-8479-5664-696,hard
37341-19321-10054-35384-650249-9813-254775-5298,29749-2978-23319-11101-103664-16030-7223-574,37357-44242-129323-104141-7462-4333-5039-30681,107578-36767-126693-134618-17234-11165-24197-10423,10842-12104-8909-22493-11075-9352-4748-3088,8894-28664-10193-16360-12629-12048-4982-1404,5465-8734-3558-5530-8811-5847-599-850,4254-11119-7652-4426-8479-5664-696-987,hard
19321-10054-35384-650249-9813-254775-5298-24258,2978-23319-11101-103664-16030-7223-574-11173,44242-129323-104141-7462-4333-5039-30681-26658,36767-126693-134618-17234-11165-24197-10423-61309,12104-8909-22493-11075-9352-4748-3088-6501,28664-10193-16360-12629-12048-4982-1404-14086,8734-3558-5530-8811-5847-599-850-2322,11119-7652-4426-8479-5664-696-987-4620,hard
10054-35384-650249-9813-254775-5298-24258-41155,23319-11101-103664-16030-7223-574-11173-8983,129323-104141-7462-4333-5039-30681-26658-85889,126693-134618-17234-11165-24197-10423-61309-36537,8909-22493-11075-9352-4748-3088-6501-2688,10193-16360-12629-12048-4982-1404-14086-8841,3558-5530-8811-5847-599-850-2322-2386,7652-4426-8479-5664-696-987-4620-3666,hard
35384-650249-9813-254775-5298-24258-41155-8696,11101-103664-16030-7223-574-11173-8983-29787,104141-7462-4333-5039-30681-26658-85889-22150,134618-17234-11165-24197-10423-61309-36537-170044,22493-11075-9352-4748-3088-6501-2688-4932,16360-12629-12048-4982-1404-14086-8841-7571,5530-8811-5847-599-850-2322-2386-3780,4426-8479-5664-696-987-4620-3666-2674,hard
650249-9813-254775-5298-24258-41155-8696-15077,103664-16030-7223-574-11173-8983-29787-30436,7462-4333-5039-30681-26658-85889-22150-27162,17234-11165-24197-10423-61309-36537-170044-59128,11075-9352-4748-3088-6501-2688-4932-4137,12629-12048-4982-1404-14086-8841-7571-16495,8811-5847-599-850-2322-2386-3780-2748,8479-5664-696-987-4620-3666-2674-1222,hard
9813-254775-5298-24258-41155-8696-15077-11879,16030-7223-574-11173-8983-29787-30436-18565,4333-5039-30681-26658-85889-22150-27162-48979,11165-24197-10423-61309-36537-170044-59128-63216,9352-4748-3088-6501-2688-4932-4137-5067,12048-4982-1404-14086-8841-7571-16495-10750,5847-599-850-2322-2386-3780-2748-2624,5664-696-987-4620-3666-2674-1222-1510,hard
254775-5298-24258-41155-8696-15077-11879-9853,7223-574-11173-8983-29787-30436-18565-37857,5039-30681-26658-85889-22150-27162-48979-24101,24197-10423-61309-36537-170044-59128-63216-69794,4748-3088-6501-2688-4932-4137-5067-3911,4982-1404-14086-8841-7571-16495-10750-8042,599-850-2322-2386-3780-2748-2624-3289,696-987-4620-3666-2674-1222-1510-3528,hard
5298-24258-41155-8696-15077-11879-9853-3160,574-11173-8983-29787-30436-18565-37857-7984,30681-26658-85889-22150-27162-48979-24101-161871,10423-61309-36537-170044-59128-63216-69794-260779,3088-6501-2688-4932-4137-5067-3911-14373,1404-14086-8841-7571-16495-10750-8042-12259,850-2322-2386-3780-2748-2624-3289-2930,987-4620-3666-2674-1222-1510-3528-1140,hard
24258-41155-8696-15077-11879-9853-3160-34491,11173-8983-29787-30436-18565-37857-7984-13597,26658-85889-22150-27162-48979-24101-161871-31217,61309-36537-170044-59128-63216-69794-260779-86900,6501-2688-4932-4137-5067-3911-14373-7135,14086-8841-7571-16495-10750-8042-12259-9419,2322-2386-3780-2748-2624-3289-2930-3820,4620-3666-2674-1222-1510-3528-1140-1406,hard
41155-8696-15077-11879-9853-3160-34491-20609,8983-29787-30436-18565-37857-7984-13597-12712,85889-22150-27162-48979-24101-161871-31217-97765,36537-170044-59128-63216-69794-260779-86900-157177,2688-4932-4137-5067-3911-14373-7135-11538,8841-7571-16495-10750-8042-12259-9419-5795,2386-3780-2748-2624-3289-2930-3820-2334,3666-2674-1222-1510-3528-1140-1406-2966,hard
8696-15077-11879-9853-3160-34491-20609-65416,29787-30436-18565-37857-7984-13597-12712-25250,22150-27162-48979-24101-161871-31217-97765-15406,170044-59128-63216-69794-260779-86900-157177-19073,4932-4137-5067-3911-14373-7135-11538-7893,7571-16495-10750-8042-12259-9419-5795-5825,3780-2748-2624-3289-2930-3820-2334-2833,2674-1222-1510-3528-1140-1406-2966-3267,hard
15077-11879-9853-3160-34491-20609-65416-3383,30436-18565-37857-7984-13597-12712-25250-9326,27162-48979-24101-161871-31217-97765-15406-41237,59128-63216-69794-260779-86900-157177-19073-106401,4137-5067-3911-14373-7135-11538-7893-3527,16495-10750-8042-12259-9419-5795-5825-7126,2748-2624-3289-2930-3820-2334-2833-2522,1222-1510-3528-1140-1406-2966-3267-1451,hard
11879-9853-3160-34491-20609-65416-3383-17452,18565-37857-7984-13597-12712-25250-9326-24480,48979-24101-161871-31217-97765-15406-41237-83178,63216-69794-260779-86900-157177-19073-106401-159508,5067-3911-14373-7135-11538-7893-3527-2698,10750-8042-12259-9419-5795-5825-7126-10383,2624-3289-2930-3820-2334-2833-2522-3807,1510-3528-1140-1406-2966-3267-1451-2818,hard
9853-3160-34491-20609-65416-3383-17452-11121,37857-7984-13597-12712-25250-9326-24480-9850,24101-161871-31217-97765-15406-41237-83178-143025,69794-260779-86900-157177-19073-106401-159508-47779,3911-14373-7135-11538-7893-3527-2698-26397,8042-12259-9419-5795-5825-7126-10383-14365,3289-2930-3820-2334-2833-2522-3807-4893,3528-1140-1406-2966-3267-1451-2818-1960,hard
3160-34491-20609-65416-3383-17452-11121-54217,7984-13597-12712-25250-9326-24480-9850-15359,161871-31217-97765-15406-41237-83178-143025-121588,260779-86900-157177-19073-106401-159508-47779-12664,14373-7135-11538-7893-3527-2698-26397-12821,12259-9419-5795-5825-7126-10383-14365-6052,2930-3820-2334-2833-2522-3807-4893-3710,1140-1406-2966-3267-1451-2818-1960-1532,hard
34491-20609-65416-3383-17452-11121-54217-5503,13597-12712-25250-9326-24480-9850-15359-4650,31217-97765-15406-41237-83178-143025-121588-14584,86900-157177-19073-106401-159508-47779-12664-78519,7135-11538-7893-3527-2698-26397-12821-11298,9419-5795-5825-7126-10383-14365-6052-8615,3820-2334-2833-2522-3807-4893-3710-1427,1406-2966-3267-1451-2818-1960-1532-1607,hard
20609-65416-3383-17452-11121-54217-5503-20408,12712-25250-9326-24480-9850-15359-4650-42821,97765-15406-41237-83178-143025-121588-14584-93863,157177-19073-106401-159508-47779-12664-78519-85912,11538-7893-3527-2698-26397-12821-11298-6935,5795-5825-7126-10383-14365-6052-8615-7180,2334-2833-2522-3807-4893-3710-1427-3371,2966-3267-1451-2818-1960-1532-1607-1706,hard
65416-3383-17452-11121-54217-5503-20408-36076,25250-9326-24480-9850-15359-4650-42821-72479,15406-41237-83178-143025-121588-14584-93863-62620,19073-106401-159508-47779-12664-78519-85912-91225,7893-3527-2698-26397-12821-11298-6935-4455,5825-7126-10383-14365-6052-8615-7180-12170,2833-2522-3807-4893-3710-1427-3371-3884,3267-1451-2818-1960-1532-1607-1706-2131,hard
3383-17452-11121-54217-5503-20408-36076-65898,9326-24480-9850-15359-4650-42821-72479-48923,41237-83178-143025-121588-14584-93863-62620-28151,106401-159508-47779-12664-78519-85912-91225-154594,3527-2698-26397-12821-11298-6935-4455-7464,7126-10383-14365-6052-8615-7180-12170-10643,2522-3807-4893-3710-1427-3371-3884-2429,1451-2818-1960-1532-1607-1706-2131-3222,hard
17452-11121-54217-5503-20408-36076-65898-7476,24480-9850-15359-4650-42821-72479-48923-15982,83178-143025-121588-14584-93863-62620-28151-71496,159508-47779-12664-78519-85912-91225-154594-30590,2698-26397-12821-11298-6935-4455-7464-14282,10383-14365-6052-8615-7180-12170-10643-9659,3807-4893-3710-1427-3371-3884-2429-2890,2818-1960-1532-1607-1706-2131-3222-2246,hard
11121-54217-5503-20408-36076-65898-7476-30578,9850-15359-4650-42821-72479-48923-15982-30665,143025-121588-14584-93863-62620-28151-71496-64518,47779-12664-78519-85912-91225-154594-30590-44874,26397-12821-11298-6935-4455-7464-14282-3545,14365-6052-8615-7180-12170-10643-9659-3657,4893-3710-1427-3371-3884-2429-2890-1641,1960-1532-1607-1706-2131-3222-2246-2137,hard
54217-5503-20408-36076-65898-7476-30578-34107,15359-4650-42821-72479-48923-15982-30665-11819,121588-14584-93863-62620-28151-71496-64518-4325,12664-78519-85912-91225-154594-30590-44874-7862,12821-11298-6935-4455-7464-14282-3545-11868,6052-8615-7180-12170-10643-9659-3657-11098,3710-1427-3371-3884-2429-2890-1641-3279,1532-1607-1706-2131-3222-2246-2137-4227,hard
5503-20408-36076-65898-7476-30578-34107-93555,4650-42821-72479-48923-15982-30665-11819-23787,14584-93863-62620-28151-71496-64518-4325-8835,78519-85912-91225-154594-30590-44874-7862-90100,11298-6935-4455-7464-14282-3545-11868-1902,8615-7180-12170-10643-9659-3657-11098-14039,1427-3371-3884-2429-2890-1641-3279-3670,1607-1706-2131-3222-2246-2137-4227-4149,easy
20408-36076-65898-7476-30578-34107-93555-17475,42821-72479-48923-15982-30665-11819-23787-19936,93863-62620-28151-71496-64518-4325-8835-51773,85912-91225-154594-30590-44874-7862-90100-78215,6935-4455-7464-14282-3545-11868-1902-4282,7180-12170-10643-9659-3657-11098-14039-11388,3371-3884-2429-2890-1641-3279-3670-3304,1706-2131-3222-2246-2137-4227-4149-1982,easy
36076-65898-7476-30578-34107-93555-17475-11582,72479-48923-15982-30665-11819-23787-19936-5467,62620-28151-71496-64518-4325-8835-51773-137095,91225-154594-30590-44874-7862-90100-78215-156044,4455-7464-14282-3545-11868-1902-4282-11701,12170-10643-9659-3657-11098-14039-11388-6922,3884-2429-2890-1641-3279-3670-3304-3957,2131-3222-2246-2137-4227-4149-1982-1748,easy
65898-7476-30578-34107-93555-17475-11582-5944,48923-15982-30665-11819-23787-19936-5467-11848,28151-71496-64518-4325-8835-51773-137095-64283,154594-30590-44874-7862-90100-78215-156044-123886,7464-14282-3545-11868-1902-4282-11701-5240,10643-9659-3657-11098-14039-11388-6922-10123,2429-2890-1641-3279-3670-3304-3957-4014,3222-2246-2137-4227-4149-1982-1748-3280,easy
7476-30578-34107-93555-17475-11582-5944-9201,15982-30665-11819-23787-19936-5467-11848-43973,71496-64518-4325-8835-51773-137095-64283-25680,30590-44874-7862-90100-78215-156044-123886-86880,14282-3545-11868-1902-4282-11701-5240-7420,9659-3657-11098-14039-11388-6922-10123-5694,2890-1641-3279-3670-3304-3957-4014-1907,2246-2137-4227-4149-1982-1748-3280-2269,easy
30578-34107-93555-17475-11582-5944-9201-18862,30665-11819-23787-19936-5467-11848-43973-11373,64518-4325-8835-51773-137095-64283-25680-6244,44874-7862-90100-78215-156044-123886-86880-136451,3545-11868-1902-4282-11701-5240-7420-9511,3657-11098-14039-11388-6922-10123-5694-8480,1641-3279-3670-3304-3957-4014-1907-5423,2137-4227-4149-1982-1748-3280-2269-3146,easy
34107-93555-17475-11582-5944-9201-18862-12172,11819-23787-19936-5467-11848-43973-11373-29662,4325-8835-51773-137095-64283-25680-6244-11732,7862-90100-78215-156044-123886-86880-136451-169769,11868-1902-4282-11701-5240-7420-9511-10684,11098-14039-11388-6922-10123-5694-8480-12171,3279-3670-3304-3957-4014-1907-5423-3678,4227-4149-1982-1748-3280-2269-3146-3336,easy
93555-17475-11582-5944-9201-18862-12172-43039,23787-19936-5467-11848-43973-11373-29662-14055,8835-51773-137095-64283-25680-6244-11732-68048,90100-78215-156044-123886-86880-136451-169769-156536,1902-4282-11701-5240-7420-9511-10684-10846,14039-11388-6922-10123-5694-8480-12171-10976,3670-3304-3957-4014-1907-5423-3678-3864,4149-1982-1748-3280-2269-3146-3336-1398,easy
17475-11582-5944-9201-18862-12172-43039-46822,19936-5467-11848-43973-11373-29662-14055-10078,51773-137095-64283-25680-6244-11732-68048-19142,78215-156044-123886-86880-136451-169769-156536-9715,4282-11701-5240-7420-9511-10684-10846-9122,11388-6922-10123-5694-8480-12171-10976-8840,3304-3957-4014-1907-5423-3678-3864-2493,1982-1748-3280-2269-3146-3336-1398-1040,easy
11582-5944-9201-18862-12172-43039-46822-142553,5467-11848-43973-11373-29662-14055-10078-32372,137095-64283-25680-6244-11732-68048-19142-18894,156044-123886-86880-136451-169769-156536-9715-5551,11701-5240-7420-9511-10684-10846-9122-9696,6922-10123-5694-8480-12171-10976-8840-3429,3957-4014-1907-5423-3678-3864-2493-1720,1748-3280-2269-3146-3336-1398-1040-420,easy
5944-9201-18862-12172-43039-46822-142553-242084,11848-43973-11373-29662-14055-10078-32372-13141,64283-25680-6244-11732-68048-19142-18894-4910,123886-86880-136451-169769-156536-9715-5551-2136,5240-7420-9511-10684-10846-9122-9696-3958,10123-5694-8480-12171-10976-8840-3429-1365,4014-1907-5423-3678-3864-2493-1720-1250,3280-2269-3146-3336-1398-1040-420-539,easy
9201-18862-12172-43039-46822-142553-242084-97526,43973-11373-29662-14055-10078-32372-13141-31153,25680-6244-11732-68048-19142-18894-4910-19458,86880-136451-169769-156536-9715-5551-2136-418,7420-9511-10684-10846-9122-9696-3958-22122,5694-8480-12171-10976-8840-3429-1365-8718,1907-5423-3678-3864-2493-1720-1250-4913,2269-3146-3336-1398-1040-420-539-4003,easy
18862-12172-43039-46822-142553-242084-97526-220849,11373-29662-14055-10078-32372-13141-31153-23066,6244-11732-68048-19142-18894-4910-19458-16339,136451-169769-156536-9715-5551-2136-418-1930,9511-10684-10846-9122-9696-3958-22122-7505,8480-12171-10976-8840-3429-1365-8718-2186,5423-3678-3864-2493-1720-1250-4913-791,3146-3336-1398-1040-420-539-4003-391,easy
12172-43039-46822-142553-242084-97526-220849-80896,29662-14055-10078-32372-13141-31153-23066-31294,11732-68048-19142-18894-4910-19458-16339-1796,169769-156536-9715-5551-2136-418-1930-1722,10684-10846-9122-9696-3958-22122-7505-3096,12171-10976-8840-3429-1365-8718-2186-2958,3678-3864-2493-1720-1250-4913-791-704,3336-1398-1040-420-539-4003-391-1894,easy
