delta,midgamma,lowgamma,theta,highalpha,lowalpha,highbeta,lowbeta,state
667649-813840-769692-1452456-115138-121319-1187232-792369,29300-175462-57346-115201-54893-127061-95913-365359,6146-73764-31964-34629-37055-35588-3977-17240,2459-10029-30309-11955-22083-25499-5713-48973,14838-65284-26735-8269-13310-13337-14485-39242,10568-30854-43693-16529-43346-66446-22540-34298,7216-30238-9710-17414-36719-15671-13170-28299,8451-20908-11812-4871-10835-23869-2988-29559,easy
813840-769692-1452456-115138-121319-1187232-792369-15021,175462-57346-115201-54893-127061-95913-365359-29850,73764-31964-34629-37055-35588-3977-17240-13616,10029-30309-11955-22083-25499-5713-48973-36547,65284-26735-8269-13310-13337-14485-39242-14214,30854-43693-16529-43346-66446-22540-34298-42629,30238-9710-17414-36719-15671-13170-28299-27040,20908-11812-4871-10835-23869-2988-29559-10032,easy
769692-1452456-115138-121319-1187232-792369-15021-129055,57346-115201-54893-127061-95913-365359-29850-48456,31964-34629-37055-35588-3977-17240-13616-16722,30309-11955-22083-25499-5713-48973-36547-17868,26735-8269-13310-13337-14485-39242-14214-28215,43693-16529-43346-66446-22540-34298-42629-24345,9710-17414-36719-15671-13170-28299-27040-24276,11812-4871-10835-23869-2988-29559-10032-24332,easy
1452456-115138-121319-1187232-792369-15021-129055-16564,115201-54893-127061-95913-365359-29850-48456-46237,34629-37055-35588-3977-17240-13616-16722-45379,11955-22083-25499-5713-48973-36547-17868-7879,8269-13310-13337-14485-39242-14214-28215-26917,16529-43346-66446-22540-34298-42629-24345-41805,17414-36719-15671-13170-28299-27040-24276-27618,4871-10835-23869-2988-29559-10032-24332-10126,easy
115138-121319-1187232-792369-15021-129055-16564-2190443,54893-127061-95913-365359-29850-48456-46237-225897,37055-35588-3977-17240-13616-16722-45379-3897,22083-25499-5713-48973-36547-17868-7879-27184,13310-13337-14485-39242-14214-28215-26917-33119,43346-66446-22540-34298-42629-24345-41805-22673,36719-15671-13170-28299-27040-24276-27618-26894,10835-23869-2988-29559-10032-24332-10126-25781,easy
121319-1187232-792369-15021-129055-16564-2190443-577495,127061-95913-365359-29850-48456-46237-225897-1289467,35588-3977-17240-13616-16722-45379-3897-101144,25499-5713-48973-36547-17868-7879-27184-237089,13337-14485-39242-14214-28215-26917-33119-58941,66446-22540-34298-42629-24345-41805-22673-94444,15671-13170-28299-27040-24276-27618-26894-107135,23869-2988-29559-10032-24332-10126-25781-45121,easy
1187232-792369-15021-129055-16564-2190443-577495-191192,95913-365359-29850-48456-46237-225897-1289467-133234,3977-17240-13616-16722-45379-3897-101144-10172,5713-48973-36547-17868-7879-27184-237089-891,14485-39242-14214-28215-26917-33119-58941-13997,22540-34298-42629-24345-41805-22673-94444-17238,13170-28299-27040-24276-27618-26894-107135-15073,2988-29559-10032-24332-10126-25781-45121-14418,easy
792369-15021-129055-16564-2190443-577495-191192-965792,365359-29850-48456-46237-225897-1289467-133234-156147,17240-13616-16722-45379-3897-101144-10172-12344,48973-36547-17868-7879-27184-237089-891-12362,39242-14214-28215-26917-33119-58941-13997-15387,34298-42629-24345-41805-22673-94444-17238-11854,28299-27040-24276-27618-26894-107135-15073-11650,29559-10032-24332-10126-25781-45121-14418-11382,easy
15021-129055-16564-2190443-577495-191192-965792-666900,29850-48456-46237-225897-1289467-133234-156147-80831,13616-16722-45379-3897-101144-10172-12344-75147,36547-17868-7879-27184-237089-891-12362-14703,14214-28215-26917-33119-58941-13997-15387-9734,42629-24345-41805-22673-94444-17238-11854-12937,27040-24276-27618-26894-107135-15073-11650-11362,10032-24332-10126-25781-45121-14418-11382-5941,easy
129055-16564-2190443-577495-191192-965792-666900-27966,48456-46237-225897-1289467-133234-156147-80831-25922,16722-45379-3897-101144-10172-12344-75147-13092,17868-7879-27184-237089-891-12362-14703-4994,28215-26917-33119-58941-13997-15387-9734-18912,24345-41805-22673-94444-17238-11854-12937-39922,24276-27618-26894-107135-15073-11650-11362-35853,24332-10126-25781-45121-14418-11382-5941-42781,easy
16564-2190443-577495-191192-965792-666900-27966-341582,46237-225897-1289467-133234-156147-80831-25922-11853,45379-3897-101144-10172-12344-75147-13092-20446,7879-27184-237089-891-12362-14703-4994-25612,26917-33119-58941-13997-15387-9734-18912-10116,41805-22673-94444-17238-11854-12937-39922-108729,27618-26894-107135-15073-11650-11362-35853-48139,10126-25781-45121-14418-11382-5941-42781-11527,easy
2190443-577495-191192-965792-666900-27966-341582-659203,225897-1289467-133234-156147-80831-25922-11853-292872,3897-101144-10172-12344-75147-13092-20446-61849,27184-237089-891-12362-14703-4994-25612-34277,33119-58941-13997-15387-9734-18912-10116-69150,22673-94444-17238-11854-12937-39922-108729-38538,26894-107135-15073-11650-11362-35853-48139-25292,25781-45121-14418-11382-5941-42781-11527-22881,easy
577495-191192-965792-666900-27966-341582-659203-917738,1289467-133234-156147-80831-25922-11853-292872-85613,101144-10172-12344-75147-13092-20446-61849-35603,237089-891-12362-14703-4994-25612-34277-10823,58941-13997-15387-9734-18912-10116-69150-5462,94444-17238-11854-12937-39922-108729-38538-29870,107135-15073-11650-11362-35853-48139-25292-15044,45121-14418-11382-5941-42781-11527-22881-7231,easy
191192-965792-666900-27966-341582-659203-917738-362855,133234-156147-80831-25922-11853-292872-85613-10566,10172-12344-75147-13092-20446-61849-35603-2952,891-12362-14703-4994-25612-34277-10823-2906,13997-15387-9734-18912-10116-69150-5462-4666,17238-11854-12937-39922-108729-38538-29870-4412,15073-11650-11362-35853-48139-25292-15044-3371,14418-11382-5941-42781-11527-22881-7231-2855,easy
965792-666900-27966-341582-659203-917738-362855-889781,156147-80831-25922-11853-292872-85613-10566-456492,12344-75147-13092-20446-61849-35603-2952-141760,12362-14703-4994-25612-34277-10823-2906-157979,15387-9734-18912-10116-69150-5462-4666-16905,11854-12937-39922-108729-38538-29870-4412-29231,11650-11362-35853-48139-25292-15044-3371-18443,11382-5941-42781-11527-22881-7231-2855-17424,easy
666900-27966-341582-659203-917738-362855-889781-1059248,80831-25922-11853-292872-85613-10566-456492-456225,75147-13092-20446-61849-35603-2952-141760-16737,14703-4994-25612-34277-10823-2906-157979-32101,9734-18912-10116-69150-5462-4666-16905-46670,12937-39922-108729-38538-29870-4412-29231-70013,11362-35853-48139-25292-15044-3371-18443-33342,5941-42781-11527-22881-7231-2855-17424-25446,easy
27966-341582-659203-917738-362855-889781-1059248-1920579,25922-11853-292872-85613-10566-456492-456225-1507218,13092-20446-61849-35603-2952-141760-16737-82467,4994-25612-34277-10823-2906-157979-32101-24450,18912-10116-69150-5462-4666-16905-46670-13856,39922-108729-38538-29870-4412-29231-70013-60119,35853-48139-25292-15044-3371-18443-33342-59809,42781-11527-22881-7231-2855-17424-25446-49968,easy
341582-659203-917738-362855-889781-1059248-1920579-1052309,11853-292872-85613-10566-456492-456225-1507218-151379,20446-61849-35603-2952-141760-16737-82467-34821,25612-34277-10823-2906-157979-32101-24450-85570,10116-69150-5462-4666-16905-46670-13856-144819,108729-38538-29870-4412-29231-70013-60119-37318,48139-25292-15044-3371-18443-33342-59809-35457,11527-22881-7231-2855-17424-25446-49968-45129,easy
659203-917738-362855-889781-1059248-1920579-1052309-43158,292872-85613-10566-456492-456225-1507218-151379-2018,61849-35603-2952-141760-16737-82467-34821-1488,34277-10823-2906-157979-32101-24450-85570-2338,69150-5462-4666-16905-46670-13856-144819-1253,38538-29870-4412-29231-70013-60119-37318-3284,25292-15044-3371-18443-33342-59809-35457-1289,22881-7231-2855-17424-25446-49968-45129-806,easy
917738-362855-889781-1059248-1920579-1052309-43158-73686,85613-10566-456492-456225-1507218-151379-2018-18056,35603-2952-141760-16737-82467-34821-1488-422,10823-2906-157979-32101-24450-85570-2338-2688,5462-4666-16905-46670-13856-144819-1253-3736,29870-4412-29231-70013-60119-37318-3284-3380,15044-3371-18443-33342-59809-35457-1289-1899,7231-2855-17424-25446-49968-45129-806-1707,easy
362855-889781-1059248-1920579-1052309-43158-73686-232326,10566-456492-456225-1507218-151379-2018-18056-26025,2952-141760-16737-82467-34821-1488-422-15883,2906-157979-32101-24450-85570-2338-2688-5467,4666-16905-46670-13856-144819-1253-3736-8063,4412-29231-70013-60119-37318-3284-3380-12279,3371-18443-33342-59809-35457-1289-1899-12881,2855-17424-25446-49968-45129-806-1707-7443,hard
889781-1059248-1920579-1052309-43158-73686-232326-479571,456492-456225-1507218-151379-2018-18056-26025-79537,141760-16737-82467-34821-1488-422-15883-14620,157979-32101-24450-85570-2338-2688-5467-4970,16905-46670-13856-144819-1253-3736-8063-10274,29231-70013-60119-37318-3284-3380-12279-8373,18443-33342-59809-35457-1289-1899-12881-9033,17424-25446-49968-45129-806-1707-7443-3646,hard
1059248-1920579-1052309-43158-73686-232326-479571-137119,456225-1507218-151379-2018-18056-26025-79537-7214,16737-82467-34821-1488-422-15883-14620-8681,32101-24450-85570-2338-2688-5467-4970-7784,46670-13856-144819-1253-3736-8063-10274-1285,70013-60119-37318-3284-3380-12279-8373-17639,33342-59809-35457-1289-1899-12881-9033-10499,25446-49968-45129-806-1707-7443-3646-3828,hard
1920579-1052309-43158-73686-232326-479571-137119-492831,1507218-151379-2018-18056-26025-79537-7214-45096,82467-34821-1488-422-15883-14620-8681-17217,24450-85570-2338-2688-5467-4970-7784-4991,13856-144819-1253-3736-8063-10274-1285-3451,60119-37318-3284-3380-12279-8373-17639-20904,59809-35457-1289-1899-12881-9033-10499-20332,49968-45129-806-1707-7443-3646-3828-8696,hard
1052309-43158-73686-232326-479571-137119-492831-1027027,151379-2018-18056-26025-79537-7214-45096-45423,34821-1488-422-15883-14620-8681-17217-5047,85570-2338-2688-5467-4970-7784-4991-19701,144819-1253-3736-8063-10274-1285-3451-10033,37318-3284-3380-12279-8373-17639-20904-36886,35457-1289-1899-12881-9033-10499-20332-84273,45129-806-1707-7443-3646-3828-8696-13410,easy
43158-73686-232326-479571-137119-492831-1027027-286726,2018-18056-26025-79537-7214-45096-45423-10975,1488-422-15883-14620-8681-17217-5047-6930,2338-2688-5467-4970-7784-4991-19701-8203,1253-3736-8063-10274-1285-3451-10033-6120,3284-3380-12279-8373-17639-20904-36886-12660,1289-1899-12881-9033-10499-20332-84273-6966,806-1707-7443-3646-3828-8696-13410-4056,easy
73686-232326-479571-137119-492831-1027027-286726-1319710,18056-26025-79537-7214-45096-45423-10975-116344,422-15883-14620-8681-17217-5047-6930-11829,2688-5467-4970-7784-4991-19701-8203-4919,3736-8063-10274-1285-3451-10033-6120-16295,3380-12279-8373-17639-20904-36886-12660-9025,1899-12881-9033-10499-20332-84273-6966-5835,1707-7443-3646-3828-8696-13410-4056-11709,easy
232326-479571-137119-492831-1027027-286726-1319710-459811,26025-79537-7214-45096-45423-10975-116344-139040,15883-14620-8681-17217-5047-6930-11829-29249,5467-4970-7784-4991-19701-8203-4919-14566,8063-10274-1285-3451-10033-6120-16295-16007,12279-8373-17639-20904-36886-12660-9025-63291,12881-9033-10499-20332-84273-6966-5835-44064,7443-3646-3828-8696-13410-4056-11709-17877,easy
479571-137119-492831-1027027-286726-1319710-459811-1029544,79537-7214-45096-45423-10975-116344-139040-425177,14620-8681-17217-5047-6930-11829-29249-104820,4970-7784-4991-19701-8203-4919-14566-15876,10274-1285-3451-10033-6120-16295-16007-17199,8373-17639-20904-36886-12660-9025-63291-16560,9033-10499-20332-84273-6966-5835-44064-29105,3646-3828-8696-13410-4056-11709-17877-62013,easy
137119-492831-1027027-286726-1319710-459811-1029544-885738,7214-45096-45423-10975-116344-139040-425177-103567,8681-17217-5047-6930-11829-29249-104820-20049,7784-4991-19701-8203-4919-14566-15876-28087,1285-3451-10033-6120-16295-16007-17199-41579,17639-20904-36886-12660-9025-63291-16560-40243,10499-20332-84273-6966-5835-44064-29105-22820,3828-8696-13410-4056-11709-17877-62013-12739,easy
492831-1027027-286726-1319710-459811-1029544-885738-1675505,45096-45423-10975-116344-139040-425177-103567-1085856,17217-5047-6930-11829-29249-104820-20049-100015,4991-19701-8203-4919-14566-15876-28087-109925,3451-10033-6120-16295-16007-17199-41579-102696,20904-36886-12660-9025-63291-16560-40243-26284,20332-84273-6966-5835-44064-29105-22820-28692,8696-13410-4056-11709-17877-62013-12739-15747,easy
1027027-286726-1319710-459811-1029544-885738-1675505-1388287,45423-10975-116344-139040-425177-103567-1085856-140802,5047-6930-11829-29249-104820-20049-100015-11716,19701-8203-4919-14566-15876-28087-109925-22304,10033-6120-16295-16007-17199-41579-102696-12308,36886-12660-9025-63291-16560-40243-26284-22067,84273-6966-5835-44064-29105-22820-28692-27533,13410-4056-11709-17877-62013-12739-15747-6254,easy
286726-1319710-459811-1029544-885738-1675505-1388287-696339,10975-116344-139040-425177-103567-1085856-140802-48811,6930-11829-29249-104820-20049-100015-11716-2121,8203-4919-14566-15876-28087-109925-22304-11896,6120-16295-16007-17199-41579-102696-12308-3082,12660-9025-63291-16560-40243-26284-22067-20092,6966-5835-44064-29105-22820-28692-27533-4860,4056-11709-17877-62013-12739-15747-6254-5967,easy
1319710-459811-1029544-885738-1675505-1388287-696339-349963,116344-139040-425177-103567-1085856-140802-48811-127573,11829-29249-104820-20049-100015-11716-2121-36705,4919-14566-15876-28087-109925-22304-11896-24347,16295-16007-17199-41579-102696-12308-3082-16774,9025-63291-16560-40243-26284-22067-20092-50262,5835-44064-29105-22820-28692-27533-4860-38425,11709-17877-62013-12739-15747-6254-5967-22487,easy
459811-1029544-885738-1675505-1388287-696339-349963-79236,139040-425177-103567-1085856-140802-48811-127573-15318,29249-104820-20049-100015-11716-2121-36705-1550,14566-15876-28087-109925-22304-11896-24347-4229,16007-17199-41579-102696-12308-3082-16774-1502,63291-16560-40243-26284-22067-20092-50262-2353,44064-29105-22820-28692-27533-4860-38425-1205,17877-62013-12739-15747-6254-5967-22487-489,easy
1029544-885738-1675505-1388287-696339-349963-79236-551429,425177-103567-1085856-140802-48811-127573-15318-69958,104820-20049-100015-11716-2121-36705-1550-6892,15876-28087-109925-22304-11896-24347-4229-30979,17199-41579-102696-12308-3082-16774-1502-23270,16560-40243-26284-22067-20092-50262-2353-29059,29105-22820-28692-27533-4860-38425-1205-12520,62013-12739-15747-6254-5967-22487-489-20210,easy
885738-1675505-1388287-696339-349963-79236-551429-1156473,103567-1085856-140802-48811-127573-15318-69958-73756,20049-100015-11716-2121-36705-1550-6892-34451,28087-109925-22304-11896-24347-4229-30979-23151,41579-102696-12308-3082-16774-1502-23270-15222,40243-26284-22067-20092-50262-2353-29059-12632,22820-28692-27533-4860-38425-1205-12520-13422,12739-15747-6254-5967-22487-489-20210-10361,easy
1675505-1388287-696339-349963-79236-551429-1156473-156220,1085856-140802-48811-127573-15318-69958-73756-10228,100015-11716-2121-36705-1550-6892-34451-3701,109925-22304-11896-24347-4229-30979-23151-1207,102696-12308-3082-16774-1502-23270-15222-1948,26284-22067-20092-50262-2353-29059-12632-3532,28692-27533-4860-38425-1205-12520-13422-2237,15747-6254-5967-22487-489-20210-10361-2021,easy
1388287-696339-349963-79236-551429-1156473-156220-601415,140802-48811-127573-15318-69958-73756-10228-489346,11716-2121-36705-1550-6892-34451-3701-114663,22304-11896-24347-4229-30979-23151-1207-12613,12308-3082-16774-1502-23270-15222-1948-77308,22067-20092-50262-2353-29059-12632-3532-31547,27533-4860-38425-1205-12520-13422-2237-31296,6254-5967-22487-489-20210-10361-2021-18051,easy
696339-349963-79236-551429-1156473-156220-601415-333384,48811-127573-15318-69958-73756-10228-489346-189963,2121-36705-1550-6892-34451-3701-114663-181231,11896-24347-4229-30979-23151-1207-12613-63612,3082-16774-1502-23270-15222-1948-77308-40997,20092-50262-2353-29059-12632-3532-31547-38895,4860-38425-1205-12520-13422-2237-31296-54962,5967-22487-489-20210-10361-2021-18051-26229,easy
349963-79236-551429-1156473-156220-601415-333384-1078337,127573-15318-69958-73756-10228-489346-189963-536183,36705-1550-6892-34451-3701-114663-181231-53897,24347-4229-30979-23151-1207-12613-63612-115783,16774-1502-23270-15222-1948-77308-40997-28813,50262-2353-29059-12632-3532-31547-38895-53677,38425-1205-12520-13422-2237-31296-54962-33815,22487-489-20210-10361-2021-18051-26229-48054,easy
79236-551429-1156473-156220-601415-333384-1078337-1603594,15318-69958-73756-10228-489346-189963-536183-118812,1550-6892-34451-3701-114663-181231-53897-12084,4229-30979-23151-1207-12613-63612-115783-36077,1502-23270-15222-1948-77308-40997-28813-15096,2353-29059-12632-3532-31547-38895-53677-22129,1205-12520-13422-2237-31296-54962-33815-25968,489-20210-10361-2021-18051-26229-48054-24867,easy
551429-1156473-156220-601415-333384-1078337-1603594-669980,69958-73756-10228-489346-189963-536183-118812-156330,6892-34451-3701-114663-181231-53897-12084-63521,30979-23151-1207-12613-63612-115783-36077-185802,23270-15222-1948-77308-40997-28813-15096-54097,29059-12632-3532-31547-38895-53677-22129-55954,12520-13422-2237-31296-54962-33815-25968-56764,20210-10361-2021-18051-26229-48054-24867-24603,easy
1156473-156220-601415-333384-1078337-1603594-669980-741896,73756-10228-489346-189963-536183-118812-156330-1361523,34451-3701-114663-181231-53897-12084-63521-106335,23151-1207-12613-63612-115783-36077-185802-191659,15222-1948-77308-40997-28813-15096-54097-44834,12632-3532-31547-38895-53677-22129-55954-96255,13422-2237-31296-54962-33815-25968-56764-125815,10361-2021-18051-26229-48054-24867-24603-116456,easy
156220-601415-333384-1078337-1603594-669980-741896-2193028,10228-489346-189963-536183-118812-156330-1361523-952484,3701-114663-181231-53897-12084-63521-106335-131834,1207-12613-63612-115783-36077-185802-191659-155043,1948-77308-40997-28813-15096-54097-44834-77981,3532-31547-38895-53677-22129-55954-96255-98746,2237-31296-54962-33815-25968-56764-125815-74850,2021-18051-26229-48054-24867-24603-116456-52765,easy
601415-333384-1078337-1603594-669980-741896-2193028-658464,489346-189963-536183-118812-156330-1361523-952484-186635,114663-181231-53897-12084-63521-106335-131834-74809,12613-63612-115783-36077-185802-191659-155043-18662,77308-40997-28813-15096-54097-44834-77981-21125,31547-38895-53677-22129-55954-96255-98746-28745,31296-54962-33815-25968-56764-125815-74850-30542,18051-26229-48054-24867-24603-116456-52765-20087,easy
333384-1078337-1603594-669980-741896-2193028-658464-575923,189963-536183-118812-156330-1361523-952484-186635-118806,181231-53897-12084-63521-106335-131834-74809-10504,63612-115783-36077-185802-191659-155043-18662-34968,40997-28813-15096-54097-44834-77981-21125-13236,38895-53677-22129-55954-96255-98746-28745-12539,54962-33815-25968-56764-125815-74850-30542-18980,26229-48054-24867-24603-116456-52765-20087-7546,easy
1078337-1603594-669980-741896-2193028-658464-575923-294401,536183-118812-156330-1361523-952484-186635-118806-15710,53897-12084-63521-106335-131834-74809-10504-1890,115783-36077-185802-191659-155043-18662-34968-2219,28813-15096-54097-44834-77981-21125-13236-2620,53677-22129-55954-96255-98746-28745-12539-3324,33815-25968-56764-125815-74850-30542-18980-3057,48054-24867-24603-116456-52765-20087-7546-1551,easy
1603594-669980-741896-2193028-658464-575923-294401-572129,118812-156330-1361523-952484-186635-118806-15710-113361,12084-63521-106335-131834-74809-10504-1890-15679,36077-185802-191659-155043-18662-34968-2219-8612,15096-54097-44834-77981-21125-13236-2620-22657,22129-55954-96255-98746-28745-12539-3324-17614,25968-56764-125815-74850-30542-18980-3057-6125,24867-24603-116456-52765-20087-7546-1551-16930,easy
669980-741896-2193028-658464-575923-294401-572129-272545,156330-1361523-952484-186635-118806-15710-113361-72618,63521-106335-131834-74809-10504-1890-15679-24642,185802-191659-155043-18662-34968-2219-8612-22044,54097-44834-77981-21125-13236-2620-22657-25668,55954-96255-98746-28745-12539-3324-17614-39464,56764-125815-74850-30542-18980-3057-6125-21285,24603-116456-52765-20087-7546-1551-16930-11107,easy
741896-2193028-658464-575923-294401-572129-272545-1511213,1361523-952484-186635-118806-15710-113361-72618-384740,106335-131834-74809-10504-1890-15679-24642-155724,191659-155043-18662-34968-2219-8612-22044-36457,44834-77981-21125-13236-2620-22657-25668-162884,96255-98746-28745-12539-3324-17614-39464-40941,125815-74850-30542-18980-3057-6125-21285-24915,116456-52765-20087-7546-1551-16930-11107-13886,easy
2193028-658464-575923-294401-572129-272545-1511213-93294,952484-186635-118806-15710-113361-72618-384740-60324,131834-74809-10504-1890-15679-24642-155724-6075,155043-18662-34968-2219-8612-22044-36457-9050,77981-21125-13236-2620-22657-25668-162884-15414,98746-28745-12539-3324-17614-39464-40941-8433,74850-30542-18980-3057-6125-21285-24915-7505,52765-20087-7546-1551-16930-11107-13886-7559,easy
658464-575923-294401-572129-272545-1511213-93294-1442875,186635-118806-15710-113361-72618-384740-60324-417662,74809-10504-1890-15679-24642-155724-6075-43386,18662-34968-2219-8612-22044-36457-9050-70455,21125-13236-2620-22657-25668-162884-15414-72688,28745-12539-3324-17614-39464-40941-8433-53482,30542-18980-3057-6125-21285-24915-7505-61467,20087-7546-1551-16930-11107-13886-7559-17618,easy
575923-294401-572129-272545-1511213-93294-1442875-1202014,118806-15710-113361-72618-384740-60324-417662-184672,10504-1890-15679-24642-155724-6075-43386-6682,34968-2219-8612-22044-36457-9050-70455-22073,13236-2620-22657-25668-162884-15414-72688-29997,12539-3324-17614-39464-40941-8433-53482-9950,18980-3057-6125-21285-24915-7505-61467-16071,7546-1551-16930-11107-13886-7559-17618-5196,easy
294401-572129-272545-1511213-93294-1442875-1202014-2207502,15710-113361-72618-384740-60324-417662-184672-120387,1890-15679-24642-155724-6075-43386-6682-44689,2219-8612-22044-36457-9050-70455-22073-14259,2620-22657-25668-162884-15414-72688-29997-4800,3324-17614-39464-40941-8433-53482-9950-22647,3057-6125-21285-24915-7505-61467-16071-33873,1551-16930-11107-13886-7559-17618-5196-23283,easy
572129-272545-1511213-93294-1442875-1202014-2207502-405760,113361-72618-384740-60324-417662-184672-120387-41186,15679-24642-155724-6075-43386-6682-44689-29935,8612-22044-36457-9050-70455-22073-14259-16722,22657-25668-162884-15414-72688-29997-4800-28564,17614-39464-40941-8433-53482-9950-22647-19554,6125-21285-24915-7505-61467-16071-33873-16625,16930-11107-13886-7559-17618-5196-23283-22156,easy
272545-1511213-93294-1442875-1202014-2207502-405760-511627,72618-384740-60324-417662-184672-120387-41186-269265,24642-155724-6075-43386-6682-44689-29935-27328,22044-36457-9050-70455-22073-14259-16722-11436,25668-162884-15414-72688-29997-4800-28564-32273,39464-40941-8433-53482-9950-22647-19554-11046,21285-24915-7505-61467-16071-33873-16625-19693,11107-13886-7559-17618-5196-23283-22156-5372,easy
1511213-93294-1442875-1202014-2207502-405760-511627-1908842,384740-60324-417662-184672-120387-41186-269265-637130,155724-6075-43386-6682-44689-29935-27328-74357,36457-9050-70455-22073-14259-16722-11436-36354,162884-15414-72688-29997-4800-28564-32273-26219,40941-8433-53482-9950-22647-19554-11046-61754,24915-7505-61467-16071-33873-16625-19693-56675,13886-7559-17618-5196-23283-22156-5372-45615,easy
93294-1442875-1202014-2207502-405760-511627-1908842-151404,60324-417662-184672-120387-41186-269265-637130-158861,6075-43386-6682-44689-29935-27328-74357-19371,9050-70455-22073-14259-16722-11436-36354-7860,15414-72688-29997-4800-28564-32273-26219-18129,8433-53482-9950-22647-19554-11046-61754-9861,7505-61467-16071-33873-16625-19693-56675-16383,7559-17618-5196-23283-22156-5372-45615-8742,easy
1442875-1202014-2207502-405760-511627-1908842-151404-724043,417662-184672-120387-41186-269265-637130-158861-90727,43386-6682-44689-29935-27328-74357-19371-7263,70455-22073-14259-16722-11436-36354-7860-12027,72688-29997-4800-28564-32273-26219-18129-27906,53482-9950-22647-19554-11046-61754-9861-14621,61467-16071-33873-16625-19693-56675-16383-12756,17618-5196-23283-22156-5372-45615-8742-20703,easy
1202014-2207502-405760-511627-1908842-151404-724043-1301108,184672-120387-41186-269265-637130-158861-90727-397928,6682-44689-29935-27328-74357-19371-7263-14294,22073-14259-16722-11436-36354-7860-12027-43657,29997-4800-28564-32273-26219-18129-27906-93276,9950-22647-19554-11046-61754-9861-14621-65218,16071-33873-16625-19693-56675-16383-12756-84592,5196-23283-22156-5372-45615-8742-20703-42746,easy
2207502-405760-511627-1908842-151404-724043-1301108-1352765,120387-41186-269265-637130-158861-90727-397928-8800,44689-29935-27328-74357-19371-7263-14294-4525,14259-16722-11436-36354-7860-12027-43657-2957,4800-28564-32273-26219-18129-27906-93276-3459,22647-19554-11046-61754-9861-14621-65218-2708,33873-16625-19693-56675-16383-12756-84592-3587,23283-22156-5372-45615-8742-20703-42746-2517,easy
405760-511627-1908842-151404-724043-1301108-1352765-159503,41186-269265-637130-158861-90727-397928-8800-18079,29935-27328-74357-19371-7263-14294-4525-3017,16722-11436-36354-7860-12027-43657-2957-1277,28564-32273-26219-18129-27906-93276-3459-3090,19554-11046-61754-9861-14621-65218-2708-3010,16625-19693-56675-16383-12756-84592-3587-2052,22156-5372-45615-8742-20703-42746-2517-1044,easy
511627-1908842-151404-724043-1301108-1352765-159503-712149,269265-637130-158861-90727-397928-8800-18079-67026,27328-74357-19371-7263-14294-4525-3017-99520,11436-36354-7860-12027-43657-2957-1277-48212,32273-26219-18129-27906-93276-3459-3090-16258,11046-61754-9861-14621-65218-2708-3010-47279,19693-56675-16383-12756-84592-3587-2052-44116,5372-45615-8742-20703-42746-2517-1044-46200,hard
1908842-151404-724043-1301108-1352765-159503-712149-139169,637130-158861-90727-397928-8800-18079-67026-80563,74357-19371-7263-14294-4525-3017-99520-21060,36354-7860-12027-43657-2957-1277-48212-5124,26219-18129-27906-93276-3459-3090-16258-5219,61754-9861-14621-65218-2708-3010-47279-9001,56675-16383-12756-84592-3587-2052-44116-6104,45615-8742-20703-42746-2517-1044-46200-6172,easy
151404-724043-1301108-1352765-159503-712149-139169-241232,158861-90727-397928-8800-18079-67026-80563-28199,19371-7263-14294-4525-3017-99520-21060-2485,7860-12027-43657-2957-1277-48212-5124-12944,18129-27906-93276-3459-3090-16258-5219-6574,9861-14621-65218-2708-3010-47279-9001-21606,16383-12756-84592-3587-2052-44116-6104-16596,8742-20703-42746-2517-1044-46200-6172-6786,easy
724043-1301108-1352765-159503-712149-139169-241232-159736,90727-397928-8800-18079-67026-80563-28199-33183,7263-14294-4525-3017-99520-21060-2485-1767,12027-43657-2957-1277-48212-5124-12944-3264,27906-93276-3459-3090-16258-5219-6574-1308,14621-65218-2708-3010-47279-9001-21606-3679,12756-84592-3587-2052-44116-6104-16596-1900,20703-42746-2517-1044-46200-6172-6786-1703,easy
1301108-1352765-159503-712149-139169-241232-159736-1004479,397928-8800-18079-67026-80563-28199-33183-128500,14294-4525-3017-99520-21060-2485-1767-25953,43657-2957-1277-48212-5124-12944-3264-12747,93276-3459-3090-16258-5219-6574-1308-11420,65218-2708-3010-47279-9001-21606-3679-50043,84592-3587-2052-44116-6104-16596-1900-47121,42746-2517-1044-46200-6172-6786-1703-11118,easy
1352765-159503-712149-139169-241232-159736-1004479-37809,8800-18079-67026-80563-28199-33183-128500-42335,4525-3017-99520-21060-2485-1767-25953-2452,2957-1277-48212-5124-12944-3264-12747-18712,3459-3090-16258-5219-6574-1308-11420-20336,2708-3010-47279-9001-21606-3679-50043-28145,3587-2052-44116-6104-16596-1900-47121-20564,2517-1044-46200-6172-6786-1703-11118-20308,easy
159503-712149-139169-241232-159736-1004479-37809-823479,18079-67026-80563-28199-33183-128500-42335-187476,3017-99520-21060-2485-1767-25953-2452-4284,1277-48212-5124-12944-3264-12747-18712-1634,3090-16258-5219-6574-1308-11420-20336-20595,3010-47279-9001-21606-3679-50043-28145-4525,2052-44116-6104-16596-1900-47121-20564-5302,1044-46200-6172-6786-1703-11118-20308-8733,easy
