delta,midgamma,lowgamma,theta,highalpha,lowalpha,highbeta,lowbeta,state
99393-958701-311494-83112-2050153-210469-877347-2122198,34912-247660-36368-16087-1410867-40280-148541-109574,14120-26820-3573-1453-97408-11632-70722-59239,1825-22279-2217-615-124713-9404-16258-54532,6696-12124-2688-636-57376-1612-10975-36299,3937-9609-2108-769-131156-6502-13312-13602,4455-20627-2555-1383-29660-3180-13669-9139,2854-8256-1867-610-28982-742-8011-18751,easy
958701-311494-83112-2050153-210469-877347-2122198-350180,247660-36368-16087-1410867-40280-148541-109574-216097,26820-3573-1453-97408-11632-70722-59239-18139,22279-2217-615-124713-9404-16258-54532-10244,12124-2688-636-57376-1612-10975-36299-33317,9609-2108-769-131156-6502-13312-13602-13210,20627-2555-1383-29660-3180-13669-9139-9673,8256-1867-610-28982-742-8011-18751-21838,easy
311494-83112-2050153-210469-877347-2122198-350180-1490655,36368-16087-1410867-40280-148541-109574-216097-422168,3573-1453-97408-11632-70722-59239-18139-223368,2217-615-124713-9404-16258-54532-10244-108206,2688-636-57376-1612-10975-36299-33317-56798,2108-769-131156-6502-13312-13602-13210-44002,2555-1383-29660-3180-13669-9139-9673-50521,1867-610-28982-742-8011-18751-21838-69999,easy
83112-2050153-210469-877347-2122198-350180-1490655-2598975,16087-1410867-40280-148541-109574-216097-422168-276462,1453-97408-11632-70722-59239-18139-223368-5001,615-124713-9404-16258-54532-10244-108206-56863,636-57376-1612-10975-36299-33317-56798-16387,769-131156-6502-13312-13602-13210-44002-12082,1383-29660-3180-13669-9139-9673-50521-14540,610-28982-742-8011-18751-21838-69999-19053,hard
2050153-210469-877347-2122198-350180-1490655-2598975-161539,1410867-40280-148541-109574-216097-422168-276462-37137,97408-11632-70722-59239-18139-223368-5001-8149,124713-9404-16258-54532-10244-108206-56863-7786,57376-1612-10975-36299-33317-56798-16387-11981,131156-6502-13312-13602-13210-44002-12082-3664,29660-3180-13669-9139-9673-50521-14540-5677,28982-742-8011-18751-21838-69999-19053-2934,easy
210469-877347-2122198-350180-1490655-2598975-161539-1136949,40280-148541-109574-216097-422168-276462-37137-56049,11632-70722-59239-18139-223368-5001-8149-1695,9404-16258-54532-10244-108206-56863-7786-8515,1612-10975-36299-33317-56798-16387-11981-3747,6502-13312-13602-13210-44002-12082-3664-1540,3180-13669-9139-9673-50521-14540-5677-1699,742-8011-18751-21838-69999-19053-2934-1563,easy
877347-2122198-350180-1490655-2598975-161539-1136949-1932610,148541-109574-216097-422168-276462-37137-56049-111280,70722-59239-18139-223368-5001-8149-1695-134019,16258-54532-10244-108206-56863-7786-8515-54072,10975-36299-33317-56798-16387-11981-3747-37968,13312-13602-13210-44002-12082-3664-1540-10336,13669-9139-9673-50521-14540-5677-1699-20199,8011-18751-21838-69999-19053-2934-1563-7269,easy
2122198-350180-1490655-2598975-161539-1136949-1932610-1125918,109574-216097-422168-276462-37137-56049-111280-219964,59239-18139-223368-5001-8149-1695-134019-35038,54532-10244-108206-56863-7786-8515-54072-25920,36299-33317-56798-16387-11981-3747-37968-21142,13602-13210-44002-12082-3664-1540-10336-17235,9139-9673-50521-14540-5677-1699-20199-18844,18751-21838-69999-19053-2934-1563-7269-10192,easy
350180-1490655-2598975-161539-1136949-1932610-1125918-355006,216097-422168-276462-37137-56049-111280-219964-55976,18139-223368-5001-8149-1695-134019-35038-8195,10244-108206-56863-7786-8515-54072-25920-14451,33317-56798-16387-11981-3747-37968-21142-16219,13210-44002-12082-3664-1540-10336-17235-11336,9673-50521-14540-5677-1699-20199-18844-6558,21838-69999-19053-2934-1563-7269-10192-5227,easy
1490655-2598975-161539-1136949-1932610-1125918-355006-1825335,422168-276462-37137-56049-111280-219964-55976-227911,223368-5001-8149-1695-134019-35038-8195-44234,108206-56863-7786-8515-54072-25920-14451-82601,56798-16387-11981-3747-37968-21142-16219-40765,44002-12082-3664-1540-10336-17235-11336-60774,50521-14540-5677-1699-20199-18844-6558-29742,69999-19053-2934-1563-7269-10192-5227-9122,easy
2598975-161539-1136949-1932610-1125918-355006-1825335-1662814,276462-37137-56049-111280-219964-55976-227911-158784,5001-8149-1695-134019-35038-8195-44234-96088,56863-7786-8515-54072-25920-14451-82601-33676,16387-11981-3747-37968-21142-16219-40765-31494,12082-3664-1540-10336-17235-11336-60774-22768,14540-5677-1699-20199-18844-6558-29742-31295,19053-2934-1563-7269-10192-5227-9122-24347,easy
161539-1136949-1932610-1125918-355006-1825335-1662814-203672,37137-56049-111280-219964-55976-227911-158784-153387,8149-1695-134019-35038-8195-44234-96088-35218,7786-8515-54072-25920-14451-82601-33676-6921,11981-3747-37968-21142-16219-40765-31494-4576,3664-1540-10336-17235-11336-60774-22768-4696,5677-1699-20199-18844-6558-29742-31295-4343,2934-1563-7269-10192-5227-9122-24347-2981,easy
1136949-1932610-1125918-355006-1825335-1662814-203672-187179,56049-111280-219964-55976-227911-158784-153387-267559,1695-134019-35038-8195-44234-96088-35218-71675,8515-54072-25920-14451-82601-33676-6921-28634,3747-37968-21142-16219-40765-31494-4576-28555,1540-10336-17235-11336-60774-22768-4696-26471,1699-20199-18844-6558-29742-31295-4343-18947,1563-7269-10192-5227-9122-24347-2981-25641,hard
1932610-1125918-355006-1825335-1662814-203672-187179-2191555,111280-219964-55976-227911-158784-153387-267559-400881,134019-35038-8195-44234-96088-35218-71675-39677,54072-25920-14451-82601-33676-6921-28634-15807,37968-21142-16219-40765-31494-4576-28555-30227,10336-17235-11336-60774-22768-4696-26471-15177,20199-18844-6558-29742-31295-4343-18947-10021,7269-10192-5227-9122-24347-2981-25641-10947,easy
1125918-355006-1825335-1662814-203672-187179-2191555-688717,219964-55976-227911-158784-153387-267559-400881-47088,35038-8195-44234-96088-35218-71675-39677-10099,25920-14451-82601-33676-6921-28634-15807-1995,21142-16219-40765-31494-4576-28555-30227-4660,17235-11336-60774-22768-4696-26471-15177-3759,18844-6558-29742-31295-4343-18947-10021-6171,10192-5227-9122-24347-2981-25641-10947-3815,easy
355006-1825335-1662814-203672-187179-2191555-688717-1087966,55976-227911-158784-153387-267559-400881-47088-42788,8195-44234-96088-35218-71675-39677-10099-26266,14451-82601-33676-6921-28634-15807-1995-3760,16219-40765-31494-4576-28555-30227-4660-9156,11336-60774-22768-4696-26471-15177-3759-6217,6558-29742-31295-4343-18947-10021-6171-3059,5227-9122-24347-2981-25641-10947-3815-2165,easy
1825335-1662814-203672-187179-2191555-688717-1087966-1177766,227911-158784-153387-267559-400881-47088-42788-285514,44234-96088-35218-71675-39677-10099-26266-137918,82601-33676-6921-28634-15807-1995-3760-38251,40765-31494-4576-28555-30227-4660-9156-44546,60774-22768-4696-26471-15177-3759-6217-15814,29742-31295-4343-18947-10021-6171-3059-16981,9122-24347-2981-25641-10947-3815-2165-2808,easy
1662814-203672-187179-2191555-688717-1087966-1177766-382132,158784-153387-267559-400881-47088-42788-285514-41803,96088-35218-71675-39677-10099-26266-137918-3679,33676-6921-28634-15807-1995-3760-38251-8449,31494-4576-28555-30227-4660-9156-44546-5708,22768-4696-26471-15177-3759-6217-15814-10653,31295-4343-18947-10021-6171-3059-16981-4179,24347-2981-25641-10947-3815-2165-2808-3637,easy
203672-187179-2191555-688717-1087966-1177766-382132-495697,153387-267559-400881-47088-42788-285514-41803-99346,35218-71675-39677-10099-26266-137918-3679-1291,6921-28634-15807-1995-3760-38251-8449-9245,4576-28555-30227-4660-9156-44546-5708-12632,4696-26471-15177-3759-6217-15814-10653-3302,4343-18947-10021-6171-3059-16981-4179-3162,2981-25641-10947-3815-2165-2808-3637-1694,easy
187179-2191555-688717-1087966-1177766-382132-495697-2816339,267559-400881-47088-42788-285514-41803-99346-614422,71675-39677-10099-26266-137918-3679-1291-535232,28634-15807-1995-3760-38251-8449-9245-149179,28555-30227-4660-9156-44546-5708-12632-34394,26471-15177-3759-6217-15814-10653-3302-77556,18947-10021-6171-3059-16981-4179-3162-48858,25641-10947-3815-2165-2808-3637-1694-28626,easy
2191555-688717-1087966-1177766-382132-495697-2816339-2031180,400881-47088-42788-285514-41803-99346-614422-722987,39677-10099-26266-137918-3679-1291-535232-204604,15807-1995-3760-38251-8449-9245-149179-36136,30227-4660-9156-44546-5708-12632-34394-180574,15177-3759-6217-15814-10653-3302-77556-58305,10021-6171-3059-16981-4179-3162-48858-80375,10947-3815-2165-2808-3637-1694-28626-28463,easy
688717-1087966-1177766-382132-495697-2816339-2031180-190375,47088-42788-285514-41803-99346-614422-722987-127447,10099-26266-137918-3679-1291-535232-204604-116501,1995-3760-38251-8449-9245-149179-36136-27691,4660-9156-44546-5708-12632-34394-180574-34686,3759-6217-15814-10653-3302-77556-58305-19569,6171-3059-16981-4179-3162-48858-80375-14942,3815-2165-2808-3637-1694-28626-28463-9540,easy
1087966-1177766-382132-495697-2816339-2031180-190375-628445,42788-285514-41803-99346-614422-722987-127447-68090,26266-137918-3679-1291-535232-204604-116501-2889,3760-38251-8449-9245-149179-36136-27691-19864,9156-44546-5708-12632-34394-180574-34686-9443,6217-15814-10653-3302-77556-58305-19569-4077,3059-16981-4179-3162-48858-80375-14942-6563,2165-2808-3637-1694-28626-28463-9540-1487,easy
1177766-382132-495697-2816339-2031180-190375-628445-1823460,285514-41803-99346-614422-722987-127447-68090-277803,137918-3679-1291-535232-204604-116501-2889-28969,38251-8449-9245-149179-36136-27691-19864-58778,44546-5708-12632-34394-180574-34686-9443-14086,15814-10653-3302-77556-58305-19569-4077-36908,16981-4179-3162-48858-80375-14942-6563-9680,2808-3637-1694-28626-28463-9540-1487-10330,easy
382132-495697-2816339-2031180-190375-628445-1823460-245400,41803-99346-614422-722987-127447-68090-277803-139940,3679-1291-535232-204604-116501-2889-28969-49128,8449-9245-149179-36136-27691-19864-58778-70217,5708-12632-34394-180574-34686-9443-14086-35367,10653-3302-77556-58305-19569-4077-36908-16169,4179-3162-48858-80375-14942-6563-9680-18523,3637-1694-28626-28463-9540-1487-10330-18745,easy
495697-2816339-2031180-190375-628445-1823460-245400-672347,99346-614422-722987-127447-68090-277803-139940-267237,1291-535232-204604-116501-2889-28969-49128-94211,9245-149179-36136-27691-19864-58778-70217-9601,12632-34394-180574-34686-9443-14086-35367-29001,3302-77556-58305-19569-4077-36908-16169-18509,3162-48858-80375-14942-6563-9680-18523-16774,1694-28626-28463-9540-1487-10330-18745-7746,easy
2816339-2031180-190375-628445-1823460-245400-672347-764337,614422-722987-127447-68090-277803-139940-267237-1575549,535232-204604-116501-2889-28969-49128-94211-76601,149179-36136-27691-19864-58778-70217-9601-300612,34394-180574-34686-9443-14086-35367-29001-60733,77556-58305-19569-4077-36908-16169-18509-77882,48858-80375-14942-6563-9680-18523-16774-79190,28626-28463-9540-1487-10330-18745-7746-31559,easy
2031180-190375-628445-1823460-245400-672347-764337-754916,722987-127447-68090-277803-139940-267237-1575549-166191,204604-116501-2889-28969-49128-94211-76601-115512,36136-27691-19864-58778-70217-9601-300612-49498,180574-34686-9443-14086-35367-29001-60733-36008,58305-19569-4077-36908-16169-18509-77882-24091,80375-14942-6563-9680-18523-16774-79190-17495,28463-9540-1487-10330-18745-7746-31559-10450,easy
190375-628445-1823460-245400-672347-764337-754916-971731,127447-68090-277803-139940-267237-1575549-166191-192933,116501-2889-28969-49128-94211-76601-115512-123248,27691-19864-58778-70217-9601-300612-49498-49731,34686-9443-14086-35367-29001-60733-36008-40872,19569-4077-36908-16169-18509-77882-24091-20868,14942-6563-9680-18523-16774-79190-17495-23013,9540-1487-10330-18745-7746-31559-10450-7131,easy
628445-1823460-245400-672347-764337-754916-971731-1888822,68090-277803-139940-267237-1575549-166191-192933-266993,2889-28969-49128-94211-76601-115512-123248-43301,19864-58778-70217-9601-300612-49498-49731-90847,9443-14086-35367-29001-60733-36008-40872-46787,4077-36908-16169-18509-77882-24091-20868-19080,6563-9680-18523-16774-79190-17495-23013-17583,1487-10330-18745-7746-31559-10450-7131-5170,easy
1823460-245400-672347-764337-754916-971731-1888822-293496,277803-139940-267237-1575549-166191-192933-266993-348982,28969-49128-94211-76601-115512-123248-43301-28501,58778-70217-9601-300612-49498-49731-90847-70076,14086-35367-29001-60733-36008-40872-46787-36588,36908-16169-18509-77882-24091-20868-19080-28113,9680-18523-16774-79190-17495-23013-17583-6919,10330-18745-7746-31559-10450-7131-5170-5688,hard
245400-672347-764337-754916-971731-1888822-293496-641504,139940-267237-1575549-166191-192933-266993-348982-114781,49128-94211-76601-115512-123248-43301-28501-56089,70217-9601-300612-49498-49731-90847-70076-62958,35367-29001-60733-36008-40872-46787-36588-57721,16169-18509-77882-24091-20868-19080-28113-30898,18523-16774-79190-17495-23013-17583-6919-17441,18745-7746-31559-10450-7131-5170-5688-8235,easy
672347-764337-754916-971731-1888822-293496-641504-1359340,267237-1575549-166191-192933-266993-348982-114781-110321,94211-76601-115512-123248-43301-28501-56089-28626,9601-300612-49498-49731-90847-70076-62958-72185,29001-60733-36008-40872-46787-36588-57721-29536,18509-77882-24091-20868-19080-28113-30898-27998,16774-79190-17495-23013-17583-6919-17441-31339,7746-31559-10450-7131-5170-5688-8235-7435,easy
764337-754916-971731-1888822-293496-641504-1359340-817523,1575549-166191-192933-266993-348982-114781-110321-109069,76601-115512-123248-43301-28501-56089-28626-105887,300612-49498-49731-90847-70076-62958-72185-64977,60733-36008-40872-46787-36588-57721-29536-14738,77882-24091-20868-19080-28113-30898-27998-27410,79190-17495-23013-17583-6919-17441-31339-19914,31559-10450-7131-5170-5688-8235-7435-11732,easy
754916-971731-1888822-293496-641504-1359340-817523-505098,166191-192933-266993-348982-114781-110321-109069-195851,115512-123248-43301-28501-56089-28626-105887-206574,49498-49731-90847-70076-62958-72185-64977-41396,36008-40872-46787-36588-57721-29536-14738-12013,24091-20868-19080-28113-30898-27998-27410-35842,17495-23013-17583-6919-17441-31339-19914-19002,10450-7131-5170-5688-8235-7435-11732-11872,easy
971731-1888822-293496-641504-1359340-817523-505098-653786,192933-266993-348982-114781-110321-109069-195851-131235,123248-43301-28501-56089-28626-105887-206574-100631,49731-90847-70076-62958-72185-64977-41396-74190,40872-46787-36588-57721-29536-14738-12013-10700,20868-19080-28113-30898-27998-27410-35842-25327,23013-17583-6919-17441-31339-19914-19002-9478,7131-5170-5688-8235-7435-11732-11872-7063,easy
1888822-293496-641504-1359340-817523-505098-653786-1211097,266993-348982-114781-110321-109069-195851-131235-167078,43301-28501-56089-28626-105887-206574-100631-28308,90847-70076-62958-72185-64977-41396-74190-82226,46787-36588-57721-29536-14738-12013-10700-32769,19080-28113-30898-27998-27410-35842-25327-24807,17583-6919-17441-31339-19914-19002-9478-21322,5170-5688-8235-7435-11732-11872-7063-6599,easy
293496-641504-1359340-817523-505098-653786-1211097-1578032,348982-114781-110321-109069-195851-131235-167078-159409,28501-56089-28626-105887-206574-100631-28308-42781,70076-62958-72185-64977-41396-74190-82226-119166,36588-57721-29536-14738-12013-10700-32769-9470,28113-30898-27998-27410-35842-25327-24807-12516,6919-17441-31339-19914-19002-9478-21322-16999,5688-8235-7435-11732-11872-7063-6599-4842,easy
641504-1359340-817523-505098-653786-1211097-1578032-1172318,114781-110321-109069-195851-131235-167078-159409-139486,56089-28626-105887-206574-100631-28308-42781-32962,62958-72185-64977-41396-74190-82226-119166-43971,57721-29536-14738-12013-10700-32769-9470-33741,30898-27998-27410-35842-25327-24807-12516-8991,17441-31339-19914-19002-9478-21322-16999-6194,8235-7435-11732-11872-7063-6599-4842-4703,easy
1359340-817523-505098-653786-1211097-1578032-1172318-758032,110321-109069-195851-131235-167078-159409-139486-293940,28626-105887-206574-100631-28308-42781-32962-1107,72185-64977-41396-74190-82226-119166-43971-23854,29536-14738-12013-10700-32769-9470-33741-40033,27998-27410-35842-25327-24807-12516-8991-11340,31339-19914-19002-9478-21322-16999-6194-14378,7435-11732-11872-7063-6599-4842-4703-8188,easy
817523-505098-653786-1211097-1578032-1172318-758032-896826,109069-195851-131235-167078-159409-139486-293940-76905,105887-206574-100631-28308-42781-32962-1107-5094,64977-41396-74190-82226-119166-43971-23854-14130,14738-12013-10700-32769-9470-33741-40033-7580,27410-35842-25327-24807-12516-8991-11340-5184,19914-19002-9478-21322-16999-6194-14378-3135,11732-11872-7063-6599-4842-4703-8188-1755,easy
505098-653786-1211097-1578032-1172318-758032-896826-1405256,195851-131235-167078-159409-139486-293940-76905-1452648,206574-100631-28308-42781-32962-1107-5094-611996,41396-74190-82226-119166-43971-23854-14130-44648,12013-10700-32769-9470-33741-40033-7580-131623,35842-25327-24807-12516-8991-11340-5184-111232,19002-9478-21322-16999-6194-14378-3135-83763,11872-7063-6599-4842-4703-8188-1755-21499,easy
653786-1211097-1578032-1172318-758032-896826-1405256-1072623,131235-167078-159409-139486-293940-76905-1452648-1782912,100631-28308-42781-32962-1107-5094-611996-114174,74190-82226-119166-43971-23854-14130-44648-361775,10700-32769-9470-33741-40033-7580-131623-108324,25327-24807-12516-8991-11340-5184-111232-71819,9478-21322-16999-6194-14378-3135-83763-48672,7063-6599-4842-4703-8188-1755-21499-60775,easy
1211097-1578032-1172318-758032-896826-1405256-1072623-1301862,167078-159409-139486-293940-76905-1452648-1782912-51003,28308-42781-32962-1107-5094-611996-114174-10664,82226-119166-43971-23854-14130-44648-361775-19925,32769-9470-33741-40033-7580-131623-108324-8817,24807-12516-8991-11340-5184-111232-71819-3769,21322-16999-6194-14378-3135-83763-48672-1700,6599-4842-4703-8188-1755-21499-60775-1352,easy
1578032-1172318-758032-896826-1405256-1072623-1301862-1334959,159409-139486-293940-76905-1452648-1782912-51003-644553,42781-32962-1107-5094-611996-114174-10664-178273,119166-43971-23854-14130-44648-361775-19925-148224,9470-33741-40033-7580-131623-108324-8817-43226,12516-8991-11340-5184-111232-71819-3769-58181,16999-6194-14378-3135-83763-48672-1700-44877,4842-4703-8188-1755-21499-60775-1352-22762,easy
1172318-758032-896826-1405256-1072623-1301862-1334959-234867,139486-293940-76905-1452648-1782912-51003-644553-58143,32962-1107-5094-611996-114174-10664-178273-11074,43971-23854-14130-44648-361775-19925-148224-16604,33741-40033-7580-131623-108324-8817-43226-5306,8991-11340-5184-111232-71819-3769-58181-3674,6194-14378-3135-83763-48672-1700-44877-2101,4703-8188-1755-21499-60775-1352-22762-871,easy
758032-896826-1405256-1072623-1301862-1334959-234867-816091,293940-76905-1452648-1782912-51003-644553-58143-65836,1107-5094-611996-114174-10664-178273-11074-36752,23854-14130-44648-361775-19925-148224-16604-9970,40033-7580-131623-108324-8817-43226-5306-5116,11340-5184-111232-71819-3769-58181-3674-4502,14378-3135-83763-48672-1700-44877-2101-1879,8188-1755-21499-60775-1352-22762-871-938,easy
896826-1405256-1072623-1301862-1334959-234867-816091-2567389,76905-1452648-1782912-51003-644553-58143-65836-182861,5094-611996-114174-10664-178273-11074-36752-29162,14130-44648-361775-19925-148224-16604-9970-43797,7580-131623-108324-8817-43226-5306-5116-8362,5184-111232-71819-3769-58181-3674-4502-12031,3135-83763-48672-1700-44877-2101-1879-11752,1755-21499-60775-1352-22762-871-938-5450,hard
1405256-1072623-1301862-1334959-234867-816091-2567389-843687,1452648-1782912-51003-644553-58143-65836-182861-260541,611996-114174-10664-178273-11074-36752-29162-56384,44648-361775-19925-148224-16604-9970-43797-28392,131623-108324-8817-43226-5306-5116-8362-7904,111232-71819-3769-58181-3674-4502-12031-4565,83763-48672-1700-44877-2101-1879-11752-10841,21499-60775-1352-22762-871-938-5450-1851,easy
1072623-1301862-1334959-234867-816091-2567389-843687-768121,1782912-51003-644553-58143-65836-182861-260541-210355,114174-10664-178273-11074-36752-29162-56384-68113,361775-19925-148224-16604-9970-43797-28392-13498,108324-8817-43226-5306-5116-8362-7904-14461,71819-3769-58181-3674-4502-12031-4565-7530,48672-1700-44877-2101-1879-11752-10841-14595,60775-1352-22762-871-938-5450-1851-3452,easy
1301862-1334959-234867-816091-2567389-843687-768121-69022,51003-644553-58143-65836-182861-260541-210355-57967,10664-178273-11074-36752-29162-56384-68113-6181,19925-148224-16604-9970-43797-28392-13498-3100,8817-43226-5306-5116-8362-7904-14461-3859,3769-58181-3674-4502-12031-4565-7530-1148,1700-44877-2101-1879-11752-10841-14595-1745,1352-22762-871-938-5450-1851-3452-888,easy
1334959-234867-816091-2567389-843687-768121-69022-237701,644553-58143-65836-182861-260541-210355-57967-29643,178273-11074-36752-29162-56384-68113-6181-3698,148224-16604-9970-43797-28392-13498-3100-19276,43226-5306-5116-8362-7904-14461-3859-6420,58181-3674-4502-12031-4565-7530-1148-6657,44877-2101-1879-11752-10841-14595-1745-1763,22762-871-938-5450-1851-3452-888-2465,easy
234867-816091-2567389-843687-768121-69022-237701-1752820,58143-65836-182861-260541-210355-57967-29643-407691,11074-36752-29162-56384-68113-6181-3698-32803,16604-9970-43797-28392-13498-3100-19276-46548,5306-5116-8362-7904-14461-3859-6420-41103,3674-4502-12031-4565-7530-1148-6657-21243,2101-1879-11752-10841-14595-1745-1763-14585,871-938-5450-1851-3452-888-2465-5722,easy
816091-2567389-843687-768121-69022-237701-1752820-291283,65836-182861-260541-210355-57967-29643-407691-1099998,36752-29162-56384-68113-6181-3698-32803-27554,9970-43797-28392-13498-3100-19276-46548-85481,5116-8362-7904-14461-3859-6420-41103-25496,4502-12031-4565-7530-1148-6657-21243-23044,1879-11752-10841-14595-1745-1763-14585-8954,938-5450-1851-3452-888-2465-5722-2881,easy
2567389-843687-768121-69022-237701-1752820-291283-1333530,182861-260541-210355-57967-29643-407691-1099998-1349759,29162-56384-68113-6181-3698-32803-27554-200905,43797-28392-13498-3100-19276-46548-85481-215146,8362-7904-14461-3859-6420-41103-25496-87703,12031-4565-7530-1148-6657-21243-23044-85836,11752-10841-14595-1745-1763-14585-8954-51024,5450-1851-3452-888-2465-5722-2881-20716,easy
843687-768121-69022-237701-1752820-291283-1333530-781038,260541-210355-57967-29643-407691-1099998-1349759-98721,56384-68113-6181-3698-32803-27554-200905-21308,28392-13498-3100-19276-46548-85481-215146-8213,7904-14461-3859-6420-41103-25496-87703-4653,4565-7530-1148-6657-21243-23044-85836-5236,10841-14595-1745-1763-14585-8954-51024-5859,1851-3452-888-2465-5722-2881-20716-1942,easy
768121-69022-237701-1752820-291283-1333530-781038-87138,210355-57967-29643-407691-1099998-1349759-98721-38823,68113-6181-3698-32803-27554-200905-21308-71429,13498-3100-19276-46548-85481-215146-8213-8332,14461-3859-6420-41103-25496-87703-4653-2458,7530-1148-6657-21243-23044-85836-5236-6485,14595-1745-1763-14585-8954-51024-5859-1265,3452-888-2465-5722-2881-20716-1942-1730,easy
69022-237701-1752820-291283-1333530-781038-87138-2505874,57967-29643-407691-1099998-1349759-98721-38823-311265,6181-3698-32803-27554-200905-21308-71429-294119,3100-19276-46548-85481-215146-8213-8332-18326,3859-6420-41103-25496-87703-4653-2458-63652,1148-6657-21243-23044-85836-5236-6485-13807,1745-1763-14585-8954-51024-5859-1265-15923,888-2465-5722-2881-20716-1942-1730-9793,easy
237701-1752820-291283-1333530-781038-87138-2505874-1153455,29643-407691-1099998-1349759-98721-38823-311265-32935,3698-32803-27554-200905-21308-71429-294119-72348,19276-46548-85481-215146-8213-8332-18326-37238,6420-41103-25496-87703-4653-2458-63652-34628,6657-21243-23044-85836-5236-6485-13807-11365,1763-14585-8954-51024-5859-1265-15923-2997,2465-5722-2881-20716-1942-1730-9793-2161,easy
1752820-291283-1333530-781038-87138-2505874-1153455-467139,407691-1099998-1349759-98721-38823-311265-32935-40372,32803-27554-200905-21308-71429-294119-72348-15733,46548-85481-215146-8213-8332-18326-37238-8491,41103-25496-87703-4653-2458-63652-34628-8240,21243-23044-85836-5236-6485-13807-11365-2213,14585-8954-51024-5859-1265-15923-2997-1706,5722-2881-20716-1942-1730-9793-2161-636,easy
291283-1333530-781038-87138-2505874-1153455-467139-147332,1099998-1349759-98721-38823-311265-32935-40372-32774,27554-200905-21308-71429-294119-72348-15733-15660,85481-215146-8213-8332-18326-37238-8491-6178,25496-87703-4653-2458-63652-34628-8240-7638,23044-85836-5236-6485-13807-11365-2213-3167,8954-51024-5859-1265-15923-2997-1706-1708,2881-20716-1942-1730-9793-2161-636-877,easy
1333530-781038-87138-2505874-1153455-467139-147332-1186945,1349759-98721-38823-311265-32935-40372-32774-16552,200905-21308-71429-294119-72348-15733-15660-27074,215146-8213-8332-18326-37238-8491-6178-20094,87703-4653-2458-63652-34628-8240-7638-8977,85836-5236-6485-13807-11365-2213-3167-4487,51024-5859-1265-15923-2997-1706-1708-1396,20716-1942-1730-9793-2161-636-877-1172,easy
781038-87138-2505874-1153455-467139-147332-1186945-766295,98721-38823-311265-32935-40372-32774-16552-50445,21308-71429-294119-72348-15733-15660-27074-13516,8213-8332-18326-37238-8491-6178-20094-7371,4653-2458-63652-34628-8240-7638-8977-3900,5236-6485-13807-11365-2213-3167-4487-5524,5859-1265-15923-2997-1706-1708-1396-1880,1942-1730-9793-2161-636-877-1172-808,easy
87138-2505874-1153455-467139-147332-1186945-766295-101120,38823-311265-32935-40372-32774-16552-50445-127432,71429-294119-72348-15733-15660-27074-13516-4202,8332-18326-37238-8491-6178-20094-7371-10290,2458-63652-34628-8240-7638-8977-3900-5276,6485-13807-11365-2213-3167-4487-5524-5871,1265-15923-2997-1706-1708-1396-1880-2222,1730-9793-2161-636-877-1172-808-957,easy
2505874-1153455-467139-147332-1186945-766295-101120-1164128,311265-32935-40372-32774-16552-50445-127432-522732,294119-72348-15733-15660-27074-13516-4202-85705,18326-37238-8491-6178-20094-7371-10290-331571,63652-34628-8240-7638-8977-3900-5276-67144,13807-11365-2213-3167-4487-5524-5871-30974,15923-2997-1706-1708-1396-1880-2222-47026,9793-2161-636-877-1172-808-957-18835,easy
1153455-467139-147332-1186945-766295-101120-1164128-161830,32935-40372-32774-16552-50445-127432-522732-82740,72348-15733-15660-27074-13516-4202-85705-72295,37238-8491-6178-20094-7371-10290-331571-25401,34628-8240-7638-8977-3900-5276-67144-11313,11365-2213-3167-4487-5524-5871-30974-13626,2997-1706-1708-1396-1880-2222-47026-4359,2161-636-877-1172-808-957-18835-4158,easy
467139-147332-1186945-766295-101120-1164128-161830-362508,40372-32774-16552-50445-127432-522732-82740-307584,15733-15660-27074-13516-4202-85705-72295-28735,8491-6178-20094-7371-10290-331571-25401-48674,8240-7638-8977-3900-5276-67144-11313-9453,2213-3167-4487-5524-5871-30974-13626-26066,1706-1708-1396-1880-2222-47026-4359-5715,636-877-1172-808-957-18835-4158-4140,easy
147332-1186945-766295-101120-1164128-161830-362508-539946,32774-16552-50445-127432-522732-82740-307584-480733,15660-27074-13516-4202-85705-72295-28735-321282,6178-20094-7371-10290-331571-25401-48674-98918,7638-8977-3900-5276-67144-11313-9453-46866,3167-4487-5524-5871-30974-13626-26066-37683,1708-1396-1880-2222-47026-4359-5715-28286,877-1172-808-957-18835-4158-4140-11644,easy
1186945-766295-101120-1164128-161830-362508-539946-1123800,16552-50445-127432-522732-82740-307584-480733-405758,27074-13516-4202-85705-72295-28735-321282-103670,20094-7371-10290-331571-25401-48674-98918-61162,8977-3900-5276-67144-11313-9453-46866-56312,4487-5524-5871-30974-13626-26066-37683-5436,1396-1880-2222-47026-4359-5715-28286-7193,1172-808-957-18835-4158-4140-11644-3593,easy
766295-101120-1164128-161830-362508-539946-1123800-97664,50445-127432-522732-82740-307584-480733-405758-117802,13516-4202-85705-72295-28735-321282-103670-13281,7371-10290-331571-25401-48674-98918-61162-2128,3900-5276-67144-11313-9453-46866-56312-2487,5524-5871-30974-13626-26066-37683-5436-2365,1880-2222-47026-4359-5715-28286-7193-2549,808-957-18835-4158-4140-11644-3593-521,easy
