delta,midgamma,lowgamma,theta,highalpha,lowalpha,highbeta,lowbeta,state
42536-4897-386367-101619-2550-26573-817-174619,20311-25268-21196-56912-13966-7649-16438-219579,9398-40485-5536-2220-4916-12452-23962-28433,3801-4380-2808-7839-6215-8723-3723-13533,1968-7895-1551-5399-5343-3544-9811-6479,1787-12392-2744-2780-10516-6920-13364-24234,1790-8760-2423-2434-7442-6859-5195-7076,1400-6149-593-1210-3983-6701-4903-7521,easy
4897-386367-101619-2550-26573-817-174619-41246,25268-21196-56912-13966-7649-16438-219579-45589,40485-5536-2220-4916-12452-23962-28433-10669,4380-2808-7839-6215-8723-3723-13533-6520,7895-1551-5399-5343-3544-9811-6479-15059,12392-2744-2780-10516-6920-13364-24234-12487,8760-2423-2434-7442-6859-5195-7076-3816,6149-593-1210-3983-6701-4903-7521-3110,easy
386367-101619-2550-26573-817-174619-41246-1167400,21196-56912-13966-7649-16438-219579-45589-29563,5536-2220-4916-12452-23962-28433-10669-23652,2808-7839-6215-8723-3723-13533-6520-13363,1551-5399-5343-3544-9811-6479-15059-3539,2744-2780-10516-6920-13364-24234-12487-5246,2423-2434-7442-6859-5195-7076-3816-9564,593-1210-3983-6701-4903-7521-3110-8091,easy
101619-2550-26573-817-174619-41246-1167400-44455,56912-13966-7649-16438-219579-45589-29563-28718,2220-4916-12452-23962-28433-10669-23652-11659,7839-6215-8723-3723-13533-6520-13363-7368,5399-5343-3544-9811-6479-15059-3539-11504,2780-10516-6920-13364-24234-12487-5246-10777,2434-7442-6859-5195-7076-3816-9564-9949,1210-3983-6701-4903-7521-3110-8091-10761,easy
2550-26573-817-174619-41246-1167400-44455-643797,13966-7649-16438-219579-45589-29563-28718-95826,4916-12452-23962-28433-10669-23652-11659-21535,6215-8723-3723-13533-6520-13363-7368-13589,5343-3544-9811-6479-15059-3539-11504-3689,10516-6920-13364-24234-12487-5246-10777-5562,7442-6859-5195-7076-3816-9564-9949-2768,3983-6701-4903-7521-3110-8091-10761-1686,easy
26573-817-174619-41246-1167400-44455-643797-9297,7649-16438-219579-45589-29563-28718-95826-18243,12452-23962-28433-10669-23652-11659-21535-9254,8723-3723-13533-6520-13363-7368-13589-25343,3544-9811-6479-15059-3539-11504-3689-6408,6920-13364-24234-12487-5246-10777-5562-11595,6859-5195-7076-3816-9564-9949-2768-4308,6701-4903-7521-3110-8091-10761-1686-2676,easy
817-174619-41246-1167400-44455-643797-9297-4393,16438-219579-45589-29563-28718-95826-18243-11130,23962-28433-10669-23652-11659-21535-9254-30767,3723-13533-6520-13363-7368-13589-25343-18768,9811-6479-15059-3539-11504-3689-6408-8826,13364-24234-12487-5246-10777-5562-11595-7277,5195-7076-3816-9564-9949-2768-4308-2644,4903-7521-3110-8091-10761-1686-2676-2758,easy
174619-41246-1167400-44455-643797-9297-4393-45853,219579-45589-29563-28718-95826-18243-11130-19511,28433-10669-23652-11659-21535-9254-30767-1423,13533-6520-13363-7368-13589-25343-18768-5927,6479-15059-3539-11504-3689-6408-8826-4777,24234-12487-5246-10777-5562-11595-7277-7208,7076-3816-9564-9949-2768-4308-2644-2876,7521-3110-8091-10761-1686-2676-2758-5057,easy
41246-1167400-44455-643797-9297-4393-45853-12089,45589-29563-28718-95826-18243-11130-19511-9368,10669-23652-11659-21535-9254-30767-1423-6897,6520-13363-7368-13589-25343-18768-5927-12116,15059-3539-11504-3689-6408-8826-4777-6024,12487-5246-10777-5562-11595-7277-7208-6908,3816-9564-9949-2768-4308-2644-2876-3399,3110-8091-10761-1686-2676-2758-5057-4772,easy
1167400-44455-643797-9297-4393-45853-12089-17651,29563-28718-95826-18243-11130-19511-9368-8085,23652-11659-21535-9254-30767-1423-6897-4114,13363-7368-13589-25343-18768-5927-12116-1274,3539-11504-3689-6408-8826-4777-6024-2325,5246-10777-5562-11595-7277-7208-6908-4527,9564-9949-2768-4308-2644-2876-3399-2694,8091-10761-1686-2676-2758-5057-4772-1987,easy
44455-643797-9297-4393-45853-12089-17651-27785,28718-95826-18243-11130-19511-9368-8085-11227,11659-21535-9254-30767-1423-6897-4114-1672,7368-13589-25343-18768-5927-12116-1274-2454,11504-3689-6408-8826-4777-6024-2325-3526,10777-5562-11595-7277-7208-6908-4527-4939,9949-2768-4308-2644-2876-3399-2694-1710,10761-1686-2676-2758-5057-4772-1987-4266,easy
643797-9297-4393-45853-12089-17651-27785-11382,95826-18243-11130-19511-9368-8085-11227-28385,21535-9254-30767-1423-6897-4114-1672-16589,13589-25343-18768-5927-12116-1274-2454-1750,3689-6408-8826-4777-6024-2325-3526-4724,5562-11595-7277-7208-6908-4527-4939-12871,2768-4308-2644-2876-3399-2694-1710-4062,1686-2676-2758-5057-4772-1987-4266-2869,easy
9297-4393-45853-12089-17651-27785-11382-32988,18243-11130-19511-9368-8085-11227-28385-27674,9254-30767-1423-6897-4114-1672-16589-11080,25343-18768-5927-12116-1274-2454-1750-10135,6408-8826-4777-6024-2325-3526-4724-16974,11595-7277-7208-6908-4527-4939-12871-5758,4308-2644-2876-3399-2694-1710-4062-9635,2676-2758-5057-4772-1987-4266-2869-7567,easy
4393-45853-12089-17651-27785-11382-32988-12491,11130-19511-9368-8085-11227-28385-27674-11259,30767-1423-6897-4114-1672-16589-11080-12090,18768-5927-12116-1274-2454-1750-10135-13871,8826-4777-6024-2325-3526-4724-16974-3385,7277-7208-6908-4527-4939-12871-5758-9408,2644-2876-3399-2694-1710-4062-9635-11182,2758-5057-4772-1987-4266-2869-7567-3465,hard
45853-12089-17651-27785-11382-32988-12491-40027,19511-9368-8085-11227-28385-27674-11259-43919,1423-6897-4114-1672-16589-11080-12090-13903,5927-12116-1274-2454-1750-10135-13871-25786,4777-6024-2325-3526-4724-16974-3385-12745,7208-6908-4527-4939-12871-5758-9408-11437,2876-3399-2694-1710-4062-9635-11182-3773,5057-4772-1987-4266-2869-7567-3465-4859,easy
12089-17651-27785-11382-32988-12491-40027-30420,9368-8085-11227-28385-27674-11259-43919-20906,6897-4114-1672-16589-11080-12090-13903-9992,12116-1274-2454-1750-10135-13871-25786-25649,6024-2325-3526-4724-16974-3385-12745-3558,6908-4527-4939-12871-5758-9408-11437-11275,3399-2694-1710-4062-9635-11182-3773-3689,4772-1987-4266-2869-7567-3465-4859-1791,easy
17651-27785-11382-32988-12491-40027-30420-131192,8085-11227-28385-27674-11259-43919-20906-85488,4114-1672-16589-11080-12090-13903-9992-51647,1274-2454-1750-10135-13871-25786-25649-6897,2325-3526-4724-16974-3385-12745-3558-26144,4527-4939-12871-5758-9408-11437-11275-22184,2694-1710-4062-9635-11182-3773-3689-28939,1987-4266-2869-7567-3465-4859-1791-17941,easy
27785-11382-32988-12491-40027-30420-131192-984489,11227-28385-27674-11259-43919-20906-85488-34247,1672-16589-11080-12090-13903-9992-51647-30936,2454-1750-10135-13871-25786-25649-6897-35916,3526-4724-16974-3385-12745-3558-26144-20413,4939-12871-5758-9408-11437-11275-22184-35308,1710-4062-9635-11182-3773-3689-28939-13017,4266-2869-7567-3465-4859-1791-17941-26759,easy
11382-32988-12491-40027-30420-131192-984489-149765,28385-27674-11259-43919-20906-85488-34247-56839,16589-11080-12090-13903-9992-51647-30936-49584,1750-10135-13871-25786-25649-6897-35916-2930,4724-16974-3385-12745-3558-26144-20413-6046,12871-5758-9408-11437-11275-22184-35308-13111,4062-9635-11182-3773-3689-28939-13017-17490,2869-7567-3465-4859-1791-17941-26759-11500,easy
32988-12491-40027-30420-131192-984489-149765-79309,27674-11259-43919-20906-85488-34247-56839-52224,11080-12090-13903-9992-51647-30936-49584-13702,10135-13871-25786-25649-6897-35916-2930-19954,16974-3385-12745-3558-26144-20413-6046-16979,5758-9408-11437-11275-22184-35308-13111-10829,9635-11182-3773-3689-28939-13017-17490-8598,7567-3465-4859-1791-17941-26759-11500-3033,easy
12491-40027-30420-131192-984489-149765-79309-30509,11259-43919-20906-85488-34247-56839-52224-60128,12090-13903-9992-51647-30936-49584-13702-22743,13871-25786-25649-6897-35916-2930-19954-20761,3385-12745-3558-26144-20413-6046-16979-9952,9408-11437-11275-22184-35308-13111-10829-8107,11182-3773-3689-28939-13017-17490-8598-4768,3465-4859-1791-17941-26759-11500-3033-3951,easy
40027-30420-131192-984489-149765-79309-30509-23643,43919-20906-85488-34247-56839-52224-60128-44027,13903-9992-51647-30936-49584-13702-22743-13651,25786-25649-6897-35916-2930-19954-20761-19228,12745-3558-26144-20413-6046-16979-9952-20902,11437-11275-22184-35308-13111-10829-8107-10504,3773-3689-28939-13017-17490-8598-4768-4537,4859-1791-17941-26759-11500-3033-3951-4605,easy
30420-131192-984489-149765-79309-30509-23643-59072,20906-85488-34247-56839-52224-60128-44027-76775,9992-51647-30936-49584-13702-22743-13651-10194,25649-6897-35916-2930-19954-20761-19228-9795,3558-26144-20413-6046-16979-9952-20902-15532,11275-22184-35308-13111-10829-8107-10504-12177,3689-28939-13017-17490-8598-4768-4537-3163,1791-17941-26759-11500-3033-3951-4605-4288,easy
131192-984489-149765-79309-30509-23643-59072-55045,85488-34247-56839-52224-60128-44027-76775-15690,51647-30936-49584-13702-22743-13651-10194-9540,6897-35916-2930-19954-20761-19228-9795-10709,26144-20413-6046-16979-9952-20902-15532-10582,22184-35308-13111-10829-8107-10504-12177-5651,28939-13017-17490-8598-4768-4537-3163-7372,17941-26759-11500-3033-3951-4605-4288-2541,easy
984489-149765-79309-30509-23643-59072-55045-55045,34247-56839-52224-60128-44027-76775-15690-15690,30936-49584-13702-22743-13651-10194-9540-9540,35916-2930-19954-20761-19228-9795-10709-10709,20413-6046-16979-9952-20902-15532-10582-10582,35308-13111-10829-8107-10504-12177-5651-5651,13017-17490-8598-4768-4537-3163-7372-7372,26759-11500-3033-3951-4605-4288-2541-2541,easy
149765-79309-30509-23643-59072-55045-55045-231328,56839-52224-60128-44027-76775-15690-15690-18693,49584-13702-22743-13651-10194-9540-9540-1472,2930-19954-20761-19228-9795-10709-10709-2570,6046-16979-9952-20902-15532-10582-10582-3293,13111-10829-8107-10504-12177-5651-5651-2546,17490-8598-4768-4537-3163-7372-7372-1755,11500-3033-3951-4605-4288-2541-2541-992,easy
79309-30509-23643-59072-55045-55045-231328-72632,52224-60128-44027-76775-15690-15690-18693-95636,13702-22743-13651-10194-9540-9540-1472-44467,19954-20761-19228-9795-10709-10709-2570-32187,16979-9952-20902-15532-10582-10582-3293-10071,10829-8107-10504-12177-5651-5651-2546-20738,8598-4768-4537-3163-7372-7372-1755-12990,3033-3951-4605-4288-2541-2541-992-3530,easy
30509-23643-59072-55045-55045-231328-72632-242121,60128-44027-76775-15690-15690-18693-95636-59340,22743-13651-10194-9540-9540-1472-44467-17115,20761-19228-9795-10709-10709-2570-32187-17261,9952-20902-15532-10582-10582-3293-10071-22769,8107-10504-12177-5651-5651-2546-20738-11337,4768-4537-3163-7372-7372-1755-12990-6441,3951-4605-4288-2541-2541-992-3530-4413,easy
23643-59072-55045-55045-231328-72632-242121-19195,44027-76775-15690-15690-18693-95636-59340-53419,13651-10194-9540-9540-1472-44467-17115-11879,19228-9795-10709-10709-2570-32187-17261-3576,20902-15532-10582-10582-3293-10071-22769-4102,10504-12177-5651-5651-2546-20738-11337-8014,4537-3163-7372-7372-1755-12990-6441-1760,4605-4288-2541-2541-992-3530-4413-3518,easy
59072-55045-55045-231328-72632-242121-19195-39556,76775-15690-15690-18693-95636-59340-53419-71646,10194-9540-9540-1472-44467-17115-11879-44672,9795-10709-10709-2570-32187-17261-3576-14058,15532-10582-10582-3293-10071-22769-4102-17853,12177-5651-5651-2546-20738-11337-8014-11944,3163-7372-7372-1755-12990-6441-1760-5431,4288-2541-2541-992-3530-4413-3518-4392,easy
55045-55045-231328-72632-242121-19195-39556-75224,15690-15690-18693-95636-59340-53419-71646-16931,9540-9540-1472-44467-17115-11879-44672-12152,10709-10709-2570-32187-17261-3576-14058-6739,10582-10582-3293-10071-22769-4102-17853-6410,5651-5651-2546-20738-11337-8014-11944-14180,7372-7372-1755-12990-6441-1760-5431-5186,2541-2541-992-3530-4413-3518-4392-3338,easy
55045-231328-72632-242121-19195-39556-75224-78282,15690-18693-95636-59340-53419-71646-16931-65159,9540-1472-44467-17115-11879-44672-12152-7991,10709-2570-32187-17261-3576-14058-6739-14076,10582-3293-10071-22769-4102-17853-6410-10962,5651-2546-20738-11337-8014-11944-14180-10454,7372-1755-12990-6441-1760-5431-5186-9155,2541-992-3530-4413-3518-4392-3338-5109,easy
231328-72632-242121-19195-39556-75224-78282-36249,18693-95636-59340-53419-71646-16931-65159-67404,1472-44467-17115-11879-44672-12152-7991-54709,2570-32187-17261-3576-14058-6739-14076-18642,3293-10071-22769-4102-17853-6410-10962-14278,2546-20738-11337-8014-11944-14180-10454-6250,1755-12990-6441-1760-5431-5186-9155-3447,992-3530-4413-3518-4392-3338-5109-5181,easy
72632-242121-19195-39556-75224-78282-36249-140443,95636-59340-53419-71646-16931-65159-67404-97639,44467-17115-11879-44672-12152-7991-54709-69189,32187-17261-3576-14058-6739-14076-18642-22301,10071-22769-4102-17853-6410-10962-14278-8010,20738-11337-8014-11944-14180-10454-6250-10650,12990-6441-1760-5431-5186-9155-3447-4126,3530-4413-3518-4392-3338-5109-5181-2530,easy
242121-19195-39556-75224-78282-36249-140443-34014,59340-53419-71646-16931-65159-67404-97639-30670,17115-11879-44672-12152-7991-54709-69189-2327,17261-3576-14058-6739-14076-18642-22301-15762,22769-4102-17853-6410-10962-14278-8010-2973,11337-8014-11944-14180-10454-6250-10650-1775,6441-1760-5431-5186-9155-3447-4126-1945,4413-3518-4392-3338-5109-5181-2530-1040,easy
19195-39556-75224-78282-36249-140443-34014-907046,53419-71646-16931-65159-67404-97639-30670-107358,11879-44672-12152-7991-54709-69189-2327-114718,3576-14058-6739-14076-18642-22301-15762-32333,4102-17853-6410-10962-14278-8010-2973-24264,8014-11944-14180-10454-6250-10650-1775-14031,1760-5431-5186-9155-3447-4126-1945-15439,3518-4392-3338-5109-5181-2530-1040-11281,easy
39556-75224-78282-36249-140443-34014-907046-540454,71646-16931-65159-67404-97639-30670-107358-16554,44672-12152-7991-54709-69189-2327-114718-24930,14058-6739-14076-18642-22301-15762-32333-22997,17853-6410-10962-14278-8010-2973-24264-22242,11944-14180-10454-6250-10650-1775-14031-21059,5431-5186-9155-3447-4126-1945-15439-9652,4392-3338-5109-5181-2530-1040-11281-4450,easy
75224-78282-36249-140443-34014-907046-540454-195643,16931-65159-67404-97639-30670-107358-16554-19883,12152-7991-54709-69189-2327-114718-24930-7007,6739-14076-18642-22301-15762-32333-22997-2474,6410-10962-14278-8010-2973-24264-22242-4176,14180-10454-6250-10650-1775-14031-21059-2495,5186-9155-3447-4126-1945-15439-9652-1077,3338-5109-5181-2530-1040-11281-4450-567,easy
78282-36249-140443-34014-907046-540454-195643-64003,65159-67404-97639-30670-107358-16554-19883-25427,7991-54709-69189-2327-114718-24930-7007-28339,14076-18642-22301-15762-32333-22997-2474-9621,10962-14278-8010-2973-24264-22242-4176-3610,10454-6250-10650-1775-14031-21059-2495-4223,9155-3447-4126-1945-15439-9652-1077-2102,5109-5181-2530-1040-11281-4450-567-1622,easy
36249-140443-34014-907046-540454-195643-64003-78511,67404-97639-30670-107358-16554-19883-25427-15504,54709-69189-2327-114718-24930-7007-28339-3067,18642-22301-15762-32333-22997-2474-9621-516,14278-8010-2973-24264-22242-4176-3610-3907,6250-10650-1775-14031-21059-2495-4223-2514,3447-4126-1945-15439-9652-1077-2102-922,5181-2530-1040-11281-4450-567-1622-983,easy
140443-34014-907046-540454-195643-64003-78511-44360,97639-30670-107358-16554-19883-25427-15504-62371,69189-2327-114718-24930-7007-28339-3067-20351,22301-15762-32333-22997-2474-9621-516-60815,8010-2973-24264-22242-4176-3610-3907-18252,10650-1775-14031-21059-2495-4223-2514-11404,4126-1945-15439-9652-1077-2102-922-15663,2530-1040-11281-4450-567-1622-983-2730,easy
34014-907046-540454-195643-64003-78511-44360-264261,30670-107358-16554-19883-25427-15504-62371-184708,2327-114718-24930-7007-28339-3067-20351-36410,15762-32333-22997-2474-9621-516-60815-22625,2973-24264-22242-4176-3610-3907-18252-29256,1775-14031-21059-2495-4223-2514-11404-7316,1945-15439-9652-1077-2102-922-15663-5987,1040-11281-4450-567-1622-983-2730-2844,easy
907046-540454-195643-64003-78511-44360-264261-35336,107358-16554-19883-25427-15504-62371-184708-19648,114718-24930-7007-28339-3067-20351-36410-29151,32333-22997-2474-9621-516-60815-22625-23518,24264-22242-4176-3610-3907-18252-29256-23993,14031-21059-2495-4223-2514-11404-7316-17996,15439-9652-1077-2102-922-15663-5987-9934,11281-4450-567-1622-983-2730-2844-13869,easy
540454-195643-64003-78511-44360-264261-35336-122045,16554-19883-25427-15504-62371-184708-19648-78891,24930-7007-28339-3067-20351-36410-29151-22276,22997-2474-9621-516-60815-22625-23518-16395,22242-4176-3610-3907-18252-29256-23993-15810,21059-2495-4223-2514-11404-7316-17996-16925,9652-1077-2102-922-15663-5987-9934-6994,4450-567-1622-983-2730-2844-13869-5370,easy
195643-64003-78511-44360-264261-35336-122045-83369,19883-25427-15504-62371-184708-19648-78891-71385,7007-28339-3067-20351-36410-29151-22276-11049,2474-9621-516-60815-22625-23518-16395-14007,4176-3610-3907-18252-29256-23993-15810-26166,2495-4223-2514-11404-7316-17996-16925-10525,1077-2102-922-15663-5987-9934-6994-4575,567-1622-983-2730-2844-13869-5370-1858,easy
64003-78511-44360-264261-35336-122045-83369-57752,25427-15504-62371-184708-19648-78891-71385-18274,28339-3067-20351-36410-29151-22276-11049-10687,9621-516-60815-22625-23518-16395-14007-9922,3610-3907-18252-29256-23993-15810-26166-3682,4223-2514-11404-7316-17996-16925-10525-5980,2102-922-15663-5987-9934-6994-4575-7345,1622-983-2730-2844-13869-5370-1858-5854,easy
78511-44360-264261-35336-122045-83369-57752-8754,15504-62371-184708-19648-78891-71385-18274-25772,3067-20351-36410-29151-22276-11049-10687-14885,516-60815-22625-23518-16395-14007-9922-11646,3907-18252-29256-23993-15810-26166-3682-5842,2514-11404-7316-17996-16925-10525-5980-3089,922-15663-5987-9934-6994-4575-7345-1741,983-2730-2844-13869-5370-1858-5854-2791,easy
44360-264261-35336-122045-83369-57752-8754-5795,62371-184708-19648-78891-71385-18274-25772-10342,20351-36410-29151-22276-11049-10687-14885-14929,60815-22625-23518-16395-14007-9922-11646-6788,18252-29256-23993-15810-26166-3682-5842-3652,11404-7316-17996-16925-10525-5980-3089-2251,15663-5987-9934-6994-4575-7345-1741-11068,2730-2844-13869-5370-1858-5854-2791-1770,easy
264261-35336-122045-83369-57752-8754-5795-7723,184708-19648-78891-71385-18274-25772-10342-16648,36410-29151-22276-11049-10687-14885-14929-10777,22625-23518-16395-14007-9922-11646-6788-7219,29256-23993-15810-26166-3682-5842-3652-4355,7316-17996-16925-10525-5980-3089-2251-4686,5987-9934-6994-4575-7345-1741-11068-3713,2844-13869-5370-1858-5854-2791-1770-2348,easy
35336-122045-83369-57752-8754-5795-7723-47372,19648-78891-71385-18274-25772-10342-16648-71202,29151-22276-11049-10687-14885-14929-10777-2099,23518-16395-14007-9922-11646-6788-7219-6955,23993-15810-26166-3682-5842-3652-4355-11616,17996-16925-10525-5980-3089-2251-4686-4039,9934-6994-4575-7345-1741-11068-3713-6688,13869-5370-1858-5854-2791-1770-2348-4761,easy
122045-83369-57752-8754-5795-7723-47372-29256,78891-71385-18274-25772-10342-16648-71202-28458,22276-11049-10687-14885-14929-10777-2099-18118,16395-14007-9922-11646-6788-7219-6955-35030,15810-26166-3682-5842-3652-4355-11616-10729,16925-10525-5980-3089-2251-4686-4039-5183,6994-4575-7345-1741-11068-3713-6688-2406,5370-1858-5854-2791-1770-2348-4761-2389,easy
83369-57752-8754-5795-7723-47372-29256-47031,71385-18274-25772-10342-16648-71202-28458-61073,11049-10687-14885-14929-10777-2099-18118-8430,14007-9922-11646-6788-7219-6955-35030-9370,26166-3682-5842-3652-4355-11616-10729-8893,10525-5980-3089-2251-4686-4039-5183-8469,4575-7345-1741-11068-3713-6688-2406-3921,1858-5854-2791-1770-2348-4761-2389-3469,easy
57752-8754-5795-7723-47372-29256-47031-31497,18274-25772-10342-16648-71202-28458-61073-66409,10687-14885-14929-10777-2099-18118-8430-24954,9922-11646-6788-7219-6955-35030-9370-18533,3682-5842-3652-4355-11616-10729-8893-13884,5980-3089-2251-4686-4039-5183-8469-8475,7345-1741-11068-3713-6688-2406-3921-4399,5854-2791-1770-2348-4761-2389-3469-2862,easy
8754-5795-7723-47372-29256-47031-31497-8349,25772-10342-16648-71202-28458-61073-66409-18008,14885-14929-10777-2099-18118-8430-24954-19842,11646-6788-7219-6955-35030-9370-18533-14503,5842-3652-4355-11616-10729-8893-13884-2243,3089-2251-4686-4039-5183-8469-8475-4043,1741-11068-3713-6688-2406-3921-4399-2150,2791-1770-2348-4761-2389-3469-2862-2167,easy
5795-7723-47372-29256-47031-31497-8349-98615,10342-16648-71202-28458-61073-66409-18008-87831,14929-10777-2099-18118-8430-24954-19842-20099,6788-7219-6955-35030-9370-18533-14503-11021,3652-4355-11616-10729-8893-13884-2243-6943,2251-4686-4039-5183-8469-8475-4043-10908,11068-3713-6688-2406-3921-4399-2150-7129,1770-2348-4761-2389-3469-2862-2167-2402,easy
7723-47372-29256-47031-31497-8349-98615-175226,16648-71202-28458-61073-66409-18008-87831-119046,10777-2099-18118-8430-24954-19842-20099-2440,7219-6955-35030-9370-18533-14503-11021-8409,4355-11616-10729-8893-13884-2243-6943-5194,4686-4039-5183-8469-8475-4043-10908-17104,3713-6688-2406-3921-4399-2150-7129-17442,2348-4761-2389-3469-2862-2167-2402-9882,easy
47372-29256-47031-31497-8349-98615-175226-791719,71202-28458-61073-66409-18008-87831-119046-129455,2099-18118-8430-24954-19842-20099-2440-26812,6955-35030-9370-18533-14503-11021-8409-6986,11616-10729-8893-13884-2243-6943-5194-4795,4039-5183-8469-8475-4043-10908-17104-7574,6688-2406-3921-4399-2150-7129-17442-5512,4761-2389-3469-2862-2167-2402-9882-11366,easy
29256-47031-31497-8349-98615-175226-791719-57938,28458-61073-66409-18008-87831-119046-129455-36810,18118-8430-24954-19842-20099-2440-26812-7374,35030-9370-18533-14503-11021-8409-6986-1016,10729-8893-13884-2243-6943-5194-4795-2054,5183-8469-8475-4043-10908-17104-7574-1509,2406-3921-4399-2150-7129-17442-5512-1064,2389-3469-2862-2167-2402-9882-11366-606,easy
47031-31497-8349-98615-175226-791719-57938-117758,61073-66409-18008-87831-119046-129455-36810-10998,8430-24954-19842-20099-2440-26812-7374-1873,9370-18533-14503-11021-8409-6986-1016-1756,8893-13884-2243-6943-5194-4795-2054-4259,8469-8475-4043-10908-17104-7574-1509-1416,3921-4399-2150-7129-17442-5512-1064-1830,3469-2862-2167-2402-9882-11366-606-1169,easy
31497-8349-98615-175226-791719-57938-117758-65004,66409-18008-87831-119046-129455-36810-10998-5155,24954-19842-20099-2440-26812-7374-1873-643,18533-14503-11021-8409-6986-1016-1756-1556,13884-2243-6943-5194-4795-2054-4259-863,8475-4043-10908-17104-7574-1509-1416-1415,4399-2150-7129-17442-5512-1064-1830-381,2862-2167-2402-9882-11366-606-1169-174,easy
8349-98615-175226-791719-57938-117758-65004-590383,18008-87831-119046-129455-36810-10998-5155-64917,19842-20099-2440-26812-7374-1873-643-25258,14503-11021-8409-6986-1016-1756-1556-13089,2243-6943-5194-4795-2054-4259-863-23832,4043-10908-17104-7574-1509-1416-1415-3483,2150-7129-17442-5512-1064-1830-381-3142,2167-2402-9882-11366-606-1169-174-3935,easy
98615-175226-791719-57938-117758-65004-590383-92036,87831-119046-129455-36810-10998-5155-64917-23917,20099-2440-26812-7374-1873-643-25258-11107,11021-8409-6986-1016-1756-1556-13089-13514,6943-5194-4795-2054-4259-863-23832-2825,10908-17104-7574-1509-1416-1415-3483-2419,7129-17442-5512-1064-1830-381-3142-1559,2402-9882-11366-606-1169-174-3935-740,easy
175226-791719-57938-117758-65004-590383-92036-60947,119046-129455-36810-10998-5155-64917-23917-159537,2440-26812-7374-1873-643-25258-11107-14322,8409-6986-1016-1756-1556-13089-13514-12069,5194-4795-2054-4259-863-23832-2825-12599,17104-7574-1509-1416-1415-3483-2419-4183,17442-5512-1064-1830-381-3142-1559-4653,9882-11366-606-1169-174-3935-740-4883,easy
791719-57938-117758-65004-590383-92036-60947-65190,129455-36810-10998-5155-64917-23917-159537-24191,26812-7374-1873-643-25258-11107-14322-900,6986-1016-1756-1556-13089-13514-12069-1156,4795-2054-4259-863-23832-2825-12599-3278,7574-1509-1416-1415-3483-2419-4183-4107,5512-1064-1830-381-3142-1559-4653-761,11366-606-1169-174-3935-740-4883-485,easy
57938-117758-65004-590383-92036-60947-65190-252395,36810-10998-5155-64917-23917-159537-24191-28250,7374-1873-643-25258-11107-14322-900-8866,1016-1756-1556-13089-13514-12069-1156-3199,2054-4259-863-23832-2825-12599-3278-5804,1509-1416-1415-3483-2419-4183-4107-2475,1064-1830-381-3142-1559-4653-761-964,606-1169-174-3935-740-4883-485-1139,easy
117758-65004-590383-92036-60947-65190-252395-56131,10998-5155-64917-23917-159537-24191-28250-67448,1873-643-25258-11107-14322-900-8866-3749,1756-1556-13089-13514-12069-1156-3199-5799,4259-863-23832-2825-12599-3278-5804-2738,1416-1415-3483-2419-4183-4107-2475-2299,1830-381-3142-1559-4653-761-964-2445,1169-174-3935-740-4883-485-1139-739,easy
65004-590383-92036-60947-65190-252395-56131-174146,5155-64917-23917-159537-24191-28250-67448-20828,643-25258-11107-14322-900-8866-3749-10864,1556-13089-13514-12069-1156-3199-5799-2094,863-23832-2825-12599-3278-5804-2738-2509,1415-3483-2419-4183-4107-2475-2299-1440,381-3142-1559-4653-761-964-2445-1055,174-3935-740-4883-485-1139-739-805,easy
590383-92036-60947-65190-252395-56131-174146-77364,64917-23917-159537-24191-28250-67448-20828-39603,25258-11107-14322-900-8866-3749-10864-5773,13089-13514-12069-1156-3199-5799-2094-33358,23832-2825-12599-3278-5804-2738-2509-26768,3483-2419-4183-4107-2475-2299-1440-11068,3142-1559-4653-761-964-2445-1055-8954,3935-740-4883-485-1139-739-805-4067,easy
92036-60947-65190-252395-56131-174146-77364-216394,23917-159537-24191-28250-67448-20828-39603-12674,11107-14322-900-8866-3749-10864-5773-12345,13514-12069-1156-3199-5799-2094-33358-4231,2825-12599-3278-5804-2738-2509-26768-2747,2419-4183-4107-2475-2299-1440-11068-6791,1559-4653-761-964-2445-1055-8954-3075,740-4883-485-1139-739-805-4067-930,easy
60947-65190-252395-56131-174146-77364-216394-600878,159537-24191-28250-67448-20828-39603-12674-84248,14322-900-8866-3749-10864-5773-12345-11358,12069-1156-3199-5799-2094-33358-4231-15344,12599-3278-5804-2738-2509-26768-2747-9515,4183-4107-2475-2299-1440-11068-6791-8048,4653-761-964-2445-1055-8954-3075-4444,4883-485-1139-739-805-4067-930-3522,easy
65190-252395-56131-174146-77364-216394-600878-773780,24191-28250-67448-20828-39603-12674-84248-137155,900-8866-3749-10864-5773-12345-11358-58669,1156-3199-5799-2094-33358-4231-15344-55123,3278-5804-2738-2509-26768-2747-9515-12577,4107-2475-2299-1440-11068-6791-8048-35250,761-964-2445-1055-8954-3075-4444-4898,485-1139-739-805-4067-930-3522-3795,easy
252395-56131-174146-77364-216394-600878-773780-650830,28250-67448-20828-39603-12674-84248-137155-21277,8866-3749-10864-5773-12345-11358-58669-4617,3199-5799-2094-33358-4231-15344-55123-4942,5804-2738-2509-26768-2747-9515-12577-3775,2475-2299-1440-11068-6791-8048-35250-2581,964-2445-1055-8954-3075-4444-4898-1132,1139-739-805-4067-930-3522-3795-470,easy
