delta,midgamma,lowgamma,theta,highalpha,lowalpha,highbeta,lowbeta,state
30249-151211-72733-152242-341717-10887-98441-181334,28974-80663-54955-64741-18902-9068-11052-15273,34324-32904-6854-10068-9047-2194-8041-11271,12499-5658-7813-13344-13912-9946-3254-13889,7171-14913-4091-6931-4547-9234-2325-4001,15529-10015-5210-14524-12950-8839-1838-1490,3967-8820-2115-11104-3057-5435-2426-1949,4427-4502-1042-3220-2980-5531-1033-1114,easy
151211-72733-152242-341717-10887-98441-181334-62615,80663-54955-64741-18902-9068-11052-15273-24827,32904-6854-10068-9047-2194-8041-11271-7908,5658-7813-13344-13912-9946-3254-13889-5013,14913-4091-6931-4547-9234-2325-4001-1957,10015-5210-14524-12950-8839-1838-1490-2444,8820-2115-11104-3057-5435-2426-1949-741,4502-1042-3220-2980-5531-1033-1114-1256,easy
72733-152242-341717-10887-98441-181334-62615-36633,54955-64741-18902-9068-11052-15273-24827-45986,6854-10068-9047-2194-8041-11271-7908-12079,7813-13344-13912-9946-3254-13889-5013-10676,4091-6931-4547-9234-2325-4001-1957-10738,5210-14524-12950-8839-1838-1490-2444-4816,2115-11104-3057-5435-2426-1949-741-7711,1042-3220-2980-5531-1033-1114-1256-4745,easy
152242-341717-10887-98441-181334-62615-36633-11769,64741-18902-9068-11052-15273-24827-45986-18466,10068-9047-2194-8041-11271-7908-12079-4056,13344-13912-9946-3254-13889-5013-10676-7373,6931-4547-9234-2325-4001-1957-10738-5870,14524-12950-8839-1838-1490-2444-4816-11423,11104-3057-5435-2426-1949-741-7711-2911,3220-2980-5531-1033-1114-1256-4745-8987,easy
341717-10887-98441-181334-62615-36633-11769-21696,18902-9068-11052-15273-24827-45986-18466-16990,9047-2194-8041-11271-7908-12079-4056-12176,13912-9946-3254-13889-5013-10676-7373-9058,4547-9234-2325-4001-1957-10738-5870-21409,12950-8839-1838-1490-2444-4816-11423-7909,3057-5435-2426-1949-741-7711-2911-18211,2980-5531-1033-1114-1256-4745-8987-7130,easy
10887-98441-181334-62615-36633-11769-21696-36230,9068-11052-15273-24827-45986-18466-16990-22826,2194-8041-11271-7908-12079-4056-12176-14463,9946-3254-13889-5013-10676-7373-9058-9743,9234-2325-4001-1957-10738-5870-21409-11404,8839-1838-1490-2444-4816-11423-7909-8277,5435-2426-1949-741-7711-2911-18211-8429,5531-1033-1114-1256-4745-8987-7130-2024,easy
98441-181334-62615-36633-11769-21696-36230-75403,11052-15273-24827-45986-18466-16990-22826-12412,8041-11271-7908-12079-4056-12176-14463-3458,3254-13889-5013-10676-7373-9058-9743-3335,2325-4001-1957-10738-5870-21409-11404-3225,1838-1490-2444-4816-11423-7909-8277-4876,2426-1949-741-7711-2911-18211-8429-715,1033-1114-1256-4745-8987-7130-2024-1332,easy
181334-62615-36633-11769-21696-36230-75403-122043,15273-24827-45986-18466-16990-22826-12412-16585,11271-7908-12079-4056-12176-14463-3458-2061,13889-5013-10676-7373-9058-9743-3335-1424,4001-1957-10738-5870-21409-11404-3225-2818,1490-2444-4816-11423-7909-8277-4876-1707,1949-741-7711-2911-18211-8429-715-2516,1114-1256-4745-8987-7130-2024-1332-1395,easy
62615-36633-11769-21696-36230-75403-122043-69777,24827-45986-18466-16990-22826-12412-16585-8608,7908-12079-4056-12176-14463-3458-2061-4512,5013-10676-7373-9058-9743-3335-1424-8725,1957-10738-5870-21409-11404-3225-2818-9860,2444-4816-11423-7909-8277-4876-1707-17710,741-7711-2911-18211-8429-715-2516-4152,1256-4745-8987-7130-2024-1332-1395-3250,easy
36633-11769-21696-36230-75403-122043-69777-1033938,45986-18466-16990-22826-12412-16585-8608-23912,12079-4056-12176-14463-3458-2061-4512-11777,10676-7373-9058-9743-3335-1424-8725-14022,10738-5870-21409-11404-3225-2818-9860-5785,4816-11423-7909-8277-4876-1707-17710-8306,7711-2911-18211-8429-715-2516-4152-15290,4745-8987-7130-2024-1332-1395-3250-3285,easy
11769-21696-36230-75403-122043-69777-1033938-29918,18466-16990-22826-12412-16585-8608-23912-20039,4056-12176-14463-3458-2061-4512-11777-12808,7373-9058-9743-3335-1424-8725-14022-3369,5870-21409-11404-3225-2818-9860-5785-12350,11423-7909-8277-4876-1707-17710-8306-14503,2911-18211-8429-715-2516-4152-15290-6705,8987-7130-2024-1332-1395-3250-3285-4086,easy
21696-36230-75403-122043-69777-1033938-29918-44714,16990-22826-12412-16585-8608-23912-20039-12271,12176-14463-3458-2061-4512-11777-12808-1012,9058-9743-3335-1424-8725-14022-3369-530,21409-11404-3225-2818-9860-5785-12350-377,7909-8277-4876-1707-17710-8306-14503-397,18211-8429-715-2516-4152-15290-6705-494,7130-2024-1332-1395-3250-3285-4086-208,easy
36230-75403-122043-69777-1033938-29918-44714-9460,22826-12412-16585-8608-23912-20039-12271-10135,14463-3458-2061-4512-11777-12808-1012-3044,9743-3335-1424-8725-14022-3369-530-2057,11404-3225-2818-9860-5785-12350-377-1680,8277-4876-1707-17710-8306-14503-397-3648,8429-715-2516-4152-15290-6705-494-1189,2024-1332-1395-3250-3285-4086-208-624,easy
75403-122043-69777-1033938-29918-44714-9460-35150,12412-16585-8608-23912-20039-12271-10135-53155,3458-2061-4512-11777-12808-1012-3044-30725,3335-1424-8725-14022-3369-530-2057-12748,3225-2818-9860-5785-12350-377-1680-10584,4876-1707-17710-8306-14503-397-3648-18155,715-2516-4152-15290-6705-494-1189-4166,1332-1395-3250-3285-4086-208-624-9019,easy
122043-69777-1033938-29918-44714-9460-35150-2484902,16585-8608-23912-20039-12271-10135-53155-359193,2061-4512-11777-12808-1012-3044-30725-41812,1424-8725-14022-3369-530-2057-12748-22042,2818-9860-5785-12350-377-1680-10584-19773,1707-17710-8306-14503-397-3648-18155-14391,2516-4152-15290-6705-494-1189-4166-11651,1395-3250-3285-4086-208-624-9019-5014,easy
69777-1033938-29918-44714-9460-35150-2484902-2292760,8608-23912-20039-12271-10135-53155-359193-420741,4512-11777-12808-1012-3044-30725-41812-80582,8725-14022-3369-530-2057-12748-22042-94197,9860-5785-12350-377-1680-10584-19773-55527,17710-8306-14503-397-3648-18155-14391-21019,4152-15290-6705-494-1189-4166-11651-31249,3250-3285-4086-208-624-9019-5014-7604,easy
1033938-29918-44714-9460-35150-2484902-2292760-1685618,23912-20039-12271-10135-53155-359193-420741-114072,11777-12808-1012-3044-30725-41812-80582-93093,14022-3369-530-2057-12748-22042-94197-108158,5785-12350-377-1680-10584-19773-55527-19301,8306-14503-397-3648-18155-14391-21019-22300,15290-6705-494-1189-4166-11651-31249-36608,3285-4086-208-624-9019-5014-7604-4136,easy
29918-44714-9460-35150-2484902-2292760-1685618-324211,20039-12271-10135-53155-359193-420741-114072-53569,12808-1012-3044-30725-41812-80582-93093-11325,3369-530-2057-12748-22042-94197-108158-877,12350-377-1680-10584-19773-55527-19301-2021,14503-397-3648-18155-14391-21019-22300-4949,6705-494-1189-4166-11651-31249-36608-1582,4086-208-624-9019-5014-7604-4136-879,easy
44714-9460-35150-2484902-2292760-1685618-324211-168858,12271-10135-53155-359193-420741-114072-53569-10927,1012-3044-30725-41812-80582-93093-11325-1572,530-2057-12748-22042-94197-108158-877-5314,377-1680-10584-19773-55527-19301-2021-2005,397-3648-18155-14391-21019-22300-4949-3962,494-1189-4166-11651-31249-36608-1582-1015,208-624-9019-5014-7604-4136-879-1397,easy
9460-35150-2484902-2292760-1685618-324211-168858-1454103,10135-53155-359193-420741-114072-53569-10927-670902,3044-30725-41812-80582-93093-11325-1572-177538,2057-12748-22042-94197-108158-877-5314-103475,1680-10584-19773-55527-19301-2021-2005-303311,3648-18155-14391-21019-22300-4949-3962-105654,1189-4166-11651-31249-36608-1582-1015-48489,624-9019-5014-7604-4136-879-1397-67958,easy
238753-225295-400309-25493-90888-9916-10912-23338,74635-64941-19197-39219-49216-7864-4284-18549,11165-7298-9533-9301-14473-13429-692-4972,13180-10499-19574-16317-6143-15335-5607-7082,3940-5306-44591-7945-3061-2353-2122-3538,4055-7538-12495-6590-1925-6714-6217-3672,3226-1757-16013-4681-877-2345-4040-3440,4358-3974-6438-1962-384-865-2207-1286,easy
225295-400309-25493-90888-9916-10912-23338-15700,64941-19197-39219-49216-7864-4284-18549-11821,7298-9533-9301-14473-13429-692-4972-2743,10499-19574-16317-6143-15335-5607-7082-3998,5306-44591-7945-3061-2353-2122-3538-3285,7538-12495-6590-1925-6714-6217-3672-4857,1757-16013-4681-877-2345-4040-3440-5463,3974-6438-1962-384-865-2207-1286-3018,easy
400309-25493-90888-9916-10912-23338-15700-1492017,19197-39219-49216-7864-4284-18549-11821-206262,9533-9301-14473-13429-692-4972-2743-36206,19574-16317-6143-15335-5607-7082-3998-27460,44591-7945-3061-2353-2122-3538-3285-25614,12495-6590-1925-6714-6217-3672-4857-10758,16013-4681-877-2345-4040-3440-5463-1738,6438-1962-384-865-2207-1286-3018-7369,easy
25493-90888-9916-10912-23338-15700-1492017-143249,39219-49216-7864-4284-18549-11821-206262-522214,9301-14473-13429-692-4972-2743-36206-112061,16317-6143-15335-5607-7082-3998-27460-18133,7945-3061-2353-2122-3538-3285-25614-30448,6590-1925-6714-6217-3672-4857-10758-22306,4681-877-2345-4040-3440-5463-1738-14916,1962-384-865-2207-1286-3018-7369-16976,easy
90888-9916-10912-23338-15700-1492017-143249-161884,49216-7864-4284-18549-11821-206262-522214-249263,14473-13429-692-4972-2743-36206-112061-16059,6143-15335-5607-7082-3998-27460-18133-9312,3061-2353-2122-3538-3285-25614-30448-3290,1925-6714-6217-3672-4857-10758-22306-3651,877-2345-4040-3440-5463-1738-14916-8747,384-865-2207-1286-3018-7369-16976-3138,hard
9916-10912-23338-15700-1492017-143249-161884-106193,7864-4284-18549-11821-206262-522214-249263-14281,13429-692-4972-2743-36206-112061-16059-13314,15335-5607-7082-3998-27460-18133-9312-13855,2353-2122-3538-3285-25614-30448-3290-7912,6714-6217-3672-4857-10758-22306-3651-17482,2345-4040-3440-5463-1738-14916-8747-15732,865-2207-1286-3018-7369-16976-3138-5800,easy
10912-23338-15700-1492017-143249-161884-106193-47528,4284-18549-11821-206262-522214-249263-14281-28292,692-4972-2743-36206-112061-16059-13314-15388,5607-7082-3998-27460-18133-9312-13855-9018,2122-3538-3285-25614-30448-3290-7912-3062,6217-3672-4857-10758-22306-3651-17482-3181,4040-3440-5463-1738-14916-8747-15732-930,2207-1286-3018-7369-16976-3138-5800-2515,easy
23338-15700-1492017-143249-161884-106193-47528-960787,18549-11821-206262-522214-249263-14281-28292-283197,4972-2743-36206-112061-16059-13314-15388-22912,7082-3998-27460-18133-9312-13855-9018-9334,3538-3285-25614-30448-3290-7912-3062-15125,3672-4857-10758-22306-3651-17482-3181-7455,3440-5463-1738-14916-8747-15732-930-3892,1286-3018-7369-16976-3138-5800-2515-2658,easy
15700-1492017-143249-161884-106193-47528-960787-27042,11821-206262-522214-249263-14281-28292-283197-10493,2743-36206-112061-16059-13314-15388-22912-4853,3998-27460-18133-9312-13855-9018-9334-1176,3285-25614-30448-3290-7912-3062-15125-8679,4857-10758-22306-3651-17482-3181-7455-6229,5463-1738-14916-8747-15732-930-3892-1870,3018-7369-16976-3138-5800-2515-2658-2362,easy
1492017-143249-161884-106193-47528-960787-27042-60990,206262-522214-249263-14281-28292-283197-10493-16777,36206-112061-16059-13314-15388-22912-4853-1933,27460-18133-9312-13855-9018-9334-1176-652,25614-30448-3290-7912-3062-15125-8679-2057,10758-22306-3651-17482-3181-7455-6229-818,1738-14916-8747-15732-930-3892-1870-164,7369-16976-3138-5800-2515-2658-2362-153,easy
143249-161884-106193-47528-960787-27042-60990-21557,522214-249263-14281-28292-283197-10493-16777-17509,112061-16059-13314-15388-22912-4853-1933-7262,18133-9312-13855-9018-9334-1176-652-33436,30448-3290-7912-3062-15125-8679-2057-8031,22306-3651-17482-3181-7455-6229-818-3898,14916-8747-15732-930-3892-1870-164-5552,16976-3138-5800-2515-2658-2362-153-3703,easy
161884-106193-47528-960787-27042-60990-21557-24716,249263-14281-28292-283197-10493-16777-17509-31002,16059-13314-15388-22912-4853-1933-7262-8986,9312-13855-9018-9334-1176-652-33436-7541,3290-7912-3062-15125-8679-2057-8031-11814,3651-17482-3181-7455-6229-818-3898-5832,8747-15732-930-3892-1870-164-5552-2969,3138-5800-2515-2658-2362-153-3703-2499,easy
106193-47528-960787-27042-60990-21557-24716-17579,14281-28292-283197-10493-16777-17509-31002-7909,13314-15388-22912-4853-1933-7262-8986-1349,13855-9018-9334-1176-652-33436-7541-31059,7912-3062-15125-8679-2057-8031-11814-9149,17482-3181-7455-6229-818-3898-5832-6221,15732-930-3892-1870-164-5552-2969-2502,5800-2515-2658-2362-153-3703-2499-4638,easy
47528-960787-27042-60990-21557-24716-17579-183689,28292-283197-10493-16777-17509-31002-7909-36409,15388-22912-4853-1933-7262-8986-1349-34214,9018-9334-1176-652-33436-7541-31059-26696,3062-15125-8679-2057-8031-11814-9149-8975,3181-7455-6229-818-3898-5832-6221-5261,930-3892-1870-164-5552-2969-2502-5926,2515-2658-2362-153-3703-2499-4638-866,easy
960787-27042-60990-21557-24716-17579-183689-312846,283197-10493-16777-17509-31002-7909-36409-70770,22912-4853-1933-7262-8986-1349-34214-20529,9334-1176-652-33436-7541-31059-26696-11506,15125-8679-2057-8031-11814-9149-8975-3544,7455-6229-818-3898-5832-6221-5261-3587,3892-1870-164-5552-2969-2502-5926-860,2658-2362-153-3703-2499-4638-866-1977,easy
27042-60990-21557-24716-17579-183689-312846-3726,10493-16777-17509-31002-7909-36409-70770-23125,4853-1933-7262-8986-1349-34214-20529-7804,1176-652-33436-7541-31059-26696-11506-15873,8679-2057-8031-11814-9149-8975-3544-3306,6229-818-3898-5832-6221-5261-3587-10353,1870-164-5552-2969-2502-5926-860-3758,2362-153-3703-2499-4638-866-1977-3378,easy
60990-21557-24716-17579-183689-312846-3726-16332,16777-17509-31002-7909-36409-70770-23125-3061,1933-7262-8986-1349-34214-20529-7804-2417,652-33436-7541-31059-26696-11506-15873-6994,2057-8031-11814-9149-8975-3544-3306-7781,818-3898-5832-6221-5261-3587-10353-12747,164-5552-2969-2502-5926-860-3758-2483,153-3703-2499-4638-866-1977-3378-2568,easy
21557-24716-17579-183689-312846-3726-16332-127439,17509-31002-7909-36409-70770-23125-3061-46057,7262-8986-1349-34214-20529-7804-2417-6873,33436-7541-31059-26696-11506-15873-6994-17908,8031-11814-9149-8975-3544-3306-7781-5909,3898-5832-6221-5261-3587-10353-12747-7942,5552-2969-2502-5926-860-3758-2483-4022,3703-2499-4638-866-1977-3378-2568-1735,easy
24716-17579-183689-312846-3726-16332-127439-7955,31002-7909-36409-70770-23125-3061-46057-11592,8986-1349-34214-20529-7804-2417-6873-8103,7541-31059-26696-11506-15873-6994-17908-6079,11814-9149-8975-3544-3306-7781-5909-2138,5832-6221-5261-3587-10353-12747-7942-8867,2969-2502-5926-860-3758-2483-4022-5194,2499-4638-866-1977-3378-2568-1735-4161,easy
17579-183689-312846-3726-16332-127439-7955-10332,7909-36409-70770-23125-3061-46057-11592-11766,1349-34214-20529-7804-2417-6873-8103-6150,31059-26696-11506-15873-6994-17908-6079-16409,9149-8975-3544-3306-7781-5909-2138-4711,6221-5261-3587-10353-12747-7942-8867-10404,2502-5926-860-3758-2483-4022-5194-1183,4638-866-1977-3378-2568-1735-4161-2219,easy
183689-312846-3726-16332-127439-7955-10332-145367,36409-70770-23125-3061-46057-11592-11766-72192,34214-20529-7804-2417-6873-8103-6150-13622,26696-11506-15873-6994-17908-6079-16409-6636,8975-3544-3306-7781-5909-2138-4711-6394,5261-3587-10353-12747-7942-8867-10404-8263,5926-860-3758-2483-4022-5194-1183-730,866-1977-3378-2568-1735-4161-2219-1248,hard
312846-3726-16332-127439-7955-10332-145367-92938,70770-23125-3061-46057-11592-11766-72192-51117,20529-7804-2417-6873-8103-6150-13622-434,11506-15873-6994-17908-6079-16409-6636-3121,3544-3306-7781-5909-2138-4711-6394-2699,3587-10353-12747-7942-8867-10404-8263-1977,860-3758-2483-4022-5194-1183-730-1417,1977-3378-2568-1735-4161-2219-1248-2684,easy
3726-16332-127439-7955-10332-145367-92938-166769,23125-3061-46057-11592-11766-72192-51117-26638,7804-2417-6873-8103-6150-13622-434-6616,15873-6994-17908-6079-16409-6636-3121-5339,3306-7781-5909-2138-4711-6394-2699-5219,10353-12747-7942-8867-10404-8263-1977-5228,3758-2483-4022-5194-1183-730-1417-3270,3378-2568-1735-4161-2219-1248-2684-1660,easy
16332-127439-7955-10332-145367-92938-166769-28735,3061-46057-11592-11766-72192-51117-26638-21366,2417-6873-8103-6150-13622-434-6616-9334,6994-17908-6079-16409-6636-3121-5339-8937,7781-5909-2138-4711-6394-2699-5219-13597,12747-7942-8867-10404-8263-1977-5228-21822,2483-4022-5194-1183-730-1417-3270-10765,2568-1735-4161-2219-1248-2684-1660-5084,easy
127439-7955-10332-145367-92938-166769-28735-21250,46057-11592-11766-72192-51117-26638-21366-12853,6873-8103-6150-13622-434-6616-9334-3068,17908-6079-16409-6636-3121-5339-8937-41694,5909-2138-4711-6394-2699-5219-13597-9867,7942-8867-10404-8263-1977-5228-21822-6863,4022-5194-1183-730-1417-3270-10765-17003,1735-4161-2219-1248-2684-1660-5084-6335,easy
7955-10332-145367-92938-166769-28735-21250-23566,11592-11766-72192-51117-26638-21366-12853-34794,8103-6150-13622-434-6616-9334-3068-3406,6079-16409-6636-3121-5339-8937-41694-3146,2138-4711-6394-2699-5219-13597-9867-20572,8867-10404-8263-1977-5228-21822-6863-10193,5194-1183-730-1417-3270-10765-17003-4673,4161-2219-1248-2684-1660-5084-6335-12679,easy
10332-145367-92938-166769-28735-21250-23566-3964,11766-72192-51117-26638-21366-12853-34794-4237,6150-13622-434-6616-9334-3068-3406-3813,16409-6636-3121-5339-8937-41694-3146-14738,4711-6394-2699-5219-13597-9867-20572-4828,10404-8263-1977-5228-21822-6863-10193-5542,1183-730-1417-3270-10765-17003-4673-10159,2219-1248-2684-1660-5084-6335-12679-5040,easy
145367-92938-166769-28735-21250-23566-3964-20419,72192-51117-26638-21366-12853-34794-4237-20433,13622-434-6616-9334-3068-3406-3813-11881,6636-3121-5339-8937-41694-3146-14738-22096,6394-2699-5219-13597-9867-20572-4828-10219,8263-1977-5228-21822-6863-10193-5542-17015,730-1417-3270-10765-17003-4673-10159-3154,1248-2684-1660-5084-6335-12679-5040-2748,easy
92938-166769-28735-21250-23566-3964-20419-194595,51117-26638-21366-12853-34794-4237-20433-50106,434-6616-9334-3068-3406-3813-11881-7561,3121-5339-8937-41694-3146-14738-22096-3954,2699-5219-13597-9867-20572-4828-10219-4551,1977-5228-21822-6863-10193-5542-17015-2159,1417-3270-10765-17003-4673-10159-3154-1658,2684-1660-5084-6335-12679-5040-2748-1182,easy
166769-28735-21250-23566-3964-20419-194595-7848,26638-21366-12853-34794-4237-20433-50106-6922,6616-9334-3068-3406-3813-11881-7561-18921,5339-8937-41694-3146-14738-22096-3954-2926,5219-13597-9867-20572-4828-10219-4551-4872,5228-21822-6863-10193-5542-17015-2159-8013,3270-10765-17003-4673-10159-3154-1658-7476,1660-5084-6335-12679-5040-2748-1182-5202,easy
28735-21250-23566-3964-20419-194595-7848-14935,21366-12853-34794-4237-20433-50106-6922-9794,9334-3068-3406-3813-11881-7561-18921-6669,8937-41694-3146-14738-22096-3954-2926-22593,13597-9867-20572-4828-10219-4551-4872-6441,21822-6863-10193-5542-17015-2159-8013-15251,10765-17003-4673-10159-3154-1658-7476-7813,5084-6335-12679-5040-2748-1182-5202-2741,easy
21250-23566-3964-20419-194595-7848-14935-11521,12853-34794-4237-20433-50106-6922-9794-14337,3068-3406-3813-11881-7561-18921-6669-16200,41694-3146-14738-22096-3954-2926-22593-26753,9867-20572-4828-10219-4551-4872-6441-14150,6863-10193-5542-17015-2159-8013-15251-12200,17003-4673-10159-3154-1658-7476-7813-3919,6335-12679-5040-2748-1182-5202-2741-6219,easy
23566-3964-20419-194595-7848-14935-11521-111143,34794-4237-20433-50106-6922-9794-14337-7503,3406-3813-11881-7561-18921-6669-16200-2669,3146-14738-22096-3954-2926-22593-26753-907,20572-4828-10219-4551-4872-6441-14150-1295,10193-5542-17015-2159-8013-15251-12200-3042,4673-10159-3154-1658-7476-7813-3919-1488,12679-5040-2748-1182-5202-2741-6219-969,easy
3964-20419-194595-7848-14935-11521-111143-32313,4237-20433-50106-6922-9794-14337-7503-8298,3813-11881-7561-18921-6669-16200-2669-7740,14738-22096-3954-2926-22593-26753-907-6625,4828-10219-4551-4872-6441-14150-1295-4779,5542-17015-2159-8013-15251-12200-3042-2141,10159-3154-1658-7476-7813-3919-1488-2945,5040-2748-1182-5202-2741-6219-969-922,easy
20419-194595-7848-14935-11521-111143-32313-6951,20433-50106-6922-9794-14337-7503-8298-16486,11881-7561-18921-6669-16200-2669-7740-4498,22096-3954-2926-22593-26753-907-6625-1852,10219-4551-4872-6441-14150-1295-4779-10346,17015-2159-8013-15251-12200-3042-2141-6856,3154-1658-7476-7813-3919-1488-2945-13938,2748-1182-5202-2741-6219-969-922-9061,easy
194595-7848-14935-11521-111143-32313-6951-7100,50106-6922-9794-14337-7503-8298-16486-37839,7561-18921-6669-16200-2669-7740-4498-17873,3954-2926-22593-26753-907-6625-1852-16463,4551-4872-6441-14150-1295-4779-10346-16342,2159-8013-15251-12200-3042-2141-6856-12306,1658-7476-7813-3919-1488-2945-13938-4589,1182-5202-2741-6219-969-922-9061-3158,easy
7848-14935-11521-111143-32313-6951-7100-59478,6922-9794-14337-7503-8298-16486-37839-15579,18921-6669-16200-2669-7740-4498-17873-9028,2926-22593-26753-907-6625-1852-16463-13973,4872-6441-14150-1295-4779-10346-16342-15331,8013-15251-12200-3042-2141-6856-12306-13359,7476-7813-3919-1488-2945-13938-4589-8555,5202-2741-6219-969-922-9061-3158-4088,easy
14935-11521-111143-32313-6951-7100-59478-36403,9794-14337-7503-8298-16486-37839-15579-34360,6669-16200-2669-7740-4498-17873-9028-21557,22593-26753-907-6625-1852-16463-13973-33151,6441-14150-1295-4779-10346-16342-15331-7471,15251-12200-3042-2141-6856-12306-13359-6319,7813-3919-1488-2945-13938-4589-8555-5967,2741-6219-969-922-9061-3158-4088-9952,easy
11521-111143-32313-6951-7100-59478-36403-59778,14337-7503-8298-16486-37839-15579-34360-28432,16200-2669-7740-4498-17873-9028-21557-16425,26753-907-6625-1852-16463-13973-33151-8217,14150-1295-4779-10346-16342-15331-7471-10656,12200-3042-2141-6856-12306-13359-6319-12339,3919-1488-2945-13938-4589-8555-5967-9658,6219-969-922-9061-3158-4088-9952-8397,easy
111143-32313-6951-7100-59478-36403-59778-10632,7503-8298-16486-37839-15579-34360-28432-9911,2669-7740-4498-17873-9028-21557-16425-17737,907-6625-1852-16463-13973-33151-8217-5981,1295-4779-10346-16342-15331-7471-10656-6745,3042-2141-6856-12306-13359-6319-12339-7791,1488-2945-13938-4589-8555-5967-9658-3305,969-922-9061-3158-4088-9952-8397-3850,easy
32313-6951-7100-59478-36403-59778-10632-46035,8298-16486-37839-15579-34360-28432-9911-34686,7740-4498-17873-9028-21557-16425-17737-6061,6625-1852-16463-13973-33151-8217-5981-16613,4779-10346-16342-15331-7471-10656-6745-10144,2141-6856-12306-13359-6319-12339-7791-6312,2945-13938-4589-8555-5967-9658-3305-9729,922-9061-3158-4088-9952-8397-3850-3913,easy
6951-7100-59478-36403-59778-10632-46035-192342,16486-37839-15579-34360-28432-9911-34686-30552,4498-17873-9028-21557-16425-17737-6061-3192,1852-16463-13973-33151-8217-5981-16613-812,10346-16342-15331-7471-10656-6745-10144-2869,6856-12306-13359-6319-12339-7791-6312-1395,13938-4589-8555-5967-9658-3305-9729-1060,9061-3158-4088-9952-8397-3850-3913-2323,easy
7100-59478-36403-59778-10632-46035-192342-75147,37839-15579-34360-28432-9911-34686-30552-31746,17873-9028-21557-16425-17737-6061-3192-7644,16463-13973-33151-8217-5981-16613-812-16392,16342-15331-7471-10656-6745-10144-2869-19461,12306-13359-6319-12339-7791-6312-1395-9873,4589-8555-5967-9658-3305-9729-1060-8443,3158-4088-9952-8397-3850-3913-2323-3481,easy
59478-36403-59778-10632-46035-192342-75147-143032,15579-34360-28432-9911-34686-30552-31746-24339,9028-21557-16425-17737-6061-3192-7644-3157,13973-33151-8217-5981-16613-812-16392-4138,15331-7471-10656-6745-10144-2869-19461-7471,13359-6319-12339-7791-6312-1395-9873-8170,8555-5967-9658-3305-9729-1060-8443-2923,4088-9952-8397-3850-3913-2323-3481-1621,easy
36403-59778-10632-46035-192342-75147-143032-21496,34360-28432-9911-34686-30552-31746-24339-27560,21557-16425-17737-6061-3192-7644-3157-6789,33151-8217-5981-16613-812-16392-4138-4814,7471-10656-6745-10144-2869-19461-7471-2780,6319-12339-7791-6312-1395-9873-8170-12303,5967-9658-3305-9729-1060-8443-2923-4732,9952-8397-3850-3913-2323-3481-1621-4432,easy
59778-10632-46035-192342-75147-143032-21496-31548,28432-9911-34686-30552-31746-24339-27560-51721,16425-17737-6061-3192-7644-3157-6789-20877,8217-5981-16613-812-16392-4138-4814-28892,10656-6745-10144-2869-19461-7471-2780-17831,12339-7791-6312-1395-9873-8170-12303-11875,9658-3305-9729-1060-8443-2923-4732-5698,8397-3850-3913-2323-3481-1621-4432-5900,easy
10632-46035-192342-75147-143032-21496-31548-5107,9911-34686-30552-31746-24339-27560-51721-25346,17737-6061-3192-7644-3157-6789-20877-7053,5981-16613-812-16392-4138-4814-28892-10862,6745-10144-2869-19461-7471-2780-17831-24781,7791-6312-1395-9873-8170-12303-11875-7928,3305-9729-1060-8443-2923-4732-5698-6462,3850-3913-2323-3481-1621-4432-5900-2771,easy
46035-192342-75147-143032-21496-31548-5107-388940,34686-30552-31746-24339-27560-51721-25346-17655,6061-3192-7644-3157-6789-20877-7053-8073,16613-812-16392-4138-4814-28892-10862-9399,10144-2869-19461-7471-2780-17831-24781-4085,6312-1395-9873-8170-12303-11875-7928-5030,9729-1060-8443-2923-4732-5698-6462-2830,3913-2323-3481-1621-4432-5900-2771-3178,easy
192342-75147-143032-21496-31548-5107-388940-52817,30552-31746-24339-27560-51721-25346-17655-9574,3192-7644-3157-6789-20877-7053-8073-2765,812-16392-4138-4814-28892-10862-9399-387,2869-19461-7471-2780-17831-24781-4085-687,1395-9873-8170-12303-11875-7928-5030-1679,1060-8443-2923-4732-5698-6462-2830-3135,2323-3481-1621-4432-5900-2771-3178-1247,easy
75147-143032-21496-31548-5107-388940-52817-454447,31746-24339-27560-51721-25346-17655-9574-36118,7644-3157-6789-20877-7053-8073-2765-9561,16392-4138-4814-28892-10862-9399-387-16048,19461-7471-2780-17831-24781-4085-687-18786,9873-8170-12303-11875-7928-5030-1679-30380,8443-2923-4732-5698-6462-2830-3135-41054,3481-1621-4432-5900-2771-3178-1247-27464,easy
143032-21496-31548-5107-388940-52817-454447-78944,24339-27560-51721-25346-17655-9574-36118-14362,3157-6789-20877-7053-8073-2765-9561-1920,4138-4814-28892-10862-9399-387-16048-6567,7471-2780-17831-24781-4085-687-18786-1892,8170-12303-11875-7928-5030-1679-30380-3020,2923-4732-5698-6462-2830-3135-41054-4296,1621-4432-5900-2771-3178-1247-27464-1674,easy
21496-31548-5107-388940-52817-454447-78944-498700,27560-51721-25346-17655-9574-36118-14362-39467,6789-20877-7053-8073-2765-9561-1920-13126,4814-28892-10862-9399-387-16048-6567-7583,2780-17831-24781-4085-687-18786-1892-11963,12303-11875-7928-5030-1679-30380-3020-16568,4732-5698-6462-2830-3135-41054-4296-5525,4432-5900-2771-3178-1247-27464-1674-13405,easy
