delta,midgamma,lowgamma,theta,highalpha,lowalpha,highbeta,lowbeta,state
1341877-2047244-372963-1401995-2650502-674021-1976267-339757,168009-320950-253108-307987-1374871-289522-825027-50607,54266-41643-99743-15797-123485-21697-384759-4154,71123-132558-91305-37414-95068-137842-622973-20512,28633-16870-74914-20598-196487-107071-226763-19166,19376-33257-22667-19595-241435-39851-160800-10825,16258-13375-14148-19372-39345-6067-53062-3267,7357-16725-6402-8608-53388-4578-35021-2106,easy
2047244-372963-1401995-2650502-674021-1976267-339757-1543326,320950-253108-307987-1374871-289522-825027-50607-417533,41643-99743-15797-123485-21697-384759-4154-45822,132558-91305-37414-95068-137842-622973-20512-38104,16870-74914-20598-196487-107071-226763-19166-31752,33257-22667-19595-241435-39851-160800-10825-20056,13375-14148-19372-39345-6067-53062-3267-33453,16725-6402-8608-53388-4578-35021-2106-5304,easy
372963-1401995-2650502-674021-1976267-339757-1543326-67061,253108-307987-1374871-289522-825027-50607-417533-33119,99743-15797-123485-21697-384759-4154-45822-4726,91305-37414-95068-137842-622973-20512-38104-18573,74914-20598-196487-107071-226763-19166-31752-10415,22667-19595-241435-39851-160800-10825-20056-5474,14148-19372-39345-6067-53062-3267-33453-4325,6402-8608-53388-4578-35021-2106-5304-1320,easy
1401995-2650502-674021-1976267-339757-1543326-67061-648236,307987-1374871-289522-825027-50607-417533-33119-144599,15797-123485-21697-384759-4154-45822-4726-29396,37414-95068-137842-622973-20512-38104-18573-55721,20598-196487-107071-226763-19166-31752-10415-47117,19595-241435-39851-160800-10825-20056-5474-23755,19372-39345-6067-53062-3267-33453-4325-6699,8608-53388-4578-35021-2106-5304-1320-2571,hard
2650502-674021-1976267-339757-1543326-67061-648236-1198782,1374871-289522-825027-50607-417533-33119-144599-41532,123485-21697-384759-4154-45822-4726-29396-25955,95068-137842-622973-20512-38104-18573-55721-10866,196487-107071-226763-19166-31752-10415-47117-9810,241435-39851-160800-10825-20056-5474-23755-8288,39345-6067-53062-3267-33453-4325-6699-3086,53388-4578-35021-2106-5304-1320-2571-978,easy
116515-135494-2152268-610672-128747-398112-1457770-582373,185645-134314-1007348-70739-85230-508082-298486-224950,24202-47317-370435-60059-22598-14631-58646-41786,1956-13892-341700-21916-30076-278774-92757-61013,16813-5389-88890-14605-5394-58100-18955-53217,5092-11328-164751-6154-8693-35591-42948-22943,3188-2025-31466-7189-2599-15192-32741-11277,1024-2004-21785-2356-1502-4152-10392-6503,hard
135494-2152268-610672-128747-398112-1457770-582373-1044366,134314-1007348-70739-85230-508082-298486-224950-53109,47317-370435-60059-22598-14631-58646-41786-12909,13892-341700-21916-30076-278774-92757-61013-5302,5389-88890-14605-5394-58100-18955-53217-14700,11328-164751-6154-8693-35591-42948-22943-8535,2025-31466-7189-2599-15192-32741-11277-3294,2004-21785-2356-1502-4152-10392-6503-784,easy
2152268-610672-128747-398112-1457770-582373-1044366-1670800,1007348-70739-85230-508082-298486-224950-53109-222530,370435-60059-22598-14631-58646-41786-12909-176589,341700-21916-30076-278774-92757-61013-5302-37642,88890-14605-5394-58100-18955-53217-14700-26148,164751-6154-8693-35591-42948-22943-8535-27715,31466-7189-2599-15192-32741-11277-3294-20900,21785-2356-1502-4152-10392-6503-784-6478,easy
610672-128747-398112-1457770-582373-1044366-1670800-371774,70739-85230-508082-298486-224950-53109-222530-109538,60059-22598-14631-58646-41786-12909-176589-10868,21916-30076-278774-92757-61013-5302-37642-19103,14605-5394-58100-18955-53217-14700-26148-6880,6154-8693-35591-42948-22943-8535-27715-10083,7189-2599-15192-32741-11277-3294-20900-5361,2356-1502-4152-10392-6503-784-6478-2016,easy
128747-398112-1457770-582373-1044366-1670800-371774-882029,85230-508082-298486-224950-53109-222530-109538-65855,22598-14631-58646-41786-12909-176589-10868-40839,30076-278774-92757-61013-5302-37642-19103-10305,5394-58100-18955-53217-14700-26148-6880-8806,8693-35591-42948-22943-8535-27715-10083-7175,2599-15192-32741-11277-3294-20900-5361-6516,1502-4152-10392-6503-784-6478-2016-2097,easy
398112-1457770-582373-1044366-1670800-371774-882029-316361,508082-298486-224950-53109-222530-109538-65855-28408,14631-58646-41786-12909-176589-10868-40839-10851,278774-92757-61013-5302-37642-19103-10305-14726,58100-18955-53217-14700-26148-6880-8806-10792,35591-42948-22943-8535-27715-10083-7175-9435,15192-32741-11277-3294-20900-5361-6516-3408,4152-10392-6503-784-6478-2016-2097-1252,easy
1457770-582373-1044366-1670800-371774-882029-316361-205199,298486-224950-53109-222530-109538-65855-28408-85899,58646-41786-12909-176589-10868-40839-10851-49795,92757-61013-5302-37642-19103-10305-14726-23067,18955-53217-14700-26148-6880-8806-10792-16564,42948-22943-8535-27715-10083-7175-9435-7663,32741-11277-3294-20900-5361-6516-3408-3459,10392-6503-784-6478-2016-2097-1252-1195,easy
582373-1044366-1670800-371774-882029-316361-205199-1240528,224950-53109-222530-109538-65855-28408-85899-468453,41786-12909-176589-10868-40839-10851-49795-94845,61013-5302-37642-19103-10305-14726-23067-47391,53217-14700-26148-6880-8806-10792-16564-39438,22943-8535-27715-10083-7175-9435-7663-32613,11277-3294-20900-5361-6516-3408-3459-15917,6503-784-6478-2016-2097-1252-1195-7952,easy
1044366-1670800-371774-882029-316361-205199-1240528-700863,53109-222530-109538-65855-28408-85899-468453-114327,12909-176589-10868-40839-10851-49795-94845-32029,5302-37642-19103-10305-14726-23067-47391-66497,14700-26148-6880-8806-10792-16564-39438-16187,8535-27715-10083-7175-9435-7663-32613-7793,3294-20900-5361-6516-3408-3459-15917-7038,784-6478-2016-2097-1252-1195-7952-12268,easy
1670800-371774-882029-316361-205199-1240528-700863-1900321,222530-109538-65855-28408-85899-468453-114327-445629,176589-10868-40839-10851-49795-94845-32029-113975,37642-19103-10305-14726-23067-47391-66497-74057,26148-6880-8806-10792-16564-39438-16187-41741,27715-10083-7175-9435-7663-32613-7793-25519,20900-5361-6516-3408-3459-15917-7038-17233,6478-2016-2097-1252-1195-7952-12268-6011,easy
371774-882029-316361-205199-1240528-700863-1900321-537909,109538-65855-28408-85899-468453-114327-445629-305677,10868-40839-10851-49795-94845-32029-113975-55548,19103-10305-14726-23067-47391-66497-74057-36220,6880-8806-10792-16564-39438-16187-41741-55774,10083-7175-9435-7663-32613-7793-25519-17178,5361-6516-3408-3459-15917-7038-17233-11078,2016-2097-1252-1195-7952-12268-6011-3996,easy
882029-316361-205199-1240528-700863-1900321-537909-301876,65855-28408-85899-468453-114327-445629-305677-252332,40839-10851-49795-94845-32029-113975-55548-43711,10305-14726-23067-47391-66497-74057-36220-52736,8806-10792-16564-39438-16187-41741-55774-31720,7175-9435-7663-32613-7793-25519-17178-20554,6516-3408-3459-15917-7038-17233-11078-19052,2097-1252-1195-7952-12268-6011-3996-9090,easy
316361-205199-1240528-700863-1900321-537909-301876-527183,28408-85899-468453-114327-445629-305677-252332-96114,10851-49795-94845-32029-113975-55548-43711-29190,14726-23067-47391-66497-74057-36220-52736-21259,10792-16564-39438-16187-41741-55774-31720-9193,9435-7663-32613-7793-25519-17178-20554-13932,3408-3459-15917-7038-17233-11078-19052-2543,1252-1195-7952-12268-6011-3996-9090-2393,easy
205199-1240528-700863-1900321-537909-301876-527183-2015374,85899-468453-114327-445629-305677-252332-96114-1142729,49795-94845-32029-113975-55548-43711-29190-665585,23067-47391-66497-74057-36220-52736-21259-77627,16564-39438-16187-41741-55774-31720-9193-118292,7663-32613-7793-25519-17178-20554-13932-84522,3459-15917-7038-17233-11078-19052-2543-176475,1195-7952-12268-6011-3996-9090-2393-21129,easy
1240528-700863-1900321-537909-301876-527183-2015374-612170,468453-114327-445629-305677-252332-96114-1142729-22170,94845-32029-113975-55548-43711-29190-665585-34600,47391-66497-74057-36220-52736-21259-77627-4979,39438-16187-41741-55774-31720-9193-118292-12670,32613-7793-25519-17178-20554-13932-84522-16034,15917-7038-17233-11078-19052-2543-176475-4477,7952-12268-6011-3996-9090-2393-21129-2484,easy
700863-1900321-537909-301876-527183-2015374-612170-198187,114327-445629-305677-252332-96114-1142729-22170-122717,32029-113975-55548-43711-29190-665585-34600-20614,66497-74057-36220-52736-21259-77627-4979-32287,16187-41741-55774-31720-9193-118292-12670-19332,7793-25519-17178-20554-13932-84522-16034-5833,7038-17233-11078-19052-2543-176475-4477-5464,12268-6011-3996-9090-2393-21129-2484-2629,easy
1900321-537909-301876-527183-2015374-612170-198187-1588454,445629-305677-252332-96114-1142729-22170-122717-564734,113975-55548-43711-29190-665585-34600-20614-111641,74057-36220-52736-21259-77627-4979-32287-11799,41741-55774-31720-9193-118292-12670-19332-34076,25519-17178-20554-13932-84522-16034-5833-21662,17233-11078-19052-2543-176475-4477-5464-17727,6011-3996-9090-2393-21129-2484-2629-4240,easy
537909-301876-527183-2015374-612170-198187-1588454-2256937,305677-252332-96114-1142729-22170-122717-564734-901398,55548-43711-29190-665585-34600-20614-111641-309520,36220-52736-21259-77627-4979-32287-11799-149576,55774-31720-9193-118292-12670-19332-34076-145644,17178-20554-13932-84522-16034-5833-21662-94942,11078-19052-2543-176475-4477-5464-17727-28870,3996-9090-2393-21129-2484-2629-4240-22186,easy
301876-527183-2015374-612170-198187-1588454-2256937-523940,252332-96114-1142729-22170-122717-564734-901398-126426,43711-29190-665585-34600-20614-111641-309520-14284,52736-21259-77627-4979-32287-11799-149576-16004,31720-9193-118292-12670-19332-34076-145644-8346,20554-13932-84522-16034-5833-21662-94942-6471,19052-2543-176475-4477-5464-17727-28870-2690,9090-2393-21129-2484-2629-4240-22186-921,easy
527183-2015374-612170-198187-1588454-2256937-523940-1543335,96114-1142729-22170-122717-564734-901398-126426-90517,29190-665585-34600-20614-111641-309520-14284-44786,21259-77627-4979-32287-11799-149576-16004-127432,9193-118292-12670-19332-34076-145644-8346-25407,13932-84522-16034-5833-21662-94942-6471-16677,2543-176475-4477-5464-17727-28870-2690-6458,2393-21129-2484-2629-4240-22186-921-4198,easy
2015374-612170-198187-1588454-2256937-523940-1543335-1012549,1142729-22170-122717-564734-901398-126426-90517-93867,665585-34600-20614-111641-309520-14284-44786-20649,77627-4979-32287-11799-149576-16004-127432-8541,118292-12670-19332-34076-145644-8346-25407-15564,84522-16034-5833-21662-94942-6471-16677-2794,176475-4477-5464-17727-28870-2690-6458-2869,21129-2484-2629-4240-22186-921-4198-1666,easy
612170-198187-1588454-2256937-523940-1543335-1012549-1054333,22170-122717-564734-901398-126426-90517-93867-383131,34600-20614-111641-309520-14284-44786-20649-68002,4979-32287-11799-149576-16004-127432-8541-60816,12670-19332-34076-145644-8346-25407-15564-28118,16034-5833-21662-94942-6471-16677-2794-23247,4477-5464-17727-28870-2690-6458-2869-6936,2484-2629-4240-22186-921-4198-1666-4497,easy
198187-1588454-2256937-523940-1543335-1012549-1054333-2598141,122717-564734-901398-126426-90517-93867-383131-196834,20614-111641-309520-14284-44786-20649-68002-145527,32287-11799-149576-16004-127432-8541-60816-53841,19332-34076-145644-8346-25407-15564-28118-71066,5833-21662-94942-6471-16677-2794-23247-34548,5464-17727-28870-2690-6458-2869-6936-14030,2629-4240-22186-921-4198-1666-4497-6702,easy
1588454-2256937-523940-1543335-1012549-1054333-2598141-2085896,564734-901398-126426-90517-93867-383131-196834-104448,111641-309520-14284-44786-20649-68002-145527-12733,11799-149576-16004-127432-8541-60816-53841-15228,34076-145644-8346-25407-15564-28118-71066-40684,21662-94942-6471-16677-2794-23247-34548-16989,17727-28870-2690-6458-2869-6936-14030-8114,4240-22186-921-4198-1666-4497-6702-3947,easy
2256937-523940-1543335-1012549-1054333-2598141-2085896-754595,901398-126426-90517-93867-383131-196834-104448-407011,309520-14284-44786-20649-68002-145527-12733-59428,149576-16004-127432-8541-60816-53841-15228-150802,145644-8346-25407-15564-28118-71066-40684-106752,94942-6471-16677-2794-23247-34548-16989-68634,28870-2690-6458-2869-6936-14030-8114-50851,22186-921-4198-1666-4497-6702-3947-14211,hard
1276845-2241775-1674765-1036588-2006408-603133-749982-797848,241139-177965-542326-403677-1327659-47835-846939-726847,204061-51132-117637-32470-174688-36599-128267-675341,196217-140514-56391-34309-777375-13050-17748-548830,135852-72233-41097-20947-152124-15871-103529-139281,46823-20308-63164-13047-167017-3476-52987-55064,30241-14168-40615-7075-84435-2155-18400-66405,9636-9573-26812-11187-29926-3222-5330-29938,hard
2241775-1674765-1036588-2006408-603133-749982-797848-731459,177965-542326-403677-1327659-47835-846939-726847-67260,51132-117637-32470-174688-36599-128267-675341-27580,140514-56391-34309-777375-13050-17748-548830-11845,72233-41097-20947-152124-15871-103529-139281-12718,20308-63164-13047-167017-3476-52987-55064-17794,14168-40615-7075-84435-2155-18400-66405-3898,9573-26812-11187-29926-3222-5330-29938-1070,easy
1674765-1036588-2006408-603133-749982-797848-731459-793278,542326-403677-1327659-47835-846939-726847-67260-159540,117637-32470-174688-36599-128267-675341-27580-111993,56391-34309-777375-13050-17748-548830-11845-122148,41097-20947-152124-15871-103529-139281-12718-31054,63164-13047-167017-3476-52987-55064-17794-21673,40615-7075-84435-2155-18400-66405-3898-18196,26812-11187-29926-3222-5330-29938-1070-8909,easy
1036588-2006408-603133-749982-797848-731459-793278-736441,403677-1327659-47835-846939-726847-67260-159540-22827,32470-174688-36599-128267-675341-27580-111993-37009,34309-777375-13050-17748-548830-11845-122148-44914,20947-152124-15871-103529-139281-12718-31054-15354,13047-167017-3476-52987-55064-17794-21673-9541,7075-84435-2155-18400-66405-3898-18196-5607,11187-29926-3222-5330-29938-1070-8909-2851,easy
2006408-603133-749982-797848-731459-793278-736441-3275777,1327659-47835-846939-726847-67260-159540-22827-235662,174688-36599-128267-675341-27580-111993-37009-58455,777375-13050-17748-548830-11845-122148-44914-85294,152124-15871-103529-139281-12718-31054-15354-55340,167017-3476-52987-55064-17794-21673-9541-41297,84435-2155-18400-66405-3898-18196-5607-26265,29926-3222-5330-29938-1070-8909-2851-8176,hard
603133-749982-797848-731459-793278-736441-3275777-94650,47835-846939-726847-67260-159540-22827-235662-182496,36599-128267-675341-27580-111993-37009-58455-34493,13050-17748-548830-11845-122148-44914-85294-17696,15871-103529-139281-12718-31054-15354-55340-26676,3476-52987-55064-17794-21673-9541-41297-18269,2155-18400-66405-3898-18196-5607-26265-2431,3222-5330-29938-1070-8909-2851-8176-3111,easy
749982-797848-731459-793278-736441-3275777-94650-1559160,846939-726847-67260-159540-22827-235662-182496-1479838,128267-675341-27580-111993-37009-58455-34493-338907,17748-548830-11845-122148-44914-85294-17696-45478,103529-139281-12718-31054-15354-55340-26676-104914,52987-55064-17794-21673-9541-41297-18269-63009,18400-66405-3898-18196-5607-26265-2431-74078,5330-29938-1070-8909-2851-8176-3111-56318,easy
797848-731459-793278-736441-3275777-94650-1559160-608449,726847-67260-159540-22827-235662-182496-1479838-456124,675341-27580-111993-37009-58455-34493-338907-22462,548830-11845-122148-44914-85294-17696-45478-26948,139281-12718-31054-15354-55340-26676-104914-8432,55064-17794-21673-9541-41297-18269-63009-25553,66405-3898-18196-5607-26265-2431-74078-13630,29938-1070-8909-2851-8176-3111-56318-4189,hard
731459-793278-736441-3275777-94650-1559160-608449-98788,67260-159540-22827-235662-182496-1479838-456124-100948,27580-111993-37009-58455-34493-338907-22462-45015,11845-122148-44914-85294-17696-45478-26948-15322,12718-31054-15354-55340-26676-104914-8432-19015,17794-21673-9541-41297-18269-63009-25553-3205,3898-18196-5607-26265-2431-74078-13630-3672,1070-8909-2851-8176-3111-56318-4189-2057,easy
793278-736441-3275777-94650-1559160-608449-98788-1449825,159540-22827-235662-182496-1479838-456124-100948-1427408,111993-37009-58455-34493-338907-22462-45015-279899,122148-44914-85294-17696-45478-26948-15322-172325,31054-15354-55340-26676-104914-8432-19015-90443,21673-9541-41297-18269-63009-25553-3205-69663,18196-5607-26265-2431-74078-13630-3672-30173,8909-2851-8176-3111-56318-4189-2057-23866,easy
736441-3275777-94650-1559160-608449-98788-1449825-415152,22827-235662-182496-1479838-456124-100948-1427408-52248,37009-58455-34493-338907-22462-45015-279899-141514,44914-85294-17696-45478-26948-15322-172325-35555,15354-55340-26676-104914-8432-19015-90443-16848,9541-41297-18269-63009-25553-3205-69663-46700,5607-26265-2431-74078-13630-3672-30173-17055,2851-8176-3111-56318-4189-2057-23866-18046,easy
3275777-94650-1559160-608449-98788-1449825-415152-874876,235662-182496-1479838-456124-100948-1427408-52248-67208,58455-34493-338907-22462-45015-279899-141514-47078,85294-17696-45478-26948-15322-172325-35555-19071,55340-26676-104914-8432-19015-90443-16848-54464,41297-18269-63009-25553-3205-69663-46700-42498,26265-2431-74078-13630-3672-30173-17055-16754,8176-3111-56318-4189-2057-23866-18046-4640,easy
94650-1559160-608449-98788-1449825-415152-874876-990495,182496-1479838-456124-100948-1427408-52248-67208-46516,34493-338907-22462-45015-279899-141514-47078-17277,17696-45478-26948-15322-172325-35555-19071-27291,26676-104914-8432-19015-90443-16848-54464-18150,18269-63009-25553-3205-69663-46700-42498-38821,2431-74078-13630-3672-30173-17055-16754-7277,3111-56318-4189-2057-23866-18046-4640-3262,easy
1559160-608449-98788-1449825-415152-874876-990495-735434,1479838-456124-100948-1427408-52248-67208-46516-102774,338907-22462-45015-279899-141514-47078-17277-139262,45478-26948-15322-172325-35555-19071-27291-17614,104914-8432-19015-90443-16848-54464-18150-60882,63009-25553-3205-69663-46700-42498-38821-22896,74078-13630-3672-30173-17055-16754-7277-47444,56318-4189-2057-23866-18046-4640-3262-18055,easy
608449-98788-1449825-415152-874876-990495-735434-207012,456124-100948-1427408-52248-67208-46516-102774-69468,22462-45015-279899-141514-47078-17277-139262-19383,26948-15322-172325-35555-19071-27291-17614-5217,8432-19015-90443-16848-54464-18150-60882-25839,25553-3205-69663-46700-42498-38821-22896-20926,13630-3672-30173-17055-16754-7277-47444-9162,4189-2057-23866-18046-4640-3262-18055-2342,easy
98788-1449825-415152-874876-990495-735434-207012-1115741,100948-1427408-52248-67208-46516-102774-69468-309305,45015-279899-141514-47078-17277-139262-19383-28832,15322-172325-35555-19071-27291-17614-5217-75048,19015-90443-16848-54464-18150-60882-25839-72533,3205-69663-46700-42498-38821-22896-20926-47064,3672-30173-17055-16754-7277-47444-9162-40345,2057-23866-18046-4640-3262-18055-2342-36320,easy
1449825-415152-874876-990495-735434-207012-1115741-732859,1427408-52248-67208-46516-102774-69468-309305-13808,279899-141514-47078-17277-139262-19383-28832-20421,172325-35555-19071-27291-17614-5217-75048-18180,90443-16848-54464-18150-60882-25839-72533-8629,69663-46700-42498-38821-22896-20926-47064-7255,30173-17055-16754-7277-47444-9162-40345-4556,23866-18046-4640-3262-18055-2342-36320-583,hard
415152-874876-990495-735434-207012-1115741-732859-154438,52248-67208-46516-102774-69468-309305-13808-18205,141514-47078-17277-139262-19383-28832-20421-1599,35555-19071-27291-17614-5217-75048-18180-1451,16848-54464-18150-60882-25839-72533-8629-2874,46700-42498-38821-22896-20926-47064-7255-1966,17055-16754-7277-47444-9162-40345-4556-985,18046-4640-3262-18055-2342-36320-583-236,easy
874876-990495-735434-207012-1115741-732859-154438-1732729,67208-46516-102774-69468-309305-13808-18205-163332,47078-17277-139262-19383-28832-20421-1599-12323,19071-27291-17614-5217-75048-18180-1451-133428,54464-18150-60882-25839-72533-8629-2874-44231,42498-38821-22896-20926-47064-7255-1966-16320,16754-7277-47444-9162-40345-4556-985-11400,4640-3262-18055-2342-36320-583-236-5199,hard
990495-735434-207012-1115741-732859-154438-1732729-624471,46516-102774-69468-309305-13808-18205-163332-164721,17277-139262-19383-28832-20421-1599-12323-163263,27291-17614-5217-75048-18180-1451-133428-137357,18150-60882-25839-72533-8629-2874-44231-46789,38821-22896-20926-47064-7255-1966-16320-16788,7277-47444-9162-40345-4556-985-11400-18218,3262-18055-2342-36320-583-236-5199-12964,easy
735434-207012-1115741-732859-154438-1732729-624471-117324,102774-69468-309305-13808-18205-163332-164721-18055,139262-19383-28832-20421-1599-12323-163263-2537,17614-5217-75048-18180-1451-133428-137357-759,60882-25839-72533-8629-2874-44231-46789-2330,22896-20926-47064-7255-1966-16320-16788-1519,47444-9162-40345-4556-985-11400-18218-517,18055-2342-36320-583-236-5199-12964-749,easy
207012-1115741-732859-154438-1732729-624471-117324-994052,69468-309305-13808-18205-163332-164721-18055-409194,19383-28832-20421-1599-12323-163263-2537-43031,5217-75048-18180-1451-133428-137357-759-10563,25839-72533-8629-2874-44231-46789-2330-25600,20926-47064-7255-1966-16320-16788-1519-27053,9162-40345-4556-985-11400-18218-517-10854,2342-36320-583-236-5199-12964-749-8005,easy
1115741-732859-154438-1732729-624471-117324-994052-100508,309305-13808-18205-163332-164721-18055-409194-78879,28832-20421-1599-12323-163263-2537-43031-2068,75048-18180-1451-133428-137357-759-10563-11806,72533-8629-2874-44231-46789-2330-25600-13685,47064-7255-1966-16320-16788-1519-27053-5056,40345-4556-985-11400-18218-517-10854-3579,36320-583-236-5199-12964-749-8005-1465,easy
732859-154438-1732729-624471-117324-994052-100508-125322,13808-18205-163332-164721-18055-409194-78879-259310,20421-1599-12323-163263-2537-43031-2068-116485,18180-1451-133428-137357-759-10563-11806-76996,8629-2874-44231-46789-2330-25600-13685-40186,7255-1966-16320-16788-1519-27053-5056-31145,4556-985-11400-18218-517-10854-3579-16982,583-236-5199-12964-749-8005-1465-22380,easy
154438-1732729-624471-117324-994052-100508-125322-891250,18205-163332-164721-18055-409194-78879-259310-125560,1599-12323-163263-2537-43031-2068-116485-87033,1451-133428-137357-759-10563-11806-76996-78233,2874-44231-46789-2330-25600-13685-40186-11027,1966-16320-16788-1519-27053-5056-31145-25654,985-11400-18218-517-10854-3579-16982-15939,236-5199-12964-749-8005-1465-22380-6971,easy
1732729-624471-117324-994052-100508-125322-891250-167936,163332-164721-18055-409194-78879-259310-125560-37797,12323-163263-2537-43031-2068-116485-87033-20246,133428-137357-759-10563-11806-76996-78233-6245,44231-46789-2330-25600-13685-40186-11027-6933,16320-16788-1519-27053-5056-31145-25654-3217,11400-18218-517-10854-3579-16982-15939-1761,5199-12964-749-8005-1465-22380-6971-1043,hard
624471-117324-994052-100508-125322-891250-167936-211194,164721-18055-409194-78879-259310-125560-37797-57625,163263-2537-43031-2068-116485-87033-20246-16038,137357-759-10563-11806-76996-78233-6245-7423,46789-2330-25600-13685-40186-11027-6933-12636,16788-1519-27053-5056-31145-25654-3217-5420,18218-517-10854-3579-16982-15939-1761-3388,12964-749-8005-1465-22380-6971-1043-2274,easy
117324-994052-100508-125322-891250-167936-211194-256690,18055-409194-78879-259310-125560-37797-57625-387761,2537-43031-2068-116485-87033-20246-16038-143680,759-10563-11806-76996-78233-6245-7423-53667,2330-25600-13685-40186-11027-6933-12636-40764,1519-27053-5056-31145-25654-3217-5420-40949,517-10854-3579-16982-15939-1761-3388-25903,749-8005-1465-22380-6971-1043-2274-6936,easy
994052-100508-125322-891250-167936-211194-256690-1517579,409194-78879-259310-125560-37797-57625-387761-468746,43031-2068-116485-87033-20246-16038-143680-103986,10563-11806-76996-78233-6245-7423-53667-984745,25600-13685-40186-11027-6933-12636-40764-64806,27053-5056-31145-25654-3217-5420-40949-177631,10854-3579-16982-15939-1761-3388-25903-36172,8005-1465-22380-6971-1043-2274-6936-33640,easy
100508-125322-891250-167936-211194-256690-1517579-2290360,78879-259310-125560-37797-57625-387761-468746-84207,2068-116485-87033-20246-16038-143680-103986-21442,11806-76996-78233-6245-7423-53667-984745-23087,13685-40186-11027-6933-12636-40764-64806-14466,5056-31145-25654-3217-5420-40949-177631-51244,3579-16982-15939-1761-3388-25903-36172-8717,1465-22380-6971-1043-2274-6936-33640-4830,easy
125322-891250-167936-211194-256690-1517579-2290360-575729,259310-125560-37797-57625-387761-468746-84207-131604,116485-87033-20246-16038-143680-103986-21442-56986,76996-78233-6245-7423-53667-984745-23087-87229,40186-11027-6933-12636-40764-64806-14466-17744,31145-25654-3217-5420-40949-177631-51244-27875,16982-15939-1761-3388-25903-36172-8717-8035,22380-6971-1043-2274-6936-33640-4830-3326,hard
891250-167936-211194-256690-1517579-2290360-575729-1108282,125560-37797-57625-387761-468746-84207-131604-49070,87033-20246-16038-143680-103986-21442-56986-11317,78233-6245-7423-53667-984745-23087-87229-13391,11027-6933-12636-40764-64806-14466-17744-7790,25654-3217-5420-40949-177631-51244-27875-4905,15939-1761-3388-25903-36172-8717-8035-2268,6971-1043-2274-6936-33640-4830-3326-1874,easy
167936-211194-256690-1517579-2290360-575729-1108282-386180,37797-57625-387761-468746-84207-131604-49070-104561,20246-16038-143680-103986-21442-56986-11317-114814,6245-7423-53667-984745-23087-87229-13391-87371,6933-12636-40764-64806-14466-17744-7790-12907,3217-5420-40949-177631-51244-27875-4905-25915,1761-3388-25903-36172-8717-8035-2268-17647,1043-2274-6936-33640-4830-3326-1874-9792,easy
211194-256690-1517579-2290360-575729-1108282-386180-1025289,57625-387761-468746-84207-131604-49070-104561-225883,16038-143680-103986-21442-56986-11317-114814-68703,7423-53667-984745-23087-87229-13391-87371-16112,12636-40764-64806-14466-17744-7790-12907-12487,5420-40949-177631-51244-27875-4905-25915-10400,3388-25903-36172-8717-8035-2268-17647-5938,2274-6936-33640-4830-3326-1874-9792-4058,easy
256690-1517579-2290360-575729-1108282-386180-1025289-1531372,387761-468746-84207-131604-49070-104561-225883-200368,143680-103986-21442-56986-11317-114814-68703-49050,53667-984745-23087-87229-13391-87371-16112-48763,40764-64806-14466-17744-7790-12907-12487-35887,40949-177631-51244-27875-4905-25915-10400-5903,25903-36172-8717-8035-2268-17647-5938-5394,6936-33640-4830-3326-1874-9792-4058-2953,easy
1517579-2290360-575729-1108282-386180-1025289-1531372-754373,468746-84207-131604-49070-104561-225883-200368-143157,103986-21442-56986-11317-114814-68703-49050-19763,984745-23087-87229-13391-87371-16112-48763-47736,64806-14466-17744-7790-12907-12487-35887-23202,177631-51244-27875-4905-25915-10400-5903-8775,36172-8717-8035-2268-17647-5938-5394-10265,33640-4830-3326-1874-9792-4058-2953-1996,easy
2290360-575729-1108282-386180-1025289-1531372-754373-1494894,84207-131604-49070-104561-225883-200368-143157-945891,21442-56986-11317-114814-68703-49050-19763-19302,23087-87229-13391-87371-16112-48763-47736-16185,14466-17744-7790-12907-12487-35887-23202-25068,51244-27875-4905-25915-10400-5903-8775-18954,8717-8035-2268-17647-5938-5394-10265-6512,4830-3326-1874-9792-4058-2953-1996-1727,easy
575729-1108282-386180-1025289-1531372-754373-1494894-918696,131604-49070-104561-225883-200368-143157-945891-322566,56986-11317-114814-68703-49050-19763-19302-18531,87229-13391-87371-16112-48763-47736-16185-28223,17744-7790-12907-12487-35887-23202-25068-30981,27875-4905-25915-10400-5903-8775-18954-16025,8035-2268-17647-5938-5394-10265-6512-8757,3326-1874-9792-4058-2953-1996-1727-5405,easy
1108282-386180-1025289-1531372-754373-1494894-918696-888308,49070-104561-225883-200368-143157-945891-322566-334711,11317-114814-68703-49050-19763-19302-18531-115024,13391-87371-16112-48763-47736-16185-28223-51364,7790-12907-12487-35887-23202-25068-30981-62548,4905-25915-10400-5903-8775-18954-16025-10100,2268-17647-5938-5394-10265-6512-8757-13709,1874-9792-4058-2953-1996-1727-5405-6362,hard
386180-1025289-1531372-754373-1494894-918696-888308-645618,104561-225883-200368-143157-945891-322566-334711-748937,114814-68703-49050-19763-19302-18531-115024-29237,87371-16112-48763-47736-16185-28223-51364-149963,12907-12487-35887-23202-25068-30981-62548-223057,25915-10400-5903-8775-18954-16025-10100-57407,17647-5938-5394-10265-6512-8757-13709-61808,9792-4058-2953-1996-1727-5405-6362-10899,easy
